r_points,r_text,place,,
50,"Lovely place, lovely owners, lovely staff, lovely food and the best craft beer in Cyprus.They are master brewers and elaborate the beer using traditional Czech methods. If you are a beer lover, you can not skip this visit. If not... The platter of Bavarian sausages and the Seafood risotto are excellent :)",Pivo brewery,Review 22 Similarity,0.472455591
50,"This can be difficult to find as it is away from many of the other bars and restaurants but is just a short walk from the main pedestrian strip running through the centre of the Nicosia into the North part.As far as I have seen, there is nothing like this in Cyprus and is a great little place to spend your evening. The house beers are very nice and I would recommended trying at least Hoppy, if not all of them! They have a guest beers at different times too.Unfortunately, we did not eat here as we had made other plans but the food looked simple and very delicious, in particular the Sausage Platter.If you are visiting Nicosia you must visit Pivo.",Pivo brewery,Review 112 Similarity,0.472455591
50,Very nice place in the old nicosia!! The food is very good and tasty especially the hamburger!! They make their own beer and is really good! Also has a part with glass floor and the decoration is very beautiful! The waiter was kind and with helpful advise for the food!,Pivo brewery,Review 127 Similarity,0.472455591
50,"I went to Pivo microbrewery with friends last week and we tried all types of beer that they make there and they were of excellent quality. The staff was very nice and welcoming. They also have airconditioning and a great atmosphere, what is exactly needed in hot days in July!I will definitely visit again and it is of course highly recommended!",Pivo brewery,Review 70 Similarity,0.471404521
50,The place is really cosy with logical prices for their beer. The beer is brewed on location. It is maybe the only microbrewery in Nicosia. There is also a small choice of platters and food.,Pivo brewery,Review 157 Similarity,0.471404521
50,"Bad news for beer lovers: beer in Cyprus is not good (to put it nicely). Good news for beer lovers: there's a place in old Nicosia called Pivo Microbrewery. The place offers 4 different beers and all of them are heavenly. My personal favourite is Berliner Weisse (I think that's the name). They also serve quality food to accompany your drink but they will be happy to have you even if you are visiting for drinks only.The service is very friendly.The place itself is something like a fashionable bar and a simplistic pub joined together. It is not a typical cypriot place at all. When it is busy, you may have to share a table with some other guests. This adds some bierhalle spice to the atmosphere.I highly recommend this place if you are after quality beer and somewhat non-typical atmosphere.",Pivo brewery,Review 120 Similarity,0.468292906
50,Second time to Pivo. Most excellent the beer they make.Our German friends love the beer.Bitter beer lovers will love the place.We ordered sausages just to begin with.Most of them nice and fresh.Locally made by a German guy from Limassol. Food excellent. Rips and jambono recommended. Staff very kind and prompt to serve you.Environment the most.Renovated building in the centre of the old city just by buffer zone and the occupied areas. Reasonable prices and good quality.,Pivo brewery,Review 94 Similarity,0.46291005
50,"I went there with colleagues after work. Although not a big fun of beers, i was amazed by the unique flavor of the homemade beers this place offers. We also tried the food and it was great. The service was excellent. I will definitely visit the place again. I only wish they opened earlier so we could visit the place every Thursday after work!",Pivo brewery,Review 137 Similarity,0.46291005
50,"The beer 'Pivo' is a product of the place itself. they have only 4 beers in the menu - but it's MORE than enough!The beers are very good and all 4 of them gives different taste for different people's taste.The food is also very good. comes in big dishes and nice presented on the plates.This is a place of beer, friends and a good ol' blues and rock in the background (not loud, sust the exact volume to have a good conversation).The have sometime a temporary special beer - for christmas they brewed a burned christmas tree flavour beer - nice and tingling on the tongue, bit bitter with sweetness.Also its a good place for a date, romantic but also simple.*** needs to reserve a table at least couple of days ahead.",Pivo brewery,Review 96 Similarity,0.456435465
50,"A lovely set-up in the old part of Nicosia,a renovated house with a hidden inner yard.Excellent selection of beers and great food!!",Pivo brewery,Review 17 Similarity,0.433012702
40,The food was really great! The staff was friendly and kind and always willing to help. A cosy atmosphere. The only problem (which does not apply only here) is the parking...But I definitely suggest it!,Pivo brewery,Review 53 Similarity,0.433012702
30,"It's a nice building but nothing more. The beers are very disappointing and there no atmosphere in the place. Staff could be more helpful and respectful for the customers. I went once and that's enough.... if you want to enjoy beer, just go some where else.",Pivo brewery,Review 91 Similarity,0.433012702
50,A hidden gem near the green line. The handcrafted beers are wonderful and every week they have a different special beer so i suggest you try that as well. The food is always well cooked and tasteful and the environment is cozy and relaxing! Highly recommended if you are in Nicosia and love beer and good food,Pivo brewery,Review 47 Similarity,0.426401433
50,"This bar war recommended by a couple chatting poolside at the Hilton Park, so my son and I decided to give it a try.Firstly, ask the taxi driver to drop you close. The Microbrewery is a fabulously modernised building, but the street it's in is not so.Secondly, try each of the beers. They do a sampling portion so we did that, picked our favourite, then ordered food. I'd read that this was the passion of four brothers, and right enough, they were all there, chatting with the customers - they are really knowledgeable and proud of their beer so talk to them and find out more!My son and I had burgers which were stacked high and accompanied by Rosemary chips - very good and large portions.If you fancy a burger and beer night in Nicosia I'd recommend this place should be high on your list.",Pivo brewery,Review 71 Similarity,0.426401433
50,"A true gem of a place , staff are very friendly and attentive , food was cooked to perfection , and some very nice beers on sale especially an excellent Czech noir which went down very well , if you like real beers this place is the place to be",Pivo brewery,Review 59 Similarity,0.416666667
40,"Within the old town of Nicosia, friendly staff, nice atmosphere, nice food, very good freshly brewed beer, nearby underground parking.",Pivo brewery,Review 13 Similarity,0.40824829
40,Go for the flight of different beers to taste all 4 varieties. Food is OK but the whole experience of a custom brew gives the place some of its attractiveness. What's lacking is the view of the brewery and a personal touch,Pivo brewery,Review 90 Similarity,0.40824829
50,"I highly recommend doing the beertasting, the 4 presented beers are each unique in taste. The guys who own the bar are engineers who went abroad to learn about beer brewing across Europe, with them they have brought techniques and added their own style and flavors to the beers. I was happy to learn that each week they make a new flavoured 5th beer and that they have made Belgian styled beers as well. The only thing missing I felt was something for the ladies, I know not everyone loves the taste of beer, so having a fruity/cidery beer as an alternative would have been nice. The location is perfect, classy, calm and it has some ancient ruins you can see through a window in the floor. Perfect place to chill out and talk with friends",Pivo brewery,Review 108 Similarity,0.40824829
40,It was a nice touch the beer tasting option! I really enjoyed the cheese plater and the calming music. Definetly going back,Pivo brewery,Review 130 Similarity,0.40824829
30,"I read really good comments about the beers and food served here. I can't comment on the beer as I'm not a fan, but the food was disappointing. My friend got the veggie tagliatelle and I got the beer-cooked pork: both were nicely cooked but the portions were really small compared to the price. We were both hungry after finishing our food!",Pivo brewery,Review 51 Similarity,0.405553553
50,"A nicely renovated house in the old part of Nicosia that has been converted to a brewery. They produce 4 beers all year long and they offer some others seasonally.Great service, helpful stuff and reasonable prices for the quality. Beer about 5 euro per pint and each plate about 13 euro.Highly Recommend, we will visit it again soon!!!",Pivo brewery,Review 6 Similarity,0.400891863
50,"This is a local microbrewery with a very nice and calm atmosphere in a rennovated old mansion. Spacious and comfortable, great music selection (blues & rock), with very helpful staff, offers a selection of their own beers and a limited - but delicious - variety of dishes.",Pivo brewery,Review 35 Similarity,0.400891863
50,"Very nice and cosy place, with few selection of beers and food. We had the sausage platter which was very tasteful. Next time we'll have a proper dinner since everything looked delicious! Good service too ( sometimes too keen to collect our glasses but that's ok..) keep it up πιβο!!!",Pivo brewery,Review 64 Similarity,0.400891863
40,"I've visited a few microbreweries in my life and i have to say that this one does not disappoint.The produce 4 beers all year long and a couple seasonal. My opinion is that the wheat beer is the best. It reminds of a Franziskaner-Erdinger combination.Not a vast selection of food on the menu but just enough. What ever we ordered was ok, nothing fancy but good quality and fresh and nicely presented.Staff were very helpful. It was very nice that indoor seating was free of smoke. Difficult to find somewhere in Nicosia these days for non smokers.Recommended.",Pivo brewery,Review 80 Similarity,0.400891863
50,"A unique place in Nicosia with very friendly staff and great drinking choices. It's location is very convenient, in old city and close to parking and other bars. The decoration and the atmosphere are perfect.",Pivo brewery,Review 99 Similarity,0.400891863
50,Excellent craft beer. A family-owned business. A beautiful renovated old house and garden in the centre of Nicosia. Their craft beers won in several beer competitions in Europe! A very nice food menu to choose from. Beautiful patio to enjoy the Nicosia sky.,Pivo brewery,Review 9 Similarity,0.39223227
50,"One of the best places to go in Old Nicosia, really good decoration and atmosphere. Great selection of food and beers.",Pivo brewery,Review 32 Similarity,0.375
50,"Everything was great!Friendly staff, very good service, excellent food and inhouse made beers. Highly recommended!!",Pivo brewery,Review 95 Similarity,0.375
50,"This place is just awesome! Reasonable price, very cosy and warm place, very friendly staff plus every month they surprise you and actually amaze you with the offer for the beer of the month! You rock Pivo ...",Pivo brewery,Review 104 Similarity,0.375
50,"I have visited Pivo Microbrewery last night with some friends and did not know what to expect. I was pleasantly surprised to find out that the beer was excellent and the food was really good (though the menu is quite limited). It's a unique place, made with love and you can feel it in the air. Will definitely be visiting again soon!",Pivo brewery,Review 153 Similarity,0.375
50,"This is an excellent place and there is nothing that compares in Nicosia.first it is a proper microbrewery serving really good beers. Second the food is just right, perfectly suited to the beer. Third the atmosphere and ambience is as close to perfection as it's possible to get. Fourth the staff are friendly, welcoming and knowledgable. Last but not least is the building, tastefully refurbished and the location within yards of the green line. Paradise for the discerning beer drinker.",Pivo brewery,Review 85 Similarity,0.365148372
50,"Cosy place, excellent service, tasty 'home made' beer and platters !Reservation is recommended, especially at the weekend!",Pivo brewery,Review 37 Similarity,0.353553391
40,Found the taste of beer very interesting and well done to the guys who devoted themselves in this business venture. Not easy task !! The owners are very happy to give a free tour and explain the brewing process.,Pivo brewery,Review 39 Similarity,0.353553391
40,"Been there on a few occasions in the last year and food quality has always been good. Had the risotto and the pork shunk which were both very well cooked and tasty. The beer is brewed by the owners and there are four different kinds, all good if you are into beer.",Pivo brewery,Review 43 Similarity,0.353553391
50,"Saturday night out with my friendsExcellent food, tasty and nice flavorsBeers were homemade,Staff was friendly and helpful",Pivo brewery,Review 55 Similarity,0.353553391
50,"Pivo is amazing. It is situated in the old town, in a refurbished old classical building and everything about it gives you an Awe feeling. Architecture and interior wise, this is how places in Cyprus should be. The brothers that own Pivo, love their food and their beer, so everything you get off the menu is done with love and attention to it. The beer is made on location and they have some very good IPA amongst their other varieties but always make sure to ask about their seasonal brews. If you love beer and good food this is your home away from home. Make sure to reserve, especially for weekends.",Pivo brewery,Review 67 Similarity,0.353553391
50,"This was one of my favorite places in Nikosia. We stumbled upon it while exploring the buffer zone in Nikosia. The beer was amazing and very innovative and the location is amazing. Their courtyard is directly adjacent to the buffer zone, which makes it really interesting at night. Definitely a place I will come back to next time in on Nikosia.",Pivo brewery,Review 76 Similarity,0.353553391
40,"Of course the best beer in Cyprus,but the other menu...))They have to work on it!)But yellow couches are so cozy!Very tasty ""anti stress "" beer,highly recommend!",Pivo brewery,Review 93 Similarity,0.353553391
40,Excellent home brewed beer. Food is good. Kotsi is the pick of the menu - when available (even though it is a bit pricy). Avoid the burgers.,Pivo brewery,Review 117 Similarity,0.353553391
50,"I have been to Pivo twice in less than a month, with friends, and thoroughly enjoyed it both times. A lot of attention has been taken in all aspects of the experience, in addition to the obvious - the beer - and I could not fault it in any way! Excellent food (from the burgers to the ribs and the pork leg!!), in plentyful quantities, friendly staff (unobtrusive but always around) in a very well decorated environment (a restored old house and inner courtyard), beautiful beer glasses and of course, you are welcome to have a tour and talk beer all night. The owners are always happy to oblige!! time flies when you're having enjoying yourself with good company.",Pivo brewery,Review 105 Similarity,0.34299717
50,"We just loved this place!Excellent and friendly staff. Owners of the brewery were more than happy to explain us how they are making the beers.We also had dinner, and all of our dishes was well cooked and tasty.Even If I'm not beer lover, I really like this place and we are totally getting back for another perfect night out !",Pivo brewery,Review 97 Similarity,0.335410197
50,"Can here with a group of colleagues from all around Europe and everybody was excited and left with the best impressions. The staff is very helpful and ready to help you. The beer quality is very nice. Also, if you ask one of the staff will give a short guide to the microbrewery and explain you how they make beer.",Pivo brewery,Review 126 Similarity,0.335410197
40,Interesting place for a casual outing.Thied all kinds of beers but really loved the blond one.The platter of sausages was really nice...overall a nice choice to go out.,Pivo brewery,Review 141 Similarity,0.335410197
50,"I had heard from friends about this new initiative. A microbrewery in the heart of the old town. Tucked into a little street, one does not know what to expected. Once you step into the place, you will be amazed. A beautiful courtyard. A cosy interior. Old and modern at the same time. As for the beers, you can go any way you want. Blondie, Noir... maybe try a Special! Food is nice and interesting. You can find sausages as one would expect. But also a Gorgonzola salad with apples and red berries. I am definitely going back for more!",Pivo brewery,Review 145 Similarity,0.335410197
50,"I just had dinner here. The beers were great. I had a dark Czech, strong Saison and a smoked lager. Each one was top notch. I also had a dinner salad with chicken that was very good. Service was friendly, quick and professional. I go to a lot of brewpubs and I thought this one was outstanding.",Pivo brewery,Review 3 Similarity,0.316227766
50,"This has become our regular place to dine in. We love the decor and ambiance, service is fast and efficient and of course the food is excellent. It’s always full so these guys must be doing something good.",Pivo brewery,Review 12 Similarity,0.316227766
50,Excellent beer brewed by the owners with all their love!! Very nice atmosphere and salads!!definitely visit!!,Pivo brewery,Review 33 Similarity,0.316227766
50,"Pivo is a restaurant that you won't regret going to. I liked the fact that everything is made there from their own materials. The food is very good and the beer is exceptional. I found it a bit overpriced though, but just a little. The thing I would give the most credits to, is the staff which provide a perfect overall experience.",Pivo brewery,Review 101 Similarity,0.316227766
40,"Very spacious, popular, lively and refined place with exquisite choice of beers. Nice terrace as well. Very good service.",Pivo brewery,Review 138 Similarity,0.316227766
40,"An old renovated house with excellent architecture and simple but nice decoration,in the heart of the old town of Nicosia. Authentic Beer made by Pivo brewery, nice dishes that we all shared. We tried blondy, black and sitarenia. I liked blondy beer and the three dishes we tried were delicious. From Sussages I liked the spicy one, different kinds of good cheese and meet balls that were excellent !!! There is achoice of salads as well and some other dishes.Very good service, helpful stuff and reasonable prices. Beer about 3.5 euro and each plate about 13 euro. We will go again !Pivo MicrobrewerPivo Microbrewery",Pivo brewery,Review 128 Similarity,0.3125
50,"My daughter and I passed Pivo Microbrewery while we were on a Segway Station Cyprus tour and we marked it's location down so we could stop by during operating hours. We were glad we did. This establishment -- founded by four brothers -- is a gem located in the nooks and crannies of old town Nicosia. They serve they craft beers draught only, and there is a nice selection from which to choose, including seasonal specials. Pivo offers a varied menu, too. I am vegan and found a delicious salad and tasty herbed fries to be a perfect accompaniment to the Noir stout. Pivo is closed Sunday and Monday. It opens at 7pm, which is a good time to arrive since it is a popular place and tables become harder to come by as the evening wears on. They sell beer glasses (ranging in price from 8-13 Euros), ceramic coasters and a few t-shirts, for those looking for souvenirs. Highly recommended for those appreciating a craft beer and pleasant evening.",Pivo brewery,Review 77 Similarity,0.3086067
50,"Really nice bar, loads of different beers (although I must admit I ordered wine - which was very nice!) We had dinner here as well, two vegans in our group had the same pasta dish which was really delicious. The place was clean and comfortable and the staff were friendly and helpful. Would definitely go again when next in Cyprus.",Pivo brewery,Review 4 Similarity,0.306186218
40,"4 brothers with a passion for beer recently opened this microbrewery. The building is nicely renovated. They have 4 beers all year round (Pilsner, Black Lager, Weizen and IPA) and one beer of the month. I spoke with one of the brewers and he told me that they are trying to brew a Belgian Style Triple, my favorite kind of beer. On my next trip to Nicosia, I will go there again.",Pivo brewery,Review 146 Similarity,0.306186218
50,"One of the best places to go out with friends in Nicosia !Nice place ,friendly service ,good food ! The music was very good ,not too loud !We drank wine but next time we will try beers.We enjoyed it and we will definitely visit again!",Pivo brewery,Review 27 Similarity,0.294174203
50,"A very nice place with cosy atmosphere, friendly staff ready to explain the special beers they create themselves and nice music. We really enjoyed their special beers and something to noble!!",Pivo brewery,Review 88 Similarity,0.294174203
50,"I visited Pívo because I finally wanted really good beer and I wasn't disappointed. Plus I could talk in czech for a little bit which was nice. I really liked all the beers, but of course, Blondie (bohemian pilsner) speaks to my czech nature the most...There was a lot of small children on Sunday lunch time, but in the evening is atmosphere always very nice...",Pivo brewery,Review 143 Similarity,0.294174203
50,Every selection of either beer or food is very tasty. It is a very good option for a night with a very good company.,Pivo brewery,Review 16 Similarity,0.288675135
40,"Small but interesting selection of beers, good service and nice food.Very cosy atmosphere hiding in the heart of the city.",Pivo brewery,Review 38 Similarity,0.288675135
50,"I visited Pivo Microbrewery in Nicosia, for first time, last night. Very nice place. Excelent service and beers.Very friendly staff and very tasty food.I like it! Now is one from my most favorite places in Nicosia.",Pivo brewery,Review 79 Similarity,0.283473355
50,"Excellent Beer 4 varieties: Blondie, Noir, Hoppy and Sitarenia, the latter being my favourite. There was also a seasonal one called Graham. Service was very good and polite, food arrived on time. The Pork ""Gonato"" was divine but is only available on weekends or by special order! Will definitely visit again. Venue is also very well renovated.",Pivo brewery,Review 150 Similarity,0.267261242
40,"Being a huge craft beer enthusiast I was more than delighted to hear that we have our own microbrewery in the heart of the capital. The beers created on location are very interesting and the prices are very moderate. A very stylish bar that makes for a good ""hoppy"" night out especially in the summer because of their beer garden.",Pivo brewery,Review 154 Similarity,0.267261242
50,"We were recommended to go here having been on the Segway tour earlier. The sign hanging over the single green door says micro brewery. It is situated amongst the labyrinth of streets and side streets that makes up the character of Nicosia, once found, beer heaven awaits. The single entrance door does not prepare you for the surprising interior. This is a real life Tardis. The mind can't reconcile having walked through a terraced house front door which then opens up to a palacios interior, several rooms and a massive outside eating area. Then, having got over the vastness of this establishment, we turned to the craft beer. Quality costs, and this beer is a tad more expensive than the local brew, but a good selection of well thought out beers mean that that little extra euro is worth it. Two special beers for the month added to the five regulars, what's not to like about this micro brewery? The young owners have invested a lot if time effort and money in setting up the establishment. Make your way there and be amazed. Cheers",Pivo brewery,Review 81 Similarity,0.265165043
50,"An old city building transformed into a brewery on one side, and a beer house on the other, with no walls in between!",Pivo brewery,Review 44 Similarity,0.25
50,"Well talked about microbrewery, just on the green line..Several beers were tasted and they were all lovely!Ales and lagers were tasty, the staff were polite helpful and smiling, and the 'meze' of sausages and ribs did help with those beers!Great spot, and would certainly visit again!",Pivo brewery,Review 48 Similarity,0.25
50,"Chances upon this place, and was given a quick guided tour, even though it was outside visiting hours. These guys are passionate and know their stuff. The inner courtyard is perfect for enjoying their delicious beers.",Pivo brewery,Review 49 Similarity,0.25
40,Nice restaurant and very pleasant to be!The bear was terrifically good! Amazing and well done portions !!!,Pivo brewery,Review 62 Similarity,0.25
50,"In the old part of the city, hidden in a maze of narrow roads there is this absolutely amazing place that, should you be in Nicosia, you MUST visit: refreshingly different, decorated in a simple, ‘not in your face’ layout, you will be served amazing drinks and wonderful food... do away with the bottled and canned beers you are used to ... try their own and be amazed! A guaranteed memorable visit that you will want to repeat over and over again.",Pivo brewery,Review 21 Similarity,0.23570226
40,We visit the place at a Sunday night. Nice smooth relaxing atmosphere. Helpful waiting staff and tasty beers. Over 6 different well home produced beers were available. Tasted them all. Totally recommended,Pivo brewery,Review 92 Similarity,0.23570226
50,"Pivo is a fantastic microbrewery, people working there are always with a smile and keen to help you out. The atmosphere is really cosy, there is a nice selection of beers and the plates we tasted were extremely good. Finally I would say the prices were logical. So overall Pivo is certainly a place worth visiting and I hope they keep up the quality of their services!!!!!!!!",Pivo brewery,Review 102 Similarity,0.213200716
50,"The only city in the world, which is the capital of two states at once: Nicosia. Accurate exactly five meters from the dividing line is the only micro-brewery in Nicosia with the original name Πίβο.Four regular varieties are the Weissen, a dark lager, a hopped-up light red ale (so called Hoppy) and pils. At the time of our visit, there was another extra-stout No Exit and AIPA Antistressful on the tap.Open brewing allows you to monitor the work process.The bar is beautiful - bright and modern. At the same time, there are not all these new-fashioned ""crafting"" elements such as uncouth boards in the interior or, for example, beer in old enamel mugs.Pils - wonderful, has not received such pleasure from light beer for a long time. Weitzen is sweet. The dark lager is not mine at all. Ale - interesting: the aroma of hops is powerful, but bitterness is very small; an excellent balanced.Plus to beer go cookies of spargins with salt.In general, 5 points out of 5.",Pivo brewery,Review 52 Similarity,0.212132034
50,Right near the green line. Lovely and professional staff. A must visit for beer lovers. The only micro brewery in Cyprus.,Pivo brewery,Review 46 Similarity,0.204124145
50,Definitely worth a visit while in Nicosia. I recommend their ribs and Noir beer. It can be busy on weekends so it is best to get a reservation.,Pivo brewery,Review 74 Similarity,0.204124145
50,Beer is not a usual bevarage that one finds in a back street of a historical city in Cyprus. Outside the major breweries now there is a small group of breweries crafting specialised beers. Pivo Microbrewery in the central of the Cyprus capital is a brilliant contemporary dining concept that fits well in the restored centre of old Nicosia. Superb German styled wheat or blonde beer can be drunk with a well thought out cuisine. However I would prefer the traditional Cypriot peanuts to nachos. The peanuts were introduced to Cyprus from Egypt in the twentieth century. Excellent and attentive service. They’ll even put down the music if you went there for a friendly chat. Highly recommend it.,Pivo brewery,Review 118 Similarity,0.204124145
50,First time we went there. They brew their own beers very tasty. The food incredible especially thete burgers. Will defenatly be going back.,Pivo brewery,Review 132 Similarity,0.204124145
30,"BeerThey brew their own beer and it's, on average, pretty good. Certainly worth a try. There're a couple of beers they haven't nailed their balance and taste profile, yet; a bit light, sour or bitter, especially on aftertaste.FoodAmazingly good. Except from the veg pasta and the veg pizza, very flat and uninteresting taste, although they're still edible!ServiceBrilliant except from Friday and Saturday nights. Pity, as it both subtracts from the experience and causing them lost revenue. They lack organisation.PriceIt's not cheap but if you go on a week day, get a good beer and avoid the veg dishes, it's well worth it.",Pivo brewery,Review 61 Similarity,0.188982237
50,"PIVO, a place you should visit in NicosiaThe ambience is perfectThe menu is just what you needTheir custom made brewed beers, just perfect ...try the <<blondie>>",Pivo brewery,Review 8 Similarity,0.176776695
50,Fantastic place!very tastefull beers!!I recommend it for sure!!the staff and the brothers who have this wonderful microbrewery were very polite and helpful!I recommend it for sure!,Pivo brewery,Review 23 Similarity,0.176776695
30,"Food is amazing, except from the vegetarian dishes which are bland and tasteless. One could go for anything, even the sausage dish is quite good!The downside is that it being a microbrewery, one would expect better beers; they haven't yet achieved balance of taste and fragrance, bittereness is still overpowering and certain infusions end up imparting more taste than odour which usually leaves bitter and dry afternotes.",Pivo brewery,Review 41 Similarity,0.176776695
50,"Off the beaten tourist trail next to the demarcation zone, this wonderful watering hole is well worth seeking out. Entering the premises one feels as though you have found an oasis in the desert of urban decay.Popular with young Cypriots, the atmosphere is friendly and welcoming. Four beers are brewed on the premises. Each beer is unique and worthy of praise and more importantly taste.",Pivo brewery,Review 106 Similarity,0.176776695
40,Excellent set up. The people were enthusiastic the food - sausages and cheese platters - was well served and tasteful. The beers we tried were all good.,Pivo brewery,Review 148 Similarity,0.176776695
40,"The PIVO Microbrewery close to Ledra Street/Center in a small, plain back-alley opens up into a beautiful old building in a modern industrial look.They serve a variety of craft beers - all I have tried so far very tasty.The food menu could be more comprehensive but nobody will go home starving.Anything craft and made with love is not exactly budget-friendly but worth to pay a bit more. Your tastbuds will appreciate it.The staff is friendly and attentive, for questions about the beers and production processes you better talk to one of the co-owners.You're better off reserving a table as this place can get very crowded or arrive before 7pm.One of the extra questions below concerns wheelchair accessible: The downstairs restaurant and bar area is suitable for wheelchairs however the restrooms are upstairs and I didn't notice an elevator. Maybe ask the english speaking staff ahead of your visit.",Pivo brewery,Review 11 Similarity,0.166666667
50,"Large selection of their own brews, good food. Live music too (with good sound) occasionally. Worth looking up!",Pivo brewery,Review 1 Similarity,0.158113883
50,"One of the best places I have been in Cyprus! Amazing selection of beers (some of them received awards recently) and wines, tasty food, good prices, and excellent service! It is highly recommended! I will definitely visit again!",Pivo brewery,Review 28 Similarity,0.144337567
40,"Tried the four beer sampler (20 cl of each for 10 Euro total), as well as the Belgian IPA. I particularly liked the Hoppy, which was an American IPA, as well as the Belgian IPA, which was an interesting style that I wasn't sure was going to work. For the regular beers, the flavors are full, but not super strong and don't really last, which I initially mistook for being watered down, but then I realized that it was intentional, including the decision to keep them at around 4 to 4.5% ABV due to the hot climate. I think that at least some would have seemed overbearing if they were stronger flavored or if the flavors lingered. The beers all had a very clean taste and were very well made.",Pivo brewery,Review 50 Similarity,0.144337567
50,The place is highly recommended for various reasons:1/ Building with the internal garden2/ Excellent service3/ Friendly staff4/ Excellent house beers5/ Ambience,Pivo brewery,Review 136 Similarity,0.144337567
50,"Very buzzy cool place. Excellent choice of beers and wines. Big portions of foods,ideal for sharing,all good. Gets very busy in evenings so book esp if there's a few of you. Service very friendly and attentive,a common theme in Nicosia.",Pivo brewery,Review 129 Similarity,0.133630621
50,"We have been here several times and have had a good time on each occasion. The decor is very cosy and stylish - a converted old building with microbrewery within. There are often special brews on offer and the beer is different from other places. The good menu has everything from cheese platters to full blown plates, and the music is well chosen at just the right volume for conversation.",Pivo brewery,Review 69 Similarity,0.125
50,"This welcoming restaurant / bar / microbrewery resides in a renovated house with courtyard in Old Nicosia very near the Green Line and close to Phaneromeni Square. The food was very good, the service excellent and the beers sublime. We each chose different ones and everyone was delighted. The atmosphere in the courtyard was also excellent and the three(?) owners of the brewery were happy to chat and show us the workings of the vats etc. Top marks!",Pivo brewery,Review 107 Similarity,0.102062073
50,"I have been hearing good comments about this place for some time now. Last night we got to visit with some friends. We were definitely not disappointed. The brewery/restaurant is located in a recently renovated beautiful house in old Nicosia (within the Venetian walls). Furniture and wall fittings very tasteful. The small back yard was very cozy. Mixed crowd, young and older. We had the house burger which was very good, the fries excellent. The service was excellent and we all enjoyed Blondie one of the beers they produce on the premises. We even got a small tour of the brewery from one of the owners! We are definitely going back.",Pivo brewery,Review 133 Similarity,0.091287093
