r_points,r_text,place,,,,
50,"I've stayed at the Cleopatra several times on business over the last few years and decided it really is time to leave some feedback!This is certainly a very compact hotel and the bedrooms are on the small side. However, this minor inconvenience is outweighed by the many good points this hotel has. Although small, the bedrooms are very nicely appointed (make sure you book a refurbished room though as the others are dated and worn). The furniture is smart, the bed comfortable, the bathroom clean and modern and the air conditioning is efficient (and fairly quiet when on a low setting at night).Admittedly, the small size of the room (and balcony) means that you won't want to spend hours in it but then why bother coming to Nicosia if you're going to stay in your room?! (Honeymooners excepted of course).The bar is very nicely designed with comfortable lounge seating or tables/chairs if you wish to dine. The lighting is low and sometimes the TV is blaring out in Greek but just ask Costas (the bartender) to turn your lights up and the TV down - he's a fabulous guy who will go out of his way to accommodate your needs.The restaurant is cosy with the usual buffet breakfast n the mornings (nothing special but perfectly acceptable). I've never had lunch or dinner in the restaurant as there are so many great places to eat in Nicosia so can't comment on the food.The pool area is pleasant with a pool bar (staff are friendly as they are throughout the hotel) and at night the pool area is set up for romantic, candlelit dinners (again, I always go out and so can't comment on the food).There is a gym at the back of the hotel which I find excellent as Nicosia doesn't really lend itself to going out for long runs - the gym is a little hot but not enough to use as an excuse not to use!!Wifi is available at a charge in your bedroom but is a good speed - for cheapskates out there, you can borrow a cable and access free internet in the bar if you wish.The location of the hotel is just perfect for exploring Nicosia and eating out at night. Within a ten-minute walk you can either be in the heart of the old town, eating at the numerous tavernas, cafes and restaurants (or Wagamamas, McDonalds, TGIs etc for those less adventurous) or exploring modern shops .Please note that being in such a central location, this does mean that there is traffic noise at night if you wish to leave your balcony door open. However, when closed, the sound -proofing is excellent.Although a short drive in a taxi, I strongly recommend the Aegean restaurant - situated at the back of a bookshop in an older part of the city, the food and ambiance are both first class (book ahead and get an upstairs, balcony table). The restaurant is in an open courtyard so you can watch the stars as you eat some of the best Cypriot food in Nicosia. A little more pricey than most restaurants but well worth a visit.All-in-all this is a lovely, friendly, cosy, clean and modern hotel in the heart of Nicosia - well worth considering if you're visiting the capital.",Cleopatra Hotel,Review 211 Similarity,0.455104099,Review 26 Similarity,0.277136998
50,"Stayed there in May 2012 while on a business trip to Lefkosia. Friendly staff. Walking distance away from the city center. Very nice swimming pool. Terrific professional gym with all necessary equipment and facilities, instructors are friendly and helpful. The rooms are clean, some renovation would be needed in the coming years though. Perfect hotel for a business trip.",Cleopatra Hotel,Review 207 Similarity,0.495073771,Review 7 Similarity,0.275009549
30,"This hotel is classified a 4 start hotel but in comparison to the facility it is just like a very normal hotel. Rooms are tiny , the overall structure seems to me that no proper maintenance was in place for exterior and interiorBut one thing the staff in the reception and in the bar are extremely helpful and they are very polite too",Cleopatra Hotel,Review 13 Similarity,0.247536886,Review 160 Similarity,0.275009549
40,"This is my choice hotel in Cyprus when I go on work related matters, and has also been my choice on my recent holiday trip. Its location is excellent, just a few minutes away from the outer walls of the city of Nicosia. Staff are friendly and always willing to assist you in your requirements. Rooms are comfortable and now that some are being refurbished the rooms are much better. Older rooms however need to be modernised .",Cleopatra Hotel,Review 23 Similarity,0.198029509,Review 178 Similarity,0.275009549
30,"This hotel is perfectly adequate for a short business trip though after a couple of days you might be suffereing from claustrophobia (good Greek word) thanks to the small bedroom with its tiny window. The place must have been refurbished recently because the decor is ""modern baroque"", which looks OK but the over-ornate furniture will look strange when the trend passes. Everything works OK including the room AC, once you have discovered that it won't run unless the windows are firmly shut.The breakfasts are really ghastly, served in a dim and depressing restaurant with a miserable selection of cheap foods, weak orange juice, tiny cups, stale coffee and worst of all, staff who hide behind a screen chatting and laughing and doing their very best to avoid any contact with their guests.The reception staff are brisk and efficent and best of all is the barman, a Londoner who has the perfect manner of a profesional and makes his guests feel welcome and relaxed. Even if you are not staying in the hotel it would be worth calling in for a drink to meet this character because there aren't many left as good as him.",Cleopatra Hotel,Review 198 Similarity,0.421463615,Review 36 Similarity,0.267261242
10,This room is terrible and me and my family hate it we wanted to go to a new hotel because it's very very terrible the beds are dirty and the bathroom don't even ask the room is verry small and dirty it doesn't havw tv wi-fi is bad.But if you are just for one day and it's fine for you than okSorry if you want more pictures search the web.,Cleopatra Hotel,Review 114 Similarity,0.360843918,Review 84 Similarity,0.267261242
30,"I was in this hotel for a business meeting the room was as simple as possible with a nioisy AC which needed some work to get a bit calmer, the food for breakfast was good but for lunch just acceptable, it has a great meeting room which is big and nice furnished , for your health and relaxation very good outdoor pool and a well equipped Gym are good options, hotel is located in a good neiberhood of Nicosia close to many resturants and shops for buying gifts and bit far you can find Famous Ledra street.",Cleopatra Hotel,Review 199 Similarity,0.324759526,Review 116 Similarity,0.267261242
30,"We have stayed at Cleopatra several times during the past few years. The service and the rooms have been improving. The reception is very welcoming and helpful. The gentleman in charge of the bar is very nice and attentive and the cleaning staff are professionals too.Things to improve:Breakfast: the table sets are rarely cleaned. On the first day, I had to ask one of the restaurant staff to remove the brown table sets (which were full of bread and stains) and also remove and change the white table cloth which was also full of stains. He was pretty rude and changed the table set with a smirk.On the second day, it was the same. This time we informed the restaurant manager and only after he told the staff, they really started cleaning the tables!As for breakfast itself, this time it was not like before. It seems that for example they don’t wash the cheese plates from one day to the other. You see finger prints all over the dishes.Swimming pool:The pool opens at 10 and exactly at the same time, the hotel staff starts reorganizing all the tables and chairs ... tons of clashes between chairs and tables every single day. On one occasion one more senior staff started shouting at a junior one! These tasks can perhaps be done the night before or earlier in the morning.Also the pool seems to be open to public. There is no shower, so people just walk in and enter the pool. It seems to be a popular place for children and their parties, but there is absolutely no code of conduct. Children are left to their own devices while their parents fill the pool area with smoke - literally. There is no such thing as conversation. To communicate with their children, parents shout from one side of the pool to the other.So if you expect some relaxing time or a proper swim, you will be disappointed. It will be noise and smoke and noise and smoke!Despite this, we hope to return to Cleopatra to have an improved experience.",Cleopatra Hotel,Review 33 Similarity,0.460368442,Review 23 Similarity,0.264575131
40,"i stayed there just for one night on a business trip. it was a bit pricey for one night but the bathroom made up for it. the room was very good. comfy bed, good wardrobe, small but okay balcony. the bathroom was my favourite part. it was so new, everything clean and shiny, hot water and no water spilling outside the bathtub. it also has a parking space next to it and free wifi. i enjoyed my stay a lot there.",Cleopatra Hotel,Review 113 Similarity,0.228217732,Review 170 Similarity,0.260132991
40,"A very good choice for a two days tripWalking distance from the old town and just a few steps from the high fashion street My Congress was on the European University and with only 5-6 euros I was thererooms ,a bit old fashion ,but ok and cleanBasics in breakfast",Cleopatra Hotel,Review 40 Similarity,0.072168784,Review 200 Similarity,0.251976315
10,"We had a dark suite on the second floor. There was nowhere near enough light in the room to apply make up or to shave. There is just not enough lighting in the whole suite. The shower was in the bath and became slippery. Water splashed on the floor when showering making it slippery. The rooms are like a rabbit warren. You wander around trying to find your room. You can park out the front of the hotel and unload your own bags and carry them up the stairs. Then drive around the corner and pay for parking. Or park downstairs and get lost trying to get into the hotel. Our room stank of cigarette smoke and staff left the sliding door open to try and get rid of it. This didn’t work. Meals were mediocre but the barman was excellent. Drinks were reasonable too. Breakfast for what little it was, was in a tiny cramped room with mediocre offerings. Reception staff spoke poor English. Tea and coffee facilities in the rooms and good wifi. You are a 15 minute walk from the old town but there is nothing else around here. We made a big mistake booking this place and suggest you don’t do the same busy booking elsewhere. Never ever again.",Cleopatra Hotel,Review 4 Similarity,0.36913583,Review 78 Similarity,0.245255736
10,"Stayed in this hotel. Hotel is 4*, so they say, but it is more like 2*. Hotel is in a center of Nicosia. Reception staff are very polite and very food english speaking! Big rooms, but without any content. Bed was one of the worst I had a chance to sleep in! Bathroom was very clean, kudos for the staff who take care of it! Wi-fi is free, kudos for that. Breakfast was very poor! Overall, not satisfied for the money I had to pay!",Cleopatra Hotel,Review 141 Similarity,0.340502612,Review 93 Similarity,0.241746889
40,"I stayed at this hotel with some colleagues for a business trip in February, 2017 for 3 nights, and was amazed at the service.The breakfast buffet was plentiful, and we also had lunch at the hotel dinning room twice - each time there was a vast variety, and the food was very good.On the last night we stayed at the hotel, the kitchen was kind enough to organize a pizza party for us which was fun, and really delicious - lots of different homemade pizza and local beer - who could want more.The staff was helpful and gave good recommendations, and tried to make our stay as nice as possible.Some downsides -The beds are not very comfortable, and the walls are very thin so I could sometimes hear conversations taking place in other rooms.However, it was clean, there was plenty of warm water, and there was even a 'regular' outlet in the room you didn't need an adapter for - very considerate.I would especially like to thank the dinning room staff - I ordered a cappuccino the first morning, and they remembered and asked me if I wanted one every morning for the rest of my stay.And of course, the wonderful bar tender - Costas.He took an interest in each guest, remembered specific drink requests, always made sure we had enough food and drink, and offered to help with anything we needed.It is this kind of service that makes a hotel in my opinion - and it made all the difference for me.",Cleopatra Hotel,Review 78 Similarity,0.414780678,Review 40 Similarity,0.24000768
50,Is placed in a perfect position for business and for free time altre business. Very nice people at the reception. Possibility to have gym and swimming pool. Good price and clean. Downtown at walking distance,Cleopatra Hotel,Review 133 Similarity,0.307728727,Review 122 Similarity,0.239045722
50,An oasis in the heart of Nicosia. Best place for a business lunch as you can be sure you will receive hotel class service at a fair price as well. Hotel has fee parking for guests and people who visit for lunch. Buffet very good at a logical price and no waiting either. Lots of Cypriot food.,Cleopatra Hotel,Review 1 Similarity,0.193649167,Review 179 Similarity,0.239045722
50,"I have just come back from a four night stay at Cleopatra Hotel and had a fantastic stay. It’s a fabulous base, near shops but also only a ten minute walk from the old town, which has some fantastic restaurants and a really lovely vibe to it.I was lucky enough to have one of the newer rooms, which was sumptuous but also functional. I had a great balcony which got the sun for most of the day, but also a personal awning that could be lowered completely if you wanted shade. The air con worked fine and wasn’t too noisy. I had a fridge in the room which was very useful. As a single person travelling I felt very safe, which was important to me.Breakfast was lovely each day, lots of fresh fruit, breads, hams, cheese as well as choice of eggs/bacon/tomatoes etc and a good selection of teas/juices if you didn’t want just coffee. On my last day I left my cardi in the restaurant and the host came to find me to give it back to me.I only went in the bar twice, but it’s a lovely area and was served by a very friendly barman who brought my drink outside to me as I was waiting for friends.I also visited friends in some of the older rooms, and these too were fine, perhaps not as attractive as the newly refurbished rooms, but still not disappointing.I didnt use the pool myself, but was told it was lovely.I am baffled that so many reviews have been less than complimentary. I had an amazing stay and would happily recommend the hotel.",Cleopatra Hotel,Review 157 Similarity,0.314970394,Review 119 Similarity,0.236112534
50,"The staff, room, quality of food were all excellent. The hotel pool is clean and well kept. The breakfast buffet was plentiful and varied. Dinner poolside was delicious and very picturesque. Hotel is conveniently located in the middle of the city and has a parking garage.",Cleopatra Hotel,Review 101 Similarity,0.492365964,Review 8 Similarity,0.227921153
40,"The hotel is located in a quiet area within easy reach of the shops and Nicosia Old Town.The food at breakfast is adequate, however the food from the pool side restaurant is excellent and good value for money.The staff on reception were very helpful and knowledgeable and sorted out any issues quickly.Our room was quite spacious with modern furniture. Everything worked fine, especially the airconditioning which was very controllable. My only gripe was when the patio door was opened, the air con control panel reset and the settings had to be input again before the system ould be operated.The gym and pool appeared to part of a Health Club and there were towels, showers and chilled filtered water provided. The equipment in the gym was the best of any hotel I have stayed in. The pool was a good size and clean. The sun beds and umbrellas soon filled up with guests and members of the health club.This city centre hotel was used mainly by guests on business but we found the extra facilities meant it was also well suited to tourists looking for a few nights stay in Nicosia.",Cleopatra Hotel,Review 221 Similarity,0.400047346,Review 48 Similarity,0.227921153
30,Felt more like a good 3 star rather than a 4 star place - although I'm sure that it ticks all the official boxes to get its rating.Good location in central Nicosia and the rate we received was excellent although I would have felt very grumpy if I had paid the full rate.Bedroom recently decorated but rather stark. Bathroom looked a bit dated.The hotel kindly let me leave my car in their garage whilst I finished my meetings on the day I checked out. But there's a parking garage just along the road if they run out of spaces in the underground garage.,Cleopatra Hotel,Review 175 Similarity,0.184637236,Review 185 Similarity,0.227921153
40,"Stayed for a couple of nights. Room was clean and comfortable. Wifi good. Aircon was fully controllable. Small balcony. Room quiet with window closed. A little traffic noise otherwise but nothing terrible. Bathroom very small but had everything needed. Breakfast OK. I personally just sampled the Greek yogurt and pastries but there was also hot food -- eggs, bacon, beans etc and toast as well as salad stuff and feta. Something for most tastes I would say. Swimming pool very cold in October so I didn't try it out. Hotel is ideally placed around 10 minutes' walk from Ledra Street and the downtown area. I paid €84 per night, which I would say is a fair rate for a hotel of this calibre. I would stay here again",Cleopatra Hotel,Review 89 Similarity,0.489897949,Review 11 Similarity,0.226778684
40,This a great central hotel. It was clean and nicely decorated. The room was modern with a large comfortable bed. Bathroom most adequate with gels and shampoo. The only down side was the street noise traffic more than people noise. This hotel suited us for 2 nights. The breakfasts were standard no complaints with the food. Would return for business probably not leisure as I would require different facilities. Had good safe car parking as well.,Cleopatra Hotel,Review 42 Similarity,0.294627825,Review 133 Similarity,0.21821789
30,"I was booked into the apartments , this involved a row between hotel staff and taxi driver as it is some distance away from the hotel . the apartment was a 1 bed flat , generous size but by no description can it be called luxury . no tea or coffee in the room. VERY limited tv stations .best take your own shampoo & sower gel as they make the 2 tiny bottles last 3 days ( at £90 a night ,I would think they could stretch to replacing them. towels are thin cheap like the chairs.I found 1 of the bar staff rude",Cleopatra Hotel,Review 151 Similarity,0.294627825,Review 134 Similarity,0.21821789
30,"I will try to tell pluses and minusesPluses are : free parkingGood location if you are on business tripVery good fish restaurant 3 mins walkMinuses:Was very cold, veryCan't say beds are comfortableHotel itself very ordinary , nothing niceJust would not recommend it at all",Cleopatra Hotel,Review 82 Similarity,0.091287093,Review 198 Similarity,0.21821789
30,"This was my first stay at this hotel and I wasn't really impressed. It's a ten minute walk from Nicosia within the walls, which I found a disadvantage. The room was pretty tired and downmarket compared with the 4 star hotel I had just left at Heathrow airport.Breakfast was all a bit luke warm and many of the staff (not all) were not exactly welcoming or friendly. There was no fresh omelette option which is, in my opinion, an omission from a hotel that sports 4 stars.No free wifi in the bedrooms: why not? We had free wifi in every hotel during a recent Peruvian holiday.Room for improvement.",Cleopatra Hotel,Review 195 Similarity,0.39692831,Review 49 Similarity,0.214285714
40,I have visited the Cleopatra Hotel on different occasions mainly business meetings. The hotel is clean and the staff very friendly and willing to help. The food at the hotel is always fresh with many choices. The pool is clean and modern. The hotel location is fantastic as it is right in the city center.,Cleopatra Hotel,Review 132 Similarity,0.385758375,Review 66 Similarity,0.214285714
10,"it was a freak experience for me who comes from greece and have my boyfriend in nicosia,so i visit the place every month.i would never believe that this hotel was 4 star instead of one.i should ratherly stay at a youth hostel,i m sure that it would be much better than it.anyway, my room was single,and so small that there was no room for more than one persons in ti,just standing.the bathroom not in a good condition,the air-condition out of order,i honestly dont have any words to describe my nightmare there.as far as the swimming pool is concerned,no water in it!!!!",Cleopatra Hotel,Review 227 Similarity,0.396296962,Review 52 Similarity,0.209656967
40,"Nicosia isn't really on the tourist trail in Cyprus, but it's a busy and attractive city with some good restaurants. This hotel is well placed for access to the business area and the old, more characterful quarter. The rooms are not very spacious but they're quiet and comfortable. There's an attractive bar and the reception staff are welcome and sometimes witty in a number of languages.",Cleopatra Hotel,Review 63 Similarity,0.272772363,Review 144 Similarity,0.209656967
30,"We stayed here for one night on a business trip. It was chosen because of the location and closeness to the event. Everything was fine. The staff we met were very helpful, especially when we needed directions to walk. The buffet breakfast was good. There are a few places to eat nearby. It's a short walk to the old town.",Cleopatra Hotel,Review 191 Similarity,0.21821789,Review 172 Similarity,0.195180015
30,"I had stayed in Hotel Cleopatra in a business trip. Now my experience was not so good. We arrived with a big volume of luggage and nobody was there to help. The room was on the fist floor and we had trouble in sleeping two nights since it was near the pool where two weddings took place. We heard the music till 4 o'clock in the morning!One day the room was not cleaned since the staff was occupied in other duties, as they told us. They offered to clean the room but we were sleeping the time they came.furthermore, the balcony was never cleaned apart from the ashtray. The two chairs and the table were black from the dust. I believe months should have passed without bothering to clean them.I give a positive vote for the breakfast room staff and the location.",Cleopatra Hotel,Review 177 Similarity,0.420084025,Review 37 Similarity,0.194461117
40,"The rooms at the Cleopatra have undergone an overhaul since my previous stay four years ago, making this a much improved place to stay. More of a business hotel, it's an easy walking distance to most places you'd want to go in Nicosia/Lefkosia. I never tried the restaurant, but the late-night Pita Pan fast-food Greek place across street was very handy, with free wi-fi -- an important consideration, given that the not-for-free wi-fi in my room was next to useless.",Cleopatra Hotel,Review 217 Similarity,0.222717702,Review 171 Similarity,0.188982237
40,"The Cleopatra hotel is situated in the centre of Nicosia and is just a walk away from exclusive boutiques as well as the Makarios Avenue where you will find cafes to relax. The Cleopatra has conference rooms, bar and restaurant overlooking the street. There is also a spa for an extra treat. There is a good atmosphere about the Cleopatra.",Cleopatra Hotel,Review 140 Similarity,0.148522131,Review 191 Similarity,0.188982237
50,The food was delicious and the room comfy and I would gladly go there again. Nicosia is like Knightsbridge in the sunshine. I would love to visit the north of Cyprus as well.I also liked being driven to Paphos in south,Cleopatra Hotel,Review 8 Similarity,0.102062073,Review 195 Similarity,0.188982237
30,"The hotel is located at a nice place, not so away from city main area. The city main area i mean the place where there are lots of restaurants and the border of Turkey is closeby. Its at 10 minute walk from that place. The hotel is just a little bit old style with good facilities. Wifi is good, breakfast has a good variety of food items. The rooms are ok in size. The gym opens at 12. you can have a peaceful sleep with not much noise.",Cleopatra Hotel,Review 128 Similarity,0.463586325,Review 20 Similarity,0.18641093
30,"This hotel was recommended to me, and the location was definitely good. It's a 10min walk into central Nicosia and there are a selection of shops and restaurants nearby. However, I understand that the hotel is undergoing a programme of refurbishment, and my room had a lovely bathroom but a rather basic room. The bed was quite hard, with just a blanket and sheet, and I was cold during the night as there was a breeze coming in through the balcony door. I'm sure in summer that wouldn't be a problem! There were no tea/coffee making facilities, which I understand were available in other fully refurbished rooms. The breakfast was fine, but it was missing fresh fruit. There were some peach segments and apples/bananas available, but it would have been nice to have had some more fruit available. The hotel uses Finlandia taxis for transfers - and they were brilliant! Lovely drivers with lots of great info about Cyprus. The hotel was fine - I'll probably stay again as it's a good location for my business trips, but it would be better if the rooms were a little bit more up to 4* standard.",Cleopatra Hotel,Review 193 Similarity,0.373543684,Review 76 Similarity,0.174963553
40,Convenient location - close to fashionable stores and business area but also not far from the old town. Convenient rooms - not too small with relatively good beds and balconies but the design is very simple and basic. Average breakfast - not too much to enjoy but you will not leave hungry. Nice bar by the pool with wifi. Overall - good for short business stays.,Cleopatra Hotel,Review 61 Similarity,0.336787657,Review 101 Similarity,0.173421994
