r_points,r_text,place,,,,
50,"A really nice museum full of middle easten history. The exhibition is in chronological order and thats really important, I definitely recommend it . Cant wait to visit the new museum of Cyprus in 3 years",Cyprus Museum,Review 20 Similarity,0.43643578,Review 27 Similarity,0.43643578
50,"The exhibits in this relatively small museum are of an extremely high standard and despite the many treasures that various occupiers have plundered and taken back to Europe, there are marvels which you will be hard pressed to find anywhere else in the world.My recommendation would be to start any holiday in Cyprus at this museum to give an insight into the many cultures that have left their mark on this tiny island.",Cyprus Museum,Review 110 Similarity,0.43643578,Review 28 Similarity,0.43643578
40,The museum (that it's building is so old that could be in a museum itself...) is giving the visitor a really nice view and understanding of the history of Cyprus since the ancient times... Thousands of years B.C. There are also two educational routes that you can follow with your children for free. Just ask for the materials at the entrance.,Cyprus Museum,Review 197 Similarity,0.43643578,Review 33 Similarity,0.43643578
50,Visited the museum with the family and we spent lots of time wondering around gathering a great appreciation for the amazing history of Cyprus. So much to see in this museum.,Cyprus Museum,Review 198 Similarity,0.43643578,Review 34 Similarity,0.43643578
30,"This is really a shame, that such a great and valuable exhibits of ancient Cyprus could be shown in this manner. The museum really has a lot of amazing exhibits, some of them in the really good shape. However, the museum building from inside feels like prison. The rooms are small and dark and cases with exhibits are dirty and dusty from inside with very limited lighting. If the same would have been shown anywhere else like London or Paris, these would look completely different. Also there are no good explanations or any modern technology supporting the exhibition. I don't think I will come back again.",Cyprus Museum,Review 206 Similarity,0.43643578,Review 35 Similarity,0.43643578
50,"This small but incredible museum lies just outside the city walls on the south side of Nicosia and offers a superbly presented glimpse into the island's ancient past. Give yourself at least an hour to go around, no hardship away from the heat of the sun, and enjoy the wide variety of well presented exhibits. As well as undoubted works of high art, brilliant sculpture and ceramics, there are numerous small and witty delights from the potters of the past and many unexpected treasures",Cyprus Museum,Review 359 Similarity,0.40824829,Review 87 Similarity,0.43643578
40,"Not the biggest museum in the world but it beautifully captures the ancient history of this wonderful island. Some of the pottery figures which are 3000 years old look as if they could have been used as inspiration for Pixar and the like so quirky looking are they. Two more big plusses, its cheap ie less than a fiver and on a day when it passed 40 degrees in Nicosia its well air conditioned. If you like a bit of history then this ones for you.",Cyprus Museum,Review 403 Similarity,0.40824829,Review 89 Similarity,0.43643578
50,It is a very interesting museum with lot of historical evidence and archeological remains going back in the history of Cyprus thirteen thousand years before today. I spent three hours and I enjoyed very much the evolution as was unfolded in the display of so many artifacts of the past and the route of the local development. Very interesting.,Cyprus Museum,Review 105 Similarity,0.21821789,Review 187 Similarity,0.43643578
40,"We had a bit of a circuitous journey but finally found the Cyprus Archaeological Museum not far from the Paphos gate.The entrance cost is 4.50 euros. Inside is a wealth of ancient artifacts from the Neolithic period onwards. There is a lot of pottery, weaponry, writing tablets, tombstones and a lot of great sculpture all discovered in Cyprus. One of the highlights is the display of clay figures from around an altar at Agia Irini. Very interesting if archaeology is your thing.",Cyprus Museum,Review 143 Similarity,0.21821789,Review 191 Similarity,0.43643578
50,Interesting insight into the ancient and modern history of Cyprus.Take your time to read the details.Well worth a visit.,Cyprus Museum,Review 43 Similarity,0,Review 227 Similarity,0.43643578
50,"the history of Cyprus is long and rich, and even though this museum is old and with tired displays the exhibits are just Amazing!!The museum grounds are not that big but the museum is filled with amazing finds from the stone age and so forth.Worth the visit!! Don't miss it if you are visiting Cyprus!!",Cyprus Museum,Review 309 Similarity,0.433012702,Review 41 Similarity,0.433012702
40,Large collection of archaeological finds. Interesting video about the various digs in the early 20th century. See amazing Roman glass and the gold collection. Also a mini terracotta army. Need to be into history and archaeology! Good value at 3 euro entry fee.,Cyprus Museum,Review 395 Similarity,0.471404521,Review 23 Similarity,0.40824829
50,I was amazed at the sheer number of artifacts of Cyprus and their beauty. The Picasso ceramics were undeniably breathtaking! In the Museum shop I found some English language books.,Cyprus Museum,Review 25 Similarity,0.40824829,Review 46 Similarity,0.40824829
50,With a cultural legacy plundered by many waves of unwanted invaders. This museum holds many of the great treasures of Cyprus not stolen by other nation collectors. Very educational with some unique displays,Cyprus Museum,Review 48 Similarity,0.40824829,Review 50 Similarity,0.40824829
40,"We went to this museum, to avoid the rain, an spent a good hour soaking up some Cypriot history. English translation was available and we could only look in awe at the pieces being exhibited that were thousands dsl of years old.",Cyprus Museum,Review 82 Similarity,0.40824829,Review 55 Similarity,0.40824829
50,Lots of Cypriot history lay it out in a sophisticated manner. The Museum is very near within the walking distance of the city center.,Cyprus Museum,Review 144 Similarity,0.40824829,Review 60 Similarity,0.40824829
50,"Very rich museum, memorable logic of the galleries placement, according to historic timeline, separate displays for the history of theater, etc.",Cyprus Museum,Review 170 Similarity,0.40824829,Review 63 Similarity,0.40824829
50,A very good museum with a free parking -if you know it.A good experience if you like history and culture .,Cyprus Museum,Review 208 Similarity,0.40824829,Review 67 Similarity,0.40824829
50,It's a museum that you won't get lost cause its small size it's just perfect to be amazed. And not leave with a headache. Beautiful!,Cyprus Museum,Review 222 Similarity,0.40824829,Review 69 Similarity,0.40824829
30,"It is not the greatest museum in the world, but it has some real gems and showcases the great archaeological finds from Cyprus. It is not ordered in the best way perhaps and could be a little more narrative, but it isn't bad.",Cyprus Museum,Review 229 Similarity,0.40824829,Review 70 Similarity,0.40824829
50,"Cyprus has been inhabited for thousands of years and is a cross roads of different cultures, societies, and civilizations. This museum has amazing artifacts of this experience offering well preserved sculpture and jewelry thousands of years old. Of course many of the exhibits look their age but are still informative and inspiring. Plan on spending 90 minutes to two hours to see it all.",Cyprus Museum,Review 253 Similarity,0.40824829,Review 73 Similarity,0.40824829
50,A good sized museum with history dating back thousands of years. Just outside the old city walls and not far from the pedestrian area of shops and restaurants.,Cyprus Museum,Review 295 Similarity,0.40824829,Review 79 Similarity,0.40824829
50,For those who love history and who want broaden up their horizons. It's a really really nice museum! We spent three hours there and it was not enough!,Cyprus Museum,Review 303 Similarity,0.40824829,Review 81 Similarity,0.40824829
40,"There are plenty of museums in nicosia, but if you have to choose one, make it the cyprus museum.It is packed with interesting objects and artefacts taken from the various sites in Cyprus. If you already visited one or more of these archeological sites, this is a plus.We didn't read all tne information boards as we already read a lot in our guides, but focused on the pieces that really interested us.Overall a pleasant visit and worth taking a little detour outside the old city walls.",Cyprus Museum,Review 9 Similarity,0.384900179,Review 93 Similarity,0.40824829
50,Quite interesting. Well preserved objects displayed in chronological order. Close to a must-see if you're in Nicosia and interested in history.,Cyprus Museum,Review 21 Similarity,0.333333333,Review 102 Similarity,0.40824829
50,Contains the most extensive collection on the island. The Silver Cyprus treasure plates ( some of which are now in New York)are a highlight. Great early Cypriot sculpture and furniture etc,Cyprus Museum,Review 90 Similarity,0.333333333,Review 113 Similarity,0.40824829
50,"Not very far on quality when compared to the Athens counterpart. For me, the best Nicosia attraction if you love ancient civilizations history.",Cyprus Museum,Review 165 Similarity,0.333333333,Review 119 Similarity,0.40824829
50,"I'm not an archaeologist and I know nothing about historical artefacts but I couldn't help but go 'wow' and calling my kids 'have a look at this!' Unbelievable collection of pottery, coins, statues that shows this history of this beautiful island over the past few thousand years. And it's air conditioned!!",Cyprus Museum,Review 223 Similarity,0.333333333,Review 124 Similarity,0.40824829
40,"This is a museum for people who like history and pottery. If neither of those things interest you, then it's still really cheap and worth taking a look around. The entire building is dedicated to archeological findings from Cyprus. Though many of the exhibits don't offer much in the way of stories/explanations, those that do are worth taking your time reading. I particularly enjoyed the ""funery epigrams"" - translations of messages on grave markers thousands of years ago.",Cyprus Museum,Review 289 Similarity,0.204124145,Review 196 Similarity,0.40824829
30,"... While many objects are well described, providing interesting information, many other objects even don't have a single sign.... Unfortunately, they could do it without mingling politics into the historical facts (referring to the Cyprus issue)",Cyprus Museum,Review 47 Similarity,0,Review 229 Similarity,0.40824829
50,I would like to see the world differently and Cyprus is Good for Visit A soon As possible I want to go there,Cyprus Museum,Review 68 Similarity,0,Review 234 Similarity,0.40824829
40,An interesting guided tour through cypriot history. Very beautiful artifacts and well exhibited. Every Tuesday is a free guided tour at 11:00.,Cyprus Museum,Review 118 Similarity,0,Review 246 Similarity,0.40824829
50,What an amazing place! A beautiful old building containing historical and archeological artifacts dating back thousands of years. If you want to know Cyprus start here! It is truly one of the most storied countries on earth!,Cyprus Museum,Review 130 Similarity,0,Review 251 Similarity,0.40824829
40,A place that every visitor has to go. There you can find the culture development in Cyprus from the past unti today.,Cyprus Museum,Review 158 Similarity,0,Review 258 Similarity,0.40824829
50,Everyone turist or local must to visit the cypriot museums !!! There u can find a lot of history !!!,Cyprus Museum,Review 189 Similarity,0,Review 265 Similarity,0.40824829
20,"It was a treasure trove of exhibits on display (including a bed-frame claimed to be 2000 years old...) and the conservators probably have even more of them not on display. Yet the building has clearly become too old & small to display the archeological finds.Some of the displays were in odd shaped basement rooms. Sarcophagi, for instance, barely had enough aisle room on either side for one to walk past them without kicking them. (See picture. And, no, didn't personally try any of them for size.)In some windowed rooms the lighting might be an issue on less sunny days too.Generally, the material was really good (including explanations in English -- e.g. translated steles written in ancient Cypriot alphabet into modern Greek & English). They just need more space.",Cyprus Museum,Review 237 Similarity,0,Review 271 Similarity,0.40824829
40,"The Nicosia Archaeological Museum is the number one place of interest for the Cyprus history buff. It is a place not to be missed. The civilisation of Cyprus of the last 9.500 years is condensed and exhibited in the fourteen rooms of the museum.In these rooms the visitor can study the exhibits pertaining to the Neolithic Period, the Early Bronze Age, the pottery of the Middle and Late Bronze Age, the terracotta figurines found in Agia Irini Sanctuary, metallurgy, to name but a few.Entrance is only € 4,50 and one can use one’s ticket for as many visits on the day that the ticket was issued, as one likes.Certainly a place well worth a visit.",Cyprus Museum,Review 120 Similarity,0.5,Review 3 Similarity,0.387298335
50,"I was not exactly sure where this was, I thought it was nearere the centre but it is ever so slightly out of the way, but still very central, perhaps not the best signs if you have parked centrally but we managed to find it on a baking hot day.It is true that it does not look like much from the outside but once inside the rooms go on and on and there is currently an extra exhibit I think.If you do not like history or pottery then in fairness this is not going to be your thing, but for 4.5 Euro an adult I think it is a fair price to keep the place going and to introduce new exhibits.The whole time lines are covered from the earliest inhabitants of the Island the the Roman time and beyond.There are some really interesting exhibits although as some have said in other reviews, they could do perhaps, with some more details and some whilst impressive do not say what they are and it really is not that obvious!It was worth the trip and a few hours spent at a slow pace walking about and having a good look around, there is a small gift shop and just before the museum is a small cafe type shop so stop off for drinks on the way in! The museum is thankfully air conditioned as well which was a pleasant surprise.Well worth the entrance fee I would say.",Cyprus Museum,Review 297 Similarity,0.264906471,Review 164 Similarity,0.387298335
30,A quite small in size arcaeological museum few minutes away from the historical Centre. Very important items exposed from the old stone era showing the long history of the island trhough centuries. A very popular visit place for people visiting the Capital of the island.,Cyprus Museum,Review 300 Similarity,0.204124145,Review 197 Similarity,0.384900179
50,"Millions of people go to Cyprus every year.Very few visit the Cyprus museum.VERY unwise.It is a little treasure trove,packed with artefacts, well arranged.I cannot recommend it strongly enough.Please visit it.",Cyprus Museum,Review 319 Similarity,0.19245009,Review 201 Similarity,0.384900179
30,"An interesting museum that enables you to follow the history of Cyprus from the early ages until Roman and Byzantium era. The best way to follow the exhbitions is to turn left, as you enter the museum and proceed to the last room and then begin from this room backwards until you find the entrance. In this way you will follow the exhibits in an ascending manner through time. The museum is small and probably 1-2 hours is an appropriate visit duration. We visited te museum on the ""World Tourism Day"" and we had a personal guide, which helped us understand some specific details. Even without a guide, we could follow the exhibitions with ease. We did not pay ticjket, due to the day, but normally it is of low price (around 3 euros).",Cyprus Museum,Review 384 Similarity,0.492365964,Review 6 Similarity,0.369274473
50,The museum has several sooms and there has some very interesting objects. It is worth to visit if you want a little bit know the history of Cyprus and see also some figures including the Goddess of the beauty and love - Aphrodite. Nice place to visit with friends or family members.,Cyprus Museum,Review 246 Similarity,0.19245009,Review 200 Similarity,0.365148372
30,"A very interesting museum that includes several findings of ancient times in Cyprus! Very interesting to see how different cultures impact the everyday life and art in Cyprus. However, most of the exhibits didn't have explanatory texts.",Cyprus Museum,Review 209 Similarity,0.182574186,Review 203 Similarity,0.365148372
40,Interesting exhibits about ancient Cypriote history. Difinitely worth a look if you're into ancient Greek(ish) history!,Cyprus Museum,Review 337 Similarity,0,Review 301 Similarity,0.365148372
50,We were lucky to join a guided tour of this national museum and had a very interning review of the history of the entire island . The Cypriot terra-cotta figures were quite interesting along with the Greek and Byzantine history artifacts! If possible it is better to visit it before visiting the archaeological museum at Paphos.,Cyprus Museum,Review 245 Similarity,0.348155312,Review 98 Similarity,0.348155312
50,"Cyprus museum is housed in an old building. It is fairly small and if you’re not an expert you can probably visit all the exhibits in 1 hour. It is organized by periods and by types of artefacts. Periodically, a temporary exhibit is displayed in a special area inside the museum. The museum has free wifi, a cafeteria, and a boutique.",Cyprus Museum,Review 63 Similarity,0.5,Review 2 Similarity,0.333333333
30,Not very big but with great collections from all over Cyprus through the years. Visit it and wont miss... you need about 2 hrs into the museum,Cyprus Museum,Review 27 Similarity,0.333333333,Review 103 Similarity,0.333333333
50,From ancient times to more recent history - this museum is really well put together. I loved the stone tools and grave sites.,Cyprus Museum,Review 59 Similarity,0.333333333,Review 106 Similarity,0.333333333
50,This museum is a gem. The Cyprus Terracotta figures are out of this world and some are more than life size. The bronze age and earlier items are fascinating and some of the sculptures are wonderful. A real travel through time from 7000 years ago.You can get a decent look round in an hour or so - so it's not completely overwhelming.,Cyprus Museum,Review 70 Similarity,0.333333333,Review 108 Similarity,0.333333333
50,"Just today visited the museum after being there many years ago! It is very nice, you can travel through time and enjoy the culture of Cyprus!",Cyprus Museum,Review 71 Similarity,0.333333333,Review 109 Similarity,0.333333333
50,"This extraordinary museum presents the unique, complex history of this Mediterranean island in a comprehensive and comprehensible way. Beginning with the prehistoric periods it presents material in a chronological way and then organized by medium: pottery, sculpture, metals, seals and coins, luxury goods and terracottas. It's a wonderful experience. You'll go back again and again.",Cyprus Museum,Review 76 Similarity,0.333333333,Review 111 Similarity,0.333333333
30,Interesting but guide needed if you are uneducated on the history displayed by museum and not ideal for teenagers - they will get bored.,Cyprus Museum,Review 136 Similarity,0.333333333,Review 118 Similarity,0.333333333
50,"A well laid out museum, very interesting, the guide [Evi} was so good, I found out a lot about Cyprus and where the excavations have been done. I shall go back at the end of my stay when I've visited some of the sites. Welcoming staff, open air cafe where I had my first Cyprian coffee",Cyprus Museum,Review 195 Similarity,0.333333333,Review 121 Similarity,0.333333333
30,"I visited the Cyprus Museum with two friends in October. Although the exhibits were interesting and gave some good insight into the various Roman, Greek and Venetian influences on Cypriot culture, there wasnt really and guidance or order to the displays, which made it difficult to really appreciate what was on show.",Cyprus Museum,Review 200 Similarity,0.333333333,Review 122 Similarity,0.333333333
50,"I had a truly wonderful guide there that explained much more that the content of the museum. Unfortunately, I dont remember her name, but if you have a good guide you will enjoy it and learn the history of the island, if not maybe you can skip it.",Cyprus Museum,Review 232 Similarity,0.333333333,Review 125 Similarity,0.333333333
50,"If you're interested in the history of the island from the very early times on, this museum has it all, and offers a trip through times.",Cyprus Museum,Review 235 Similarity,0.333333333,Review 126 Similarity,0.333333333
40,Nice little museum with lots of artefacts from the different empires than have came to Cyprus.Spent an hour walking around which was more than enough time.I enjoyed it.,Cyprus Museum,Review 243 Similarity,0.333333333,Review 127 Similarity,0.333333333
50,"yes, this is something I could read about in my class-books long time ago. and I was always wondering are those stories true, or just legends. it is great that you can really touch part of the history.... organisation of the museum must be better, this is only my complain",Cyprus Museum,Review 266 Similarity,0.333333333,Review 130 Similarity,0.333333333
50,Great exhibits in a small but interesting museum. nice way to spend an afternoon. inexpensive afternoon,Cyprus Museum,Review 347 Similarity,0.333333333,Review 132 Similarity,0.333333333
50,A wonderful museum worth crossing the border from Northern Cyprus and the walk to get there. This is not one of those museums one goes to to be pampered and amused; but for those who want to look and marvel at the beauty and craftsmanship of folks long gone it's a treat.,Cyprus Museum,Review 383 Similarity,0.333333333,Review 135 Similarity,0.333333333
50,Very beautiful and well worth the trip. We were moved by the history and beauty of this museum,Cyprus Museum,Review 404 Similarity,0.333333333,Review 138 Similarity,0.333333333
50,"Great collection of artefacts from Cypriot history, explained in Greek and English. Definitely worth at least an hour visit. Don’t miss the Cypro-syllabic inscriptions and the display of the burial goods, including the weapons and chariot pieces from the royal tombs at Salamis",Cyprus Museum,Review 84 Similarity,0.288675135,Review 147 Similarity,0.333333333
50,"A wonderful surprise. The pieces are unique and very interesting, the collection is exhibited in a tasteful and not overwhelming manner. There is AC, so you can visit it during hot hours of the day. One of the best things to see on Cyprus...",Cyprus Museum,Review 153 Similarity,0.288675135,Review 150 Similarity,0.333333333
50,"good for a hot or rainy day, a/c works very well. Very quiet and neat with a beautiful shop to buy quality souvenirs deriving from the rich history of the Island.A short walk from downtown Nicosia the last divided Capital of Europe. Staff is very friendly,entrance fee is very cheap. Beautiful old building , items very very interesting....I will definetely go there again",Cyprus Museum,Review 219 Similarity,0.288675135,Review 155 Similarity,0.333333333
50,"This museum was quite difficult to find but well worth the time. The artifacts cover thousands of years and the quality, scope and sheer beauty needs to be seen. The exhibits are all described in both Greek and English. One exhibit was part of a chase across museums to bring back a small but intricate piece of art which is amazing. Other items, such as the treasure trove and the lion statuary look as if they were only made yesterday. If you have any interest in either history or archaeology go see this place. Well worth your time.",Cyprus Museum,Review 336 Similarity,0.174077656,Review 210 Similarity,0.333333333
40,Small but well arranged and full of surprises. Spend sometime to study 5he exhibits. Well worth the visit.,Cyprus Museum,Review 13 Similarity,0,Review 220 Similarity,0.333333333
50,"I was amazed at all the displays, The ceramics are excellent and beautifully displayed so much history it was well worth the visit.",Cyprus Museum,Review 23 Similarity,0,Review 223 Similarity,0.333333333
50,The displays are well arranged and progress from earliest times 7000-10000BC to the Roman period. The ceramics and terracotta displays are excellent. We learnt a lot about early Cypriot history.A must see place to visit.,Cyprus Museum,Review 24 Similarity,0,Review 224 Similarity,0.333333333
50,It's amazing and definitely worth a visit when in Cyprus. You come out with so much historic information and much more knowledgeable.,Cyprus Museum,Review 145 Similarity,0,Review 253 Similarity,0.333333333
40,"For somebody visiting a country , surely except from the other attractions it offers, a visit to such a place is a must. It keeps you in line with the history of the country and appreciate different cultures and traditions .....",Cyprus Museum,Review 173 Similarity,0,Review 260 Similarity,0.333333333
40,"Very historical, if looking for more information and history on the area, must visit here! Very interesting.",Cyprus Museum,Review 268 Similarity,0,Review 279 Similarity,0.333333333
50,"It is not as big as the louvre. it is not as famous. But by the standards of the island, it is full of history and culture. Visit it, with your family. You will love it and your kids will learn many things!",Cyprus Museum,Review 377 Similarity,0,Review 311 Similarity,0.333333333
50,"This is the place to get familiar with the history of the island!!! amazing statues, very well preserved.",Cyprus Museum,Review 397 Similarity,0,Review 315 Similarity,0.333333333
30,"The museum houses amazing treasures but sadly it lacks the accompanying aura so you leave without appreciating them. Let me explain- the building needs serious renovation, the visiting hours are horrible, the staff seem tired and uninterested, and overall the place seems like it is on life support. A shame really because the tour will give one an insight into the very rich and formidable local history. The place needs revamping and most of all some people who care. A nice cafe like all decent museums would also help. As for children, do not even think of taking them here unless you know the history and can tell good and entertaining stories. Otherwise it is very child unfriendly, in fact it is visitor unfriendly period. The captions are ok, in both Greek and English but I think prior knowledge help. If you are in the area it may be worth a visit- as I said the artifacts are incredible- but don't go out of your way to visit. Better to go to Paphos instead.",Cyprus Museum,Review 368 Similarity,0.182574186,Review 206 Similarity,0.3086067
40,"This is a nice museum with the artifacts from the island, focused on pre-historic, ancient Greek and Roman times (until Byzantine times). The museum is likely to be more interesting for history buffs, as it's done very traditionally (not interactive).We recommend you plan your visit to the times when there's a free guided tour (Tuesdays and Fridays at 10am and 12pm, and Wednesdays at 4pm) organized by Cyprus Tourism Organisation, as that gives you better understanding of the significance of the collection and make the visit more interesting.",Cyprus Museum,Review 272 Similarity,0.420084025,Review 44 Similarity,0.288675135
50,This is quite a small museum but inexpensive and also offers discounts for students. You could do the whole place in 1-2 hours. Worth including in your itinerary though.,Cyprus Museum,Review 41 Similarity,0.333333333,Review 105 Similarity,0.288675135
40,"Although unsuitable place for such a precious museum, it is quite well organized offering guided tours with experienced licensed tourist quides. You may find the islands ancient history there since 1600b.c. and earlier! A must for a visitor in town.",Cyprus Museum,Review 265 Similarity,0.333333333,Review 129 Similarity,0.288675135
40,"I found this museum very interesting. I'm not usually one for antique pottery, but the artifacts here are beautiful and so well displayed that I loved them. I also learnt a lot about the history of the island",Cyprus Museum,Review 372 Similarity,0.288675135,Review 159 Similarity,0.288675135
50,The museum has some lovely examples of the early Archaic sculpture and even Egyptian influenced pieces of sculpture. I will certainly visit it again next time I go to Cyprus.,Cyprus Museum,Review 387 Similarity,0.288675135,Review 160 Similarity,0.288675135
40,It was an interesting visit that one should make once in Cyprus. The only negative is that you get a sad feeling that the museum is neglected.,Cyprus Museum,Review 407 Similarity,0.288675135,Review 161 Similarity,0.288675135
30,"Very interesting museum, but it seems that no one takes care of it since the british left the country. Tip: if you are planning to visit the other museums and archaeological sites in Cyprus (south side only), there is a €17 pass that will fit you.",Cyprus Museum,Review 412 Similarity,0.288675135,Review 162 Similarity,0.288675135
50,"The objects here cover all periods of Cypriot prehistory and ancient history. It really shows well the sheer vibrancy of the various cultures which have evolved on the island. It is methodically laid out by period,and well-presented in both Greek and English, but not to the point of information overload. It is rather old-fashioned, but that does not detract from the quality of the artefacts. The room of statues shows the many different cultural dress styles and racial diversity through time. I especially liked the Mycenaean ceramics and the Late Bronze Age horse trappings. But perhaps best of all are the many ceramics showing daily activities. Yet another must-see attraction.",Cyprus Museum,Review 157 Similarity,0,Review 257 Similarity,0.288675135
40,A bit tired and dusty but well worth a visit. This island has an amzing history - and prehistory,Cyprus Museum,Review 410 Similarity,0,Review 317 Similarity,0.288675135
50,"For such a small island it's surprising at the high yield, quality and diversity of the archeological artifacts displayed at the museum . The museum manages to ,bring to light the ancient history of the island and its people . Some incredible peices displayed here ,found myself lingering much longer than expected . Absolutely worthy of a visit . Well presented and adequate information displayed . An audio would have been a bonus and more revenue for the museum .",Cyprus Museum,Review 161 Similarity,0.420084025,Review 43 Similarity,0.280056017
50,"Museum may seem small, at the first sight, but it has a pretty big collection of ancient sculptures, household items, jewelry, and other items of different epochs. Definitely worth to visit!",Cyprus Museum,Review 74 Similarity,0.471404521,Review 8 Similarity,0.25819889
50,This place is historical place and anywhere didn't change.Bloods and hole(with gun) in the wall it is horrible but it is history and reality,Cyprus Museum,Review 12 Similarity,0,Review 219 Similarity,0.25819889
