r_points,r_text,place,,,,
40,"Yes, you can cross easily from South to North today.Visiting North Nicosia is a must. It's safe and the people are friendly.The staff at the Ledra Street Border Crossing make crossing effortless.Commentary:Its really amazing how many millions of dollars the UN spends supporting this divided country.A few years ago the border got a lot easier to cross. That's partly what inspired my visit. Its technically illegal to spend money at a merchant In N Cyprus if that merchant occupies a space formerly owned by a Greek Cypriot. The thing, back in the 70s when Turkey invaded, they chased off the Greek Cypriots. The Greeks moved into refugee camps along the border, to the South. Turkey then imported people from around Turkey to occupy the north. Today many formerly Greek-owned businesses are still occupied by Turks. The Greek Cypriots consider everything on the Turkish side ""stolen.""The capital, Nicosia, is now the last remaining divided capital on earth. There's a militarized line right down the middle--just like East and West Berlin used to be.Sitting in a Starbucks on the main street in Nicosia was a great opportunity to learn more about North Nicosia. At Starbucks a local explained his family ran from the north during the invasion, and never returned. Thirty-nine years ago they left a four-bedroom, two-car-garage house on a residential street. They even left a dog in the back yard. The house was full of their food, books, pictures, dirty cloths, etc. They had no idea that they'd never be returning.The guy's mom went back about 10 years ago (when the border opened) to see her old house and shop. She found a family living in her house and another family running her shop. He said there was a different dog in the yard. The guy sitting here with me is 38 years old. He said he'll never go back to the north.",Ledras,Review 943 Similarity,0.45661166,Review 92 Similarity,0.483045892
40,"I'm an American. Per the USA State Department I could not cross here. I could fly into the Turkish side and fly out and then fly into the Greek side.It took be less than 5 minutes to move across the Green Line. When I ask souvenir shop owners about North Nicosia & South Nicosia souvenirs. Both sides stated this is ""Cyprus"".",Ledras,Review 21 Similarity,0.507092553,Review 2 Similarity,0.471404521
10,"A big note that this is Ledra's street crossing point. It is NOT a border. Boarders divide countries. Cyprus is country on its whole, with its northern part being occupied by the Turkish troops since 1974 when Turkey invated to Cyprus.",Ledras,Review 905 Similarity,0.483493778,Review 32 Similarity,0.471404521
50,"The Turkish side of Nicosia is so much better, authentic, nice to see ZERO corporate eating places! It’s worth a visit In Nicosia So interesting fake goods yes of course, but I saw fake goods in Greek Cyprus too, they only reason why fake goods are sold because people buy it.Both native people(s) look identical however much they try not to admit it and bury their heads in the sand, both people are friendly. Nicosia in Turkish side was more authentic experience of Cyprus! Greek side it was as though it’s in Europe! Cyprus is in the Middle East it near Jordan and Egypt and other middle eastern countries! The EU showing it as though it’s In Europe is the biggest joke! Also there is an UK army base there which isn’t advertised. Cyprus was used as a tax haven for many years by Europeans... including the UK... allegedly",Ledras,Review 80 Similarity,0.361403161,Review 259 Similarity,0.471404521
40,"this crossing point is a border where you can cross to occupied Cyprus in the north, there is a very nice gallery with roof garden events nearby called 1010hall which is cool and can be found in facebook for events, another interesting point is to have local ice cream heraclis and try the rose flavor",Ledras,Review 713 Similarity,0.356348323,Review 293 Similarity,0.471404521
50,"Ledra street is a great experience and gives guests a feeling of Cyprus history. Across the street and nearby region you can also enjoy a walk and eat at some good restaurants, have excellent ice cream, drink traditional Cyprus coffee.",Ledras,Review 692 Similarity,0.322329186,Review 333 Similarity,0.471404521
10,"The reason for the 1 star is that this crossing is as a result of the division of Cyprus following the Turkish invasion of 1974. It could be argued that at least the crossing allows the movement of people, nevertheless, it's a sad part to Cyprus' troubled history.",Ledras,Review 339 Similarity,0.267261242,Review 424 Similarity,0.471404521
40,"Was in Nicosia for the Cyprus v Scotland football match, and had a few hours to kill, and for months I decided that I would cross the border from Cyprus into northern Nicosia and the ""Turkish Republic of Northern Turkey"".This is the only crossing point in the city that I am aware of, and all in all pretty easy to get across, and unlike in Turkey, no visa is required or payment.Main thing to remember though is that A VALID PASSPORT IS A MUST!!!!! As no passport, no crossing!When on the Cyprus side, I was just waved through before I had even got my passport out, then when in ""no mans land"" which is effectively a wooden shed making up a tunnel that takes you to the Turkish side, you will wait a good 10 minutes, as they do check your passport (though do not stamp it, they put your details into the computer).Pretty surreal, as for only a few yards, the difference is night and day! On the Greek Cyprus Side its pretty much the feel of the rest of Cyprus, but as soon as you pass the Turkish passport check, you suddenly get a VERY Turkish feel to the place.Seems to be that getting from Cyprus to the Turkish Republic of Northern Cyprus takes a lot longer than on the way back, as did the return journey in just a minute or so.All in all, not as off putting as it may sound/look, and the northern quarter does have a nice charm to it and good to walk around.Watch out for customs on the way back, as I heard stories at the football match later in the day of people getting stung for import tax for taking cigarettes across the border.",Ledras,Review 25 Similarity,0.46549616,Review 66 Similarity,0.453742606
40,"Nicosia (Lefkosia) offers a unique experience with its contrast between the two sides of the amazing capital. Passport in hands!!! Take your time to explore the south and north side and experience the diversity of the Greek and Turkish culture equally. The last divided capital has registered the history of Cyprus in an architectural and economic way that the north and south have strongly stated themselves. Get around the Old City, it is an enjoyable walk along the narrow streets, paying attention all the details, including some street art. We can go from a Greek coffee to a Turkish delight in just a few steps away from each other, an opportunity that cannot be missed.",Ledras,Review 175 Similarity,0.381881308,Review 217 Similarity,0.452267017
40,"Visiting both sides of divided Cyprus is so easy now,a short walk along its main street LEDRA STREET brings you to border crossing,passports,fill in paper,get stamp and your across usually in 5 minuets,enjoy the cheap,resteraunts,shops,super exchange rate compared with uk rates all in north,you can even buy euros,better raytes but check first.Good food as you cross.TRY it its so easy.",Ledras,Review 514 Similarity,0.5,Review 18 Similarity,0.447213595
50,"A mixture of ancient and modern, a beautiful city torn in two by a border checkpoint yet the locals are happy and hopeful for the future of a united cyprus with no division of land or people.If you go to the 4th floor of debenhams on Ledra st there is a viewing room where you can get a fantastic birds eye view of all the city. In the distance carved in to the side of the mountains is a poignant reminder of the cities and indeed Cyprus's great division..... A giant Turkish flag.",Ledras,Review 853 Similarity,0.322329186,Review 334 Similarity,0.447213595
50,"Unlike most people who have written reviews here we used the gate to cross from Northern Cyprus to the south. A lot of those people have, understandably, some kind of agenda. The north is perfectly safe and definitely worth a visit. Crossing is easy for foreigners despite the usual humourless border guards.This crossing is, of course, a sad reminder of a tragic situation, and not a tourist site.",Ledras,Review 350 Similarity,0.267261242,Review 428 Similarity,0.447213595
30,"This is a crossing point ?From Cyprus to CyprusThe point is that Cyprus wAs invaded and split into two parts,,Nice to visit and see all the islandBut I did not leave thinking it is two partsIt's a small island that has been riot apart",Ledras,Review 745 Similarity,0.253546276,Review 490 Similarity,0.447213595
50,"Crossing this border is an extraordinary experience. As you walk across the 'green line' you see an Australian policeman with an Italian policeman guarding the narrow strip that forms the line. What for? The desire to break into that line and look at the streets frozen in time is enormous. You ask yourself ' how can I do this and get away with it. Perhaps I will find the legendary Ford garage and drive away the 1974 Capri'.Of course this is a nonsense... you cannot go here. This is a monument to the unbelievable stupidity of mankind. To the north the Turkish Nicossians ,(for the Turkish ;Lefkosians) live in relative poverty and to the south the Greek Nicossians live in a, well until recently, great wealth. The adherence to the Euro has all but destroyed Southern Cyprus. We have many examples of the complete failure of politics in our world but this is truly a wonderful example.",Ledras,Review 878 Similarity,0.253546276,Review 492 Similarity,0.447213595
50,"Great experience to cross from north to south and back again. Passport control, contrary to what some have written on here, was fast and efficient. Great shopping north and south and a great experience, highly recommended.",Ledras,Review 636 Similarity,0.169030851,Review 593 Similarity,0.447213595
50,"I believe this is the only divided city still in existence. To the south is the Greek Cypriot area and to the north the Turkish Republic of North Cyprus. Crossing the border is easy and all you have to do is walk across and get your passport stamped. The passport control and customs are all very efficient and polite and I think whether visiting the north or south you should go across and see what it's like on the other side. Both sides have loads of shopping, but the atmosphere is totally different and you can buy different types of things on both sides. The Turkish side has loads of jewellers, clothes and handbag shops whilst the Greek side has shoes galore, more chain stores and more European style things. Restaurants, shops, facilities on both sides are great. The architecture is fascinating. Most shops take euro on both sides and credit cards. The Turkish side uses Turkish Lira as well as euro but I don't think you can use Turkish currency in the south. There are some fabulous and historical sites to visit in the north such as the Buyuk Han, Selime Mosque and the Bazaar. All of these things can be reached quickly and easily on foot as they are all located close to the border.",Ledras,Review 801 Similarity,0.352028789,Review 295 Similarity,0.43519414
40,Really nothing to note. In the center of downtown walking district in Nicosia that divides the north from the south. Bring your passports if you want to cross over (walking only). The north seemed a little run down or not as nice as the southern part of Nicosia. Food is available from local shops. Really nothing to see at the checkpoint other than it is just a checkpoint.,Ledras,Review 668 Similarity,0.483493778,Review 29 Similarity,0.426401433
30,"If you want to cross the borders from the greek-cypriot part of Nicosia to the occupied one of the north you just have to show your passport and complete some personal information in a piece of paper and then you go. You don't have to pay anything at all. Keep this paper in order to get back! Apart from the above, this place reminds you so loudly that Nicosia is a divided capital and the feeling is so overwhelming if you stand still and think of what a border station really means in the center of the capital of Cyprus.",Ledras,Review 848 Similarity,0.46291005,Review 90 Similarity,0.426401433
50,"Is one of seven crossing points between South and North parts of Cyprus, and open for pedestrians only.It is here where the most tourists visiting the south Cypriot part of Lefkosia/Nikosia can cross the border and walk over to the north part of the city, currently under Turkish occupation.For now it is easy to cross the border, you need to have your passport with you and you can get a visum at once in one of the kiosks serving as passport-control posts on the both sides of the border. Lines can be long but controls are operating quickly and do not take long time.In my opinion it can be very interesting to visit the Ledra museum-observatory on the 11th floor of Shacolas Tower (address is Ledra 171), and see whole Lefkosia/Nikosia from above (see pictures attached).",Ledras,Review 772 Similarity,0.432013825,Review 130 Similarity,0.416025147
40,"This is interesting ti see. There is a lot of history (posters and pictures from the war) in the short walk across the boarded. If you go to Cyprus I highly recommend crossing the at Ledra Street. It is a UN buffer zone, so I didn't take any pictures.",Ledras,Review 821 Similarity,0.478091444,Review 45 Similarity,0.40824829
50,If visiting Nicosia - this a quick and easy pedestrian crossing between the North and South of the island,Ledras,Review 16 Similarity,0.46291005,Review 67 Similarity,0.40824829
40,"If you're in downtown Nicosia, and you want to take a quick stroll to the North side, this is the place to cross.",Ledras,Review 660 Similarity,0.46291005,Review 85 Similarity,0.40824829
20,"This is of course not a tourist site, quite the contrary. It is an international conflict made visible. Ledra is a shopping street without particular charm, but it has become a symbol for the division of Cyprus, because it is cut off at a certain point. For many years, it was a dead end street in the middle of the city, nowadays people can walk over to the Turkish side (or ""the territory not under the effective control of the government of the republic of Cyprus"" as the Greek speaking community in the South would call it). The frontier post is far from being spectacular, a small cabin at the corner. It looks very much like a provisional installation. As such, it subtly reinforces the impression that cutting a town into two halfs is not a sustainable solution. Sooner or later the frontier will fall again, but currently nobody knows how to get there.",Ledras,Review 900 Similarity,0.44474959,Review 112 Similarity,0.40824829
50,Crossed over to North Nicosia today. The crossing was uncomplicated - passports are checked on both sides within a feW minutes.Worlds of differences from one side to the other. Desirable to read up on the island’s complicated history to comprehend the situation.Interesting historical sites to see as well as disturbing edifices abandoned and/or disintegrating.,Ledras,Review 71 Similarity,0.400891863,Review 180 Similarity,0.40824829
40,"Came here ten years ago and of course could not get past Checkpoint Charlie armed patrols. Great to get the chance of seeing what they are trying to do here to attract tourists. Sadly many of the buildings are still in a state of disrepair but plenty of activity going on to improve much of the area. Would have liked to have spent longer on this side but we were on an organised trip that dictated our time. If anyone thinking of going to see Nicosia I would recommend getting a car and giving yourself plenty of time to amble as it is a fascinating place full of intriguing shops on both sides. A ""must do"" if in Cyprus.",Ledras,Review 351 Similarity,0.400891863,Review 193 Similarity,0.40824829
40,"We often hear about this or see it in the news or documentaries, but when you actually see this ""great divide"" you realise its significance - indeed Nicosia is a divided city and Cyprus a divide island BUT despite this, it is a charming and welcoming place and has a cosmopolitan atmosphere.",Ledras,Review 599 Similarity,0.400891863,Review 197 Similarity,0.40824829
50,"This is a strange feeling to cross frontiers within one city: from Lidras South part to the North side of Nicosia, you cross a border and enter a totally different atmosphere. The passage itself is not problematic: you just must have a valid ID to go from South to North and back :) A must-try!",Ledras,Review 164 Similarity,0.385758375,Review 207 Similarity,0.40824829
50,Definitely worth stepping over the green line to see the north side of Nicosia. Recommend going after visiting the observatory to get some background. You need a couple of hours to wander the old wall. You can even walk on it in some places.,Ledras,Review 413 Similarity,0.377964473,Review 236 Similarity,0.40824829
30,"We were travelling from Larnaca to Kyrenia. Good bus service in the south to Nicosia, then a walk from the bus station along the pedistrianised Ledras Street. Last chance to sample branded food franchises (not our choice) before crossing over to the north. Short queue but no option but a stamp in our passports and no visa. Facilities on the Greek side were totally relaxed and no queue. Another 20 minute walk to find a Combus (communal taxi) Location poster is on the wall behind you as you pass the street. The locals on both sides of the border are helpful and the total cost of travelling from South coast to north coast about £10.",Ledras,Review 778 Similarity,0.370624658,Review 257 Similarity,0.40824829
50,"As a Cypriot living in the country for the past 6 years, I strongly believe that to be able to say that you have really seen Cyprus, you need to cross the checkpoints. We wish they weren't there, but they are and it is essential to see visit the North and the South to comprehend the clash of cultures, the history and legacy of our island.This is probably the best point for pedestrians who wish to cross and immediately experience the ""other side"" of Nicosia.The process is not as scary as some might assume, and it has been simplified over the past years. Make sure to have your passport, show it when requested, do not take any photos in the buffer zone, and ask the G/C police at the gate for information regarding what goods you can bring back. That's about it.At the entrance, there is an exhibition hall that often hosts photographic or art exhibitions, and as you cross you will pass a line of small olive trees - symbols of peace.Once in the North, look at the signs about where to visit, there are also maps available early in the checkpoint. I suggest going to Buyuk Han or Hoi Polloi, for a meal or coffee and ask locals there for recommendations on what to visit next. If you haven't gone too far, you can always follow the blue line on the floor to get back to the checkpoint. :)",Ledras,Review 440 Similarity,0.36004115,Review 260 Similarity,0.40824829
10,"I have crossed over many times. It is a travesty and a tragedy that this Crossing Point should impede free movement of people. Politicians should make an agreement to solve the Cyprus problem, but they have failed, even after more than 40 years of trying. The sooner it is removed the better.",Ledras,Review 174 Similarity,0.3086067,Review 345 Similarity,0.40824829
50,"Visited Nicosia on a tour with Ruslan Travel. Werent sure whether to go into north but so pleased we did. Lots to see, I could have spent much longer than the hour we had there.The border staff were polite and friendly.",Ledras,Review 229 Similarity,0.3086067,Review 349 Similarity,0.40824829
50,As I live close by this has become a near daily task for me.It's an historic crossing and is a focal point for many of the Unite Cyprus community groups who regularly meet here to sing and hold placards. It's mostly peaceful but be aware of particular dates in the calendar which could mean more enthusiastic crowds.If you are in the area pop by for a look.,Ledras,Review 274 Similarity,0.3086067,Review 352 Similarity,0.40824829
40,Was wondering if it possible for an Iraqi passport holder to cross these borders ? Or it's only allowed for them to stay in the north side ? Thanks,Ledras,Review 342 Similarity,0.3086067,Review 354 Similarity,0.40824829
40,We went for the day as a friend was specifically looking to buy some knitting wool.The crossing was not busy on either side wen we went through in the morning and it was not at all taking up a lot of time to go through the two checkpoints.The previous time we were required to complete a form but now it is not needed - only passport and other relevant documents eg resident paper or card for Cyprus.,Ledras,Review 348 Similarity,0.3086067,Review 355 Similarity,0.40824829
40,This is the crossing point into and from the Turkish-occupied part of the Island (Cyprus) .It has been open for a few years now allowing the Greek Cypriots and Turkish Cypriots and all tourists to have access to the Republic of Cyprus (Ligitimate member of the European Union and the United Nations) and the temporarily occupied by Turkey part .... It is an experience !!!!,Ledras,Review 621 Similarity,0.3086067,Review 364 Similarity,0.40824829
50,"No problem - as long as you have a passport - a touch of 'is that it?' to be honest. A largish policeman with cigarette and coffee in hand stamped us through from the exotic bazaars of the north to the busy western street of the south, and an hour or so later a lovely lady stamped me back through.",Ledras,Review 804 Similarity,0.3086067,Review 372 Similarity,0.40824829
50,"In your walk at Leedra you can see the architecture of the old buildings. You can enjoy your coffee at the cafeterias there, that can be either brands (starbucks) or not (diosmos kai kanella). You can do shopping as well and eat there for lunch or dinner. at the end of Leedra street, after police checking your passport you can go to the other occupied part of cyprus.",Ledras,Review 816 Similarity,0.3086067,Review 374 Similarity,0.40824829
50,"It was very easy to go to the Turkish-occupied side and return, but fill out a paper and avoid getting your passport stamped by the Turks, unless you have 2 passports (like me), and then make sure the Turks stamp the one you DIDN'T use to enter Cyprus.I'm not EU, so it could have been a problem.",Ledras,Review 924 Similarity,0.3086067,Review 375 Similarity,0.40824829
30,here is the place to cross to Turkish occupied Cyprus. The officials in both sides are good and cooperative,Ledras,Review 138 Similarity,0.267261242,Review 412 Similarity,0.40824829
30,When visiting a country and you know that this is the only divided capital city in the world you want to know the detailsand the reaSONS BEHIND THIS UNACCEPTAB LE SITUATION WITH THE TURKISH TROOPS ILLEGALLYINVADING CYPRUS,Ledras,Review 371 Similarity,0.267261242,Review 429 Similarity,0.40824829
50,"I was so surprised and disappointed fount out that there is a town in European Union divided by the force. This is Nicosia, the capital of Cyprus. From there I realised how terrible is to have your home in the other side of a fence and you have not the permission to visit it",Ledras,Review 643 Similarity,0.267261242,Review 454 Similarity,0.40824829
30,"This is just a border crossing... I mean, it’s interesting to see the dead zone - but it is just a passport control so... unless you’re crossing into North Cyprus, it’s not like a “tourist site”.",Ledras,Review 45 Similarity,0.231455025,Review 506 Similarity,0.40824829
50,"Quick Walk over into the north, walk up passed the shops, a lovely mosque and market. Worth seeing. Nice friendly cafés, very good prices",Ledras,Review 748 Similarity,0.188982237,Review 583 Similarity,0.40824829
50,"You can see a wall, a big wagon and some army people. But you can still feel the tension between the 2 countries and it is easy for you to access to the North of you have a passport. Only will you feel like you left Europe for a different kind of countries if you go to the other border.",Ledras,Review 7 Similarity,0.15430335,Review 594 Similarity,0.40824829
40,This is a border crossing from Cyprus to Turkey in the northern part of the Cyprus that is owned by Turkey. The border had no signage and it's the simplest crossing I've ever seen.,Ledras,Review 66 Similarity,0.15430335,Review 596 Similarity,0.40824829
40,We crossed the border into the North side for a lovely lunch and a wander round the narrow streets. Didn't buy anything as mostly dodgy faked stuff. Back into the South for tea. A very nice day out - don;t forget your passport.,Ledras,Review 209 Similarity,0.15430335,Review 600 Similarity,0.40824829
30,This is an ideal way to see what goes on in the so called north of the Island. The Turkish locals are all very friendly and eager to take your money for their goods with a smile. I would also advise that you take time to visit the rest of the area time permitting.,Ledras,Review 233 Similarity,0.15430335,Review 601 Similarity,0.40824829
40,A quick and easy way to visit the shops over in the North.Plenty to see and places to eat at a very reasonable price.,Ledras,Review 322 Similarity,0.15430335,Review 605 Similarity,0.40824829
40,"Very nice area , traditional, many restaurants with good food, bars and booming night life .Area in the city center when you can walk in many walking only streets and alleys .Food experience from traditional Cyprus souvlaki, pasta, pits a, burgers,,Lebanese food, Asian food, ice creams ...everything is there",Ledras,Review 325 Similarity,0.15430335,Review 606 Similarity,0.40824829
40,"It was good to walk from one country to another. The border police were polite and welcoming - but had a queue on the way back. In the north the streets are narrow and windy. In the south the streets are straight, wide and with modern wealthy shops.",Ledras,Review 389 Similarity,0.15430335,Review 607 Similarity,0.40824829
40,Great place to visit and cross the green line into the occupied side of Cyprus to be able to see the two cultures side by side and great shopping also.,Ledras,Review 528 Similarity,0.15430335,Review 610 Similarity,0.40824829
30,Its the border of Turkey and cyprus. You can get into other country by showing your passport at the counter. Very peaceful.,Ledras,Review 576 Similarity,0.15430335,Review 612 Similarity,0.40824829
30,"Interesting experience crossing the sides both of cyprus. Was very quick and easy, didn't spend long on the other side though..",Ledras,Review 600 Similarity,0.133630621,Review 631 Similarity,0.40824829
50,"I would also recommend going to the Northern Cyprus. It was interesting to visit some important places there, in the occupied territory. The checkpoint itself is also worth seeing. Who knows, maybe both parts will reunite soon and you will have a photo near some ""touch the time"" landmark",Ledras,Review 683 Similarity,0,Review 718 Similarity,0.40824829
40,"This is at the middle of a shopping street, half of it in the occupied by the Turks part of the island, the other half in the Republic of Cyprus EU. It is interesting, becasue you just make few steps and you are outside of the country... you can experience in just 1 hour 2 diffurent cultures... I would recommend a tour of Old Nicosia (Cypriot Greek part), then a coffee and sweet stop again in Free Cyprus, then a tour on the shops in Ledra Street in the Free part of Cyprus, then crossing the border, seeing aroun on the other side (occupied by Turks), and coming back for lunch on the Cypriot free side again. Food and everything in general is much safer in the free side - EU... For multiple reasons, some cultural, others hygienic, yet others... just civilization, EU regulations etc...",Ledras,Review 864 Similarity,0.390360029,Review 204 Similarity,0.400891863
