r_points,r_text,place,,,,
50,"From the outside it offers a glimpse into Nicosia of 500 years ago and more, but inside, oh wow. Little cafes, quaint shops and galleries, this is wonderful",Buyuk Han,Review 309 Similarity,0.316227766,Review 185 Similarity,0.5
50,"Steeped in history, the warm golden stone building with its vaulted ceilings makes a perfect place to have a drink and relax away from the hustle of the surrounding streets. The skill of the masons is there for all to see and quietly enjoy.",Buyuk Han,Review 411 Similarity,0.316227766,Review 195 Similarity,0.5
40,"Once you've crossed the boarder into North Nicosia, this is only a short walk in the pedestrianised area. Interesting structure, with cafe and souvenir shops.",Buyuk Han,Review 424 Similarity,0.316227766,Review 197 Similarity,0.5
40,"Historically interesting, there seems to be a reduction in the number of artisan shops around the terracing that are open, but nevertheless, do visit it",Buyuk Han,Review 544 Similarity,0.316227766,Review 208 Similarity,0.5
40,The KKYC part of Nicosia was not particularly welcoming (naff shops mainly) however the restaurant we went to was very pleasant.,Buyuk Han,Review 623 Similarity,0.316227766,Review 213 Similarity,0.5
40,"Lovely old building, stairs to go upstairs, where there are individual rooms where people sell, some crafts and souvenirs, nice walk around.",Buyuk Han,Review 79 Similarity,0.25819889,Review 224 Similarity,0.5
40,"I've been here a few times -- always on a weekend (when they're full). It's an amazing building, the atmosphere is great. The food is very good. Service is below average -- they are understaffed, and so it takes ages to order and generally get a hold of the waiters. Another minus is the fact that there is no public free toilet (you need to pay, even if you are a customer, and you ned to have exact change even)! Verdict: service needs to be improved, but I am still going back.",Buyuk Han,Review 135 Similarity,0.25819889,Review 226 Similarity,0.5
40,Pleasantly shaded corner of the old city. Reasonable food and upstairs has a good variety of small shops selling handicrafts and souvenirs.Can get a bit crowded when the occasional bus load descends....,Buyuk Han,Review 240 Similarity,0.25819889,Review 235 Similarity,0.5
50,"It was built with Ottoman period accommodation concept; a big inn.Well restored structure. Lefkara handcrafted products, souvenirs shops, cafes and restaurants will give you a good time to spend around 1 hour.",Buyuk Han,Review 336 Similarity,0.25819889,Review 241 Similarity,0.5
40,"Very nice building ,the courtyard houses various cafe/restaurants, various souvenir stalls at both levels!! Not many different souvenirs, but do look at the little pottery magnets filled with various cactui on the top level- really unique!!!",Buyuk Han,Review 376 Similarity,0.25819889,Review 245 Similarity,0.5
50,"Firstly, this is a great piece of ancient architecture that has been carefully restored (see pictures near the entrance. Once inside (free entrance) you can shop on the first level for souvenirs and crafts. On the ground level there is a good quality restaurant serving a range of local food along with cold Efes Pils. There is also a cafe and more little shops.",Buyuk Han,Review 443 Similarity,0.25819889,Review 249 Similarity,0.5
50,A nice short walk from ledras street. Beautiful building. Atmospheric. Effectively one of the oldest hotels i the world...All sort of pies made on the spot! Any pastry dish is heavenly. Freshness guaranteed.,Buyuk Han,Review 492 Similarity,0.25819889,Review 257 Similarity,0.5
40,"This 16th century inn has been beautifully restored and represents a wonderful photo opportunity, just a short way from the crossing from south to north. Some good souvenir shops, on the upper level (via stairs), not tatty, far from it in some cases. Interesting ''antiques''/bric a brac shop outside the inn just by the gate on the eastern side, selling all kinds of old curiosities. Plenty of food stalls but equally if you go behind the santa sofia mosque there are restaurant tables under shady trees offering pleasant lunch environment.The toilet facilities require payment.",Buyuk Han,Review 510 Similarity,0.25819889,Review 260 Similarity,0.5
50,... and it is a wonderful courtyard with shops and cafe. Well worth a look. We had a refreshing drink and traditional pastry snack in the cafe to right as you go in - tasty,Buyuk Han,Review 26 Similarity,0,Review 373 Similarity,0.5
40,"We didn't spend a long time in the Han, but a quick look around found plenty of independent shops selling clothes and souvenirs, and places to eat in pleasant surroundings.",Buyuk Han,Review 42 Similarity,0,Review 376 Similarity,0.5
50,"Beautifully renovated ""caravanserail"" very carefully renovated and offering restaurants and workshops for artists of all kind. Go for lunch, enjoy a chat with the artists and owners of the small shops - we enjoyed it so much and walked over the border in the only aim of going there. Love it!",Buyuk Han,Review 77 Similarity,0,Review 384 Similarity,0.5
40,"A delightful little tourist spot where you can mix food with tourist shopping. Easily accessible for walkers, those in wheel chair will find it a little frustrating as the majority of craft shops are on the 1st floor and I did not notice a lift.",Buyuk Han,Review 156 Similarity,0,Review 400 Similarity,0.5
40,"There are a bunch of craft shops on the 2nd floor, with a restaurant in the center that serves some decent food.",Buyuk Han,Review 191 Similarity,0,Review 410 Similarity,0.5
40,"A big selection of individual, mostly craft shops in this well restored caravanseri. There are several cafes to choose between, and lots of interesting architectural things to see. Lovely and interesting mosque in the centre.",Buyuk Han,Review 252 Similarity,0,Review 422 Similarity,0.5
40,"Visited in July when it was very hot, our guide gave us great info on the way the building was designed and you could imagine how it was. Lovely architecture",Buyuk Han,Review 253 Similarity,0,Review 423 Similarity,0.5
30,This Khan is one of the oldest in Cyprus and originally was used as sleeping quarters for travelers and the stables for the horses. But now it has been restored and it has craft shops and a cafe. In the middle of the open square is a small mosque supported on marble pillars with steps up to the entrance.mosque,Buyuk Han,Review 354 Similarity,0,Review 444 Similarity,0.5
40,This is such a lovely location for lunch. However it can get very busy so we always opted for an early time to avoid any tour groups. We loved just sitting in the centre and enjoying the beautiful surrounds. Some of the local delicacies are made next to where we were sitting which was amazing & the result delicious. There are a number of little market stalls/shops to browse in,Buyuk Han,Review 406 Similarity,0,Review 453 Similarity,0.5
30,"I visited the Han during restoration works and so I guess that the ambience was lost. Perhaps if I visited some other time it would be more interesting. Some people may find the tourist souvenir shops and the touristy restaurant too ""touristy"" but this is what a caravan seray is all about, right?",Buyuk Han,Review 456 Similarity,0,Review 465 Similarity,0.5
40,"This building caught our eyes as we were walking down another street. As soon as you walk in it is like you have entered a beautiful oasis. The courtyard is lovely with plants and flowers and lots of handcraft stalls. There were also some popular eateries. We didn't stop at anything, just had a wander round.",Buyuk Han,Review 490 Similarity,0,Review 472 Similarity,0.5
50,"The building was planned as a ""hotel"" . And like all the ""hotels"" of that time it needed to be safe and sturdy to protect the people inside frome the robbers etc. So it looks more like a fortress. From outside there are no windows on first floor and it looks very boring, but as soon as you get inside you can find veery beautiful picture.",Buyuk Han,Review 493 Similarity,0,Review 473 Similarity,0.5
40,"Buyuk Han has a comfortably busy air about it that made me feel welcomed, but not overwhelmed or stressed.There are restaurants and cafés on the ground level, as well as shops, but I found the shops on the upper level more varied and a little bit more authentic. I would recommend shopping here for local handicraft souvenirs.",Buyuk Han,Review 502 Similarity,0,Review 476 Similarity,0.5
50,"It is a historical khan with two restaurants and a two-floor of souvenir shops. Many of the shop owner are the actual craftsmen or women who produced the things they are selling. Do not hesitate to bargain, but do it fairly.",Buyuk Han,Review 535 Similarity,0,Review 486 Similarity,0.5
50,"Step back a thousand years and enjoy yourself. Walk amongst the various craft shops or just relax and have a meal. We went to the Sidirhan, lovely food served by waiters with a passion for comedy.",Buyuk Han,Review 556 Similarity,0,Review 491 Similarity,0.5
40,"this lovely, restored, han gives a glimpse of the way travellers in Cyprus stayed in more leisurely times.It is in the heart of the old walled city, which , unfortunately, has many run down and neglected old buildings., including , nearby another han waiting forlornly for restoration. this wonderful Inn, or Han is a trued gem. It is a huge, two storey . arcaded Ottoman building centred round an attractive courtyard. Once, the lower rooms housed animals and trading goods, whilst the upper storey housed the merchants and thir entourage. Nowadays the building houses many handicraft and art shops,plus several restaurants which spill out onto the courtyard, offering shade to enjoy a drink and snack in the warm Cypriot sunshine. Several of the small stores have lovely locally made goods, emroideries, pottery and copper ware. .",Buyuk Han,Review 602 Similarity,0,Review 498 Similarity,0.486664263
30,"Buyuk Han is a nice building that one can visit and will find inside cafes, restaurants and gift shops. I don't believe it is among the top attractions of Nicosia's Turkish side. Walk by, take a look inside but if you want to see a little bit more than the what most tourists get to see walk a little bit further from the Ledra crossing point in any direction, even at night. Safe and way more interesting!",Buyuk Han,Review 446 Similarity,0.424264069,Review 93 Similarity,0.471404521
40,"Buy Han was a travellers lodging site in the past. It is in Northern Nicosia which is under Turkish control. The site became derelict over time but in recent years has been beautifully restored. Visitors are free to wander through the historic buildings and inner court yard. There is no entrance fee but there are small craft shops in and around the building, cafes and simple bars where you can get a snack, a reasonable meal or just drinks. It is a hospitable, calm, and relaxing site to sit and take time out amidst beautiful surroundings. Well worth a lunchtime visit.",Buyuk Han,Review 391 Similarity,0.316227766,Review 192 Similarity,0.471404521
40,For the daytripper almost everything worth seeing in Lefkosia is in the Turkish north - sorry to any Greek friends. Buyuk Han is a handy reference point. It is now a mixture of art & craft shops and cafes. The shopping isn't cheap but there is a reasonable choice of basic food which makes it a good place for lunch. The building itself is a delight to walk around and absorb something of the atmosphere.,Buyuk Han,Review 628 Similarity,0.298142397,Review 219 Similarity,0.471404521
50,"This the largest Ottoman Hotel in Nicosia. The Ottomans took over Cyprus in 1571 and built the Buyuk Han(big hotel). Had 68 rooms , open court for the animals and a shrine to pray. Through the years the hotel close down and destroyed.Thru EU funds the building was restored and the old rooms converted into shops, coffee places and restaurants with local and traditional food.",Buyuk Han,Review 257 Similarity,0.158113883,Review 348 Similarity,0.471404521
50,We travelled from Kyrenia to Lefkosa in the Dolmus (stuffed bus) which was 10 Turkish Lira single fare. It dropped us off in the backstreets so we just kept walking not really knowing where we were! We finally came to this area which was really historic and filled with lovely little shops and coffee places. We did walk over the border into Southern Cyprus but came back very quickly as all we could see were shops that we have at home! We were walking around one store when we realised it was Debenhams. The Turkish side was more romantic.,Buyuk Han,Review 522 Similarity,0,Review 482 Similarity,0.471404521
50,"Amazing place to visit. The place offers rich historical, cultural experience. Definitely a beautiful architecture showing the old life style. The place has touristic shops and restaurants. Amazing to see some bullet marks on the building as well.Nice to sit and enjoy the courtyard at the coffee shops/restaurants.",Buyuk Han,Review 236 Similarity,0.476731295,Review 15 Similarity,0.452267017
50,I love buyuk han because it’s beautiful and full of history of our world.Very old building dependent to ottomans. Now it’s touristic leisure and shopping area. I advise you to visit Tekman Art Shop in the building if you wanna buy cheap souvenirs,Buyuk Han,Review 1 Similarity,0.141421356,Review 1 Similarity,0.447213595
50,"It is well worth a visit! Beautiful old building, now filled with souvenir and touristy shops, with friendly shopkeepers and storeowners. Go there and get lost in the history of the place. And don't forget to have a sneaky look into the tiny mosque in the middle, climb the steps and look at the serenity. I loved this place!",Buyuk Han,Review 261 Similarity,0.424264069,Review 90 Similarity,0.447213595
40,"This is a great place to go it is full of lovely little shops selling all manner of souvenirs,trinkets & clothes and the shop owners are very friendly with out the hard sell which is great.There are a couple of places where you can get a bite to eat & a cold beer after all your walking around & shopping.There is a lot of history to the building and it is very atmospheric & a nice place to spend some time.",Buyuk Han,Review 546 Similarity,0.404519917,Review 97 Similarity,0.447213595
40,"Interesting history, cool architecture, and just a wonderful environment to sit and soak in the sunlight while enjoying a coffee or tea. You can peruse the shops for some handicrafts and imported tchotchkes of varying degrees of quality and authenticity. There's one shop on the bottom floor selling things made by a women's collective and they have absolutely gorgeous scarves! There are also several lace shops, as well as a shop that sells craft soaps and oils and artisan olives/jams/preserves/etc. Worth a visit if you find yourself on the Turkish side of Nicosia! We did it on our way driving from Girne/Kyrenia to Larnaka... Very easy stop on that path.",Buyuk Han,Review 504 Similarity,0.316227766,Review 202 Similarity,0.447213595
40,Old building with central courtyard that retains its charm. Restaurant in courtyard with craft shops on 1st floor. Well worth a visit if in North Nicosia old town,Buyuk Han,Review 408 Similarity,0.298142397,Review 218 Similarity,0.447213595
40,"Buyuk Han is not anymore used as an caravansarai (and it was the largest on the island), but as a complex with coffee shops, souvenir shops and art galleries. The architecture is very beautiful, the atmosphere carries everybody a few hundred years ago, but the bad thing about this place is that is very comercial, not a quiet oasis like it should be.",Buyuk Han,Review 584 Similarity,0.149071198,Review 351 Similarity,0.447213595
50,Loved every second while being at the Buyuk Han. Ate at the restaurant there and had a pretty relaxing experience. This place embodies history. It was built in 1572 by the Ottomans. It was a lodging for businessmen who were passing by. In the middle you’ll find the domed building in which the muslim businessmen used to do wudu’ for prayer and pray. The doors in the lower part of the Han were stables for the horses and the upper part rooms were the rooms they rented for the night. You’ll find shops within the rooms today and a restaurant on site. You can pay by Euro or Turkish Lira its no problem. A must see.,Buyuk Han,Review 108 Similarity,0.141421356,Review 354 Similarity,0.447213595
40,Very beautiful building cull of craft stalls and a cafe. Worth a walk around whilst here as the architecture of the building is beautiful.,Buyuk Han,Review 214 Similarity,0,Review 413 Similarity,0.447213595
40,"Buyuk Han is a lovely old preserved building with courtyard which used to be a place to stay years ago. Now there is a gallery with lots of art and craft shops. Friendly atmosphere. Good place to sit down away from the tourists crowd, have a drink or meal.",Buyuk Han,Review 46 Similarity,0.404519917,Review 94 Similarity,0.426401433
50,"When I studied abroad in Fall 2015 in Nicosia Cyprus, my friends and I would explore the North side of the island sometimes. During one of our visits, we decided to turn down an unfamiliar street and we found Buyuk Han. Once a place for travelers to stay and rest, it now is home to restaurants, souvenir shops and artisan shops with handmade items. The architecture is beautiful, and we thoroughly enjoyed the area.",Buyuk Han,Review 441 Similarity,0.269679945,Review 220 Similarity,0.426401433
50,I have visited the Buyuk Han several times. It was a travellers inn and has been renovated and restored to a high standard with many quaint touristic craft shops and coffee shops. Found inbthe middle of Lefkosa walked city amongst many other places of interest...it is well worth a visit,Buyuk Han,Review 239 Similarity,0.149071198,Review 349 Similarity,0.426401433
40,"The Buyuk Han is a collection of small shops and cafes clustered around an old Han. The shops are quant with a lot of individual and unique products. Browsing was fine and you didn't feel pressurised by the owners. The cafes were good, we just had a couple of lemonade but the portions in the main cafe looked very generous. Enjoyed this a lot.",Buyuk Han,Review 355 Similarity,0.129099445,Review 359 Similarity,0.426401433
50,"I am mesmerised as to why this is no 7 on this site as this location is situated in the Turkish side, therefore you have to pass passport security (the Cypriot and then the queue for Turkish security).We were unfortunate to have a rather large group in front of us, therefore everything was delayed, however afterwards we walked the streets packed with fake designer items (Gucci, Valentino, Sophia Webster etc) and reached Buyuk Han.The building really stands the test of time and nowadays houses shops, travel agents, restaurants as it is spread over 2 floors.A great location int the middle of everything and not far from Selimiye Mosque.",Buyuk Han,Review 136 Similarity,0,Review 396 Similarity,0.426401433
50,"Something that amazed me, perhaps because I wasn’t too prepared for it, is that immediately one crosses over the Nicosia boundary line there is a visible and an abrupt change in culture, and this when one is practically in the same Ledra Street. Buyuk Han is definitely a Turkish location just into the occupied zone of Nicosia. Described as a caravanserai, it was a spot of respite for weary travelling parties and is definitely very Ottoman. It consists of a well shaded inner courtyard around which a two floored building with various chambers which either served for accommodation or trade. In the middle of the yard, a domed mosque, which does not dominate the building, but defines it with its down-to-earth beauty. One could just imagine its welcoming function in the days of slow, exasperating transport. Today it is still a beautiful venue to visit, converted into a tourist attraction with craft and souvenir shops all around. There are ample tables where one could either dine or lounge and benches in the shade to take in the congenial environment. A photographic record of the development of Buyuk Han is affixed prominently against a wall, and good mementoes are on sale here too.",Buyuk Han,Review 363 Similarity,0.357770876,Review 145 Similarity,0.424264069
40,"A typical caravanserai, which has become heavily commercialised with many gift shops. You do get a true feel of how the Turkish Cypriot side is like and this part is quite reminiscent of parts of Turkey. Nice place to hang out if looking for souvenirs and cover from the sun.",Buyuk Han,Review 138 Similarity,0.447213595,Review 41 Similarity,0.40824829
50,"We had lunch here after wandering around the streets of Turkish Nicosia. Plenty of activity around us - shops and stalls and various people, tourists and locals, as well as the usual numbers of cats, to watch as we waited for our meal. We had kebabs and meat balls which were very nice, helped by eating in such a historic venue.",Buyuk Han,Review 150 Similarity,0.447213595,Review 44 Similarity,0.40824829
40,"This lovely former caravanserai has been restored and converted into many small shops and restaurants to attract tourists.Some nice goods, some junk. Use your judgement. Prices are fair.Small ablution fountain and place to pray in the center.",Buyuk Han,Review 187 Similarity,0.447213595,Review 50 Similarity,0.40824829
40,Nice quiet place full of history. Now has shops and cafes/restaurants on both levels. Has notice boards explaining the renovations that have been tastefully done.,Buyuk Han,Review 267 Similarity,0.447213595,Review 57 Similarity,0.40824829
30,"I'm sure it used to be a beautiful place but nowadays it's just a marketplace, with tons of souvenir shops. You can still take good pictures but the ancient atmosphere is gone!",Buyuk Han,Review 601 Similarity,0.447213595,Review 83 Similarity,0.40824829
50,The two story square shaped trade palaces were called Han in Ottomans. Ottomans built many hans in almost each city under their rule. Han buildings were standard architechtures. This is a very good example of a Han.1. Small building in the middle: Upstairs is mescit (Chapel in Muslim terminology). Ground is cistern2. Visit the hand made shops upstairs and support them by buying at least one small piece3. The restaurant is vey good. You can have something to rest,Buyuk Han,Review 127 Similarity,0.335410197,Review 159 Similarity,0.40824829
50,If you cross over into Northern Cyprus then this is a must. Very peaceful bohemian place with cafes and craft shops not far from Ledra St crossing.,Buyuk Han,Review 296 Similarity,0.316227766,Review 183 Similarity,0.40824829
40,"buyuk han or great inn is just 5 minutes walk from ledra street, beautiful courtyard ,cafe in one corner also little turkish coffee place,upstairs shops selling tourist trinkets and acouple of artists places you can look around,star of the show though is the building itself well worth a visit!",Buyuk Han,Review 646 Similarity,0.269679945,Review 221 Similarity,0.40824829
40,Interesting marketplace with an old history. It was built to attract trade to Nicosia and it succeeded. Still today it contains small art and handicraft shops.,Buyuk Han,Review 45 Similarity,0.25819889,Review 223 Similarity,0.40824829
40,"we visited 18 years ago and where the only visitors. Now its full of tourist shops and some small cafes. Don’t know what’s better, but it’s sure worth a visit.",Buyuk Han,Review 105 Similarity,0.25819889,Review 225 Similarity,0.40824829
30,"Quick trip into northern Nicosia. Lovely Han, easy to picture it as an inn of c67 rooms. Well restored, peaceful spot. Climb the steps of the central building to see an even more peaceful room.",Buyuk Han,Review 162 Similarity,0.25819889,Review 229 Similarity,0.40824829
50,Great little spot after the border crossing.Nice little cafe with cheap beer and wine and lots of little craft shops to wander round.,Buyuk Han,Review 230 Similarity,0.25819889,Review 233 Similarity,0.40824829
40,"Beautiful caravanserrai in Nicosia, just stay away from the mediocre restaurant and overpriced shops. Look, enjoy take pictures and eat somewhere else",Buyuk Han,Review 234 Similarity,0.25819889,Review 234 Similarity,0.40824829
40,"This area is a lovely place to just wander about, there are lots of little shops where you can buy souvenirs & local arts and crafts. There are many eateries here with lots of activity. The architecture is beautiful you can just stroll around for hours enjoying the friendly atmosphere.",Buyuk Han,Review 305 Similarity,0.25819889,Review 239 Similarity,0.40824829
40,"The Han is an interesting glimpse into the past of Cyprus, though updated for the 21st century. It's a little bt like a madrassa, with two levels and a courtyard, but it was intended for traveller accommodation. Thus the rooms have been converted to workshops or just shops. It's sometimes hard to see the unique selling points, you get similar artefacts again and again, and not all the rooms were occupied (though we did visit in February, no exactly the height of the tourist season). A fascinating diversion.",Buyuk Han,Review 314 Similarity,0.25819889,Review 240 Similarity,0.40824829
50,A place where you can sit in a cultural environment and eat traditional pastries while your kids discover the little shops within the Han.,Buyuk Han,Review 364 Similarity,0.25819889,Review 243 Similarity,0.40824829
40,"It is a historical place, turned into Cafés & bazars(gift shops)..if you have never came across something like that, just go, i think it will be loved.But if you have been to places like it before, it is worth a photo or two 😉.",Buyuk Han,Review 437 Similarity,0.25819889,Review 248 Similarity,0.40824829
50,Having crossed from the Greek to the Turkish side of the capital we headed towards Buyuk Han and were delighted to find such a well maintained and preserved structure. It was great to see the local crafts and accessories traders making use of a major attraction within the city. A couple of restaurants add to the feel of this place and with the building being excellently retained this was one of the highlights of Nicosia. We spent about an hour wandering round looking at what was on offer whilst marvelling at the way this building has been brought back to life. Head here and you won't be disappointed. It has a certain charm to it.,Buyuk Han,Review 477 Similarity,0.25819889,Review 254 Similarity,0.40824829
40,Wandered over into North Nicosia at the far end of Ledera Street. This historic travellers inn has an information board inside the East Door which explains its past and the regression programme. The guest rooms now house some shops selling artisan goods. We bought some delicate lace work which we paid for in Turkish Lire rather than Euros due to their adverse exchange conversion rate. Also ate an enjoyable meal in the Sediran cafe in the courtyard. (See separate review),Buyuk Han,Review 498 Similarity,0.25819889,Review 258 Similarity,0.40824829
40,It used to be an inn for travellers to stay and rest the horses but has been transformed into an array of pretty cafes and shops on two levels selling handmade gifts at reasonable prices. There are toilets for a small fee. Well worth a visit for a relax and a people watch.,Buyuk Han,Review 507 Similarity,0.25819889,Review 259 Similarity,0.40824829
40,"Culturally very interesting and beautifully renovated old inn set around a large quadrangle, now converted to small handmade craft and souvenir shops and eating places, with both upstairs and downstairs galleries. very attractive and good for photos.",Buyuk Han,Review 573 Similarity,0.25819889,Review 264 Similarity,0.40824829
40,"Full of character and interest, this 450 your old building is fascinating. Once through one of the two great entrances you are greeted with an open space at ground level (much of which is taken up by an adequate cafe / restaurant) and a good number of artisan workshops on the upper level. Go upstairs and wander round to find all sorts of interesting artefacts and friendly people.The cafe downstairs is OK and have the right money for the loos!",Buyuk Han,Review 116 Similarity,0.223606798,Review 276 Similarity,0.40824829
40,very nice old building (1572) with a lot of restaurants.inside a little mosque.you have to stop on this spot.,Buyuk Han,Review 174 Similarity,0.223606798,Review 280 Similarity,0.40824829
20,"I was a bit disappointed about this attraction as I expected more. There isn't anything to do apart from shopping from souvenir shops. It would be nice if there was any sign that described the sites history, because its architectural design is beautiful and it must have worth something in the past...",Buyuk Han,Review 444 Similarity,0.223606798,Review 293 Similarity,0.40824829
40,We strolled around the courtyard and had coffee in one of the busy cafes..The craft shops were lovely and full of gift ideas.,Buyuk Han,Review 21 Similarity,0,Review 371 Similarity,0.40824829
40,We thought the Han was lovely and peaceful. There are a few restaurants and shops there but it was quiet and cool.,Buyuk Han,Review 37 Similarity,0,Review 374 Similarity,0.40824829
30,had a wander around here early afternoon. Theres a few restaurants serving lunch etc as well as a few craft shops selling local souvineers as well as the tourist crap.,Buyuk Han,Review 102 Similarity,0,Review 391 Similarity,0.40824829
50,"It is one of the most beautiful building I ever see. A true caravanseray, like in the Arabian Nights.Really great !",Buyuk Han,Review 110 Similarity,0,Review 394 Similarity,0.40824829
30,"Beautiful old building, but to say it was a market for arts and crafts is really stretching it. It was mostly full of tat.",Buyuk Han,Review 160 Similarity,0,Review 401 Similarity,0.40824829
30,"Just across the Ledra street crossing, this building with courtyard has s a few restaurants and art stores. Not world class but worth a stop if you cross for the day",Buyuk Han,Review 178 Similarity,0,Review 406 Similarity,0.40824829
50,This is a very classy looking building set in the centre of a beautiful little square that has wonderful verandas all the way around the square from which great photos can be taken as well as on ground level. A must see!,Buyuk Han,Review 229 Similarity,0,Review 417 Similarity,0.40824829
30,"Refurbished Ottoman Inn, similar to a caravansera. Restaurants and craft shops. Different things though, local silk work",Buyuk Han,Review 268 Similarity,0,Review 424 Similarity,0.40824829
50,You have to cross the border at the end of Lidras street in the Cyprus part .Have your passport because the turks will register you.Not the Cyprus side.After passing the border to the right about 500 meters you will see the han. When we visited it had an open artists market including of course restaurants.It has a big court yard and at the first floor are the shops.Very pleasant stroll.,Buyuk Han,Review 283 Similarity,0,Review 427 Similarity,0.40824829
40,Originally built as an inn this courtyard now has craft shops on the upper floor and a cafe/restaurant on the ground floor. Worth stopping into to get a feel for the eastern history of Cyprus,Buyuk Han,Review 317 Similarity,0,Review 435 Similarity,0.40824829
20,It's a traditional old Han (horse parking and motel). These days there's cafes and souvenir shops. Also you can see the traditional water pond where horses used to drink water out of.,Buyuk Han,Review 488 Similarity,0,Review 471 Similarity,0.40824829
40,A beautiful building showing Moorish architecture at its best. There is a market on the balcony which sells craft item which are a bit better than the usual tourist tat.,Buyuk Han,Review 499 Similarity,0,Review 475 Similarity,0.40824829
40,"There is something magical about this place with its old building, souvenir and accessories shops even paintings, I just feel out of this world when I visit this place. If you ever visited their don't hesitate to have ur lunch at that place as well, you won't regret it. The service can be better though.",Buyuk Han,Review 338 Similarity,0.496138938,Review 13 Similarity,0.39223227
50,The old centre of Nicosia is quite intetesting to see. Small shops and cafees are now located at the place. Take a tour around and feel the historical sentiment. We can recommend it.,Buyuk Han,Review 44 Similarity,0.447213595,Review 26 Similarity,0.353553391
50,"Buyuk Han - (The Great Inn) is an Ottoman built and well preserved old inn where the villagers coming from distant villages used to spend a night or two in Nicosia.The rectangular building has two floors with rooms which are used now as souvenir shops, cafes and restaurants, and the large courtyard which was used to accomodate the animals of the visitors is now used as a relaxing place for the visitors and as an open air restaurant and cafe.Athe the restaurant you can taste the local delicacies of Cyprus prepared and cooked at the location on your order.If you ever come to Nicosia this is a MUST SEE place. Make sure you do not miss it.",Buyuk Han,Review 165 Similarity,0.447213595,Review 47 Similarity,0.353553391
50,"Very nice place inmidst of rather crowded streets, luckily not very obvious and well hidden. Very nicely renovated building, artists stores and restaurants to have a rest and a coffee.",Buyuk Han,Review 199 Similarity,0.447213595,Review 51 Similarity,0.353553391
40,"historical site for trading, now an area of small shops and cafes. lots of character, and well worth a visit. very relaxing place in the sunshine.",Buyuk Han,Review 205 Similarity,0.447213595,Review 52 Similarity,0.353553391
50,"A very quiet part of town, but nevertheless well worth a visit for the bars and craft shops. Good choice of many tourist gifts to take home.",Buyuk Han,Review 256 Similarity,0.447213595,Review 56 Similarity,0.353553391
