r_points,r_text,place,,
50,"Leventis gallery is a a modern gallery with paintings of famous artists from all around the world f.ex. El Greco, Mone.... Moreover there are also brilliant paintings from greek and cypriot artists. The atmosthphere is also remarkable and there are also e-guides in many languages. Furthermore the prices at the gift shop are reasonable. The most remarkable in the gallery is the secure you feel and the way that the paintings are exposed. Congratulations Leventis Gallery!!",A G Leventis Gallery,Review 92 Similarity,0.301232038
50,"A modern museum in the heart of the city, between the old town-Eleftherias square and Makariou avenue. Also, close to central bus station at Solomou square. Definitely worth spending a few hours there.Extra plus, right across the street there is one of the best gyros in town ;)",A G Leventis Gallery,Review 122 Similarity,0.298142397
50,Well organized newly build gallery with nice personnel and a cosy restaurant on the ground floor. Recommended!,A G Leventis Gallery,Review 149 Similarity,0.298142397
50,"Don't miss this small but wonderful gallery it's greatAn extremely pleasant restaurant on the ground floor ,with a great selection of trendy dishes .",A G Leventis Gallery,Review 171 Similarity,0.298142397
50,"First you take your time to visit the Gallery and when you have exhausted yourself, you sit at the restaurant where the atmosphere and music are most relaxing and enjoy a wonderful dinner.What they propose is out of the ordinary and tasty. The personnel is smiling and they do their best to serve the clients and keep them happy.",A G Leventis Gallery,Review 180 Similarity,0.298142397
50,If you want to have a taste of Cypriot and Greek culture you must visit this lovely Gallery! It is worth it!! It won;t take long and it will offer you a nice fresh artfull rest if you are visiting in a warm month. Rigth in the center of Nicosia ! The parking is free for visitors !,A G Leventis Gallery,Review 59 Similarity,0.292770022
40,"Right in the centre of modern Nicosia, the aim of the gallery is to highlight the work of Cypriot artists, which it does well. The paintings help to illustrate the history of Cyprus and do so much better than some of the politically -charged History books that are available in the shops. There is a tendency to over-glorify the founder, but if one ignores that then you will learn and enjoy much from this visit",A G Leventis Gallery,Review 7 Similarity,0.273861279
50,"Its a beautiful modern building where the 3 first floors are full of paintings from cypriots,greek,french,italians and many more painters.",A G Leventis Gallery,Review 6 Similarity,0.25819889
40,"We want something special for christmas presents, after a good thought we have visited the museum.The result was to have high quality purchases of low and high cost. Excellent choises .",A G Leventis Gallery,Review 10 Similarity,0.25819889
50,"Beautiful, modern gallery with amazing paintings and a delightful restaurant! Situated in the centre of Nicosia, this is a place to visit again and again to enjoy the many paintings and exhibits..",A G Leventis Gallery,Review 69 Similarity,0.25819889
40,"Its a very nice gallery to visit and learn about cypriot artist and more, but dont expect the kind of galery you can find in the big european capitals. They have a very informative and enlightening webside.",A G Leventis Gallery,Review 82 Similarity,0.25819889
50,Educational approach to masterpieces focusing primarily on Greek and Cypriot paintings. The overall impression is of a high quality institution within an amazing architectural shell. The book shop and the cafeteria is a further excuse to extend your visit in a pleasant environment. I have been their in other occasions on special exhibitions,A G Leventis Gallery,Review 88 Similarity,0.25819889
50,"The Leventis Gallery is an attractive, apparently well-funded museum that seems to have uncommonly high standards of museumship. Particularly light-sensitive materials are kept behind sliding panels, which is a nice solution to that problem. The sound of them sliding can initially be a little surprising, but I found that after I'd been there a little while, I actually found it reassuring.",A G Leventis Gallery,Review 89 Similarity,0.25819889
50,"A great gallery that has paintings from different styles and ages.The ground floor exhibition is very interesting especially for non Cypriot visitors, as you can see paintings of famous local artists.",A G Leventis Gallery,Review 97 Similarity,0.25819889
50,We had a corporate private tour at the leventios gallery. I believe its uniqueness and beautiful exhibits are a privilege for all Cypriots. We all need to allow our selves a two hour through culture. Thank you.,A G Leventis Gallery,Review 117 Similarity,0.25819889
50,"A very pleasnat surprise to see such a gallery where talent, professionalism, artistry and devotion interplay to give the visitor an unexpected excellent artistic impression together with an appreciation of a genrous contribution to the society.",A G Leventis Gallery,Review 145 Similarity,0.25819889
40,"Visited the gallery on a Saturday afternoon with my family. Very beautiful setup with a nice collection, albeit pretty small. Well worth a visit by everyone. A nice breath of culture in Nicosia, that deserves this and so much more.",A G Leventis Gallery,Review 173 Similarity,0.25819889
50,"a very interesting Gallery , one of the very few of Nicosia. A/c system is excellent a really important 'detail' when outside temperature reaches 43 degrees.....Staff is very friendly,entrance fee very reasonable, paintings and items very interesting. Extremely quiet . We have enjoyed our visit and definitely will visit again.",A G Leventis Gallery,Review 101 Similarity,0.233549683
50,"Great collections, interesting exhibitions, friendly people. A must-visit gallery, a true ornament for Nicosia!",A G Leventis Gallery,Review 127 Similarity,0.230940108
50,"The gallery is situated in a contemporary building featuring stylish decor with a luxurious touch. It houses interesting permanent collections and temporary thematic exhibitions. The organisers show great care for their audience by running special occasions, such as lectures, exhibition inaugurations, etc. The souvenir shop is worth visiting as there are some nice unusual items sold there.",A G Leventis Gallery,Review 22 Similarity,0.210818511
50,A.G. Leventis Gallery is located within walking distance from the center of Nicosia. There is a always an exhibition running and the gallery provides a café as well.There are guided tours for people interested finding out more.,A G Leventis Gallery,Review 53 Similarity,0.210818511
40,A recently built gallery showing the actual contents of the Leventis family apartment in Paris as well as European and Cypriot paintings. Well worth a visit.,A G Leventis Gallery,Review 74 Similarity,0.210818511
50,Thie Gallery offers a unique opportunity to a travveler to spend some quality time exploring the arts. The gallery has a great variety of exhibits and some of the pieces there are world-class famous. A must do while in Nicosia.,A G Leventis Gallery,Review 79 Similarity,0.210818511
50,"Though small (compared to a 'standard' gallery), Leventis is gorgeous, well-displayed, and easy to navigate. There are several floors, accessible with stairs or elevator, and different wings on each floor. We took a large group of elementary students on a field trip, which is chaotic for many reasons, but our students had no issues and were able to complete their assigned activities (identifying different pieces) easily. The staff were helpful and kind.There is a small cafe with a seating area, lockers for bags, and bathrooms throughout. All in all, a beautiful gallery here in Cyprus!",A G Leventis Gallery,Review 148 Similarity,0.210818511
50,"This is a gallery I would like to visit again. It is home to over 800 paintings, many by famous painters, including El Greco, and the whole layout is excellent. Do not miss the monumental painting ""The World of Cyprus"" by Adamantios Diamantis, nor the wood-panelled room, from the collector's apartment, which was transported and re-erected in the Gallery.",A G Leventis Gallery,Review 48 Similarity,0.195180015
50,"We went there driven by the wish to visit the temporary exhibition about Ghikas-Fermor-Craxton, which was really worth it. A very modern gallery in a peaceful environment. Due to time limitations we did not have the opportunity to visit the permanent exhibitions, therefore we will definitely come back!",A G Leventis Gallery,Review 63 Similarity,0.195180015
50,"Ecellent vernisage of belgian Painters, with many i did not know before. Great quality of event, with interesting lectures from organizers.",A G Leventis Gallery,Review 5 Similarity,0.182574186
50,"not only the newest galery / museum in town but also one of the best coffee/restaurants in Nicosia. the staff is very helpful, the food we tried (the burger, rocket salad ) were all too delicious",A G Leventis Gallery,Review 8 Similarity,0.182574186
40,"This is a new addition to Nicosia and a welcome one. The gallery is well laid out and you never feel crowded, when there are a lot of people there.The one negative point is that the people working there could be more attentive to your needs.",A G Leventis Gallery,Review 100 Similarity,0.182574186
50,"It is a remarkable private initiative which contributes greatly to the culture of Cyprus. It portrays works by Cypriots and foreign painters. If you can arrange a guided tour within the gallery, you will make the best out of it!",A G Leventis Gallery,Review 121 Similarity,0.182574186
40,Apart from the very unfriendly woman at the reception I liked this museum a lot. Noteworthy are the exhibits you open by pushing a button. Some great masters here.,A G Leventis Gallery,Review 128 Similarity,0.182574186
40,Good to see so much Cypriot history in a great location- only wish they would have more explained in English,A G Leventis Gallery,Review 142 Similarity,0.182574186
50,located at laiki geitonia its a beautiful and sophisticate museum. you can learn a lot about the history of Nicosia.,A G Leventis Gallery,Review 170 Similarity,0.182574186
30,"A beautiful building with well-displayed art. A few paintings by artists like Renoir, Cezanne, and Chagall. But the real reason to visit is to learn how artistic trends elsewhere (e.g. Cubism) spread to the artists in Cyprus.",A G Leventis Gallery,Review 109 Similarity,0.172132593
50,"A beautiful gallery with many famous paintings but also a glimpse of how Cyprus art evolved. Well worth a visit. Also worth a visit is their coffee shop/restuarant. Ordered two cappuchino coffees, nice and strong, but a nice surprise - they both came with complimentary chocolate mousses, very nice.",A G Leventis Gallery,Review 24 Similarity,0.169030851
50,"A really beautiful place, very well thought and organised! The architecture surprises you! You walk through an old door to a very modern design ready to display various exhibitions! Worth a visit !",A G Leventis Gallery,Review 13 Similarity,0.149071198
50,"This was a real surprise. The gallery is spacious with some paintings by very famous artists: Chagall, Monet, El Greco.Good audio guide (in English)",A G Leventis Gallery,Review 90 Similarity,0.149071198
50,This is an amazing gallery with very high international standards! The staff is very knowledgeable and very friendly! They offer super nice educational programs for children! Must visit for any family!,A G Leventis Gallery,Review 98 Similarity,0.149071198
50,Not as exciting as hoped in terms of inventory but has a great café/restaurant and is in an amazing building in the middle of the town!,A G Leventis Gallery,Review 141 Similarity,0.149071198
50,"The A.G. Leventis Gallery is a fitting tribute to the memory of the great philanthropist A.G. Leventis. The reconstruction of his office in his Paris appartment is very touching. All the exhibition is worth seeing. The African exhibition on display until October 2015, displays his life in Nigeria and West Africa and is well worth spending time. The products in the Gallery shop are all very tasteful.",A G Leventis Gallery,Review 160 Similarity,0.143222975
50,Traditional old building of Nicosia city inside the Venetian walls. a very good gallery of paintings and logall dress,A G Leventis Gallery,Review 68 Similarity,0.129099445
50,Beautifully laid put with some amazing exhibits. Well worth a visit if in Nicosia. Also have lunch in their restaurant. Good food and friendly service.,A G Leventis Gallery,Review 114 Similarity,0.129099445
50,History of Cyprus through the exhibits of the Leventis family. Worth visiting and having a coffee or meal at its excellent restaurant,A G Leventis Gallery,Review 131 Similarity,0.129099445
50,"The building is nice, visitor friendly and elegant. The collections are amazing, really improbable for the size of the island. Alongside many world class master like Manet, Chagal et al you find the most amazing presentation of Cypriot artists crowned with the magnificent ""World of Cyprus"" at Ground floor. A magical afternoon spent there. Not to be missed.",A G Leventis Gallery,Review 44 Similarity,0.115470054
50,"It is the best gallery in Cyprus. It's a place that everyone has to visit, and enjoy all those paintings, in that beautiful building.For sure I will visit again.",A G Leventis Gallery,Review 72 Similarity,0.091287093
50,"It is outstanding as a Gallery and as a building (the small café is not bad either). Well worth a visit for its three collections, the way the paintings are displayed and the aura around this building.",A G Leventis Gallery,Review 176 Similarity,0.091287093
50,"in the heart of the city where u can enjoy renounced local and foreign artists,my absolute favorite painting of Diamantis The world of Cyprus is a reminder of the life in Cyprus back in the old days and the smaller version across depicts the shock and devastation after the invasion of Turkeytheir bar/restaurant is quite nice and a nice place to recollect after the visit",A G Leventis Gallery,Review 12 Similarity,0.077849894
30,"Nice atmosphere, clean, not crowded, friendly and helpful staff, food average, free underground parking.",A G Leventis Gallery,Review 19 Similarity,0
50,an unexpected find in Nicosia. Many beautiful french impressionist paintings. and an exhibition dedicated to adamantios diamantis that also had el Greco and Marc Chagall. totally worth the visit!,A G Leventis Gallery,Review 26 Similarity,0
50,"The place is excellent.Arranged in a way ""user friendly ""Easy access.Organised and well maintained",A G Leventis Gallery,Review 37 Similarity,0
50,"The building is very elegant, the rooms and light allow a tranquil visit. The temporary exhibitions can be fascinating.",A G Leventis Gallery,Review 41 Similarity,0
50,"place filled with culture and history , several events take place like presentations and awards, nice decor, nice catering",A G Leventis Gallery,Review 46 Similarity,0
50,a well thought and executed enterprise that brings to the Cyprus and visiting public culture of the arts of local and international artists.,A G Leventis Gallery,Review 65 Similarity,0
50,"Exhibition with very important paintings, nice building and polite staff that can help you any time.",A G Leventis Gallery,Review 67 Similarity,0
50,Something that people of Nicosia were waiting for a long time.A truly outstanding experience. Totally worth visiting!!,A G Leventis Gallery,Review 78 Similarity,0
50,Awesome exibits and perfectly presented. Don't miss it if you visit Nicosia. The stuff is very helpful and knowledgeable.,A G Leventis Gallery,Review 80 Similarity,0
50,"Been surrounded by the name of Leventis since i was a kid. With there new building they have outdated the Cyprus government controlled museums etc. Calm and relaxation and culture. Don't miss it. The paintings don not lack the presence of grate European artists and that its not all. Renaissance, abstract, folk. All blended in harmony. Little tough to park but that is not the problem. One of the jewels of Cyprus. Visit it.",A G Leventis Gallery,Review 96 Similarity,0
40,we went on the field trip with the neapolis university for the day to inspect how the building was built and what Materials they used etc. it is situated in the heart of nicosia,A G Leventis Gallery,Review 106 Similarity,0
50,I did not know that we had such a nice place at Nicosia. I recommend that you visit this place and you will certainly be impressed,A G Leventis Gallery,Review 132 Similarity,0
50,"Great paintings from a wide variety of eras/periods by many famous, and not so famous, artists of the last few hundred years.Wonderful experience.",A G Leventis Gallery,Review 135 Similarity,0
50,"Amazing place in the heart of nicosia. Truly stunning building and very nice exhibition of paintings and sculptures from Greece, Cyprus, Africa and Paris. A must see for tourists in Nicosia!",A G Leventis Gallery,Review 140 Similarity,0
40,The building is absolutely amazing and the paintings inside were spectacular. I particularly appreciated the cyprus painters section and the french painters sections. There was also a nice gift shop and a cafe were you can enjoy one of a kind desserts and coffees.,A G Leventis Gallery,Review 162 Similarity,0
50,"Excellent staff knowledge of the paintings, artists and history. Also has a very comfortable cafe next door where you can find hot and cold drinks snacks and food at reasonable prices",A G Leventis Gallery,Review 169 Similarity,0
40,This place is truly sophisticated. It has such civilization in it - from the simplest to the most elaborate.,A G Leventis Gallery,Review 178 Similarity,0
