r_points,r_text,place,,
50,The only place in the city to observe all of the old town including the main attractions of the Northern part. Good interactive guides and a souvenir shop. On top of that the entrance is really cheap - 2 euros. A good place to start your Nicosia experience.,Shacolas Tower,Review 234 Similarity,0.476731295
50,Fast lifts take you up go the eleventh floor for panoramic views across the Old City to the mountains.There is a short video presentation and information detailing Nicosia's history and touch-point diagrams identifying important buildingsEntry is 2.5 euros and the tower is easily located in the H and M building just off Ledra Street.,Shacolas Tower,Review 6 Similarity,0.455842306
30,If you visiting the old Nicosia's streets the tower worth a visit.... the entrance fee is low and you can see the entire Nicosia all around....inside there a small photo exhibition,Shacolas Tower,Review 13 Similarity,0.455842306
50,"This is tucked away behind the H&M shop very close to the crossing between the North and South of Nicosia.The viewing platform is on floor 11, but you can only see the South from here unless you pay, but if you go to the toilets on the 9th floor you can get a good view of the North.Compare and contrast the two areas.",Shacolas Tower,Review 25 Similarity,0.455842306
30,"At the the tower you get what you expect, a good panorama view of the city.It isn't the prettiest of cities to look down upon, both trying to make out the green line and see differences between the two parts of the city was interesting.",Shacolas Tower,Review 73 Similarity,0.455842306
50,"The tower is located on Ledras street, at the heart of the divided city of Nicosia. You can clearly see the division line across the city from here. Spent a very informative hour here, took lots of beautiful pictures. Very worth visiting",Shacolas Tower,Review 180 Similarity,0.455842306
50,"If don't have tour guide with you and don't like to be part of the turist crowd- this is the place you can get all info you need. Get into Debenhams, take elevator, get off on 6th floor, go through restaurant take another elevator and press 11. You will find yourself infront of the small museum (entrance fee 2eur) from where you can enjoy 360 deg view of Leukosia. It gives you brief info of all the points of intetests in both sides of the city. You also get coupon of -20% discount in café on 6th floor where you will find toilet facilities, too.",Shacolas Tower,Review 208 Similarity,0.455842306
50,"Wonderful opportunity to see the centre of Nicosia from above, including the Turkish part of the city. Interactive screens with names and explanations, really great to get a general idea of one's whereabouts.2,50 € entry fee, money well spent.",Shacolas Tower,Review 65 Similarity,0.452267017
50,"This is the place to visit if you want to see the whole of Nicosia. It is interesting to see the old and new. There is a lot of information available regarding the places you can see from there, and a small room to watch an interesting video. Adults find it very interesting, my four-year-old was mesmerised.",Shacolas Tower,Review 78 Similarity,0.452267017
50,"For a very moderate fee Eur 2,50 you can visit the museum and go to the observatory. A real must once in Nicosia, let you understand the history of this tiny island since the beginning.",Shacolas Tower,Review 84 Similarity,0.452267017
40,"The tower offers a nice view of the city from all directions, there are pictures below the windows with explanations about the most important buildings. It would have been nice to be able to go out on the terrace and enjoy the views in the open air.",Shacolas Tower,Review 109 Similarity,0.452267017
50,The 360° view of the city at the 11th floor is really nice. You can see both greek and turkish sides.The explanations of buildings are well detailed.,Shacolas Tower,Review 113 Similarity,0.452267017
50,"The tower offers an excellent panoramic view of the entire city, including the Turkish part of Cyprus. Staff kindly provided us with binoculars. There is an interactive multi-language dashboard and small museum. You can also buy souvenirs here.",Shacolas Tower,Review 142 Similarity,0.452267017
30,I didn't feel there was much to see in terms of the buffer zone or check points or history.Good value at €2 each.Worth taking a look for the view but the building was under redevelopment so no cafe and lots of scaffolding at the entrance.Toilets and air conditioning,Shacolas Tower,Review 144 Similarity,0.452267017
50,"If you are not sure what to visit in Nicosia, this place will help you. Nice views, interesting and helpful guide on the touchscreens. Ticket is only 2 euros. Selimiye Mosque looks really nice here.",Shacolas Tower,Review 153 Similarity,0.452267017
30,"There is 2 euros entrance, is at leedras street, they have binoculars if you would like to see more clearly far. Audio and video with the history of nicosia is accompanied, they have screens to explain what is what. If you are local you have to visit it at least one time.",Shacolas Tower,Review 244 Similarity,0.452267017
50,The entrance to the shacolas building is next to H&M. Take the elevator to the 11 th floor observatory for a panoramic unhindered view of both the Greek Cypriot and Turkish occupied portion of this divided city. I strongly recommend visiting here before walking over to the Turkish occupied part of the city . There are interactive exhibits with touch screens which provide explanations (in several languages) about the history of the main monuments on both sides of Lefkosia. You can also see the enormous flag which the Turks painted on the mountain as a provocation. There is an entrance fee of 2€. You will spend about 20 minutes here in the air conditioned room .,Shacolas Tower,Review 136 Similarity,0.43519414
50,"The tower gives superb views of both sides of the border in Nicosia, and is very much worth visiting. We ascended the tower before crossing the border into Northern Cyprus, and it gave us an amazing view from above. An excellent experience.",Shacolas Tower,Review 24 Similarity,0.426401433
40,Great to see all of Nicosia and brush up on some historical elements. I am local and always take visitors there!,Shacolas Tower,Review 74 Similarity,0.426401433
50,We decided to pop up the observatory to get views of ALL the city as its has 360dg views also has pointers identifying key sites also has a film playing on loop of the history of Nicosia,Shacolas Tower,Review 89 Similarity,0.426401433
40,This is an excellent way to understand the layout of the old town of Nicosia - well worth the entrance fee.,Shacolas Tower,Review 91 Similarity,0.426401433
40,I always take my foreign guests to the observatory from where they get a well signposted and real view of the tragedy of the last dividedcity in Europe and probably the world,Shacolas Tower,Review 116 Similarity,0.426401433
50,"Went on a cloudless December day. Super views across the buffer zone, into Turkey and all around Nicosia. The information there was really helpful and insightful for planning the rest of the trip across the Ledra Street crossing.",Shacolas Tower,Review 123 Similarity,0.426401433
40,The lift of the observatory takes you to a magnificent viewpoint from where you can see most of Nicosia and far beyond. On that top level there are sufficient well document options to explain what you are looking at.,Shacolas Tower,Review 152 Similarity,0.426401433
50,"Really, you must visit the museum to see the only divided city in the world. You can see the Greek Cypriot and the Turkish Cypriot from the top of the observatory. Come during late afternoon where the lights of both parts of the city were all lighting up. It was beautiful scenery! A recommended for all visiting Nicosia.",Shacolas Tower,Review 170 Similarity,0.426401433
50,"If you only have a short amount of time to do some tourism, this observatory is well worth the 2Euro entry fee, with interesting computer displays to supplement the marvellous view of the whole city and an interesting short video. It gave me a taste of the City and a sense that I need to come back and spend more tourist time in this interesting country.",Shacolas Tower,Review 218 Similarity,0.426401433
40,"Probably one of the best views of the city? You access the tower, which is also a great landmark for bearings, via Debenhams. The observatory is on the 11th floor and costs €2 to enter. You get a 360 view of the city, and can see the Turkish side and mountains with the Turkish flag cut into the side of the hills.There are diagrams and points of interest marked out and a video to watch which shows the history of the city. Worth a couple of Euro and 30 mins!A free view is from the Debenhams cafe on the 5th floor. It's not 360 but it's good. And the cafe is good value too.",Shacolas Tower,Review 228 Similarity,0.426401433
40,"I agree with another commenter that 2 euro is too much (maybe 1.50 would be better) however I like the observatory. It is a very nice idea done with modern technology (touch screen, explanatory maps and a documentary in various languages). You also get a clear view towards the occupied cyprus. I believe something similar should be done in the other cities as well",Shacolas Tower,Review 268 Similarity,0.426401433
40,"Shopping , then enjoing a coffee at Debenhams Cafe and at least having the panoramic view of the old town which is divided ,with the one side occupied by the Turks after the Turkish invasion of 1974.I noticed the Ayia sofia Church and the Ledra Palace Hotel and i feel very sorry that this continue to happen after almost 38 years.",Shacolas Tower,Review 273 Similarity,0.426401433
30,"I just wanted to mention that price is now 2 euro per person (not 0.85 as mentioned in another comment), in my personal opinion not worth it for a view of rooftops and some touch screens.Internal and external light reflections in the glasses will ruin most of your photos, you have to be very careful if you are into high quality pictures.",Shacolas Tower,Review 275 Similarity,0.426401433
40,Shacolas Tower museum and observatory is located just off Ledra Street on the 11th floor which can be reached by a fast lift. The viewing area gives a 360-degree view of the city and the helpful picture/information guides dotted around the site provide details of what is to be seen. Entrance fee is 2.50 Euro.,Shacolas Tower,Review 14 Similarity,0.404519917
50,Great views of Nicosia - particularly over the border crossingAirconditionedGreat salad barNearby shops and amenities so good respite place,Shacolas Tower,Review 118 Similarity,0.404519917
30,You get a good all around view of the city and some touch screens explain the sights. It's a bit small and you need to look through windows. It would have been nice if it was open air and a bit more spacious. But definitely worth a visit.,Shacolas Tower,Review 134 Similarity,0.404519917
40,The lift takes you quickly up to the 11th floor of the tower. A small charge of €2 is paid as you enter the observation area. The are large windows round the 360 degree panoramic view of the city. There are headphones and an area where a video can be watched plus historical pictures around the walls. For maximum benefit this is best visited on a clear day. There is a small souvenir area.,Shacolas Tower,Review 166 Similarity,0.404519917
50,"We started off here based on the recommendation of other reviewers. I am glad that we did as it really was the place to start. There was a small fee, equivalent to a coffee back home, between the six of us. The views are panoramic and you can take photos. You can clearly see all the buildings of interest and plan where you want to go with the help of the interactive displays which were excellent. The attendant also gave us binoculars to use free of charge. There is a short video explaining thr history of the city. Fascinating. Refuel in the Debenhams cafe afterwards as you get a voucher for 20% off.",Shacolas Tower,Review 207 Similarity,0.404519917
50,"The Shacolas Tower observatory is not very easy to find - unless you know it is at the top of Debenhams in Ledra Street! We went into Debenhams's and the sales assistant told us that we had to enter the Shacolas Tower around the side of the shop, after that, it was easy. A lift takes you up to the 11th floor and for 2 Euros, there is a panoramic view across the whole of Nicosia. It is a very good way to orientate yourself as there are interactive maps with explanations in a varierty of languages where you can click on to the pictures and identify the many buildings by the use of touch screens.",Shacolas Tower,Review 192 Similarity,0.402015126
40,"This is a brilliant way to orientate oneself about the geographical layout and historical background of Lefkosia.A quick tip. Access to the observatory is not by way of the Debenhams store, but via an entry on the side road to the right of the store as you look at it. From there a lift takes you up 11 floors to the observatory where entrance is via a small door. Entry fee is €2 though children are free.The observatory, though to call it a museum is slightly ambitious, is brilliant and a great opportunity to see all four sides of the city. The tower is a few hundred metres from the Ledra street crossing and so gives a particularly good view of the occupied North of the city.There are interactive displays which can be viewed in a number of different languages and tell the history and background of the buildings that can be seen.There is also a timeline through which you can follow the development of the city and the historical issues which have led to it being divided. This could have been slightly more detailed.There is also a small video displays which seats about 5 people which takes the viewer though events in the city's development.A small gift shop sells generic Cypriot gifts, but sadly lacks a selection of good historical books about the city and its history's which would sell well were they stocked.The attendant on duty when we visited on a Saturday morning was very friendly and welcoming.Thoroughly recommended. A must for anyone wanting to get a better feel for this beautiful unique city.",Shacolas Tower,Review 202 Similarity,0.399361532
40,"The observatory is a very nice place to go to when visiting Lefkosia. Going in, there are wonderful drawings hanging on the wall of maps of the streets around. Very cute. To get up top you go up in a lift, and then you have to pay to get into the little museum and observatory area. The small museum is dedicated to Lefkosia's history, and full of interactive screens. The view from here is absolutely amazing, and one can see all side of Lefkosia from here. And the Turkish bit. Great visit!",Shacolas Tower,Review 77 Similarity,0.381385036
40,"The 2 Euro basically buys you a panoramic view of the city, plus a video of the history of the city. If that sounds good to you, then you should go.The video was disappointing, in that the headphones either had no sound at all or were blasting so loud I had to hold them a few inches from my ear to avoid being deafened. Also, the video has a music soundtrack so loud that it often drowns out the narrator. Seemed like a 1990-era documentary.",Shacolas Tower,Review 159 Similarity,0.376889181
50,"Great place to visit. Only 2 Euros per person is really worth it. Great views and short history of Cyprus is presented, if you don't have all day to visit museums, this is the No.1 place to see in Nicosia.",Shacolas Tower,Review 227 Similarity,0.376889181
50,"This is a great experience for 2.50 Euro each, you go in a lift to the viewing platform and you can see everything. It was 45 degrees when we went so there was a heat haze so distance view was not great. There is a cinema area showing a film about the history. Just find H+M on Ledra Street and the lift is at the side.",Shacolas Tower,Review 81 Similarity,0.369274473
50,We visited the Shacolas Tower which is just next to the Debenhams on Ledra Street.The tower is 11 floors up overlooking the Nicosia suburbia. There is great views of the occupied Northern area of Cyprus towards Kyrenia and around the surrounding old city walls.There is an enlightening video show with headphones provided which gives you an insight into some of Old Nicosia and the previous rulers through the ages. Finishing with Turkish invasion of the divided city and what has happened to the area now.Great video with lots of info and spectacular views give this a thumbs up. Check it out.,Shacolas Tower,Review 201 Similarity,0.361813613
50,The interactive map and film were informative about the history of the area. A good way to orient oneself in a city of windy rambling streets.,Shacolas Tower,Review 21 Similarity,0.348155312
40,Located at 11th floor.. this observatory gives an excellent view of the buildings in the TRNC. We walked the long Ledra Street to the very end to see the custom then walked back to find this building. The entrance is not along Ledra Street but you can find it very near to McDonalds.,Shacolas Tower,Review 30 Similarity,0.348155312
30,"From outside it does not look as anything special and you can hardly see the tower from the very busy Ledra street or nearby streets.The same views can be seen from other parts of Nicosia, so I cannot recommend it.",Shacolas Tower,Review 43 Similarity,0.348155312
40,"If you've never been to Nicosia, or if you've never been up the Tower, this is definitely worth a look.You get a great 360 degree views over the city and surrounding hills. There are information boards so you know what you're looking at, with explanations about how the city has been shaped and affected by conflict.Entrance is a couple of Euros so is great value for money.",Shacolas Tower,Review 82 Similarity,0.348155312
50,The views around nicosia just breathtaking and stunning. Worth going to and one of the highlights of my day.,Shacolas Tower,Review 115 Similarity,0.348155312
40,A good attraction to visit whilst u r in Nicosia! More advertising needed cause noticed that the capital of Cyprus is not so well known to tourists !,Shacolas Tower,Review 124 Similarity,0.348155312
50,For the two euro enterance fee its well worth taking the lift to the top.You can see all of nicosia in all directions.The only blot on the landscape is the huge turkish flag painted on the mountain.,Shacolas Tower,Review 158 Similarity,0.348155312
50,"From this vantage point, you can see Nicosia within the walls as you've never seen it before. Worth the visit.",Shacolas Tower,Review 174 Similarity,0.348155312
50,"Take a walk down Ledra street on the Greek side (From the bus station) and half way down on the right you will find Debenhams - at the side of the building to the right (Or off the top floor of the restaurant) you find the entrance to the elevator up to the top floor.2 euros to get in, and we were offered binoculars to look over into the Turkish side of the fence plus interactive computers that you can zoom in to the different buildings.There is also a small video presentation.Certainly one of the tallest buildings in Nicosia the view all around is fantastic - this must be top of everyone's to do list, as you can see all the ancient buildings on the Turkish side, and it was this viewing point that pushed us into taking the time to cross over the border.Needs to be on everyone's must do list, though if I had a criticism as a photographer I would have liked to have been allowed outside to take photos - but hey ho - I have some great shots through the glass.",Shacolas Tower,Review 188 Similarity,0.348155312
50,Small fee but well worth it. The view is great and location are well explained. I liked the experience,Shacolas Tower,Review 189 Similarity,0.348155312
50,"Had the luck of taking two groups of colleagues from abroad, for a Nicosia within the walls tour. This was a must stop at the beginning for many reasons:First: It's right beside the green line and that makes it the most central viewpoint to see the old town, both sides of it.Second: It gives you perspective, as to which monument you visit next is where.Third: The interactive displays fill in the blanks on many of the monuments and in various languages. You can only translate so much and not everybody speaks English or Greek so they can understand you.Fourth: You can see the tower from almost everywhere in the old town, so you are never lost.Price is not too much for what it is.",Shacolas Tower,Review 200 Similarity,0.348155312
40,Located on top of debenhams on ledra street. One of the highest buildings in nicosia offers great views across...the rooftops of the surrounding area across to the occupied side. Perhaps was of more interest when you couldn't grab your passport and wander across to the occupied side to see things for yourself.,Shacolas Tower,Review 206 Similarity,0.348155312
40,Great to overlook the city and read some history. In the center of town but you only need an hour up there,Shacolas Tower,Review 226 Similarity,0.348155312
50,"If you go to Nicosia it is well worth going up this tower. It is in the Debenhams building and costs 2 euros, money well spent!",Shacolas Tower,Review 238 Similarity,0.348155312
40,We have the chance to visit this observatory every time we have some new visitors. This panoramic view with explanations is most helpful and pleasant.,Shacolas Tower,Review 246 Similarity,0.348155312
30,"Had another visit there. This time with guest from Malta . Is a good way to see Nicosia from above. Is a unique point in our town , with public access",Shacolas Tower,Review 250 Similarity,0.348155312
50,its a must if your visiting nicosia plenty to see from this viewpoint and photograph whilst viewing the locals wandering the streets etcbinoculars are provided for the more distant views20% off in the cafe on the admission priceso worth spending a good half a hour in the viewpoint area,Shacolas Tower,Review 253 Similarity,0.348155312
50,"You have to go there! Its the biggest building in nicosia down town area.Is located in ledra street. From the observatory you can see the inside the wall town, the turkish occupied area as well. Is recommended to go there on a clean weather.",Shacolas Tower,Review 255 Similarity,0.348155312
40,"Quite good semi-panoramic view on the city from the 11th floor. No need to pay for the entrance, if needed free wc on the 9th floor.",Shacolas Tower,Review 18 Similarity,0.341881729
50,This tower gives you spectacular views of the divided city of Nicosia. Well worth the visit. It also clearly shows sadly the dividing line between the Turkish and Greek occupied territory.,Shacolas Tower,Review 66 Similarity,0.341881729
30,Fantastic views of all sides of the city and makes a great photo when photographing the North to the mountains. The whole history of the city is explained at the top but if you're not interested in that then it's probably not for you! Costs €2 to get in so you're hardly paying much.,Shacolas Tower,Review 160 Similarity,0.341881729
40,"First it was quite hard to find the right building but as the place was found, there was easy to find the tower. Good view to take a look of the every side of Nikosia. The tower hasn't too large and also not too small. We liked this.",Shacolas Tower,Review 165 Similarity,0.341881729
40,On my last morning in Nicosia I ventured up to the observatory. It is great for getting an overview of the city with clear views of the Turkish side.Well worth it!,Shacolas Tower,Review 178 Similarity,0.341881729
40,"It takes a little finding as you think you are in the wrong place as not very well sign posted. In the old Debenhams building (most of the travel guides still say that), now a H&M. Once you go up in the lift (it's a little bit rickety but still better than 11 flights of stairs), you will need to pay a couple of euros (2.50) to going into the exhibit and observatory.Good views of the city on both sides of the border, with key buildings and history highlighted on an inactive map in the observatory. Some really interesting facts about the history and the surrounding area including a video to watch. We got some great panoramic photographs - well worth a visit if you are interested in the town & it's history.",Shacolas Tower,Review 51 Similarity,0.328975847
50,"Take the lift to the top floor of the tower. Entrance is to the right of Debenhams store where there are some great aerial photos of the city. Once on the 11th floor, there is a €2 entrance fee and inside there is a 360 view. There are interactive touch screens under each window, so you just touch on what you are looking at and the information is displayed, very good. There is also much information on other historical aspects and a small shop. The staff were also very helpful, Suggest this is a good place to start your visit.",Shacolas Tower,Review 229 Similarity,0.322329186
40,"Worth the time (and the minimal admission price). You can see most of the city and many of the key sites. It is particularly useful to visit at the start of your visit to Nicosia. Unfortunately, the hours are rather limited. It would be wonderful to be able to watch the sunset from the observatory.",Shacolas Tower,Review 150 Similarity,0.319801075
40,For €2 per head ride the lift to the 11th floor and gain entrance to the Observatory. Well presented interactive information boards provide detail on some of the buildings in sight and allow you to orientate yourself if you want to go wandering at ground level.Views over the whole city and as far as the mountains beyond which lies the coast and Kyrenia. Interesting short film explaining things about Nicosia shown in the tiny cinema. This has 4 sets of headphones through which you can hear the presentation in English. Worth a visit and good value.,Shacolas Tower,Review 213 Similarity,0.319801075
40,"If you are in the area, I would definitely go and see the Shacolas tower, being the highest building there you get to have 360 degree views of the whole of Nicosia, lots of interesting facts when you are at the top of the building as well. I really enjoyed my visit.",Shacolas Tower,Review 3 Similarity,0.301511345
50,You can see panoramic views of all. The free and also the occupied part. There is also a video that shows the history of the city.,Shacolas Tower,Review 4 Similarity,0.301511345
40,Worth a visit for some fantastic views across Nicosia and across the border. Sad to see the flag of the illegal country on the mountains and can’t imagine how those who used to live there feel seeing it. Lots of history to see and read in the tower and it’s well worth the €2.50 entrance fee however you won’t need to be in there for more than half an hour.,Shacolas Tower,Review 16 Similarity,0.301511345
50,Fast lift to the 11th Floor for 360 degree views of the city. Fascinating looking over the roof tops in all directions. Some history boards and a mini souvenir shop.,Shacolas Tower,Review 19 Similarity,0.301511345
50,in the mid of the old city one of the only odbervatory points down ledra street-free entrance -culture,Shacolas Tower,Review 72 Similarity,0.301511345
40,"The Shacolas Tower isn’t really a museum, more an observation area to see both the Greek and Turkish sides of Nicosia. The touch screen were not operational during our visit.",Shacolas Tower,Review 219 Similarity,0.301511345
30,"Ok, a shopping mall. a decent place to have a coffeee nothing else and nothing special...and I am sorry I did not see any museum there...",Shacolas Tower,Review 225 Similarity,0.301511345
40,I only had a short time in the old town as I was in Nicosia on business. The tower is a great way to see where all the sites are. There are maps and descriptions to describe what you are seeing from the 11th floor windows. Ther eis also a short historical film.,Shacolas Tower,Review 241 Similarity,0.301511345
50,Worth a trip up into this modren tower in Nicosia as the small museum and exhibition is interesting and the views are spectacular.Good signage for oruentation and sightseeing.Small 2 eu fee from memory,Shacolas Tower,Review 41 Similarity,0.269679945
50,"Just €2 and there's a lift (elevator)! You can't go wrong, can you? And added to the views there is a 10-minute video about the history of the city (not just post-1974 - it goes back to Ancient times). The young lady on duty was very helpful and pleasant. And there's a free toilet (on the ninth floor).",Shacolas Tower,Review 167 Similarity,0.269679945
30,"Nice overview over the walled city. Explanation screens, with short info. Info film is breathless, the partly interesting images do not always fit to the explanation.Missing is an explanation of the different phases of the division of the city.Missing is a guided tour explaining the situation and telling stories about the division. Missing as well are ideas for the future. The museum and observatory can not deliver a serious explanation.",Shacolas Tower,Review 185 Similarity,0.269679945
40,"This should be the first thing to do in Nicosia, the last divided capital. The Shacolas tower is the highest building, so from it's 11th floor observatory you'll get a glimpse of it.There are interactive screens on every 4 sides, so you can learn what interests you and spot where it is situated.Looking at the north side, a huge Turkish flag carved in the mountain catches your eye.",Shacolas Tower,Review 204 Similarity,0.269679945
50,I recommend you to visit this observatory&museum in order to understand more about Lefkosia. You'll have a 360 degrees views with a map and the main buildings of the city located on it. Also a video documentary presentation of the history of Lefkosia.,Shacolas Tower,Review 46 Similarity,0.246182982
50,This is a wonderful chance to get high above Nicosia to see what's on the ground level on both the Southern and Northern sides of the checkpoint. You find this observation gallery on the eleventh floor of the H&M building in town and with an entry fee of just 2 euros and 50 cents it is worth every cent. The northern side is particularly spectacular with it's mountain backdrops. Unfortunately my trip was slightly marred by an overbearing jobs worth who kept moaning about the windows being opened when taking photos.,Shacolas Tower,Review 70 Similarity,0.246182982
30,"Quite small place and I thought this something more. However, this was cheap place (entrance only 2 euros) to visit and we saw nice views.",Shacolas Tower,Review 239 Similarity,0.246182982
50,Went on a day trip to Nicosia from Aiya Napa while on holiday. I crossed the border into Turkey and managed to squeeze the Observatory in. So glad I did. Brilliant views from the large picture windows and great touch screen information systems. There's a side entrance to the lift at the side of Debenhams to avoid the crowds and takes you directly to the 11th floor. Well worth the 2 euro entrance fee.,Shacolas Tower,Review 248 Similarity,0.246182982
40,"Since we did not want to cross the borders to visit the occupies part of the city, we saw everything from the tower. I found very useful the interactive screens, as well as the photos presenting how the city was.",Shacolas Tower,Review 266 Similarity,0.246182982
50,"Up the lift to the 11th floor, pay your €2.50 & get fabulous views of the city. Good history & diagrams to assist identification. Well worth a visit. ( Next to H & M)",Shacolas Tower,Review 52 Similarity,0.227921153
40,"Went here 2017, great place to visit. Would recommend because if u want to see the city all in one go then this is a must, views are good and most impress with the flag on the mountain side, Cyprus and Turkey has there past and can clearly be seen from the tower how the buildings are totally different on each side really something",Shacolas Tower,Review 97 Similarity,0.227921153
20,"You pay 2.5 Euro to see a 5 minute video about Cyprus, then you can look out the windows at the city and get a little bit of information about the city. Do not expect too much as there isn't much to see.All in all it was interesting to get a visual reference of a few of the good tourist points to visit but nothing else.As they say... you get what you pay for (even if it might seem too much).",Shacolas Tower,Review 120 Similarity,0.227921153
50,At first I was skeptical but then I just went for it and took the elevator up to the 11th floor and walked into a place that reminded me of Top of the Mark without a bar/restaurant! The interactive maps are great to use to identify buildings. The short video history is informative and photographs interesting. It’s small and it was empty late in the day when I went up. I think if there were more than 10 or 15 people there it’d not be as great an experience...,Shacolas Tower,Review 17 Similarity,0.213200716
20,"We were very disappointed in this observatory. It is not that high, so you can see only some parts of the city.I would not recommend going.",Shacolas Tower,Review 36 Similarity,0.213200716
30,"Good place to go to get an idea of the overall town layout. The lift frightened us. We got in, alol the lights went out and we were left in total darkness. Couldn't even see where the alarm button was or even if there was one. Fortunately everything came back to life again after a few uncomfortable minutes. It was one of those rare occasions on which a smoker might have been of some use. He or she might have had a lighter.",Shacolas Tower,Review 68 Similarity,0.213200716
50,"Really nice informative video where you can learn a lot more about Cyprus (video length around 10 minutes). As you walk around the windows, you see different areas of Nicosia. The one that struck me the most was the one where you see the Turkish flag on the hills far away. Good for orientation as well. Highly recommended and worth the 5 euros entrance fee.",Shacolas Tower,Review 99 Similarity,0.213200716
40,Nice to have this tower to see the divided city but with a Sad reality of what has happened to Cyprus.,Shacolas Tower,Review 101 Similarity,0.213200716
40,Bang in the centre of the Cypriot old town and main modern centre of shops and cafes its perfectly located to get a good vantage point over the city.€2 per ticket.,Shacolas Tower,Review 148 Similarity,0.213200716
50,"It is nice to be in the tower and have the opportunity to see the city United as a whole, across each side. It seems that was never separated.",Shacolas Tower,Review 173 Similarity,0.213200716
40,Rise above the commercial streets and politics and get some amazing views across the city from nearby mosques to distant mountains,Shacolas Tower,Review 242 Similarity,0.213200716
40,"On the 13th floor in a tower just around the corner of Ledras street you can see stunning views of the city. Important landmarks are shown on interactive maps with explanation in several languages. You can see the Turkish part of the city as well, with their flag and mosques etc. Good pictures can be taken from there.",Shacolas Tower,Review 194 Similarity,0.201007563
