r_points,r_text,place,,,,
50,"One of the best hotels I stayed in. Room was quite spacious and clean. Personnel did best to get you feel privileged. I really enjoyed big and great equipped gym, altough it was quite crowded in the evening. Another highlight was breakfast with fresh coffee, orange juice and wide offering of dishes.",Hilton Nicosia,Review 714 Similarity,0.303045763,Review 371 Similarity,0.471404521
50,I was really satisfied with our stay!!! The breakfast was excellent!!! the room was clean and the stuff were polite with us!!!:) is near the down town of nicosia and also there are restaurants and cafes near it!!!,Hilton Nicosia,Review 646 Similarity,0.202030509,Review 497 Similarity,0.471404521
10,"When you hear Hilton you expect luxury and enthusiasm!Well not this time don't get fooled by the name and the flashy sing from the outside. The room is not a 4 star hotel and definitely not 200 Euro euros per night. Our visit to Hilton park was combined with a business seminar we had at the hotel. The venue of the seminar I can say it was well organised and everything looked clean and fresh. A little bit cold outside for a smoke and no heating at all. After the seminar we went to the Reception to check in. The receptionist was bored and he didn't give us any information at all, not even about breakfast time. He's concern actually was that we were 2 girls and there was a king bed in the room, and he said that with the offensive way. He gave us the keys to the room in a small envelop that my grandfather use when he attends to weddings. Well we had something to laugh about but that ended when we enter our room. No balcony,both of us were smoking. We called Reception and the bored receptionist said that the hotel was full and there were no rooms with balcony available. We checked online and there were many rooms available and there was no people in the morning. Next to that the bathroom is old and I had the feeling i was in a hostel or a campus. Around the drain of the bath there was rast and the bath towels looked old and overused. The room was very big but with old furniture which were just repainted. I wanted to leave but my friend was tired so as I and we decided just to sleep to rest and leave early in the morning. Tip check the mini bar when you first go to your room, there was a used milk bottle which I mentioned it to the morning receptionist and reassured me it shoulshouldn't be like that.Fist and last time am visiting this hotel. Very disappointed.",Hilton Nicosia,Review 373 Similarity,0.33946737,Review 288 Similarity,0.466666667
50,"I visited Hilton Park Nicosia with my husband and parents for 5 days. On arrival we received a very warm and friendly welcome & were upgraded to a lovely spacious room.There are a couple of restaurants on site to visit, our favourite was the Greek restaurant which served wonderful fresh food and plenty of local wines to try.The pool area is very big so there are plenty of sunbeds and space to relax in the sunshine.We received wonderful service from all of the staff, but a special thanks to Maria (Breakfast restaurant) and Stella (Marketing)We will definitely be visiting again and would highly recommend this hotel.Mr & Mrs Langton",Hilton Nicosia,Review 55 Similarity,0.483045892,Review 42 Similarity,0.46291005
40,"I stayed in an exec room with pool view and also booked the curium board room for meetings. The exec room was big and comfortable but a little short on expectation. The Curium Board room and services were brilliant, only comment would be a wall screen for power point presentations. Staff, absolutely a credit to the brand, excellent. Pool area brilliant!",Hilton Nicosia,Review 320 Similarity,0.267261242,Review 414 Similarity,0.461880215
50,"I decided to stay at Hilton Park Nicosia because during my last holiday I really enjoyed time spent at this hotel. I was greeted with a smile from the receptionist and I got my room really early which was a nice gesture. I got the upgrade to King Executive Room with a view on the swimming pool. The room was exactly the same like the last time. Executive Lounge was also nice and the service in all places I went was amazing: breakfast room (Greek girl greeting people is so kind!!!), restaurant, reception and the gym. Everyone is so kind and nice....Last time I visited the hotel I wrote a comment on TA which was published in the hotel's magazine! I will definitely return next time.",Hilton Nicosia,Review 213 Similarity,0.45232785,Review 86 Similarity,0.450987617
50,"Good location. Nice Breakfast/Lunch/Dinner food selection.The gym is renovated, large in size, and has lots of facilities.The staff are very friendly and room service is good.Would definitely recommend this hotel!!",Hilton Nicosia,Review 716 Similarity,1,Review 1 Similarity,0.447213595
10,"With the name Hilton, I expected so much more..total disappointment and no comparison to the more centrally located Hilton, also in Nicosia. From the meal, which doesn't come cheap where we were served our main meal, prior to the appetiser which we had to ask for, and which arrived 15 minutes later...to the wine poured in my water glass and filled 3/4 of the way up. When we asked how we were going to try it, we were shown the bottle and told this was what we ordered. Retiring to the room, and calling room service thinking moet & chandon, on the menu at 85euros, we were told, we have pro secco... have written to the manager and directors of Hilton...am far from satisfied!!!",Hilton Nicosia,Review 601 Similarity,0.207019668,Review 489 Similarity,0.447213595
50,"My friend & I stayed at this hotel for a short break & booked an Executive room. As a HH Diamond member I always receive an upgrade on arrival, however, on this occasion I did not & we were given an Executive room overlooking the car park, which was a huge disappointment. However, I asked to be moved & we were provided the same standard of room 2 hours later, but overlooking the pool, which was better. I was surprised that we did not receive water in the room every day (again, this is typical for an Executive Room / HH Diamond member), however, these were the only hiccups. What I really liked about the hotel was that, as there is no Executive Lounge per se, & the hotel is utilised instead, that we received free soft drinks by the pool, as well as in the hotel bar. We also had the usual evening service in the hotel bar, which made a very nice change. The hotel breakfast was excellent, as was the food by the pool. The service from the staff is outstanding. I pay particular thanks to Alex & Andrei at the pool bar & all the ladies in the hotel bar. Also, the maître de at breakfast. I apologise for not remembering all the names. In addition, Jannis at the concierge desk was able to arrange a taxi to take us to Kyrenia for the day, stay with us & return us later that afternoon. Finally, the hotel is well located for Ledra Crossing, which was 8 Euros in a taxi each way. I would definitely stay here again if I return to Nicosia.",Hilton Nicosia,Review 250 Similarity,0.451753951,Review 87 Similarity,0.439155033
40,"Levelled with Hilton worldwide.Room have all standard equipment, still look quite basic.Breakfast ok, good entrance hall and relax area with swimming pool.Amazing gym (open also to external people), with saunaFriendly staffPlease consider it is a couple of km outside city centre",Hilton Nicosia,Review 575 Similarity,0.505076272,Review 16 Similarity,0.43643578
50,"I was very impressed at the service and did appreciate that at 1 am when we checked in we could get a plate of hot food, its not many places you find after 12 dinner services, and the breakfast was a great selections for every taste. I recommend anyone who wants to go there to stay at this hotel,",Hilton Nicosia,Review 706 Similarity,0.43643578,Review 112 Similarity,0.43643578
40,After a bad start to our stay this hotel was fabulous for our family. It is modern and sleek. Breakfast is large and good quality. The freshly made omelettes were delicious - thank you Natalie.Very accommodating and friendly to baby and child.Room service was exceptional - large portions and beautifully presented.They Provided complimentary delicious cake and champagne for husbands birthday.Lagoon pool was large and clean.Things which made this not a perfect stay- Parking gate didn’t work which was frustrating- despite confirming the need for cot and bed guards in the room this wasn’t set up and waited over an hour after a long flight to be set up for the kids.- loud noise at 6am on the roof on the first night - apparently moving something up there waking us all up.PR manager Stella was brilliant - always welcoming every morning and listened to our concerns from our unfortunate bad start and ensured remaining of our stay was perfect.Will definitely stay here again when in Nicosia with the family.,Hilton Nicosia,Review 67 Similarity,0.404061018,Review 149 Similarity,0.43643578
50,"Must be the best hotel I have stayed in Nicosia! The room was quite large and well decorated, the bathroom was clean, the breakfast was excellent and had a lot of choices. Would definitely visit again in the future.",Hilton Nicosia,Review 68 Similarity,0.303045763,Review 364 Similarity,0.43643578
50,"Beautiful surroundings and excellent breakfast. Great service, made my stay so much more valuable. Close to all amenities and not far from the center of town. The hotel has a business center with computers, internet access and printers.",Hilton Nicosia,Review 308 Similarity,0.303045763,Review 367 Similarity,0.43643578
50,I've stayed at this hotel quite a lot recently and I was never disappointed! The service is excellent the rooms are large and comfortable and the breakfast is varied and satisfying! It's just a little bit far by foot from the old city and the tourist region...,Hilton Nicosia,Review 733 Similarity,0.303045763,Review 372 Similarity,0.43643578
50,"Everything was brilliant! I was upgraded to a better room upon arrival. Staff was always eager and happy to be of assistance. The room was very spacious, with great view to the pool. Also wi-fi connection was extremely reliable.",Hilton Nicosia,Review 341 Similarity,0.283473355,Review 395 Similarity,0.43643578
40,"We met the best staff at Hilton Park Nicosia ever.The rooms will need some renovation soon, but in general they are not in bad condition. In my room the air conditioning was quite noisy, while in my colleague's room it was quiet (newer model).At breakfast you might find two very helpful person, Evelina and Alexandra. They ask about your problems and needs and find a solution for you. Never seen better!The pool is also nice. Big enough to swim in it.We had a great time there and recovery after our meetings.",Hilton Nicosia,Review 244 Similarity,0.334076552,Review 307 Similarity,0.433012702
50,Last saturday i made a room reservation at hilton park nicosia! I attend a wedding the service was excellent as well as the food! For sure hilton park is the number one place for weddings! It was an amazing night! Also the room was very clean with a nice view! Breakfast was more than enough with a friendly service! I will sure visit again hilton park nicosia,Hilton Nicosia,Review 729 Similarity,0.318727629,Review 345 Similarity,0.430331483
40,"I stayed here on my way back from Paphos and was pleased to enjoy all the amenities I have come to expect at Hilton properties. Our rooms were not ready when we arrived but the staff kindly offered us a spare room to rest before we headed out to the town. (Tip: allow time for a taxi to arrive. There were none outside the hotel at midday.) Our rooms were upgraded and we were happy to see complimentary treats and wine in the rooms when we eventually got there. Nice pool view and the usual amenities (for example, I always look for two robes for two people. At many hotels I find there is one and have to call for a second when needed). Breakfast comprised a good buffet selection and friendly service. My one complaint was about poor bar service. While waiting for my party, I tried in vain to get the young folk to come over to where I was sitting. Young person acknowledged me but she never came over (sigh), although there were only three other people there having some sort of business meeting.. On the positive side, I want to thank Maria for forwarding my swimsuit to me. It took some time and the front desk was not helpful via phone (as opposed to in person) but I did receive the package a couple of weeks later. Thanks, Maria. Hope you get a chance to get back to NY.)",Hilton Nicosia,Review 56 Similarity,0.487950036,Review 36 Similarity,0.421637021
30,"A friendly hotel, a short taxi ride from the city centre. Breakfast had a wide range of choices. The swimming pool was a welcome addition after a hot day out, though we understand it was a bit cold in the morning. The room was of average size with standard facilities. The staff were generally polite and very helpful. Despite being outside the city centre, there seemed to be a steady stream of taxis outside and it was walking distance from some local shops and restaurants.",Hilton Nicosia,Review 360 Similarity,0.472455591,Review 52 Similarity,0.40824829
40,"The hotel and staff are excellent, as a Diamond member we were treated very well. We were given a very late checkout at no extra cost and were offered food prior to leaving for the airport. HOWEVER, make sure you do not have a room facing the road as people race their noisy tuned up cars and motorbikes up and down the road all night at the weekends and no amount of double glazing kept the noise out of the room.",Hilton Nicosia,Review 709 Similarity,0.472455591,Review 56 Similarity,0.40824829
50,What can I say. The staff is amazing. They cater to your every need. The facilities are impeccable. I did not feel that I was taking a trip abroad while staying here. Rooms are well design and maintained. Room service is excellent. Love the little threats they leave you. It is a really nice gesture. I will definitely stay here again.,Hilton Nicosia,Review 34 Similarity,0.404061018,Review 147 Similarity,0.40824829
40,"Beautiful hotel with great service and facilities; for a city hotel you also get the best there is when it comes to swimming and relaxing. My room was extremely big, including a desk, couch and walk in closet.",Hilton Nicosia,Review 598 Similarity,0.404061018,Review 156 Similarity,0.40824829
50,"outstanding customer service. It was my family holiday, my children just loved it. It was very difficult for me to take them out from hotel and they still miss the place. Special thanks to Niki at the front desk as she was brilliant and Executive lounge.",Hilton Nicosia,Review 226 Similarity,0.377964473,Review 201 Similarity,0.40824829
40,Although the hotel is a taxi ride away from the old city we wanted somewhere relaxing to stay. The room was very comfortable with quiet air-conditioning. Lovely pool and public areas. In the main the staff are excellent. The only problem we had concerned breakfast where depending on who you spoke to a different answer ensued. Everything was resolved satisfactorily.,Hilton Nicosia,Review 467 Similarity,0.377964473,Review 208 Similarity,0.40824829
50,This is now the only Hilton in Cyprus as the other has been taken over. I was upgraded to a king executive plus room which was spacious and modern. The executive lounge literally opened the night if my stay- a little way to go with what is offered but it was the first night after all. The new lounge itself is modern. Nd stylish. Breakfast was excellent. I recommend this hotel for both business and leisure.,Hilton Nicosia,Review 16 Similarity,0.283473355,Review 390 Similarity,0.40824829
40,"Spacious rooms, beautiful and very big pool where you can swim, excellent breakfast and very well equipped fitness centre. It 's a pity you have to pay for WiFi in your room.The staff was helpful and we enjoyed our stay.",Hilton Nicosia,Review 585 Similarity,0.267261242,Review 423 Similarity,0.40824829
20,Too expensive. The water at the showers was not hot enough and the worst thing was that they woke us up 3 times during the day to bring a bottle of water (which we didn't ask for) or to clean up the room. Terrible!,Hilton Nicosia,Review 105 Similarity,0.188982237,Review 502 Similarity,0.40824829
50,"Amazing rooms, amazing service. Cosy, relaxing rooms, combines holiday spirit for families with professional elegance suitable for business meetings. Incredible variety for breakfast including local delicacies apart from standard tastes. Ideal for social events, many marriages took place during my last stay!",Hilton Nicosia,Review 132 Similarity,0.188982237,Review 503 Similarity,0.40824829
30,"Most expensive 4stars in Cyprus and yet the bathroom is outdated, typical Hilton style, small bathroom, old fashion bath curtain.For 140pounds vs other 4stars at 60-100 pounds, this is obviously overpriced. Just benefited from Hilton brand. Service is ok, room is big and clean, but too dark. TV is mostly Cypriot. Locker for indoor pool is old version, hard to use and the instruction are in cypriot.",Hilton Nicosia,Review 307 Similarity,0.188982237,Review 507 Similarity,0.40824829
30,"rooms need absolutely renovation ,room deco, lights, bathroom ,carpetslook like 20-30 y old,only bed is acceptable, towels you must carefuly use as u risk to scracth your skin, to save in bathroom i used the torch of my I phone !!!!!",Hilton Nicosia,Review 374 Similarity,0.188982237,Review 510 Similarity,0.40824829
50,As always my staying at the Hilton Park Nicosia was perfect . Very kind people at the front desk . The breakfast full of different choices even for the very demanding . the room clean and the stuff at the lobby very helpful .,Hilton Nicosia,Review 378 Similarity,0.188982237,Review 511 Similarity,0.40824829
40,"So it is no secret that I am used to hotels above average and therefore tend to have quite high expectations for this kind of hotels. I have to say that at first I was really put off by the common toilets near the reception - dirty toilet paper was on the floor in every cabin and the overall look was something I'd rather expect at an airport or bus station toilet.Also my room turned out to be a little gloomy and outdated.However, after few days, the hotel grew on me. I did not spend much time in my room but instead enjoyed the breakfast area, the food, the lobby and the beautiful pool area.I loved that the pool was open 24/7 so I always found a time to have a lovely refreshing swim. Also I was really happy to see that in the lobby they had a bookshelf - a simple way to make every traveller feel at home and find themselves an interesting book for a few hours.And you know what made me really appreciate this hotel - when I asked for an EU adapter from the reception, they gave me one! This is really exceptional!I was a little disappointed that they did not have a bathrobe in the room so I had to dress every time I wanted to go for a swim, but may be if I had asked them, they would have helped me. Don't know as I did not ask.Overall I would definitely stay there again, ask for a bathrobe, an upgrade and spend a week more!",Hilton Nicosia,Review 236 Similarity,0.325669474,Review 326 Similarity,0.402015126
50,"Excellent service, welcome reception, room is big enough with comfortable bed and large bathroom, nice spacious pool, gym is well equipped with personnel to guide and help with your training, breakfast is excellent. The entire hotel area is very clean. There are excellent restaurants near by.",Hilton Nicosia,Review 66 Similarity,0.349927106,Review 266 Similarity,0.397359707
30,"I am writing this review live while I am still here. Unfortunately this beautiful hotel, has quite a few service issues! They are understaffed. The staff on duty is amazing but shorthanded. We have had to go look for someone to order from in their lobby on a number of occasions and two salads took over an hour to come. The waitress was sincerely apologetic but €16 for a salad should come with great service at great speed. I write this review with a heavy heart because this is truly a great place with service issues that remain unresolved.",Hilton Nicosia,Review 165 Similarity,0.298807152,Review 374 Similarity,0.387298335
50,"Very nice hotel, near the city centre and most importantly with a well equipped Gym and relax area. There are some nice restaurants near by. Breakfast is well prepared and fresh. The room was quite large with enough space for all my clothes.",Hilton Nicosia,Review 509 Similarity,0.507092553,Review 8 Similarity,0.384900179
40,"Clean, spacious hotel, friendly staff. A very wide range of breakfast options. Check in was smooth and quick. Our room was humongous. It had all we needed except a socket for a shaver! Bath robes, slippers et al. The only fault was the sound of water in the pipes and the toilet cistern. We only really noticed it when we tried to fall asleep. We reported it to reception when we checked out so hopefully it is now sorted!We could visit the hotel again!",Hilton Nicosia,Review 517 Similarity,0.507092553,Review 9 Similarity,0.384900179
50,"I was in the hotel with my daughter, I have to say what an absolutely stunning hotel and service. The room was specious and clean. The reception staff (Alexandra and Raphaella) was wonderful and helpful.",Hilton Nicosia,Review 72 Similarity,0.445435403,Review 91 Similarity,0.384900179
50,"Not a cheap hotel but the quality of the services is outstanding.Marvelous place.The room was gorgeous, clean and very nice. The bed was very comfortable. I just loved it.The breakfast was excellent and the staff very kind, professional and helpful.",Hilton Nicosia,Review 89 Similarity,0.445435403,Review 93 Similarity,0.384900179
50,Very professional service with a touch of class in all our events at this hotel. Excellent approach in organizing our business events and always available for any inquiries I might have. Meeting room set perfectly and dinner was rich and of very tasty. I will highly recommend this hotel for events as well as accommodation.,Hilton Nicosia,Review 287 Similarity,0.377964473,Review 205 Similarity,0.384900179
40,My room had a view of the patio/pool area which was nice- much better than looking out a window at the surrounding buildings as they are nothing special. Room was very clean and only faults would be lousy selection of TV(not that I watch it much) and having to continually ask for a Washcloth- I don't feel this is something one should have to ask for at a Hilton . Plenty of cafe/coffee shops nearby.,Hilton Nicosia,Review 587 Similarity,0.267261242,Review 424 Similarity,0.384900179
50,"I stayed in the hotel with my two boys for a weekend and was extremely happy. Great service, great pool and two adjacent restaurants - local Mediterranean and Japanese. Breakfast was rich as you find in similar hotels so altogether a really enjoyable experience.",Hilton Nicosia,Review 463 Similarity,0.253546276,Review 438 Similarity,0.384900179
50,"Hilton is always Hilton. Class and style is like comparing champagne to shandy. I has a wonderful 3 days two nights package including honeymoon perks. The unmatchable service, great atmosphere, relaxing spa and the romantic setting of the lounge with the perfect English skills of the service associates have made our romantic trip the coronation of our love.",Hilton Nicosia,Review 600 Similarity,0.178174161,Review 524 Similarity,0.384900179
50,"I stayed at Hilton Park during a business trip in Cyprus. I've found the location great, and the staff very helpful, professional and friendly. The room was very clean and tidy, with all the necessary amenities. My room had a side view at the pool which looked phantastic. The bed was very comfortable and the pillows too. I really enjoyed the breakfast, everything was of great quality and the coffee too.! I am looking forward to my next stay there.",Hilton Nicosia,Review 113 Similarity,0.341881729,Review 283 Similarity,0.377964473
40,"I had to stay here for nearly 3 weeks whilst starting a new job on the island. The Hotel is quite large and therefore I suspect can get quite busy however when i stayed it was not too quite nor too busy. I was fortunate to stay over a couple of weekends, the pool and pool bar areas were very quiet but well maintained. Towels provided by the lifeguard and chair side service for food and drinks from the bar. The hotel's main restaurant was opened for breakfast each morning at 7am. You are warmly greeted by name each morning with a choice or tea or coffee and a choice of hot and cold buffet or cooked to order breakfast choices. Plenty for everyone including those with allergies; some of the best gluten free bread I've had in a long time.The choice of other eateries in the hotel were okay but got tired after 3 weeks in the same place and with the hotel being about 15 mins by car from the city centre there was little local choice. There are 3 restaurants; Japanese, Greek and the bar restaurant, all of which have plenty of tasty choices if allergies were not a problem. I used room service too which was the same menu choices and the bar food - limited choice for me (gluten and dairy free) but what there was was very nice indeed. The staff in all restaurants were more than able to help with menu choice and allergy choices.The rooms were clean and fully air conditioned (windows could also be opened if preferred) with very comfortable beds and pillows. I will be returning to Nicosia for the job and will insist on staying here.",Hilton Nicosia,Review 237 Similarity,0.430945804,Review 115 Similarity,0.369610635
50,Stay here with work up to 4 times a month. Room are massive. A little outdated but they are in the process of being refurbished. Staff are amazing so helpful and friendly. Free breakfast for Hilton gold card members. One of the best hotel gym I used. Large refreshing outdoor pools.Plenty of nightlife to discover in Nicosia for any party animals.,Hilton Nicosia,Review 159 Similarity,0.507092553,Review 5 Similarity,0.365148372
50,"Excellent Stay and service. Nice and warm decoration, great variety of breakfast.Comfortable rooms, very good staff. The lobby and the Spa has recently totally revamped and the result is quite impressive. The best choice for a buisiness or pleasure trip.",Hilton Nicosia,Review 724 Similarity,0.507092553,Review 12 Similarity,0.365148372
50,"I travel a lot and I appreciate hotels with good amenities, great looking rooms, and very hospitable and attentive employees. The Hilton Park in Nicosia fulfilled all my expectations and then some. From the room decor, the outstanding breakfast to the friendliness of the stuff my stay was memorable. I will be back at the earliest opportunity I have",Hilton Nicosia,Review 40 Similarity,0.338061702,Review 290 Similarity,0.365148372
50,"I spent two nights at this hotel during my business stay in Cyprus. The staff proved to be extremely kind, professional, and willing to help. My room was really comfortable, quiet, and clean. The breakfast was rich and tasty. I really enjoyed my time in Nicosia.",Hilton Nicosia,Review 69 Similarity,0.338061702,Review 291 Similarity,0.365148372
50,"Perfect location, great service, spacious rooms, and feels like home. The hotel common area have been very tastily renovated. Rooms are very comfortable even though they have not been renovated for years. I think they should renovate the room furniture and the bathrooms soonest.",Hilton Nicosia,Review 408 Similarity,0.3086067,Review 359 Similarity,0.365148372
50,"Business trip. The hotel was confortable, clean, nicely decorated for Christmas. The room was excellent. Breakfast had a large variety to meet almost every taste. Personel was polite and willing in every circumstance. I recommend it for both business or family travel.",Hilton Nicosia,Review 381 Similarity,0.267261242,Review 418 Similarity,0.365148372
50,"This was are second stay at this hotel, which has improved even further over the past two years. There are now three restaurants available, the hotels own and two attached ones (which may be on a franchise): an informal Japanese/Oriental one; and an ersatz Greek 'ouzeri', that serves up ample and interesting meze (small dishes - but don't order more than 2-3 per person). We also had a chance to try the gym, which is excellent - there an instructor on hand; flavoured water, fruit and even chocolate brownies to hand! The rooms are large, the beds comfortable and storage ample, including a safe large enough for a large laptop. As before, breakfast is excellent and the staff friendly, attentive and efficient. On reporting a malfunctioning bulb, it was replaced within four minutes - where else do you get service like that? The only glitch we came across was that it was unusually cold in Cyprus and although the heating in the room itself was fine, this being Cyprus, there was no specific heating in the bathroom, which was cooler than the bedroom. The hotel is about two miles from the centre of Nicosia so if this is where you are heading for daily you will need a taxi (not sure if the hotel offers a shuttle).",Hilton Nicosia,Review 365 Similarity,0.490990253,Review 30 Similarity,0.361157559
50,"Two nights in the Nicosia Hilton was well worth the time. Great service, lovely room and quiet, even though the hotel parking lot was jammed. Akakiko Restaurant is attached and you can read my review of Akakiko in Polis, Cyprus. This link of the chain provided excellent service and food but the architecture was nowhere near the stunning location of the restaurant in Polis. Hey, you can't have everything.We coordinated a trip across the border through the hotel which turned out to be fascinating. Nicosia is a grand city with a rich history. Visit if if you can, take a short trip North, across the border and get a feel about why I don't think this country will ever be reunited.Stunning views along the way and a warm and cozy hotel to return to at the end of the day.",Hilton Nicosia,Review 35 Similarity,0.43643578,Review 108 Similarity,0.361157559
50,"I traveled for business and family vacation and was strongly impresses with the excellent service of the team. Traveling a lot I’m facing high level of service all around the world but I have to emphasize that the reception team as well as the breakfast team were amazing and me and my family strongly impressed with the kindness, professionally and patient of the team. The Hilton Park Nicosia also offer large rooms as well as great meeting facilities with day light excellent for cooperate events. The swimming pool is beautiful and you can feel that they are taking care of the garden. Overall I would recommend the hotel for business and leisure !",Hilton Nicosia,Review 316 Similarity,0.233284737,Review 463 Similarity,0.361157559
50,"The style of the hotel is outstanding and undeniably it is the best hotel in Nicosia! We stayed there for a conference and from the moment we arrived, we were greeted and treated with the upmost highest guest service. Our room was beautiful and ultra comfortable. Breakfast was excellent and of high quality.What made this hotel brilliant was the staff. They treated every guest with unique excellence. From the reception, waiters, bar staff and room maids. Special thanks to Rafaella from the Reception Desk as she was absolutely brilliant! She really does make you feel like you are the only ones in the hotel!The Spa was a great surprise as well! A clean and an absolutely relaxing environment. My masseur was good, very attentive and the pressure applied was even throughout the whole session. Pricing is reasonable as well.Overall if you are planning to visit Nicosia (which is the cultural heartbeat of Cyprus), I recommend to choose Hilton Park!",Hilton Nicosia,Review 108 Similarity,0.507092553,Review 4 Similarity,0.360667854
30,"We stayed at the Hilton Park Nicosia from 18th – 23rd JuneIts a lovely hotel, modern, clean and spacious. The staff are friendly and polite, the breakfast buffet and service are excellent.However having stayed for 5 nights, 2 of which were disturbed with loud banging and knocking in the early hours, combined with the noise from the renovations during every day, it made our visit far from relaxing. Additionally there was no peace at the lovely pool due to loud (bang, bang) music being played by the bar staff. There were no quiet zones outside where the dreadful music did not disturb also drilling and loud sounds from the building work continued throughout our stay.As a result, we feel Hilton Park Nicosia did not deliver on its promise of a good nights sleep despite the “serenity bed” in our executive roomThe only other surprising thing which I found in our room was the lack of a dressing table and a mirror for doing hair and make up. There was no where to plug in a hairdryer near to a mirror and nowhere to sit near to a mirror whilst making up.Also we did not receive any complimentary fruit or water in the room until we pointed out it was missing.Finally one of the lifts was out of order throughout our stay.We have written to the General Manager for comment but so far, no response.",Hilton Nicosia,Review 62 Similarity,0.412393049,Review 142 Similarity,0.360667854
