r_points,r_text,place,,
50,when i am entertaining friends this is always my go to restaurant. The food is authentic and the people there are so friendly and you feel like home... Usually I cant even get past the appetisers and that perfectly roasted pitta bread (fresh every day) but i always try to leave some room for dessert,Syrian Arab Friendship Club,Review 359 Similarity,0.481125224
50,"I recently visited Syrian Friendship Club, during my third trip to Cyprus. I am a vegetarian and I enjoyed the variety, the freshness of the food and the atmosphere. I would highly recommend eating here!",Syrian Arab Friendship Club,Review 413 Similarity,0.481125224
50,"One of my favourite places! The atmosphere gives you the impression you are in a different country, from the decoration to the food itself. I would suggest to choose a standard variety. It is accompanied with many salads and Syrian delicacies like Muhammara, Fatoush and others. The pitta bread comes just from the oven hot.",Syrian Arab Friendship Club,Review 422 Similarity,0.481125224
30,"Nice place to go with friends, food was ok, a bit flat tasted though..",Syrian Arab Friendship Club,Review 508 Similarity,0.481125224
40,"decent value syrian restaurant with excellent service, mediocre food and affordable prices. apparently they have oriental dance on some occassions",Syrian Arab Friendship Club,Review 7 Similarity,0.476289672
50,I visited Syrian Arab Friendship with my family last month. The food is mainly Arabic cuisine with a huge variety of plates. I suggest meze menu. Prices are surprisingly low and the service is super. I visited this place several times and was never disapointed. A separate lounge for shisha is also available.,Syrian Arab Friendship Club,Review 41 Similarity,0.476289672
40,"This restaurant if open 365 days a year. It serves Arabic food and it is very tasty. There is also a take away and delivery service. You can order the meze and get a variety of salads, dips and meat dishes or if your prefer order a la cart. The portions are generous, the salads are made with fresh ingredients. For dessert try the Lebanese Mahallepi, it is my favorite.",Syrian Arab Friendship Club,Review 110 Similarity,0.476289672
40,"I have been to this restaurant several times and the quality of the food is consistent. Every time I've been it was with a friend that speaks Arabic and everything he ordered was good and tasty. The meat was succulent, the dips delicious and the home made bread is freshly baked and served straight from the oven.",Syrian Arab Friendship Club,Review 204 Similarity,0.476289672
50,I came with my family we orderd meze it was a lot of deps and 2 big salds and mix grill the food was more than enough after we orderd hand made ice cream every thing was perfect friendly service and waiters where very polite we recommend this restaurant it's open more than 20 years as we knew best Syrian restourant in Cyprus,Syrian Arab Friendship Club,Review 326 Similarity,0.476289672
30,"This place was great once upon a time, but over the ten years every year I give it a shot and every year it disappoints. However, it still is the best value for money place in town. Better try Sawa on Klimentos street, same owner higher service and better chefs.",Syrian Arab Friendship Club,Review 469 Similarity,0.476289672
40,"Very tasty lunch meze. Excellent quality, good service. Great variety. This is my fourth visit here and I'll definitely be coming back. If you enjoy good meats, try it. You won't be disappojnted",Syrian Arab Friendship Club,Review 327 Similarity,0.474341649
20,I’ve been there with a big group of friends and I wasn’t impressed by the food or the atmosphere. The food did not taste bad but it was not interesting. Because I’ve been to other syrian restaurants in nicosia the other ones had much more tasty food. And the atmosphere has nothing that says “syrian”. Nothing arabic in it. So not my favorite syrian restaurant in Nicosia.,Syrian Arab Friendship Club,Review 58 Similarity,0.472455591
40,"Simple and ample. The food is plentiful and comes with a bunch of regional bread and the selection of appetizers is delicious. Suggest trying the chicken liver, if ordering out adding some onions to the side compliments the dish well.I’d avoid the salads, they are often soggy and a little plain.",Syrian Arab Friendship Club,Review 11 Similarity,0.471404521
50,The food is really tasty! I've never been disappointed! Friday and Saturday night there is live belly dance. Really pleased.,Syrian Arab Friendship Club,Review 101 Similarity,0.471404521
30,"I wish some one explained to us about food. As it was our first visit we took their suggestion of FULL MEZE!WHAT A DISSAOINTMENT!One salad after the other, tones of bread..... when the meat came we asked them to put most of it in a take away box!I will never do it again unless I am with friends from Syria.",Syrian Arab Friendship Club,Review 146 Similarity,0.471404521
40,"We went on a Saturday evening, and initially it was lovely. It's possible to order vegetarian mezedes, and everything tasted interesting and good. However, the service was slow even by local standards, and then they suddenly turned on some very loud music for belly dancers. My advice would be to go, but if it's a Saturday, go early enough that you can skip the loud music.",Syrian Arab Friendship Club,Review 153 Similarity,0.471404521
50,Especially on Saturdays is very nice with the belly dancer. And the food too especially the bread(pittes)!!!!,Syrian Arab Friendship Club,Review 258 Similarity,0.471404521
40,Have been there several times and I have no complaints the houmous is very good also the lamp kebab try the arak with your meal instead of wine or beer. Have not been there recently also the service is perfect,Syrian Arab Friendship Club,Review 261 Similarity,0.471404521
50,we usually go there with our family we usually orde meze its alot of food homs motabal mohamara baba ganoj tasty falafel and mix grill best hand made ice cream in nicosia from fresh milk friendly staff good service,Syrian Arab Friendship Club,Review 278 Similarity,0.471404521
50,"We had vege mezes. One of the best meal we had in Cyprus. Came with many dips, warm pita, falafel and fried cheese, and two kinds of salad, which were both excellent. Tabbpuli was exceptional. The best I've ever had and I'll be missing it forever. All for 9 euro per person. More food than we could finish.I would return to Cyprus just to go back there again!",Syrian Arab Friendship Club,Review 316 Similarity,0.471404521
40,We have never had a bad meal at the Syrian club. And their menu can easily be classified as healthy eating food. Check them out. You will love it!,Syrian Arab Friendship Club,Review 320 Similarity,0.471404521
40,"Very good salads, good Arabic souvlaki. Not the cleanest place in town but very friendly service. The atmosphere can become too heavy in the winter but in the summer when everything is open is at its best.",Syrian Arab Friendship Club,Review 352 Similarity,0.471404521
50,"This restaurant has offers Great food quality and very delicious meals. Staff very friendly. Prices were ok. I was very exited, I will definitely go again",Syrian Arab Friendship Club,Review 415 Similarity,0.471404521
50,"Seven of us had the Mezze, with drinks and dessert. Price was around 20 euro per person. The food was fresh and delicious. Highly recommended.",Syrian Arab Friendship Club,Review 455 Similarity,0.471404521
40,"Staying in Nicosia we were told to try this place - particularly as my wife is vegetarian and Cyprus is a meat eaters paradise and, though the salads are often excellent we wanted a bit more choice. It took a bit of finding in the dark, near the Lebanese embassy, but when there we were in semi open tented style awnings with traditional Arabic decor. Service was formal and attentive and the menu was very easy for the uninitiated as it contained pictures!The array of food set before us was indeed a feast. we had a wonderful mix of cold and cooked vegetable dishes and chicken and lamb. The Tabbouleh was a tasty treat alone!The roast Aubergine and diced potatoes...well in fact everything (almost) was perfect. The boy had ordered minced meat parcels...these did not arrive..we reminded them and they did arrive..looking a bit like a root vegetable in breadcrumb. These were universally disliked.But the point of trying is that you are going to come across the occasional thing you do not like.Again we had wine beer and pop..this was a relaxed restaurant setting quite large but characterful. In my view well worth seeking out.The total cost was 63 Euro`s. We were very happy.",Syrian Arab Friendship Club,Review 456 Similarity,0.471404521
40,Very good food. Very good prices. Very friendly staff. Nice atmosphere. Good location. Overall good value for money for a relaxing dinner with friends.,Syrian Arab Friendship Club,Review 304 Similarity,0.461934885
40,"We were very happy to see that a Syrian Restaurant is at the top in Nicosia; the last time we visited this restaurant was almost 30 years ago, and we decided to visit it again to find out why it was ranked that high.The decoration has been upgraded to reflect a real oriental design.The reception was very warm with a big smile; the waiters kept spreading a nice ambiance all around, and the service was excellent.We didn't select the Mezze in order to enjoy our favorite dishes; the food quality was generally good; however the Houmous and Moutabbal needed more garlic and lemon; the Garlic Potatoes had almost no Garlic; the Olive salad was not that good, and the Hot Potatoes was mushy and not crispy as it should be. The Falafel were tasty, crispy and fresh, the chicken liver and the Grills were good, the Bread was superb; fresh directly from the oven, and the Syrian famous Ice Cream was delicious and out of this world.Prices are reasonable.",Syrian Arab Friendship Club,Review 390 Similarity,0.449050209
50,"I love this restaurant and will always try and visit it when I am in Nicosia. The food is outstanding Middle Eastern meze type dishes which are perfect for vegetarians as there is so much choice. For meat eaters the mixed meat platter is a delight of exquisitely spiced (but not too spicy) delicousness!Usually we end the meal with a lovely set milk dessert called Malabi with a good sprinkle or rose water. If you like white wine, then give the Thisbe a go. It's very drinkable if you like a medium-dry wine.Much of the restaurant seating is set in the open under colourful canopies. The restaurant is relaxed and friendly and, on the Friday night we went, the restaurant was very busy with a lively, laid back and welcoming atmosphere. We had an 'early' dinner and book the table for 8pm! The service is efficient and friendly.I've always had a great meal here or at their sister restaurant, Sawa, also in Nicosia. I will certainly go again.",Syrian Arab Friendship Club,Review 442 Similarity,0.447989335
50,Absolutely mouthwatering meze - 15 euros a person. Best food in Cyprus. Situated close to the city centre. Fresh appetizers and main dishes. Also offer delivery service. Very polite staff. Congratulations!,Syrian Arab Friendship Club,Review 102 Similarity,0.447213595
50,I had been their with my friends it was lovely night with nice and friendly service Very tasty food I will visit again I advise everybody to visit,Syrian Arab Friendship Club,Review 214 Similarity,0.447213595
40,"you need to add fish to the menu, otherwise great and fresh choices, decent prices. great salads, falafel could be more juicy.",Syrian Arab Friendship Club,Review 370 Similarity,0.447213595
40,"I have been having dinner at the Syrian Friendship Club few times and the quality of the meze is consistently very good. Extra points for the excellent service as it is very attentive and fast - you will not have to wait around. I am finding it hard to describe the interiors, fine dining it is not for sure and I actually think (not sure though) that the part of the restaurant you can smoke is a tent. But it is definitely an original experience and as said, the food it wonderful. Excellent value for the money. Recommend taking a taxi to go to the restaurant however as it is outside the town centre - all the taxi drivers know how to find it.",Syrian Arab Friendship Club,Review 490 Similarity,0.445435403
40,Nice place and good food. The staff is friendly. There are many traditional foods which you can try. The place has shisha also.,Syrian Arab Friendship Club,Review 71 Similarity,0.444444444
50,"In Nicosia there an excellent Syrian Arab friendship club. if you miss your Arabic home and you need to memorize do not miss Syrian club Food , sitting and service are all very good I got fattoush hummus and lamp chops",Syrian Arab Friendship Club,Review 197 Similarity,0.444444444
50,"Very tasty good quality food..freshly made bread in front of the customers is an attraction, belly dancer entertainment, staff very kind , good prices. Would recommend it! Escape from your routine ..",Syrian Arab Friendship Club,Review 277 Similarity,0.444444444
50,This restaurant produces terrific Lebanese/Middle East style food and at last Nicosia has a worthy successor to Abu Faisal. We chase one of the set mezes with a few additions and we were not disappointed. Lovely fresh salads and dips and really tender meat.Although a large restaurant the service was quick and friendly and well deserves the excellent reviews it is getting.,Syrian Arab Friendship Club,Review 436 Similarity,0.444444444
40,Food was amazing as always. I found the dessert not as good though. Also the atmosphere was lacking that “nice relaxing touch”. A nice refurbishment would help eg change chairs.,Syrian Arab Friendship Club,Review 50 Similarity,0.440958552
40,"One of my favourite places in Nicosia: simple, unpretentious and good value for money. The meze is full of great vegetarian options and very tasty meat dishes. Dulcis in fundo.. don't miss their memorable mahallebi and ice cream! service is always attentive and smiley.",Syrian Arab Friendship Club,Review 82 Similarity,0.440958552
50,Amazing food with always the same excellent quality!! All dishes are delicious and prices are great! Would recommend it to anyone.,Syrian Arab Friendship Club,Review 135 Similarity,0.440958552
50,"Different food, different flavours. Very tasty . Good prices and excellent deserts. Very friendly environment:) a place to visit",Syrian Arab Friendship Club,Review 312 Similarity,0.440958552
50,No one has mentioned this restaurant to us since we arrived in Cyprus. This is a must visit for anyone! Nice gardens and very friendly staff. They know how to throw down a spread! All the food was great! Also there is hookah. This restaurant is now one of our regulars. Will definitely mention this restaurant to the expats in Nicosia.,Syrian Arab Friendship Club,Review 360 Similarity,0.430331483
40,"first time having a Syrian meze,,,great tasting simple food no frills or ribbons just the way it should be served authentic and fresh. pricing was very reasonable with pleasant friendly staff all staff we dealt with had time to chat and exchange a few words even though the place was very busy.",Syrian Arab Friendship Club,Review 105 Similarity,0.421637021
50,"The best Syrian food in Cyprus. Always high quality, fast and friendly service. The Syrian restaurant is one of my favourites for casual dining at an affordable price. Big place so no need for reservation. Highly recommended for any occasion!!",Syrian Arab Friendship Club,Review 225 Similarity,0.421637021
50,"Best Middle-East food in the island, nice place with excellent service, quiet place, tasty Syrian plates, salads, dips, oriental specialties.",Syrian Arab Friendship Club,Review 290 Similarity,0.421637021
50,"The most Arabic oriental ambiance in the heart of Nicosia, food is good, delicious and tasty. Shisha and desserts are marvellous, staff are friendly and welcoming. Very good for weekends and celebrations.",Syrian Arab Friendship Club,Review 308 Similarity,0.421637021
50,"The Syrian Friendship is one of the best eating places in Nicosia, which we rate the highest of all the Syrian Friendship restaurants. It's decor is daft, barmy and beguiling, the service superb, the food consistently of such good quality, fresh, wonderful flavours,a truly delicious experience.In all the years we have been going it has never failed to please.I highly recommend if you have never been do treat yourselves it will surely become a firm favourite as it has with us and almost everyone we know.",Syrian Arab Friendship Club,Review 420 Similarity,0.421637021
40,"I was invited to a private luncheon for two dozen guests. The plates kept coming... varied and tasty. Something for each and every one, vegetarian and not. Everything was so fresh and obviously prepared at that moment. After sampling a bit of each dish, there still was room for dessert. Surprisingly, these were not overly sweet or cloying. But the real proof of a good restaurant comes when a couple of hours later you have digested your meal so well that you are almost hungry again. Efficient a and discrete service.",Syrian Arab Friendship Club,Review 37 Similarity,0.416666667
40,We went to this place a few days ago. The food was very delicious and tasty and the waiters very polite. We really enjoyed the belly dancer who was dancing quite long comparing to other belly dancers in similar restaurants. The only problem was that although we were sitting outside it was very hot compared to the temperature in the street.,Syrian Arab Friendship Club,Review 68 Similarity,0.416666667
40,"We had a wonderful eating experience here. We went with another family and were all extremely satisfied with the food we had. There was PLENTY of it, so hold back on placing a big order, you can always ask for me as you go. All dishes we sampled were extremely tasty. My only complaint would be smoking! - both hubba-bubba pipes and regular cigarettes are allowed in any area of the restaurant. We were sat next to a chain smoking table which did prompt us to cut our evening a bit short, but tbh, we were so stuffed, we didn't have room for any desert!",Syrian Arab Friendship Club,Review 119 Similarity,0.416666667
40,"The BT Curry Club has relocated to Nicosia, Cyprus.The first venue visited, on Saturday 22 July, was the interesting sounding Syrian Arab Friendship Club, located in the quiet western suburbs of Nicosia. It is a welcoming oasis in the suburban streets near the US, Russian an Egyptian embassies.We were warmly welcomed and offered a pleasant table in the atmospheric, even though a little artificial, surroundings.Not being so familiar with Middle Eastern cuisine, we ordered simply with a selection of meze and mixed grill main course. Listed below are the scores in our usual format:Location: 3.5/5Service: 3.5/5Cleanliness: 3.5/5Atmosphere: 3.5/5Value: 4.5/5Drinks: 3.5/5Starters: 4.0/5Mains: 4.0/5Overall Score: 7.5/10The quality of the food was good and the value for money excellent. We will be back and perhaps be more adventurous on our next food selection.That said, the BT Curry Club recommends the Syrian Arab Friendship Club and will definitely return.",Syrian Arab Friendship Club,Review 137 Similarity,0.416666667
40,i am fan of arabic kitchen and is always a place wannabe. friendly service good attitude but i believe is rather expensive. but certainly i will go again,Syrian Arab Friendship Club,Review 266 Similarity,0.416666667
50,We visited the restaurant last night with family and we were amazed by the quality of the food as well as the quantity! The prize was fairly okay and deserved every cent spent. I definately recommend it to others and is indeed one of the best restaurants in Nicosia district.,Syrian Arab Friendship Club,Review 412 Similarity,0.416666667
50,An excellent meze and very many choices for the food and the wines. Our favourite place to dine out.,Syrian Arab Friendship Club,Review 488 Similarity,0.416666667
20,"After visited other Syrian places we found its food poor...Their vegetarian meze (9 euros per person) had only 2 salads, 5 dips, 2 falafels, 2 cheese sticks and the some pitta... The pitta was not fresh, the dips you couldn't tell easy what they were as they had very mild taste and wasn't something special...their falafel wasn't something special also, we had much better elsewhere... In overall, for such a vegetarian friendly cuisine, their meze was very poor and not great...Another thing we didn't like it was that when you sit they bring you a bottle of water, for each you pay for it later (2 euros), without ordering it or want it...",Syrian Arab Friendship Club,Review 141 Similarity,0.412478956
50,i have been there for business party. the place was different from other restaurant. it was friendly place and the service was very good!,Syrian Arab Friendship Club,Review 176 Similarity,0.412478956
50,when i am entertaining friends this is always my go to restaurant. The food is authentic and the people there are so friendly and you feel like home... Usually I cant even get past the appetisers and that perfectly roasted pitta bread (fresh every day) but i always try to leave some room for dessert Friendly service best resturant in nicosia,Syrian Arab Friendship Club,Review 242 Similarity,0.412478956
40,"I went recently to the Syrian Friendship Club and was dismayed to see the decor had been totally changed. Modern tables and chairs, bland table cloths No Bedouin tent area, and ghastly VERY LOUD music. What a shame. The food as always was excellent and the staff quick to serve and help but in future we will look for a restaurant with a more authentic atmosphere. A pity.",Syrian Arab Friendship Club,Review 16 Similarity,0.40824829
50,"Excellent food, fast service, very friendly staff who is eager to help and very reasonable prices. Can be a bit crowded on Friday and Saturday night so I would advise that you come early (7-8 max) for dinner if you’re looking for a quieter meal!",Syrian Arab Friendship Club,Review 86 Similarity,0.40824829
50,"went on Sunday for lunch.Rather crowded, but that was not a problem because the service was very efficient and friendly.The food excellent, fresh salads,tasty dips and grilled meats cooked to perfection.Prices reasonable too.",Syrian Arab Friendship Club,Review 148 Similarity,0.40824829
40,Excellent food and rather reasonable prices. The grilled meats shish taouk (chicken) and kofta kebab (lamb) delicious and mouthwatering!!! The salads very tasty. Room for improvement in the service but overall not bad. Will visit again and again.,Syrian Arab Friendship Club,Review 301 Similarity,0.40824829
40,"Nice food, lots of choices and very good prices. we've been here several times and the quality is steady. The staff is always helpful.",Syrian Arab Friendship Club,Review 379 Similarity,0.40824829
50,"Very friendly staff, cozy environment, very good quality food, excellent value for money. Ample space for accommodating a big crowd.",Syrian Arab Friendship Club,Review 506 Similarity,0.40824829
40,"I had the pleasure of visiting several times earlier in 2011. It has a very good selection of messes, kebabs etc., very typical middle easter fare.The food was fresh and tasty, with very ample servings. The Syrian ice-cream was a plleasant surprise.The staff were friendly and attentive, without being annoying.Smokers have a completely separate eating area.",Syrian Arab Friendship Club,Review 513 Similarity,0.40824829
50,Had a brilliant evening for my 35th Birthdayone of the best resturant in nicosia we orderd full meze the food was excellent good prices the make the best chicken shish taowk and hand made ice cream excellent service friendly service stuff is very polite and friendly thanks for the stuff really they are helpful .,Syrian Arab Friendship Club,Review 51 Similarity,0.404226042
50,"Visited a couple of days ago with two young children aged 3 and 4 and my husband. Had the meze 1 without the meat and added in 3/4 other vegi meze dishes that we fancied from the menu. The portions were excellent, food was gorgeous, delicious flavours and textures, service was fab, loved the roast aubergine dish, they provide bread gratis so bulked out the meal even more. Lovely fountain/pond on one side of the restaurant which entertained the kids and gorgeously fragrant lemon trees. Highly recommend this place.",Syrian Arab Friendship Club,Review 288 Similarity,0.402015126
40,"The food was gorgeous. They do a vegetarian meze (which is actually the normal meze minus the meat, but €6 cheaper) and of course if you've a particularly healthy appetite you can always add in a couple of other dishes like spinach pies and breaded cheese. We did this and there was still far more than we could eat.Other positives include a car park, fair value for money and very nice Syrian coffee (which we inadvertently ordered after asking for the bill, so they said the coffees, which should've been €6, would be 'on the house' - you really can't complain about that!).The only downside (and the reason it gets 4 rather than 5 stars) is that, despite giving us free coffee and lovely food, the waiters (all male) were just a little bit stand-offish. I wouldn't go quite as far as saying they were unfriendly, but in comparison to the vast majority of restaurant staff in Cyprus, they were significantly less friendly. But it wouldn't stop me going back.",Syrian Arab Friendship Club,Review 291 Similarity,0.400891863
50,"My mother in law decided to have a surprise birthday party for my father in law.  It was the first time my wife and I had gone to the Syrian Friendship Club although my mother in law had always praised it.  When we arrived I was surprised that there was ample parking in their own private parking place plus the surrounding roads, a must for Nicosia.  Upon entry, the staff were very helpful, polite and seemed to have everything under control.  We were around 30 people and without any fuss we were shown to our table and our every wish was taken care of.  Dish after dish of delicious Syrian food kept arriving, was totally surprised at the variety.  The restaurant had even arranged a birthday cake for my father in law and it was brought to him with accompanying versions Arabic and English music singing ‘happy birthday to you’.  I cannot fault the service, very professional.  My mother in law made a wonderful discovery in this restaurant and we will certainly visit them again soon.",Syrian Arab Friendship Club,Review 447 Similarity,0.400891863
50,"I have been going to this restaurant for more than 15 years and always top quality and service! Highly recommended, excellent food and excellent staff.",Syrian Arab Friendship Club,Review 80 Similarity,0.388888889
50,"Amazing taste of all mezze that we have tried. Definitely the restaurant has wooden grill, as all the meat and aubergine had nice smokey smell. Big restaurant, a bit missing atmosphere (my visit was during lunch time) but food delicious and friendly waiter.",Syrian Arab Friendship Club,Review 97 Similarity,0.388888889
50,It has become a family tradition to visit the Syrian Friendship Society Restaurant every time I visit Cyprus. The food is consistently high quality as is the service. Meze is 15 euros per person and is more than one can eat. Eight of you? Order 6 or 7 meze.,Syrian Arab Friendship Club,Review 220 Similarity,0.388888889
