r_points,r_text,place,,,,
40,Affordable place to stay in with lovely walks into Old town. Staff at the hotel were very hospitable and especially helpful in providing useful hints and tips on getting around the island. I have already recommended it to friends!,Altius Boutique Hotel,Review 109 Similarity,0.223606798,Review 72 Similarity,0.461880215
30,"on a busy street junction, renovated recently, new materials, new bathrooms but the floor is old and a little dirty, new mattresses, comfortable, big rooms, a little noise from the street if you are on the first floor, wifi is free but sometimes is buffering.only big problem the smell of mold and moisture at the lobby, it is not easy to get used to it.if you get a price more than 55 euros think it again.definitely not a boutique hotel but not bad if you only need to sleep well and go out all day.",Altius Boutique Hotel,Review 146 Similarity,0,Review 157 Similarity,0.461880215
50,"An excellent hotel close to everything in Nicosia. Clean and with free wifi, coffee making equipment, safe, and flat screen tv. Good and cheap.There is also room service, a restaurant and a bar. Parking is limited however you can find parking in near streets.",Altius Boutique Hotel,Review 59 Similarity,0.353553391,Review 35 Similarity,0.456435465
50,"This is a very lovely, friendly hotel. The rooms are modern, clean and well equipped. The staff is very friendly and helpful. Breakfasts were excellent with a good selection of items. The location is very convenient. A short walk to the old city, but in a quiet neighborhood. While there are so many places to eat in Nicosia, if you choose to stay in, the food here was quite good. Excellent meeting facilities. And did I say the staff was excellent? They make the place special.",Altius Boutique Hotel,Review 101 Similarity,0.088388348,Review 126 Similarity,0.456435465
40,"Visited Nicosia for a business trip and stayed in this hotel for 5 days. It was nice and made me feel at home.Specially the lady(Eile Charalambous) was in front desk were very helpful, friendly. Simply she is great.....Thank you very much for",Altius Boutique Hotel,Review 38 Similarity,0,Review 133 Similarity,0.456435465
50,"I´ve been at Altius Boutique Hotel, Nicosia in May 2015.I had pleasant time there, got much help from reception desk.So - friendly staff, excellent food, good location and nice rooms.Keep up good service :)",Altius Boutique Hotel,Review 98 Similarity,0.25,Review 67 Similarity,0.451848057
50,My two friends and I stopped over night in Nicosia on our way to Paphos and wish we could have stayed longer!! The Altius boutique Hotel was amazing! We arrived late at night and were greeted by complimentary wine and the friendliest of staff!! Our rooms were great and the complimentary breakfast in the morning was delicious! Will definitely be back!,Altius Boutique Hotel,Review 83 Similarity,0.144337567,Review 101 Similarity,0.447213595
40,"This is a lovely, modern hotel in a good location, only 15 minutes walking from the Old Town gates. The staff are very nice and helpful.The room was quiet and beautifully fitted. Free WIFI was good. Free parking available.Breakfast offered a very good choice and service was efficient.Would certainly recommend this hotel.",Altius Boutique Hotel,Review 58 Similarity,0.208514414,Review 74 Similarity,0.430705522
50,"We stayed at Altius Boutique Hotel for our wedding night and we really wanted to share our wonderful experience though this review. The suite was great, the service was amazing and the staff was outstandingly friendly, available and polite. We highly reccomend it for newly weds stay!",Altius Boutique Hotel,Review 93 Similarity,0.5,Review 4 Similarity,0.430331483
50,By far the best thing in this hotel were people working in it. I had great time in Altius and I'm sure I will be back there again. Rooms are clean and beautiful and the food is amazing. Thank you for a very comfortable stay.,Altius Boutique Hotel,Review 117 Similarity,0.333333333,Review 42 Similarity,0.430331483
50,We had a conference here. Nice hotel - simple but clean. The conference facilities were great and food delicious. The staff were helpful and friendly. Breakfast is nice. I was there with a baby and it was comfortable,Altius Boutique Hotel,Review 4 Similarity,0,Review 128 Similarity,0.429668924
50,Excellent Hotel with style.Staff are very helpfull and make you feel nice and comfortable.Perphect location .Just five minutes walk from the city center .Rooms were clean and specious with nice view and balcony.,Altius Boutique Hotel,Review 66 Similarity,0,Review 140 Similarity,0.429668924
30,"This hotel is situated very close to the city center (3 minutes by car, or 15 minutes by foot). The price was very affordable, the staff was super polite and their breakfast was not bad. However, there were serious wi-fi problems and my room's window curtains were not completely light-proof. As a result, I woke up early in the morning. This property is ideal if you are planning on staying for a single night and are not looking for too much in terms of services (i.e. wi-fi, tv, etc.)",Altius Boutique Hotel,Review 45 Similarity,0.204124145,Review 75 Similarity,0.421637021
40,"The staff is amazingly helpful and friendly, always smiling, offering tea, coffee or whatever you need. The food is delicious and diverse. The rooms are clean, just need to be ventilated more if people were smoking in there. Generally, highly recommended 😉 Vilma",Altius Boutique Hotel,Review 5 Similarity,0,Review 129 Similarity,0.421637021
40,"Located about 15 minute walks from the centre. Not much going on around it, although Syrian Arab friendship club is definitely worth a dinner trip. Rooms are clean, although cleaning staff a little make sure it stays that way - knocking on the door at 9am, please. Front-desk very friendly, helpful. Breakfast was ok, nothing more.",Altius Boutique Hotel,Review 52 Similarity,0,Review 138 Similarity,0.421637021
40,Very nice hotel in which I will go again. Excellent position close to everything in Nicosia. Clean and free WIFI. Breakfast offered a very good choice and service was efficient. The staff was very nice and helpful.,Altius Boutique Hotel,Review 56 Similarity,0.133630621,Review 110 Similarity,0.414039336
50,"very good food, nice accommodation, the stuff was very friendly, excellent service, clean, nice conference rooms and just ten minutes by walk to the city center. i would definitely visit that hotel again!",Altius Boutique Hotel,Review 113 Similarity,0.133630621,Review 111 Similarity,0.414039336
40,"ProsTop service, staff is really friendly and helpful, you cannot fault this.Location is also good, central but quiet.Rooms are spacious with most facilities, safe at no charge and hospitality tray.ConsSome parts of the hotel, especially the rooms, are a bit tired.Cleaning is good but could be better.Breakfast is OK.Overall, few things could be improved bit this is good value for money for Nicosia and excellent service.",Altius Boutique Hotel,Review 48 Similarity,0.2,Review 81 Similarity,0.413118224
40,"Stayed on a Sunday and Monday in the very hot month of August . Very clean nice modern hotel!! Reception staff very helpful!!! The breakfast could be a little richer!!!It is 15min walk from the bus station and the old town.All in all , I would stay again!!!!",Altius Boutique Hotel,Review 40 Similarity,0.158113883,Review 93 Similarity,0.40824829
40,"It is a very nice design hotel, with a very good and kind staff and general manager. Every services are at professional level. Food taste good and are very healthy. The best thing is wifi in rooms. We were there as a big group staying there 2 weeks",Altius Boutique Hotel,Review 162 Similarity,0,Review 161 Similarity,0.40824829
20,"We were very disappointed with this hotel! It may be OK for a 1-night stopover but even then, being located between two streets, the traffic noise is really annoying and will prevent you from having a decent sleep!Breakfast was edible but kept at minimal standard... The family room itself was ok, but aircon had to stay on all night, wifi didn't work properly throughout the room, very slow, but seemed to work properly in the lobby.PS what is ""boutique"" about this hotel??",Altius Boutique Hotel,Review 149 Similarity,0.387298335,Review 23 Similarity,0.4
30,Nice hotel with great atmosphere. 15 min walk to old town. But the food is not so good. We used the confetence room as well at the underground levels of the hotel and it was quite a good option for business meetings,Altius Boutique Hotel,Review 37 Similarity,0.129099445,Review 116 Similarity,0.4
10,"My stay in thus hotel was terrible experience. My room was stinky. Some lights didn't work. Aircondition, what is that?!?! Wifi, what is that?!?! Breakfast, no comment!!! Uncompetent staff at the reception! I could go on and on! How come this kind of ""hotels"" have permition to accept any guests? I am trying to find any good reason!",Altius Boutique Hotel,Review 34 Similarity,0.377964473,Review 26 Similarity,0.390360029
50,It's a really calm and good place to stay at during your trip. The staff is so helpful and friendly. They serve good breakfast and the hotel's location is near the bus station which makes transportation easy,Altius Boutique Hotel,Review 132 Similarity,0.150755672,Review 100 Similarity,0.389249472
50,"I came late at night and the receptionist was really helpful and friendly.Leaving in the morning,another receptionist was as well friendly.I stayed literally few hours but my stay was amazing.Rooms are clean,staff friendly the whole vibe was really good.",Altius Boutique Hotel,Review 97 Similarity,0.121267813,Review 122 Similarity,0.375734575
40,The service was very good and the staff was attentive and friendly.The location is OK.The room was also nice but on a noisy street and without dougle glazing windows this can be an issue. We could hear the noisy coming from the restaurant opposite the hotel but luckily at midnight sharp they stopped the music.Breakfast was nice.,Altius Boutique Hotel,Review 11 Similarity,0.288675135,Review 53 Similarity,0.372677996
50,The staff and facilities were second to none. The location is superb and is within a 10-15 minute walk of the famous Ledra Street. The rooms were spacious with plenty of space for families and couples. I would highly recommend staying here if you have the opportunity to do so. Thanks goes out to everyone at Altius for making my stay in Nicosia unforgettable.,Altius Boutique Hotel,Review 6 Similarity,0.353553391,Review 31 Similarity,0.365148372
40,"Great service from all at the hotel, especially as one of our friends was unwell, they helped with local hospitals/pharmacy's. Location was a bit out of the way but service superb and rooms quality. Thank you x",Altius Boutique Hotel,Review 71 Similarity,0.353553391,Review 36 Similarity,0.365148372
40,"The Altius was chosen as the event hotel for a conference I attended. Very good location, within walking distance (20 min) to Central bus station and Old town. Staff are extremely helpful, speak several languages, go out of their way to be helpful booking a minibus, seeking out coach timetables, offering advice on historic sites or attractive beaches. Always ice cold water by Reception to remind you to hydrate! The rooms are a good size, bathroom fairly large as well. Very clean! The street it is in gets noisy after 6 a.m. but shutting the windows and switching A/C on deals with that. Breakfast was very good, with local Cypriot foods along with the expected European fresh and cooked goodies. Highly recommend the Altius!",Altius Boutique Hotel,Review 7 Similarity,0.2,Review 79 Similarity,0.361478446
40,Friendly and helpfull StaffThe rooms are clean and large enoughBreakfast could have been improved by offering a bigger selection.Walking distance from city centreAir-conditioning in the room was very welcome.,Altius Boutique Hotel,Review 77 Similarity,0.223606798,Review 71 Similarity,0.346410162
50,"Really nice rooms, spacious and air conditioned. Friendly, helpful staff - and they even speak Finnish! Best brandy sour of Cyprus I was told - and good it was! I recommend for business or holiday (I was doing a bit both) - for business there are spacious conference rooms with conference technology needed.",Altius Boutique Hotel,Review 73 Similarity,0,Review 142 Similarity,0.34503278
50,"The Altius Hotel was fantastic, the people there are truly kind and helpful in anything you need. The room is huge and spacious with nice large windows to see the view. Great lobby area and breakfast in the mornings. Not too far from all the Nicosia attractions either, overall an excellent experience if coming to Cyprus. Certainly a true at home feeling even as an American!!!",Altius Boutique Hotel,Review 110 Similarity,0.333333333,Review 41 Similarity,0.344265186
30,"We stayed only for one night!The hotel is renovated with modern decoration in the lobby, in the restaurant and bar! The room was clean and neat but there was a heavy smell of tabacco insight the room and a full of cigarettes ashtray on the balcony, the double bed was quite small but it was comfortable. The advantage is the free wifi in the rooms. The breakfast was not rich but it was enough to choose between an english breakfast and a healthy breakfast. A good, choice to stay for a couple of nights in Nicosia.",Altius Boutique Hotel,Review 92 Similarity,0.312771621,Review 48 Similarity,0.323029141
50,"Excellent staff!! Excellent hotel <3 i liked it very much :* everything was excellent, clearnes, food, staff, place, weather 💕💕 I spent the time I never forget :)) thanks for everything I hope i will come back soon <3",Altius Boutique Hotel,Review 118 Similarity,0,Review 153 Similarity,0.322748612
50,"Excellent stay for 3rd time at Altius Boutique Hotel. Good location, helpful staff and caring even they encouraged me for my exams. Thank you Altius for your help and support. I will see you very soon.Maria",Altius Boutique Hotel,Review 70 Similarity,0.433012702,Review 11 Similarity,0.298142397
50,The stuff was very friendly (even gave me a free water bottle on arrival) and the room very clean. It seems to have been recently renovated and I loved the design. Also it's very close to the centre and has convenient public transport nearby.,Altius Boutique Hotel,Review 85 Similarity,0.288675135,Review 55 Similarity,0.298142397
50,"excellent place!!!, friendly and professionals staff, very clean! They take care and prepare delicious food during our stay. ..perfect place to relax .. but also close to the center.Very friendly and kind owner. Thanks for making our stay so comfortable!",Altius Boutique Hotel,Review 124 Similarity,0.277350098,Review 60 Similarity,0.28644595
50,"The staff are incredibly helpful and generous. I arrived at 7:00 am after travelling through the night, intending to confirm my reservation later that day and use the wifi/charge my phone. The gentleman at the front desk not only let me check in at 7:30am (normal check in time is listed as 2:00pm) but also offered me a cappuccino and free breakfast buffet while they got the room together. Even without the early check in and additional free breakfast, it would have been an excellent deal. Very close to the close to the old city and very clean room. The only thing that could conceivably have improved my experience, would be slightly softer pillows. I can't imagine a better hotel in a similar price range. I will definitely be staying here next time I'm in Cyprus.",Altius Boutique Hotel,Review 86 Similarity,0.21821789,Review 73 Similarity,0.281718085
50,"I am visiting Nicosia very often for business purpose; this is my first time to stay at Altius Boutique hotelThe staff is very friendly and very professional Very good breakfast, no charge for late checkout.Highly recommended!Definitely I will come again.Arie",Altius Boutique Hotel,Review 127 Similarity,0.333333333,Review 44 Similarity,0.25819889
30,"I visited it in late June to attend my graduation along with my husband. The staff were friendly and helpful. Disappointed our room had no fridge and ironing facilities. We had to ask for an ironing set. The bathroom was moderate, the bathtub was at a very high-level from the ground and the basin water's flow little. Surely expected more!",Altius Boutique Hotel,Review 44 Similarity,0.25,Review 66 Similarity,0.25819889
30,"Room, staff and ambiance very lovely. Food dreadful, under cooked, over cooked and insufficient. Ignore the extensive menu on their website. It does not exist. Menu is limited to very simple snack food which is not cooked properly. On one occasion we had to lay our own table with no napkins available amidst the staff noisily cleaning the tables around us.We booked a twin bedded room with terrace and was given a double bed. Though relocated to a twin bedded room there was no terrace.It is a 52 room hotel but only 4 car parking spaces.Overall we could not fault the helpfulness of the staff (though not adequately trained to carry out their duties in bar or restaurant), the spaciousness and cleanliness of the room.",Altius Boutique Hotel,Review 65 Similarity,0.400320385,Review 20 Similarity,0.248069469
40,"Friendliness and availability of the staff will be remembered as example for every hotel. I even felt very protected when I got a call during the night with the question if everything was OK because they got (after all) a (false) signal of the smoke alarm in my room. Big room and smaller bathroom, which could use some renewal here and there (box with tissues might be a tip). Decent breakfast and relax atmosphere. 20 minutes walk of the city center and it is getting used to few comfortable pedestrian facilities on that traject, but weather was always good to do the walk. Good price/quality.",Altius Boutique Hotel,Review 96 Similarity,0.23570226,Review 69 Similarity,0.243432248
30,"So I'm told that this place was recently renovated, but it appears it is still undergoing some work. I moved a total of three times as a result of the air conditioning failing in two rooms, and one room being without hot water for 24 hours. The entire third floor smelled like an airport smoking room despite all rooms apparently being designated non-smoking (the smell even wafts in through the room's air-con vents so there is no escape even in the room) and there were no kitchen staff available to provide lunch at 12:30pm on a Friday. Most of the reception staff are very friendly and helpful and want to make you happy when you bring these things to their attention, but unfortunately the only solution is to make you move to another room. Also you may still get door knocks from some staff when you display the 'do not disturb' sign. Good location and relatively cheap compared to similar hotels in the area, but overall not worth the two or three hundred euros I saved by not staying elsewhere.",Altius Boutique Hotel,Review 81 Similarity,0.385758375,Review 24 Similarity,0.239045722
50,"Very clean,very friendly and helpful staff,room was perfect.Nice location.The staff were very nice,free wifi,fruit on arrival in the room,plus a kettle, tea and coffee and water.when we arrived they even offered us champagne or anything else we wanted to drink,only stayed one night but i would go again.",Altius Boutique Hotel,Review 89 Similarity,0.229415734,Review 70 Similarity,0.236939551
10,"In the first room I was assigned to there was zero wifi reception. When I complained I was told the hotel was fully booked. A very nice (actually the only nice) person at reception went out of his way to find a solution, and he did. The second room had (good) wifi, but no fridge, and faulty airco. I later discovered that there was also no soap in the dispensers and that the bathroom was smelly. Upon complaining about this next morning I was told by a very indifferent receptionist that she would look into it and reassign my room if necessary. When coming back in the evening she told me that she had completely forgotten. Another room was impossible, the place being full. When I said that I expected something to be done she replied ""what did I think, she had a very busy day"".I was, however, given a fridge (taken from another room I suppose) and the same one and only nice person tried to find technical solutions for the airco. Next morning there was no hot water. I should also mention that breakfast choices are very poor (fresh fruit = sliced grapefruit) and not what you expect from ""boutique"". The hotel prides itself of being close to the old town, but close means a 20 - 30 mins walk. Even checkout was not without a problem: someone had made a mistake and debited my credit card for more than was agreed. I was, however, credited the same day.",Altius Boutique Hotel,Review 32 Similarity,0.36860489,Review 30 Similarity,0.228416096
30,"Helpful and friendly staff, modern entrance and bedroom.However, the room was not very clean and the bathroom needs urgent renovation.Good location, 15 minutes walk to city centre and 10 minutes walk to bus station.",Altius Boutique Hotel,Review 165 Similarity,0.144337567,Review 104 Similarity,0.223606798
40,"The staff were very friendly. The first room that they gave me stank of cigarette smoke but the reception was very quick to change the room. The second room was perfectly clean and sufficient. It is very basic but perfect for my needs. The breakfast was OK, I have had better but what was on offer was fine.",Altius Boutique Hotel,Review 1 Similarity,0.416025147,Review 13 Similarity,0.214834462
50,"It is my fourth time at the Altius.Friendly, attentive and generous.Large room.Very clean room.Good breakfast.Quiet location.Walking distance to University and city center.By the river promenade.For sure will return once I am back in Nicosia.",Altius Boutique Hotel,Review 55 Similarity,0.416025147,Review 15 Similarity,0.214834462
30,"I couldn't really complain too much about my stay here. The rooms are fairly basic in terms of decor but my room had a nice balcony (although views are of other buildings and a road), a fridge, a hairdryer, desk , couch, and decent enough tv.I was missing a bathmat 2 of the days i stayed there which meant water went all over the bathroom as its a bath shower. One of my towels was a bit grim one of the days i didn't use it for that reason but other than that the place was clean and comfortable.Staff were very nice and helpfulBreakfast was basic enough but again had everything you'd want really.No draught beer in the bar which was a bit disappointing and the location isn't amazing. Its about a 20 minute walk from ledras street and whilst there are a one or two cafes and restaurants within 10 minutes there isn't an abundance of choice closeby.Overall i was satisfied and cant really complain",Altius Boutique Hotel,Review 24 Similarity,0.277350098,Review 59 Similarity,0.214834462
40,"I stayed here twice on separate business trips and I didn't hesitate to go back based on the wonderful service! Rooms are simple but comfortable, the breakfast buffet is more than reasonable, free wifi, a short walk into the old city, but it was the front of house staff that made it all worthwhile. Welcoming, friendly, helpful and informative. Thanks!",Altius Boutique Hotel,Review 100 Similarity,0.138675049,Review 106 Similarity,0.214834462
40,Excellent value for money. The staff is helpful and kind.Would recommend for short stays especially.The breakfast was included in the price of the room and was very generous.The bathroom is not renovated.,Altius Boutique Hotel,Review 129 Similarity,0.204124145,Review 77 Similarity,0.210818511
50,"I was quite satisfied with the quality of the rooms; the lobby decor, the breakfast (usually included), cleanliness, and the location (few minutes ride to center of city or about 20-25 minutes on foot). I especially was impressed with the staff; who not only made every effort to make me comfortable they were also pleasant (and spoke English very well - tolerating my broken Greek too boot).",Altius Boutique Hotel,Review 90 Similarity,0,Review 147 Similarity,0.210818511
40,"I was coming for a three days business trip. The room was correct and clean, and the bed comfortable. The breakfast was not the best I had but honest. The staff was extremely polite and dedicated. For this kind of stay : leaving early and coming back late, the place was perfectly fulfilling my expectations.",Altius Boutique Hotel,Review 2 Similarity,0.377964473,Review 25 Similarity,0.195180015
40,"Good location, newly decorated, clean. The lobby is superb with a smoking area on the terrace. Bed very very comfortable - room is fine for the rating. Only negative comment is TV has Cypriot channels only. I hope they introduce IPTV. F&B is fine although breakfast could be better in terms of choice. The staff are 100% and in particular the wonderful Elle - the assistant manager. Yes i would visit again.",Altius Boutique Hotel,Review 28 Similarity,0.188982237,Review 83 Similarity,0.195180015
50,"Arrived at night where we were welcomed by a very friendly night attendant, the rest of the staff was also very friendly and helpful. Everybody speaks proper English. Triple room was very good value for money and breakfast was good as well!",Altius Boutique Hotel,Review 145 Similarity,0.125,Review 118 Similarity,0.193649167
30,"I was staying in Altius in May for busines and the only word, which comes to my mind is ""basic"". Air conditioning in the room wasn't working properly and there was a persistent smell of sewage in the lobby. You can walk to the city centre but this is a 25-30 min walk, which is not a nice walk. The nearest cash point is half way though this walk. All in all, you can stay here if you are after an inexpensive stay. Mind you the hotel is sandwiched between two busy roads and it can be quite noisy. On a positive side, the staff were very friednly, Altius offers a good breakfast and there is a decent bar. WiFi was poor",Altius Boutique Hotel,Review 23 Similarity,0.441941738,Review 10 Similarity,0.182574186
50,"Super welcome, super staff, super facilities. I was attending a European meeting and we all agreed that the facilities were ideal with different spaces available for different types of work. Really enjoyed my stay and will return again.",Altius Boutique Hotel,Review 31 Similarity,0.353553391,Review 33 Similarity,0.182574186
40,"I accompanied a group of 20 college students for a study-abroad class, and we had a great experience staying at the altius. The location was convenient and the staff was very helpful. They called cabs for us frequently. They let us store a large equipment case at the front desk and gave us access to it whenever we needed it. The waiter in the breakfast room knew my morning coffee order by the second day and brought it before I even asked. The rooms were serviced regularly and well.",Altius Boutique Hotel,Review 54 Similarity,0.353553391,Review 34 Similarity,0.182574186
20,"I have been hosted in a room dedicated for disabled people, without me knowing it ahead of time. When I asked from the reception to change they told me that there is no other room available, it was already 21:00 o clock. Once I had a shower it was not possible to enter to the bath room again, (see picture) unless I take into consideration that I had to get wet shoes and underwear! There is an instant coffee maker (water heater), no sugar, no spoon. The room is at the first floor that is very noisy from the street that is in front of the hotel. There is a nice family feast aura to just across the street, that makes life easier for lunch or dinner. Breakfast I will comment once I get the experience.",Altius Boutique Hotel,Review 12 Similarity,0.447213595,Review 8 Similarity,0.173205081
40,"Staff at reception was very helpful and always smiling especially Aneliya she was very welcoming and her smile is always on, we had smelly room when we arrived but she acted fast and made a free upgrade to a suite and was really quick.............",Altius Boutique Hotel,Review 84 Similarity,0.288675135,Review 54 Similarity,0.149071198
40,"We stayed here 3 nights. Staff were very obliging, and like a previous reviewer, I noticed that the waiter remembered my breakfast tea preferences by second day. Reasonably priced and acceptable evening menu.",Altius Boutique Hotel,Review 49 Similarity,0,Review 136 Similarity,0.149071198
30,"The people at the Altius are agreeable, helpful and eager to please. The bedrooms are dated and tired. Two examples. 1. Our bathroom had no grab handle or support when getting into/out of the bath/shower (perilous for those with stiff backs) and the floor, while clean, showed wear and tear. 2. The desk has no power points: the nearest one was used by room's standing lamp - at least 3 power points by the desk are needed (more are desirable).",Altius Boutique Hotel,Review 8 Similarity,0.5,Review 2 Similarity,0.129099445
10,"Very bad service, A/C not working. not very clean... what else?Empty room, with smelly blankets...Bathroom like the ones in student dormitory.Marks on the walls,WiFi was not bad...!No gym, tv smaller than my laptop.",Altius Boutique Hotel,Review 16 Similarity,0.5,Review 3 Similarity,0.129099445
50,All Stars Bar is fantastic with good atmoshere and good prices and very good service from the staff.Clean and nice room with a city view. (Free wi-fi) I loved my stay there and i will definitely stay again.,Altius Boutique Hotel,Review 67 Similarity,0.458831468,Review 7 Similarity,0.118469776
30,Definitely a bit off the beaten path. Other reviews mentioned air conditioning problems and I too experienced them - room was very stuffy - when a/c did work it did bring a bit of relief. The staff is great and does their best to make your stay pleasant. Traffic noise was evident even on the 4th floor. There are a few restaurants and cafes in few minutes walking distance. Breakfast was nice but would have liked more than one cup of coffee.,Altius Boutique Hotel,Review 147 Similarity,0.40824829,Review 17 Similarity,0.105409255
30,"Arrived to find very helpful staff on reception at night, who offered me a drink which was great. Then problems started: No remote control in room, I was brought another but it didn't work. Tea/Coffee making facilities in room, but with the wrong plug and no adapter in room. Bathroom floor badly made, so I ended up flooding the bathroom when I had a shower.",Altius Boutique Hotel,Review 15 Similarity,0.416025147,Review 14 Similarity,0.071611487
30,"An event booked for a conference where I was a speaker for a local company! The space was semi clean, the table clothes had been used before us and were wrinkled! The coffee service was slow. This is a beautiful place with good energy and good people working there but somehow they keep missing points on cleanliness, quality and speed of service! This is my second not so good experience there! I do wish them well!",Altius Boutique Hotel,Review 22 Similarity,0.267261242,Review 63 Similarity,0.069006556
40,"Very clean.Excellent and abundant breakfast. Facilities in the room in very good working condition; including the availability of internet. Internet had very good reception at all times of the day. Since I was on a business trip, this was essential for me.What impressed me mainly was the great and warm hospitality by the employees: at the reception, dining room, cleaners....Thank you for a very comfortable stay.",Altius Boutique Hotel,Review 120 Similarity,0.387298335,Review 21 Similarity,0.066666667
40,"The room was spacious and nicely designed.The stuff was attentive to help and assist in every matter I approached them.Comfortable location - 15 minutes from down town (by the archaeological museum).Very generous breakfast.Will come back once I am again in Nicosia on business tour.[The only drawback was unstable WiFi in my room due to technical problem, though I was easily offered a new room - which I refused.)",Altius Boutique Hotel,Review 137 Similarity,0.387298335,Review 22 Similarity,0.066666667
