r_points,r_text,place,,,,
20,"We visited last week with my three boys. When we arrived i was really happy as the place looks really nice. The decor is beautiful and the veranda is very nice and cool with ceiling fans. We ordered eight different dishes. Garlic bread and quinoa salad were good. All others were bad! Pasta with meat balls was horrible, crab spaghetti was literally crab and my little sons salmon was a bowl of red sauce with a bit of salmon swimming somewhere in there! I ate pumpkin ravioli which was average. For desert my youngest son ordered brownie with ice cream which looked amazing in the picture but when it actually arrived he said, mummy this is so small and different compared to the picture. Overall a great disappointment as the place really looks nice and we would like to visit again. Maybe next time we will try only the meat..........",Jamies Italian,Review 310 Similarity,0.392837101,Review 101 Similarity,0.481125224
50,"It's been the 2nd time that I'm visiting this Place and the food was just great.The kids tasted the kids menu and enjoyed it so much.The food is fresh, cooked to perfection. Tons of flavors and clean.If you are in Cyprus – don't miss it out!Prices are very reasonable for a chef restaurant.",Jamies Italian,Review 127 Similarity,0.387298335,Review 104 Similarity,0.474341649
50,Great Italian food and amazing cocktails. Very good service and nice atmosphere. Good for casual gatherings with friends,Jamies Italian,Review 271 Similarity,0.387298335,Review 105 Similarity,0.474341649
50,So i almost don't come cause i was reading all these reviews about the reastaurand and i wasn't happy. Thank god i didn't listen. Its the best place for Italian in nicosia. The atmosphere of the place is amazing. The best staff i ever saw. Friendly smiling trying to please you all the time. I left the food for last. What can i say. Big portions tasty and colourful. I can't wait to come back and try something else. I love every minute of it. Thank you,Jamies Italian,Review 217 Similarity,0.25819889,Review 213 Similarity,0.474341649
30,"What a dissapointment...Did try Jamie's out 5 times, twice food was great and so was the service, rest of the times..what a disaster, pasta that was served all stuck together like a fur ball that you could pick up the ball with your fork, the manager advised that it is because it's fresh pasta...$@$??? Sure, best accept that what came out of the kitchen was not up to standards and move on...Generally food that comes out of the kitchen is not consistent, one day you have it and it's Great, another it below standards...It's a shame as it has potential if their is more strict measures on quality that exits the kitchen and the actual restaurant is actually really nice..Hope management pulls their socks up..",Jamies Italian,Review 128 Similarity,0.288675135,Review 184 Similarity,0.471404521
40,"Went for an early evening meal with children. Plenty of parking outside if needed. Our kids were given old fashioned view finders to look at pictures of the kids menus and colouring place mats and crayons.The restaurant has good decor and is in keeping with the brand theme.My husband and I started with a cocktail each which were very good.Food was all very tasty and well presented. Yes it was pricey but only because we orders starters, mains, more drinks etc, if we had just had one meal each it wouldn't of been too bad. The meals are more expensive then local tavernas but similar to other chains such as TGI and definitely better food.They brought the children's meals out with our starters so they didn't have to wait.Definitely worth while for a treat.",Jamies Italian,Review 146 Similarity,0.492365964,Review 17 Similarity,0.452267017
40,We been with my friends for a henz party.The enviroment was really nice. Staff was polite and helpful. We taste lots of plates. Food was nice. Manager of restaurant offered to us free bottle of wine as we celebrated pre-wedding party. Really kind of them.,Jamies Italian,Review 228 Similarity,0.492365964,Review 19 Similarity,0.452267017
20,"Very nice enviroment and pretty friendly and attentive staff. However, the food was really bad. We had a tomato bruscetta as starters and they were ok. The Italian beef was the worst dish ever. A horribly leathery peace of meet with a dry and tasteless coleslaw and strange tasting fries. The rib eye steak was served without anything else but fries, tasteless and boring. The pasta of the day was hard and dry, obviously prepared much earlier and with no taste of garlic or chili as advertized. How can Jamie Oliver give his name to food as bad as this?",Jamies Italian,Review 242 Similarity,0.492365964,Review 20 Similarity,0.452267017
30,"Been to this restaurant twice,so this is not a rushed review. Tasted five dishes and am still to be impressed. I am a big fan of Jamie's and like his cooking style, so was excited to try the restaurant. We arrived and were greeted, escorted to our table and ordered within 5 min. Nice so far. Between my two visits we tried the Italian steak, ribeye, pork chop, burger, and the rigatoni. Both visits it took the kitchen about 35-40 min to prepare, and both were on quiet days. Both times we were on a lunch break and in a hurry to get back, and ended being late. That aside and not to say that the food was bad, the experience was nothing special, have eaten all dishes at other restaurants around town and enjoyed them more. Overall ok, with a relatively expensive price to food ratio.",Jamies Italian,Review 323 Similarity,0.421637021,Review 72 Similarity,0.452267017
50,"Well, im back after some time to have a lunch at Jamies. Still beautiful restaurant with nice ambience and nice smiley people. Christina, Carolina, Anna, Kalia, Marios & Stavros - opening team positive, strong and happy to assist you. So glad i came - Jamies one of the best places to enjoy amazing lunch or dinner.Xenia keeps the food quality & consistency on very high level.You simply can not go wrong by coming to this gorgeous restaurant!!",Jamies Italian,Review 133 Similarity,0.123091491,Review 304 Similarity,0.452267017
50,"This is the best restaurant in Nicosia since I'm interested in cooking, the food is expensive but cheap for Michelin star level food and they have an extensive selection of charcuterie. I'd go there often if I were rich",Jamies Italian,Review 7 Similarity,0.365148372,Review 118 Similarity,0.447213595
20,"The food in this restaurant is of good quality but the same is not true as far as service is concerned. Waiting times are rather long, and in my case a different plate was served from the one I had ordered. The prices are rather high as well...",Jamies Italian,Review 15 Similarity,0.365148372,Review 119 Similarity,0.447213595
50,We have been in the restaurant a number of times and the food is of high quality with fresh ingredients. Portions are of reasonable quantity and the service is very good.Highly recommended,Jamies Italian,Review 265 Similarity,0.365148372,Review 129 Similarity,0.447213595
10,"Mass production food, cheap products (eg truffle), terrible cooking (eg. chicken Milanese was over-cooked and burnt), expensive for the poor quality food it offers. We complained at the waitress but the manager did even bother coming to us and offer his apologies.",Jamies Italian,Review 291 Similarity,0.365148372,Review 130 Similarity,0.447213595
30,"The food tasted good, but it's overpriced for the size of portion you get. The whole chain is also overrated in general.Don't get me wrong, it's nice quality foods and gets greyl great taste but I've seen better.",Jamies Italian,Review 381 Similarity,0.365148372,Review 134 Similarity,0.447213595
20,Nice atmosphere but food is not that great. I was expecting better quality for price.not going again,Jamies Italian,Review 93 Similarity,0.182574186,Review 268 Similarity,0.447213595
40,Ordered pork chop with ff. The pork was served in a big round plate along with chopped tomatoes and other veggies. It was nice but a bit dry for my standard. The rest of the order (macaroni and cheese for the toddler) and burger were also nice. Overall it was a good experience.,Jamies Italian,Review 99 Similarity,0.182574186,Review 269 Similarity,0.447213595
30,"We were invited by friends to meet for dinner, all first time diners at Jamie's.The service was efficient and friendly .The food however was mediocre, an ok meal but don't quite get the ""hype ""!",Jamies Italian,Review 147 Similarity,0.182574186,Review 270 Similarity,0.447213595
30,"excellent location! the food is not very nice- i mean is not very italian, but there is a big catalogue of choices! I ate black pasta with seafood. it was something different. i think its little bit overpriced for the quantity it offers! Nevertheless the location is beutifully decorated!",Jamies Italian,Review 151 Similarity,0.182574186,Review 271 Similarity,0.447213595
30,"What I loved: the decor.What desperately needs improving: the service. 40 minutes for a glass of wine to be served is unacceptable.What wasn't so special: the food. While it wasn't poor, it wasn't memorable and definitely didn't stand out. But perhaps my expectations were too high. I love Italian cooking and while I'm certainly no expert, there was nothing I tried that makes me want to go back again. In contrast, Chef Giorgio Locatelli's delicate chicken-filled ravioli served with a cheese fondue and topped with radicchio WILL make me go back to his restaurant again.What was terrible: the desserts. I tried the Tiramisu and gave up after a couple of spoons. It felt like somebody had poured in a sack of sugar. The others at the table had trouble with their desserts too. For a chef that preaches about healthy eating, Jamie's certainly doesn't hold back on the sweet poison.",Jamies Italian,Review 193 Similarity,0.182574186,Review 273 Similarity,0.447213595
50,Go see and try yourself. Quality and presentation of food plus beautiful restaurant combined with great service is guaranteed recipe for amazing experience.Highly recommended.,Jamies Italian,Review 218 Similarity,0.182574186,Review 274 Similarity,0.447213595
40,"The place is very cosy with a friendly, family feel to it. Our waiter Christopher was very attentive and the manager Thomas dedicated to his mission! The food was very tasty and nicely presented. The portions are just right. The prices are correct for the quality you get. Will definitely recommend it and go back again.",Jamies Italian,Review 352 Similarity,0.182574186,Review 277 Similarity,0.447213595
40,Good selection of food in good presentation and quantity. Prices average to high. Professional fast service. Good decoration upscale place,Jamies Italian,Review 98 Similarity,0.471404521,Review 26 Similarity,0.433012702
30,"We visited with much expectation..as we entered our expectations were even higher as the place is awesome,excellent decor,friendly staff. But we were highly disappointed with food which was below average..my husband had parpadele with meatballs,in terms of taste was ok but pasta was uncooked!(aldente does not mean uncooked people!), i ordered the italian steak which was TERRIBLE,tasteless (i even used my son's ketchup to add some flavour!). Only the lemon cheesecake that we had as a dessert was above average. Prices are ok as far as there will be food quality improvement!",Jamies Italian,Review 252 Similarity,0.369274473,Review 114 Similarity,0.433012702
40,"Jamie's Italian was overall wonderful. Loved the setting, the great and attentive service, and the food was pretty awesome. A bit pricey, yes. This is not somewhere I would go on the regular, but for a birthday or a similar occasion.The Italian Nachos we ordered as an app were ok, nothing special. We would probably skip the starters next time as they aren't huge in quantity, perhaps just some garlic bread which we liked. The papardelle with meatballs was so so good though. Totally recommend it. The desserts we very nice as well. Will visit again!",Jamies Italian,Review 244 Similarity,0.23570226,Review 229 Similarity,0.433012702
50,"Last night i visited the place for the second time,first time was nice but this time was really great. my friend and i were seated outside which is lovely and relaxing especially summer time and we order tomato ricotta brusketta for starter and salmon ravioli for main.Both of them it was very TASTY and DELICIOUS!!During our time there,thomas was our waiter for the evening and i gotta tell you he was perfect.he was there for everything we wanted,.very polite and pleasant character.all in all we had an awesome experience at jamies thanks to the delicious food,the nice athmosphere and the amazing service.looking forward going again",Jamies Italian,Review 303 Similarity,0.140028008,Review 298 Similarity,0.422577127
30,"Went to the restaurant for lunch. Interior decor is very nice and the place was really cool on a very hot day. Serving staff excellent - friendly and helpful. Not terribly impressed with the food. Starter OK but the crab spaghetti was very short on crab and long on pasta. Also had a truffle risotto - slightly on the dry side and very salty. We thought that the prices were high for Cyprus - just under 17 euros for a pasta dish, ditto the risotto.",Jamies Italian,Review 314 Similarity,0.33968311,Review 142 Similarity,0.416025147
40,"I wan't sure what to expect since the reviews were a mixed bag, but a friend and I had a very enjoyable lunch at Jamie's. I've eaten at Jamie's in the UK so I knew what to expect from the menu, so no surprises there. The service was good, very friendly. The atmosphere is what you expect from a chain-style restaurant, shabby-chic-rustic, clean and well organized. We had the three course set menu lunch and it was more than enough food and the price was good. I really had no complaints but I think that some people are expecting something that Jamie's isn't; a Michelin star restaurant where Jamie himself cooks. It's a nice place to eat, on par with The Hard Rock and Friday's, with good food and good service and decent prices. I will definitely go again because it was an over-all pleasant and affordable experience.",Jamies Italian,Review 183 Similarity,0.504694939,Review 2 Similarity,0.412081692
40,"The food was really nice, especially the funghi pizza which was weird and interesting. We asked for a birthday treat on our dessert and they spelled Happy Birthday as ""Happy Oirthday"" which really confused me and I couldn't sleep at night.",Jamies Italian,Review 20 Similarity,0.5,Review 3 Similarity,0.40824829
20,"What a shame... Food was good, service was confused and slow, atmosphere was none existent. Almost feels like you should feel privileged to be there and that's enough, the restaurant staff don't need to do more! Wouldn't go back.",Jamies Italian,Review 187 Similarity,0.5,Review 8 Similarity,0.40824829
20,We were 5 people. We ordered an antipasti dish for 5 with cheeses and cold cuts. Then each ordered a pasta dish. We all shared a red wine (the cheapest on the wine menu) and at the end 3 sweets shared by 5 people. Everyone in the company complained that the portions were very small. We left the place and I have to admit that we were all still hungry!! The cherry on the cake was the bill.... we were all freaked out!! We paid 30euros each!!!!!!! I think that the administration of this restaurant should consider that this is Cyprus!! Cypriots love good food and big portions in reasonable prices! My opinion is that if you are hungry there are much more better choices of restaurants in Nicosia and not so expensive!,Jamies Italian,Review 212 Similarity,0.5,Review 9 Similarity,0.40824829
50,Loved this restaurant. The decor is stunning and unique...something you don't really find in Cyprus. The food was delicious and highly recommend the tomato ricotta bruschetta as a starter and the prawn linguine as a main. The service was great. All the staff was very attentive and polite.,Jamies Italian,Review 219 Similarity,0.5,Review 10 Similarity,0.40824829
40,A change from traditional Cyprus meze. Food is awesome Staff attentive Great food and reasonable priced,Jamies Italian,Review 230 Similarity,0.5,Review 11 Similarity,0.40824829
30,"Jamie's Italian sounds very promising.I've been there last year and the food was good.This time i was disappointed.Although the dishes are big and served in a nice way, it's not tasty.If you're already there, don't skeep the lemon cheese cake.",Jamies Italian,Review 141 Similarity,0.46291005,Review 34 Similarity,0.40824829
20,"We were invited for lunch by a couple of friends in May 2016. The overall experience was below average:- Very very very average food (I had the pumpkin ravioli which was just plain). Out of 15-16 main dishes we ordered only 1 was ok (spaghetti bolognese)- Going to an ""Italian"" place you would expect to find pizzas and not burgers... Which had more breadcrumbs than meat- Fries were extremely deep fried and even their colour was dark brown (which made me wonder how often is the oil being changed)- Overpriced! Felt sorry for the couple paying!On the plus side:- great ambiance and vibe for a casual bite- the lemon cheesecakeI'm really having difficulties in being convinced to return",Jamies Italian,Review 261 Similarity,0.46291005,Review 37 Similarity,0.40824829
20,"We called and booked a table as we wanted a quick late lunch: We we taken to our table, sat and waited, warning signs came as the couple on the table next to us were exasperated with waiting for their bill...After a good 10 minutes we ordered, simple salads to start, 20+ minutes later we got the salads, before we finished,and we weren't hanging about, our carbonara dishes were bought and dumped on the table, for me this is the height of bad manners in a restaurant, despite a friendly waitress took an interest in us at the end (tip time?) we felt we were more ""punter"" than customer....Although we have no complaints regarding the food the service has put us off returning.",Jamies Italian,Review 286 Similarity,0.46291005,Review 38 Similarity,0.40824829
50,we visited jamies italian for sunday lunch. it was full so thank goodness we had booked our table as we were coming from paphos. service was good. food was excellent. i ordered the lamb chops and they were fantastic. my one son had the kiddies burgers which came on a wooden Board consisting of 3 x Mini burgers and chips and salad. my kids said the chips were the best they tasted. my other son had spagetti. i had a pineapple cocktail without alchol which was fab. my husband was a little disappointed in his meal but i cannot complain about mine at all.,Jamies Italian,Review 294 Similarity,0.365148372,Review 131 Similarity,0.40824829
40,"When you're a little tired of kabob and sharwma, then pop on over to Jamie's and try the pasta! Nice atmosphere, good food, similar to Olive Garden in the States",Jamies Italian,Review 54 Similarity,0.333333333,Review 146 Similarity,0.40824829
20,"I honestly really wanted to like this place! This was my third visit and I have now definitely confirmed that the food is generally bland and boring! I had the Pork Milanese this time, basically a rather tasteless Shnitzel! I added salt, which i absolutely never do!! It came with a handful of totally dry Rocket leaves with a sprinkle of Parmesan, literally 5 sprinkles! (A misleading mention in the description!).Paying 17 Euros for a dish and then grabbing a Big Mac whilst leaving from across the street!? Not cool! Slapping a famous name on a franchise just isn't enough these days. I wonder what will happen to Jamie's after the novelty wears off!",Jamies Italian,Review 64 Similarity,0.333333333,Review 148 Similarity,0.40824829
50,"The food was amazing, fresh and tasty. Service and atmosphere was also great. We have a good experience with this restaurant and we will go there again :). We can recommend it.",Jamies Italian,Review 281 Similarity,0.333333333,Review 157 Similarity,0.40824829
50,"Great food, great service. What else to say. I have to travel from the other end of Nicosia, but it is worth it. Superb.!",Jamies Italian,Review 63 Similarity,0.166666667,Review 280 Similarity,0.40824829
50,Thankyou for an excellent meal fab service on Xmas eve Thomas you were a star! We shopped in Nicosia not so easy with one way system so went to Jamie's in engomi first rate food great atmosphere and not expensive open in paphos pleeeese!,Jamies Italian,Review 201 Similarity,0.166666667,Review 282 Similarity,0.40824829
30,Very poor service that leaves a hole in your dining experience. Overpriced for the style and quality of the food: €40 per person if you want the full experience. Not worth it just to enjoy the great atmosphere. Poor location.,Jamies Italian,Review 282 Similarity,0.166666667,Review 287 Similarity,0.40824829
40,I love Greek food but the prevalence of large Meze platters means that occasionally I crave something different. For that reason we tried Jamie’s Italian. It was close to our our and well rated. I had always had a high opinion of Jamie Oliver and expected him to run a professional restaurant. It did not disappoint.We started with an order of garlic bread — slightly Untraditional in a good way. I had the steak. My daughter had pasta. We closed the meal with tiramisu and panacotta. Every dish was very good.The room was nice and modern and the service was excellent.,Jamies Italian,Review 25 Similarity,0.316227766,Review 163 Similarity,0.387298335
50,"Wow what a little surprise was in Nicosia for something else and decided to give the place a go from stepping inside service great,surroundings great,very Jamie Oliver attention to detail great and the food was just perfect very happy chili prawns very tasty my partners prawn linguine delicious and my steak cooked perfect well done chefs will be recommending to all and now Nicosia has become a little more inviting by this restaurant.",Jamies Italian,Review 257 Similarity,0.105409255,Review 306 Similarity,0.387298335
30,"Visited specific restaurant previous Saturday for lunch during our visit to Nicosia.Very nice decorated (big) restaurant with bar and open kitchen. Service was really very good, waiter was very polite and ready to answer all our questions about menu with a smile.We made a reservation for as is considered a busy restaurant ever for lunch.Taste wise can not say that I was impressed. Caesar salad with Chicken was very small and without any special taste.Same the spaghetti with meatballs. Meatballs were cooked well but the sauce was without taste. Only above average dish was the salmon with quinoa salad.Taking consideration that decoration, atmosphere and service are for 5 stars but unfo most important matter in a restaurant is the taste of food that is for 3 stars.",Jamies Italian,Review 172 Similarity,0.320256308,Review 160 Similarity,0.384900179
50,"The best restaurant ! Friendly staff and perfect food!! Try the super food salad, porcini tagliatelle and of course the epic chocolate brownie for dessert! Love it!!",Jamies Italian,Review 59 Similarity,0.46291005,Review 33 Similarity,0.377964473
50,"We was there with a couple of vegans and they found good food. Personally me , I enjoyed every piece of my food and wine. I highly recommend it! I love Jamie's Italian",Jamies Italian,Review 145 Similarity,0.46291005,Review 35 Similarity,0.377964473
40,"We went with an apprehensive state of mind because of the negative comments we heard. However we were pleasantly surprised. The restaurant has a beautiful rustic decor, nice ambiance and the staff is extremely polite and friendly. The food was also excellent with fresh, vibrant flavours. The portions were quite big and the prices were good. We paid a total of 150 euro for 3 starters, 4 adults, 2 kids, coctails and 4 desserts.",Jamies Italian,Review 330 Similarity,0.46291005,Review 41 Similarity,0.377964473
40,"As all Jamie Oliver's restaurants, this restaurant is also well organised with very friendly and polite staff, quick service and warm atmosphere.But there is not a big selection of dishes and the portion of the food compared to the price is, in my opinion, small.",Jamies Italian,Review 354 Similarity,0.433012702,Review 68 Similarity,0.377964473
40,"Appetisers: The ravioli and crispy squid were really niceMain ones: The pork chop was amazing, the prawns pasta was very good with plenty of prawns and the burger was dissapointing. I was so excited to try that burger especially after watching Jamie on FoodTube preparing the sauce recipe and then enjoying the Jamies Italian burger with that italian guy... looked so juicy and tasteful. Now the burger I tried was blunt, with no sauce, overcooked and dry as a bone... the only tasty thing was that special salami inside.Deserts: Tiramisu was really nice and lava cake was nice but expected it a bit warmer to match with the ice cream.Service: The guy serving us fetched me the 1st bottle of beer really fast and I was very pleased, but the 2nd one took him 20 mins and got me frustrated asking other waiters for the beer since I could not find the guy(there is only bottled beer so you cant get a pint). Other than that service was good.Price: The prices were much better than I expected since everybody was telling I was about to pay 40 per person etc.. It is cheaper than Fridays with a better quality. We paid 83 euro for 3 adults which is ok.",Jamies Italian,Review 278 Similarity,0.385758375,Review 108 Similarity,0.377964473
10,The starters were uninteresting with only the super food salad being the highlight. The crab bruschetta could have passed for canned crab over bread and the garlic and chilli prawns were average. 3 of us had the baked salmon for main which they were happy with. The pasta dishes were uninteresting with no real flavour and the kids burger was dry. The service needs serious improvement with waiters having a cafe type attitude. Not what I expected from a famous chef's restaurant. With medium sized pasta dishes priced at 15 euro each the experience should be memorable.,Jamies Italian,Review 258 Similarity,0.369274473,Review 115 Similarity,0.377964473
30,"I was pleased with the quality of the food 2 out of the 3 times I visited. On my last visit (on a week day) the burger I ordered was 'average'. The ambience of the place is excellent. Good choice of meat, salads and pasta. I would visit again but I can't say that I am too excited about it :)",Jamies Italian,Review 155 Similarity,0.333333333,Review 151 Similarity,0.377964473
30,"Had lunch the two of us. I forgot to review this restaurant when I visited back in July. If you remove the pleasant interior surroundings, and a relatively good service which reflects on the owner, the food I must say was nothing extraordinary. It does have what it takes as an establishment, but, is yet to deliver the expected quality. We expect more from Jamie.",Jamies Italian,Review 254 Similarity,0.333333333,Review 154 Similarity,0.377964473
50,"We visit the restaurant with some friends.. the food excellent. I liked freid mushrooms. I order a Rib Eye. Well cooked as per my request, the portion good enough. It's a place to eat in a non hurry atmosphere. Saff positive and always ready to help. Prices, a bit expensive but the quality pays off. I strongly recommend!",Jamies Italian,Review 31 Similarity,0.3086067,Review 165 Similarity,0.377964473
40,I love this restaurant for many reasons.Excellent service and very friendly staff.I love the food very tasty and i live the jamie concept. Always happy to eat here.,Jamies Italian,Review 275 Similarity,0.3086067,Review 169 Similarity,0.377964473
50,Nice atmosphere and very good service.The menu is just what you want to have for a great dinner.The waiters were very responsive and helpful especially Anna who was ....dedicated to our table.,Jamies Italian,Review 331 Similarity,0.3086067,Review 172 Similarity,0.377964473
50,"I've been there quite a few times, the quality of the food and the service were always excellent!! Pricy but definitely worth its money. Simple rustic dishes with quality ingredients.",Jamies Italian,Review 206 Similarity,0.288675135,Review 190 Similarity,0.377964473
30,"Tasty starters; great presentation..Good wine..Nice atmosphere & decoration..Ordered 2 ""juicy"" pork chop with aubergines. Pork chops ANYTHING BUT JUICY. Aubergines were overloaded with tomato sauce.Dessert : warm brownie with ice cream.. Very nice..",Jamies Italian,Review 115 Similarity,0.15430335,Review 290 Similarity,0.377964473
50,"Not sure about the bad reviews, but this restaurant is easily by far the best meal and Italian experience we had in Cyprus.Service is caring and fast, food is great - fresh, tasty, huge portions! price is not that high, more of a mid-range (although some items are of/aims to high-range).don't miss the desserts! and take your time, enjoy the atmosphere.oh, the design is brilliant and detailed!",Jamies Italian,Review 355 Similarity,0.15430335,Review 292 Similarity,0.377964473
10,"Worst restaurant ever.. Never saw a more uprofessional bunch of waiiters (one of them tried to discuss his salary with us!), there were no placemats (cutlery direcrtly on the wooden table!), coasters or napkins, the ""food"" was tasteless and greasy. My chicken milanese was thin as paper, deep fried in old oil and served with a sad pile of dry rocket. My friend had a very questionable crab spaghetti (not homemade of course, shame on you, Jamie) which was very acidy and seemed to be rotten. We both left the restaurant feeling literally sick. never going back. Place looks lovely but I came to eat and not to admire interiors.",Jamies Italian,Review 368 Similarity,0.15430335,Review 294 Similarity,0.377964473
10,I was dying to go to this restaurant because i looove jamies recipes but this was disappointing. The pasta was mediocre and the service was a bit slow. The staff however was very friendly and polite! I did not like my choice of pasta and they offered to bring me another dish of my liking and did not charge my pasta that i did not like which is nice. Also the garlic bread was a hard like a rock and not even warm. I hope they upgrade the food quality,Jamies Italian,Review 95 Similarity,0.204124145,Review 255 Similarity,0.375
