r_points,r_text,place,,,,
50,"Although we only stayed here for one night, we could have happily stayed for many more as the service was incredible!The family could not do enough for us and arranged a free shuttle bus into town for whenever we needed it which was a great help as driving through Nicosia would have been a bit of a pain. We also ate at the hotel and the food was fantastic and very cheap.The room itself was very nice and exceptionally clean with all the facilities you could require (fridge, air conditioning, wifi etc).All in all a fantastic place to stay at a very reasonable price.",Asty Hotel,Review 175 Similarity,0.365636212,Review 173 Similarity,0.421052632
50,From free day time snacks to free shuttle bus and bicycles this place supplies the lot all in included in a very good price. Just had m first night here and there really is nothing to find fault with. The staff are super friendly and helpful the location is great for the various Embassies [my reason to be here] and there are a number of really nice restaurants close by. Enjoyed the place that much we decided to book an extra night. One huge surprise was how peaceful and quiet the place was in spite of the very busy area it's situated in. It won't be the last time I/we stay here I am sure.,Asty Hotel,Review 73 Similarity,0.352511994,Review 184 Similarity,0.420595512
50,"We stayed last night in this small hotel and our experience has been wonderful. First at the reception the lady we met was very very nice and helpful organising also shuttle free of charge for us in the evening to go to another part of the town. Second the room was at least 25 sq mt. large, with a king size bed, very clean and it contained all what we need, much more than a two stars hotel usually have and in many cases even a three stars hotel. The breakfast included in the price was more than enough for us and the quality very good. The price? 47€! In few words: price / value ratio: unbeatable.",Asty Hotel,Review 247 Similarity,0.407045789,Review 122 Similarity,0.418853908
40,"I would suggested ti without any hesitation.Booked there 2 rooms for two friend couples. They were more than satisfied with my choice.Friendly staff, more than willing to provide them with any assistance (town instructions, providing them hotel transportation from and to the hotel). Something which impressed me was that the place where breakfast is served is 24h open so any time you feel you can go there and prepare smthing easy to make.",Asty Hotel,Review 231 Similarity,0.413670152,Review 113 Similarity,0.415028678
40,"The hotel has a homey feel and is located in a quiet neighborhood at a 10 min drive from the old town. Has a private parking lot. Its rooms are a bit larger than normal (small) European standards, have air conditioning (a little noisy) for heating and cooling, a refrigerator and a TV screen with enough news channels. Breakfast buffet is just ok and includes eggs prepared as you like. They should improve it, by offering for example, more juice choices. WiFi works well everywhere. It offers a free shuttle to downtown twice a day, has bicycles for rent and also a self service laundry for a small price.Its prices are very reasonable. Good place to stay!",Asty Hotel,Review 5 Similarity,0.499134198,Review 15 Similarity,0.414644214
50,We stayed at this hotel last second. The hotel staff was amazing at accommodating us. We found a great room at an amazing price. The WiFi is super fast and the air conditioning blew ice cold air. Every night as we explored the old city we took advantage of the shuttle service or the complementary bicycles. I would stay here again for sure!,Asty Hotel,Review 108 Similarity,0.428746463,Review 100 Similarity,0.414644214
50,"We only spent one night at the Asty hotel ; a stopover in Nicosia before going to the north. In that brief stay we were treated with enormous kindness by the receptionist, staff and manager. The room was clean, comfortable and calm. The restaurant prepared a lovely meal for us outside normal hours. Most memorably, we were driven into the city by the owner so that we would not miss out on its world class museum. Nothing was too much trouble. This is a real gem of an hotel run by genuine people who understand the concept of hospitality.",Asty Hotel,Review 120 Similarity,0.366679399,Review 169 Similarity,0.414644214
40,"Stayed many times here usually for one night . Its a great value for money accomodation. it provides all the basics above average for a very low price. Big celan rooms although outdated . Good breakfast . Again, thi is a great value for money option not a luxury hotel.",Asty Hotel,Review 224 Similarity,0.265684466,Review 246 Similarity,0.414644214
50,When you book a hotel for this rate you just hope that it will be clean and quiet.This place is amazing. You will get the value of a 5 star luxury hotel!! actually you will get more then in a 5 star hotel. The family that runs place can write a book about the harmony and Zen of running a hotel.**Clean:The rooms are super clean. Sometimes in hotels the rooms smell of perfume or cleaning antiseptics but in this hotel there is non of that.**Quiet rooms:The Mattresses are top quality and are very comfortable. It is located in a very quiet neighborhood so the place is very quiet and we had excellent sleep conditions.**Location:They gave us a ride to the center whenever we needed so the distance from the center was not a problem at all and since they dropped us exactly were we had to go it actually saved us time.**Room design:The rooms are colorful and renovated.****Extra****Highly recommended hotel!! We visited here on April and were invited to join the family in the Easter celebrations. They took us to see the ceremony in their church and invited us and all the other guests at the hotel to an excellent home made barbecue and salad bar. All these extras were free of charge but where not just a promotional giveaway it was pure hospitality!,Asty Hotel,Review 223 Similarity,0.351467512,Review 185 Similarity,0.412948321
20,"we have been one night for business trip, and we took the recommendation of the hotel from theTripadviseor as always.Unfortunately and although Hotel Asty was recommended as number 1# in Nicosia (as the last week of July 2012), we found a very old and basic hotel. the rooms have a weird smell, room are furnished with old carpet and the mattress was very uncomfortable.the mini-bar was empty and our request to fill it up was denied because they do not fill it up ever.the gim room is equipped with old devises and the air condition did not work at all.breakfast was less than basic and the food was less than any standard we have seen.The description on the web-sight does not match the reality, for example there is no room service.I wonder why is the deference between the visitors. maybe not all the rooms are in the same condition..the good part is that the staff was very polite and you can use the hotel bicycles for fee.",Asty Hotel,Review 332 Similarity,0.332351495,Review 202 Similarity,0.410391341
50,"My husband and I were blown away by our experience at the Asty Hotel - we could never have expected such a wonderful stay. The staff were exceptional - providing us with maps, helping us order dinner when we arrived late at night, even bringing a glass of wine to our room! Our room was very large and comfortable. The breakfast was outstanding. Although I was a bit concerned about not being right in the city center, there was no need to worry - we were dropped off and picked up and it wasn't even very far away. Michael, the owner, treated us like family and could not have made us feel more at home, recommending the best things to see in Nicosia, telling us to help ourselves to the snacks and drinks at the hotel which were available at all times, taking us into the city and even telling us what we should see and do on our next stop in the Troodos Mountains. I would stay at the Asty again in a heartbeat, and you should look no further for a place to stay in Nicosia!",Asty Hotel,Review 301 Similarity,0.374970109,Review 160 Similarity,0.40937761
40,good breakfast clean rooms free parking and internet wifi . our stay for me and my partner was ok if you are not looking for delux hotel try ASTY real bargain,Asty Hotel,Review 399 Similarity,0.400163365,Review 135 Similarity,0.405553553
40,Breakfast and snack and juice through the day was complementary which I thought was great! Can come down and grab a tea/ coffee / juice really late at night. (No drinking water in rooms) It was also really clean and good air con in the rooms. Happy stayed here,Asty Hotel,Review 152 Similarity,0.249567099,Review 259 Similarity,0.401477534
50,"I stayed 1 night here before a conference and really enjoyed my stay in this family run hotel. It is slightly out of town but this is more than compensated by free pick up from airport shuttle station. As I was on my own they then insisted on driving me to a local restaurant and collecting me again. Room was big, spotlessly clean on ahigh floor with a balcony as requested. It's a family run hotel and they were welcoming, friendly and did all they could to make my stay enjoyable.Thank you very much.",Asty Hotel,Review 191 Similarity,0.411664654,Review 117 Similarity,0.400500939
50,"I was in Asty Hotel for 2 nights and I have to state only positive comments. It is value of money hotel in a very quite place that in the same time is so near to the city center as well to the business area. The main advantage of the hotel is the service which is excellent. The rooms are among the biggest rooms you can find, rich breakfast and people who are ready to help you. I would like also to mention that I forgot to the room a very valuable item and 2 hours after the check-out the owner of the hotel himself call me mentioning that it is on the reception. It is a highly recommended hotel.",Asty Hotel,Review 386 Similarity,0.428537267,Review 101 Similarity,0.3941159
40,"me and a colleague have been staying at Asty for 5 days as we had work trip in Nicosia.It wasn't long before I understood I made the best choice!We had two big, clean and recently renovated rooms at the top floor, with a great open view.The staff is always friendly and helpful, which is think is really the highlight of this place.We had a nice free barbecue as we arrived on saturday night, what a great welcome!The location is 10 mins from the center, very convenient and in a nice quiet residential area. We often took the free bikes to ride to the walled city.Well, I suggest that you don't look any further and totally go for Asty Hotel !Laura from Italy",Asty Hotel,Review 347 Similarity,0.407045789,Review 123 Similarity,0.390199486
50,"Stayed for 3 days . Arrived late a night but was able to get a welcome tea , coffee or cold drinks also available 24/7 a fridge stocked with a range of fruit , cakes yogurts . Very welcome . The hotel is traditional , what it lacks in minimalist decor it makes up for in service. Michael strives to provide an excellent service , he & his staff succeed . The sat nav provided by the Asty was very useful . Our rooms were serviced daily and a wide selection of dishes to choose from at breakfast . A comfortable stay with excellent service, certainly would recommend the Asty and will be staying again.",Asty Hotel,Review 322 Similarity,0.400426717,Review 132 Similarity,0.383412891
50,"As a regular traveller worldwide i can safely say i have never been better treated at a hotel than at the Asty. Family run place where the guests are at the centre. All sorts of free services - wifi, water, fruit, shuttles. Clean and comfortable rooms and a 4th floor terrace with mini-golf. A marvellous experience shared with friends from all over Europe. Especially ideal if you are a big group attending a conference at nearby Univeristy of Nicosia as we were.",Asty Hotel,Review 329 Similarity,0.361961383,Review 178 Similarity,0.382359556
50,"We had a fantastic time at the Asty Hotel! We originally chose the hotel because of the inexpensive price per night (I suggest using Booking.com to get the best deal for this place) but it turned out to be way better than we had imagined. Included in the price of the room was breakfast, with eggs made to order, and a free shuttle to and from the center of the city whenever we asked. We had also rented a car for day trips to other parts of Cyprus and lucked out because Asty not only had free parking for us, but also a free GPS for us to use while we were traveling. They even provided maps and great advice on how to get places. We had a really great time and created a TripAdvisor account specifically to review the hotel. If you travel to Nicosia, definitely get a room at the Asty Hotel.",Asty Hotel,Review 239 Similarity,0.404163848,Review 126 Similarity,0.375747653
40,"We stayed at the Asty for two nights for a local wedding.The hotel is a little dated but makes up for it in the service it provides. The variety of what was on offer at breakfast was great, with complementary beer and hot drinks available throughout the day. The rooms were clean and well-presented, though our bathroom had some issues with smells coming up from the drains.Only downsides were the location is a little bit out of the way, and the hotel staff were not responsive to emails/contact before the stay. This was significantly improved during the stay, but I felt that the days leading up to our arrival might have been less stressful had the hotel been better at responding.On the whole I would definitely recommend.",Asty Hotel,Review 109 Similarity,0.470870956,Review 54 Similarity,0.374634325
50,"My husband and I and a couple friends stayed in the Asty Hotel. It was clean, people were friendly and the food was great. We were able to rent bicycles for the day free (I think). It was just pleasant in many ways. What ever we may have needed they helped us with. The breakfast was huge and they were more than happy to cook eggs and other items. The coffee was available all day and it was very good as well. If you are looking for a modern upscale place, this may not be what you are looking for, but it was a very nice place to stay. The view from the front rooms is really nice. You look out above the buildings and see beautiful mountains. I also felt safe there. We were very pleased with our stay at the Asty and if we returned to Cyprus and Nicosia we would most likely enjoy another stay at the Asty.",Asty Hotel,Review 381 Similarity,0.40457739,Review 125 Similarity,0.37208055
50,Asty catered for all our holiday needs and went above and beyond to make our stay memorable.Friendly staff and clean rooms and willing to help to make our stay better!Definitely check this place out for your next Cyprus holiday! Thank you Mr Michael and his staff !,Asty Hotel,Review 40 Similarity,0.275009549,Review 241 Similarity,0.367883604
50,"Location-wise this was incredibly suitable for me. If you have business at the Russian or American Embassy then this is your choice as you will find no parking at the embassies and this hotel is about 3 minutes of walk. As for what you get, you really should not expect so much for the price paid but all was ok. Room was ok, breakfast was hot, not much variety but ok. Hot shower and comfortable bed. If you have a night to spend in the capital and have no-where to stay you could do a lot worse than the Asty. Free wi-fi, not normal for this price, but normal for capital city hotels. Big plus for business users. A proper business center would be nice but the staff were helpful for prining stuff. The staff try to be as helpful as they can because they want people to return, which is good. Would suggest to friends.",Asty Hotel,Review 392 Similarity,0.369970037,Review 165 Similarity,0.367065174
30,"The owners/employees were amazing... super nice and accommodating! I'd never been to a hotel where the kitchen was open 24 hours for self service, really convenient!The only thing to keep in mind if you stay here is to not expect much from the hotel/rooms themselves - they look and feel very dated, from the 1970s. Also, I needed a cab to get to anywhere (meetings/dinners/etc.).",Asty Hotel,Review 343 Similarity,0.48809353,Review 28 Similarity,0.362738125
20,"this is an old hotel that needs renovations and not the lobby or the salons but the rooms also...rooms stings, bathroom tube was problematicstaff very very helpfull and good breakfast free coffe 24 hours..",Asty Hotel,Review 95 Similarity,0.433860916,Review 91 Similarity,0.362738125
50,"My experience at Atsy Hotel was absolutely great!!! The hotel staff are extremely friendly and helpful. I arrived much earlier than the check in time, and the staff allowed me to go into the rooms ahead of time and pay the accommodation cost later:)The hotel room was clean and cosy with reasonable price. The breakfast was very good with wide range of things to eat, and they can also prepare fresh eggs for you if you like. The 24-hour beverages and snacks were great, I enjoyed the hot chocolate so much!!The shuttle services are offered twice a day which is very convenient!! The general environment of the hotel is nice and peace with an antique piano downstairs for music lovers to play. I enjoyed playing piano and chatting with friends here. I especially love the blue light as the hotel's main colour, it looks beautiful at night! I met my best friend Chris who is also one of the staff here, we had a great time spending together in Nicosia!!I enjoyed my stay here so much and highly recommend it to all travelers. If I come to Nicosia next time I will definitely stay in Asty Hotel again!!Rain",Asty Hotel,Review 15 Similarity,0.455091027,Review 70 Similarity,0.353063365
50,"The hotel is a bit oldish, but the service is excellent, breakfast is abundant and they offer bike rentals and 24-hour snack buffet. On a hot summer night you need a refreshing juice and a little snack every hour, and it's all there. For low-budget and fit travellers it is a good choice.",Asty Hotel,Review 199 Similarity,0.324101862,Review 210 Similarity,0.346843988
20,"we will not be coming back to this Asty - - - - all i can say is that i am very surprised by the good reviews - - - the quarters, service, reception and food are all below average. I was fooled once but will not be fooled again. - - - at best (when the streets are not filled with noise) this dump can only be rated as average in my book. all i require is a good night sleep - and this was impossible here.",Asty Hotel,Review 328 Similarity,0.194461117,Review 280 Similarity,0.346843988
50,"A great hotel for business trips in Nicosia! The common areas need renovation for my taste but who really cares if the rooms are clean, up to date and modern? I would suggest to everyone to check in Asty Hotel!",Asty Hotel,Review 148 Similarity,0.258543845,Review 251 Similarity,0.345857232
50,"My husband and I recently spent three days at The Asty hotel and were very pleased with everything. The staff, including the owner, were always friendly and helpful, even taking us places in their own cars. The rooms were clean and comfortable, the location convenient to the places that we wanted to see and the food couldn't have been better. Snacks and drinks were available at any time of the day and we always felt completely safe at this hotel. We hope to go back next year and I would certainly stay there again.",Asty Hotel,Review 363 Similarity,0.432789211,Review 95 Similarity,0.344123601
40,"We went to Cyprus for our honeymoon and we had booked Asty thru the net. The service was good and they were very prompt. The rooms were small and cosy but it had a family touch. There are very few rooms, and we ended up making friends with a lot of people there. It is walking distance from the old city, museum and the market too. loads of small n nice places to eat. Would love to be back in Asty",Asty Hotel,Review 394 Similarity,0.30996521,Review 220 Similarity,0.344123601
50,"This hotel should be rated at 5 stars. There is a gym, the people are the friendliest you can find and we couldn't believe our ears when during check in they said that they provide free minibus services in the area of Nicosia, have free wifi in all rooms, and has a fridge with refreshments and food including coffee, rice puddings, fruit, coffee and much more available for the customers 24hr free of charge and also offered us a complimentary BBQ dinner on saturday night just because the hotel was full for the weekend. It's the best of the best.",Asty Hotel,Review 354 Similarity,0.500638978,Review 13 Similarity,0.342381192
50,"The Asty Hotel Nicosia was recommended to me and it turned out to be an excellent choice.Very clean. Twenty four hour service. All night coffee machines and snacks included as well as breakfast. Fridge in room. All the usual things like tv, kettle, tea & coffee, hairdryer toiletries.Courtesy mini bus to where we wanted to go. Staff very kind and helpful. A pleasure to stay in this family run hotel.",Asty Hotel,Review 127 Similarity,0.377296887,Review 158 Similarity,0.342381192
40,"The staff and services at the Asty were wonderful. I was treated as a valued guest. My room was clean and comfortable and the common areas were all clean and comfortable too. The breakfast was delicious and the snack/dining area was always open and well stocked for a late night or earlyu morning coffee, tea, or snack. I was taken to my destination each morning for no extra charge. The hotel has aging areas, but the ower's committment to not obligating the hotel to loans for upgrading areas such a the hall and stair ways, is an honorable committment to financial stablity. The remainer of the hotel was clean and comfortable. I will stay at the hotel Asty for all my future stays in Nicosia.",Asty Hotel,Review 295 Similarity,0.303433042,Review 227 Similarity,0.341992784
50,"we stayed at the Asty hotel whilst playing a festival gig with our band, the Hotel is comfortable and serves a great breakfast, our room was clean and the beds were comfy, good air conditioning and a great shower, the staff were class! always helpful , nothing was a problem for them, free lifts into town and returned when needed, not a problem to keep our room on when our flight was at night,highly recommend the Asty, i hooe we return one day, thank you from TYSONDOG",Asty Hotel,Review 43 Similarity,0.350311365,Review 186 Similarity,0.340811458
50,"Since it is an advising section; I would like to confirm that Asty is a comfortable, spacious, clean, hospitable hotel to stay at in Cyprus. We stayed in a 3 bed room, with TV (at least 5 English channels, News and Movies) Fridge, AC, good light, comfortable beds, hair dryer, mirror, closet and commode with 3 drawers. They offered a delicious breakfast, a huge variety! There is a huge reception room nicely decorated. The price is affordable! And to add to it all, they even took us with their minivan to a cruise around the town and they dropped us by the borders (FREE of CHARGE!) It is situated close by the American Embassy, and there is a bakery close by as well! So if you are in Cyprus, do not think twice, ASTY is the place to stay!",Asty Hotel,Review 390 Similarity,0.250489716,Review 256 Similarity,0.335083127
50,"The whole experience of staying in this hotel was a complete delight. The staff are the friendliest and most welcoming that we have ever come across. Nothing was a bother for them and they made us feel welcome from the moment we arrived until the moment we drove away. We stayed in a room themed as a Zebra Suite, it was delightful!They have a 24 hour complimentary snack corner, which was an incredible benefit when we arrived back at the hotel cold and wet one night and were able to thaw out with a mug of boiling hot chocolate!We would consider going back to Nicosia just to stay in this lovely, friendly hotel.There was completely free WiFi, cable TV, and a complimentary taxi service.Thanks to all of the staff from sunny Spain!",Asty Hotel,Review 252 Similarity,0.490098029,Review 25 Similarity,0.334855411
50,"Great hotel, they provide us everything a guest needs. We were very content to stay there. If Ill have d chance to visit cyprus again illl stay in asty hotel againnn. Very recomanded. Very clean rooms. With a great view, very generous in everything. Great breakfast, and the stuff was smiley face.",Asty Hotel,Review 238 Similarity,0.250319489,Review 257 Similarity,0.334855411
40,"I spent three nights at Asty Hotel in a leafy part of Nicosia. Very friendly and efficient service and generous hospitality make this hotel distinctive than others in town. 24hours free drinks and delicious snacks were unusual and very convenient . Nice atmosphere, perfect price. Thanks everyone at Asty! I will be back.",Asty Hotel,Review 235 Similarity,0.444648646,Review 82 Similarity,0.33384893
50,"This hotel is family owned and it feels like it. We stayed 6 nights and it was nice. Breakfast in the morning. Coffee, espresso, hot chocolate and nibbles if you need them through the night. The shuttle service was fantastic. Micheal and his family are fantastic.Thank you, our stay at this hotel was enjoyable.",Asty Hotel,Review 66 Similarity,0.374350649,Review 161 Similarity,0.33384893
50,"Twas my first hotel in Cyprus. I had a great time staying in this hotel. They had a great service. The manager greeted personally on my arrival. They have an indoor gym and what i love i the most is they have self service laundry which most traveller needed so. Great breakfast and filling too. Unlimited snack access (I love the plums) :D. They also have 2 free transport service going and back from the city center. They accommodate almost every request. Oh this hotel have library, computer rooms and meeting rooms. Great meeting new people here too. 'εντάξει' is the first Greek language i learned here (the manager taught me that). Anyhow i had good night sleep everyday. Love the little balcony outside my room. I do recommend this hotel because of the distance to the city center and all the complimentary convenience they had.",Asty Hotel,Review 82 Similarity,0.461121019,Review 64 Similarity,0.331361378
50,"The friend that I was vacationing with chose this hotel and I doubt that I could have chosen better. My room was on the 5th floor and was street-facing. Low noise (but we did go at the end of the summer season), well-functioning A/C (the cleaning staff turns it off if you forget, but it's strong enough to quickly cool the room when you return), comfortable bed, and clean and spacious bathroom. My friend's room was on the 4th floor and I would say the same about that one.The owner and his wife are friendly and helpful. Each morning I was there, they were in the lounge talking with guests and helping as they could. They gave us excellent recommendations and directions on places to go. When my friend made an off-handed comment about hoping her phone had enough charge for the drive into the mountains, Michael went out to his car and brought back his personal charger to lend to us. Although I did not take him up on the offer, Michael also offered to cancel my last night without a fee and book me a room closer to the airport so that I could sleep a bit more before my early flight.I've looked at the few negative reviews people have left here and I can't say that I recognize the Asty in them (although I did not visit the exercise room). The staff (older men and a couple of young women) were pleasant and helpful, and did not seem ""dangerous"" at all. I also never saw anything that made me think the premises were unclean or in a bad neighborhood.If I had to complain about something, I would make two points. 1) One of the times the elevator failed and locked us in, but the man attending the desk didn't hear us ring the alarm a couple of times until we called. 2) If you're planning on not returning to the hotel from outside the city until late at night, be aware that Nicosia's streets make the drive to the hotel a bit twisty; this isn't the fault of the hotel, but if you anticipate getting in late and already being a little tired, it's something to keep in mind.I've already recommended this hotel to a couple of friends.",Asty Hotel,Review 267 Similarity,0.309690052,Review 221 Similarity,0.329045098
