r_points,r_text,place,,,,
50,"We were staying in hotel for 6 days. We were very satisfied. On breakfast is good chooice of food, friendly staff, it's close to centre (cca 20minutes of walk). Rooms are very comftorable and modern, with big shower. Recommended.",Hypnos by Bed n Mix,Review 5 Similarity,0.286038777,Review 19 Similarity,0.301511345
50,"I’ve just returned from a five day break at this hotel and would highly recommend.Location: Situated in a quiet residential area, the hotel is close to a great Greek bakery and close to the old town as well.Rooms: The rooms are immaculate, very well cleaned on a daily basis with the most comfortable beds and pillows I’ve ever had - and I’ve stayed in a lot of hotels! Excellent toiletries supplied, soft fluffy towels and clean bedding. Aircon and heating (it was chilly so hearing was needed at night!) made the rooms even more comfy.Phone: you get a phone in your room which you can use to make calls anywhere. This is a very clever and useful feature, especially as you can use the internet on it as well.Breakfast: The breakfast is just what you need, simple but with a lot of choice nonetheless. Coffee and tea is served all day. You can also order in from local takeouts in the day and a menu is provided.We booked for 10 people as we were going for a family wedding, and the owners and staff couldn’t do enough for us - not just during the stay but before we even got there.They are wonderful, kind, helpful...just brilliant!They have recently opened the bar on the 4th floor. We made sure to give them as much custom as possible by bringing the whole family (about 50 of us!). The staff didn’t even bat an eyelid at the amount of people turning up so last minute. Drinks were served without a hitch and they were happy to chat to us all. They were very welcoming. The drinks choice is great as well!WiFi is free and not flaky at all.A perfect stay and a perfect hotel. Thanks for making us feel so at home before and during our stay!Very highly recommend!!!!",Hypnos by Bed n Mix,Review 14 Similarity,0.36346952,Review 11 Similarity,0.288675135
50,"Best hotel by far! Even better than home. Very clean, cozy, friendly and helpful staff, nice decor, close to amenities, many choices at breakfast. After our stay there we won't search for elsewhere! This is the right place to stay!",Hypnos by Bed n Mix,Review 13 Similarity,0.350823208,Review 16 Similarity,0.277350098
50,Perfect place.Perfect stuff.Perfect atmosphere.Nice and comfortable rooms.Very nutrition and tasty breakfast.It's my fourth time to be accommodated in the hotel with in the last two months.Sure I will come again.,Hypnos by Bed n Mix,Review 26 Similarity,0.237170825,Review 23 Similarity,0.25
50,"We have been here now two times. The hotel is very clean, modern and the people are very friendly. I wish I could find more hotels like this elsewhere.Excellent rooms, good breakfast makes you wonder why you need complicated big hotels. Perfect as a base for business when you are in Nicosia.",Hypnos by Bed n Mix,Review 21 Similarity,0.230089497,Review 24 Similarity,0.242535625
50,Very nice clean and modern hotel. The room is spacious and the bathroon as well. Plenty of electrical outles and USB outlets. A really nice addition is a local cellphone included for free for local calls and web surfing! Breakfast buffet quite generous and hot drinks available all day long.,Hypnos by Bed n Mix,Review 4 Similarity,0.362738125,Review 12 Similarity,0.23570226
40,"I loved the hotel, they have a great service and clean rooms. The WiFi is great. The serve a good breakfast and free coffee and tea.They have a parking if you have a car.The staff is very friendly and polite.",Hypnos by Bed n Mix,Review 3 Similarity,0.14509525,Review 28 Similarity,0.229415734
50,"I travel a lot to Cyprus, approx. every 2 months. I normally stay at a friends' house, but this time he decided to hire the room in Airbnb and I had to rent a room for the first time. I was amazed at the whole concept of this unique hotel. Super clean and a breakfast with a view. Super relaxed sleep with the Coco-mat mattresses, perfect to beat my jet lag. I will definitely come back in 2 months time since the owner, Savvas is super-friendly and he even gave me a list of the best Cypriot food restaurants in the Region.",Hypnos by Bed n Mix,Review 33 Similarity,0.353553391,Review 14 Similarity,0.223606798
50,"I had no idea that Nicosia does not have many great places to stay, but I got lucky to find this one out. The hotel is new and modern, the service is great and the rooms are outstanding. Sparkling clean all over, the staff is extremely courteous and the location is quiet with no surrounding noise. King size bed, great linen, fresh smelling towels, efficient a/c, good Wi-Fi, free parking, good breakfast. If I only were to wish for one improvement that would be the coffee, which I wasn't so fond of. Compliments to everyone involved in making my stay enjoyable. Looking forward to visiting again",Hypnos by Bed n Mix,Review 31 Similarity,0.385337318,Review 9 Similarity,0.176776695
50,This place is absolutely wonderful! Very modern. The bed was huge with lots of pillows. Large room with nice little balcony. Decent size bathroom. Water in the room and several bathroom amenities. Complimentary Coffee and tea always available. Breakfast was surprisingly better than expected with a good amount of Choice. They also provided a smart phone with which you could make free local and international calls and lots of tips of where to eat and visit. Would definitely stay here again !,Hypnos by Bed n Mix,Review 17 Similarity,0.352332132,Review 15 Similarity,0
50,"Stayed one night and thoroughly enjoyed our stay. The staff are friendly, the room is well appointed with a very good big super-king sized bed. It was very clean and the bathroom was small but modern and the shower was very powerful. Easy to regulate the hot water which came through quickly both in the evening and next morning.There is a coffee/tea machine on the 4th floor where guests also have their breakfast. There was plenty of choice at breakfast time - cereals, dried apricots, almonds, fruit, cheeses, different breads, jams, marmalades, honey, croissants, cold cuts, tomatoes, cucumber, yoghurt as well as a small selection of hot items...bacon, eggs, potatoes etc. Also halva, cake, juice and coffee from the machine. Tea bags are available and cold and hot water. There's a toaster to use if you want toasted bread but don't use it on top whack. It's powerful and easy to overdo your toast. We were very happy with our breakfasts!The room also contained an A.C. unit, hairdryer, safe and small fridge as well as a wall mounted television. The location isn't central but it was quiet overnight. Very good value - there are cheaper hotels but this is worth the extra few euros - recommended. We'd gladly return.",Hypnos by Bed n Mix,Review 19 Similarity,0.337569976,Review 17 Similarity,0
50,"the room is clean,big, shiny, very modern and includes everything is needed for a business guest.the bed is very comfortablethe bathroom is big and very convenient.The location also is very good. Its is 5 minutes driving from the Nicosia center.",Hypnos by Bed n Mix,Review 25 Similarity,0.273861279,Review 21 Similarity,0
50,"This is a very modern, high-quality accommodation. The decor oozes nordic minimalistic charm with quality accessories and finished to perfection. The rooms are well apportioned, spotless, with firm beds (my priority), ample reading space, roomy wardrobes, comfortable sitting and top notch wifi connection.Finished off with a free top range 4G phone to make free calls to anywhere. Unfortunately, my phone did not work, though I did not really need it, just wanted to try all the facilities.Our room boasted American style walk-in shower with high pressure dual powerful shower heads. My wife did not want to leave the shower. It was so nice. The only very minor issue I had was the toilet roll holder was behind you when on the stool. A very minor inconvenience. Apart from that, this is excellence personified. The towels are of rich Egyptian cotton, so plush and soft. I love it.Service was excellent. The receptionist was helpful, accommodating with a ready smile.The rooftop breakfast area is a great idea and perfect for socialising. I spent a whole evening there just soaking in the view and enjoying my tea (free all day and night)There is a minor issue with parking, but that is typical of Nicosia as a whole. It is not a parking friendly city.The location is perfect. It is close to the old city and not far from the new. So ideal for business and pleasure. There are eateries of all tastes and dispositions at walking or short driving distances. Ideal for a short or long holiday.I highly recommend Hypnos and I shall be back.",Hypnos by Bed n Mix,Review 24 Similarity,0.196116135,Review 26 Similarity,0
50,"This new place to stay is perfect from all apsects. Nice comfortable and clean rooms, parking area, great location, good breakfast, free coffee and tea for the whole duration, free domestic and international calls.",Hypnos by Bed n Mix,Review 32 Similarity,0.18973666,Review 27 Similarity,0
50,"Everything was perfect. I will definitely recommend it as the number one accommodation in Nicosia. The room was very luxury,very clean ,the girl at the reception was very polite and helpfull.It is the best choice in Nicosia city!",Hypnos by Bed n Mix,Review 30 Similarity,0.095346259,Review 30 Similarity,0
50,"Everything i can think about was perfect, from cleaness to having a mobile phone with u limited national and international calls and 4G that you can take out with u all included in the room is really a nice plus. Wifi ws really fastBreakfast was small but had everything you needed and the person looking after kept refilling everything on the spot, great service.The only downside is not having a baby cott avalible but nothing else.You need a car to get around.",Hypnos by Bed n Mix,Review 29 Similarity,0.081649658,Review 31 Similarity,0
