r_points,r_text,place,,,,
40,"Could not fault anything with the hotel. From the helpful and cheerful staff, great amenities, clean & newly renovated room and terrific restaurant all in in handy location. We always stay at the Hilton when visiting Nicosia as it is by far the best hotel in Nicosia. This was our sixth stay in this hotel and we enjoyed every minute.The staff was amazing, especially the team in the breakfast restaurant and at front desk!!! They were attentive to all of our needs and always pleasant to interact with throughout the stay. The bed and rooms were very conformable and pleasant. We got a package that included the breakfast buffet and access to executive lounge. The meals were incredible! The buffet breakfast was plentiful, delicious and an excellent value.This hotel offers such a choice for breakfast that would make many 5 star hotels very envious. A wide selection of grilled options such as delicious seafood, good quality steaks, imaginative salads and tempting desserts is available for dinner.This is a popular hotel location so there were parties on the weekend but the noise did not bother us as rooms seemed to be insulated well.Overall we felt very special and cared for. Will definitely come back again!The only downside is the hotel is quite expensive for an overnight stay.",The Landmark Nicosia,Review 461 Similarity,0.456435465,Review 117 Similarity,0.491707551
40,"Stayed at the Hilton a couple of times for business, and overall it is a good choice.Pros - Service is excellent, breakfast is very good and the rooms are clean and maintained.Cons - In a hotel like this, paying for in-room internet should be a thing of the past.",The Landmark Nicosia,Review 796 Similarity,0.358568583,Review 382 Similarity,0.490511472
50,I've stayed at the Hilton Nicosia on several occasions for business purposes and each time Im most impressed with the level of customer service and quality of offering; all excellent. The hotel provides a complete service that meets all possible needs and offers excellent facilities. Highly recommended.,The Landmark Nicosia,Review 72 Similarity,0.298807152,Review 508 Similarity,0.490511472
50,"Visited for 2 nights as a base to explore the city. We are delighted we did, had a stunning 3 room suite on the 4th floor overlooking the entry to the hotel. There was a pleasant selection of toiletries, powerful over bath shower and super comfy bed. We made use of the restaurant both nights we were there which is generally out of character for us but i was so blown away by how friendly the team were we almost couldn't be bothered with the rest of the city - however we decided that maybe we should see at least some of Nicosia.We checked in a little early with no hesitation from the team, one of the rooms was ready so we ditched the bags and went out and gained the other room later - definitely worth the wait!! Some of the front desk team are learning their new roles and the manager clearly has an eye for talent as these were very amenable colleagues who are eager to learn and please. Not one negative here. Perfect.The executive lounge was a pleasant experience with snacks and drinks available at intervals through out the day. It's nice to feel a little special and the service it's self as well as the amenity delivered this.The restaurant service is second to none, we enjoyed an a la carte meal on the first night and a buffet delivered by friendly, attentive and not over bearing team. The food was fantastic and reasonably priced. Top marks once again.Breakfast was really impressive with chefs offering breads and pastries at the table, never seen this before and was very impressed with it! The housekeeping team asking if guests are happy about their rooms is a brilliant touch and once again, impressive!The spa is fantastic, sauna is powerful and jacuzzi is comfortable. Only used the men's so can't comment on the ladies.Parking for 48 hours 10€, in a capital city .... yes, we were shocked too!In all, I would visit Nicosia again just to stay at the Hilton Cyprus again and I was so pleased we did this. Thank you to all who made this such a a great stay for us.",The Landmark Nicosia,Review 319 Similarity,0.33084658,Review 453 Similarity,0.490304286
40,"I spent 1 night in this hotel. Overall this is a good hotel. My only advise would be to avoid rooms with view on the main street. This is noisy all night long with the traffic (the windows of the rooms, which look thick enough, are obviously not well isolated/installed).Check-in and check-out went smoothly with a smiling staff. This first process already gave me a good opinion of the hotel.The room was nice, well equipped (even 1 electrical plug for non UK extensions/cables). The safe was large enough for a laptop but maybe installed too high in the cupboard (you need a chair to access it...). The bathroom was fine with a good range of amenities. Also good bath gel and shampoo. Bed, pillows were good. AC was operating well and not too noisy.Breakfast was good/very good with a large choice of cold and hot food and beverage (as Hilton brand is used to proposing). Staff is smiling and customer focused.Outdoor swimming pool is beautiful and long enough to swim properly. Indoor swimmimg pool is smaller, more fit for aquagym. The gym area is separated in 2 rooms (weight and cardio) and well equipped.The parking is free. There is also a gas station in the same area, which is very practical when you have a car.On the whole a good hotel which deserves better windows in the room with view on the road.If you visit Nicosia, no need to use your car. Better to hire a taxi (6 to 7 Euros). And then walk around the city.",The Landmark Nicosia,Review 287 Similarity,0.390935018,Review 296 Similarity,0.49022217
50,"This hotel is just perfect ! Relaxing,peacefull surroundings complemented by great food and first class service to go . We stayed here because of a complete hash of our flight made by OLYMPIC HOLIDAYS so they put us up here but to be honest afer a just a night here we thought "" what have we been staying in in the past ? "" lol because this Hilton in Nicosia really is so nice and the breakfast was well let me just say mmm mmmmmmmmm and the staff were so helpfull and polite making this one night stay prob the best hotel we have ever stayed at !Well done Hilton and we give this a 5+++++ rating . Etheresto ....",The Landmark Nicosia,Review 979 Similarity,0.429058165,Review 203 Similarity,0.489115988
50,The kindness of the hotel staff makes an absolute difference. They make you feel the mst important person in the hotel while being at home at the same time.The breakfast is perfect with every kind of food you can imagine.,The Landmark Nicosia,Review 361 Similarity,0.474341649,Review 83 Similarity,0.486664263
40,"The best staff you will find in any hotel from THE JUMEIRAH BEACH HOTEL IN DUBAI TO THE RITZ IN LONDON OR THE WALDORF ASTORIA IN NEW YORK . take my word for it they wont let you down . rooms average , club lounge very nice .",The Landmark Nicosia,Review 372 Similarity,0.474341649,Review 84 Similarity,0.486664263
10,"Not much to say other than this hotel having gone from bad to worse! The staff is unfriendly, the lobby takes over 30 minutes to serve you a coffee, which arrives cold and with a stale biscuit, hardly the impression you need to give to a client when you are there for a meeting. The rooms are basic but clean, but that is it. Over the past 29 years of visiting Cyprus on a regular basis I do not recommend this hotel any more.",The Landmark Nicosia,Review 628 Similarity,0.474341649,Review 87 Similarity,0.486664263
40,"reccomeneded by every experience of mine here service with a smile luxurious surrounding waking up in the morning and not being hurried in anyway and having signs to not be disturbed or busy were helpful mini bar prices and there explaination needs to be more clear, I don't think anyone needs to indulged in its wear without realizing the expense . I was a little shocked at the 5 euro price of 500ml of water but maybe I was not alert to the info availiable",The Landmark Nicosia,Review 641 Similarity,0.474341649,Review 88 Similarity,0.486664263
20,"This is a old hotel need major upgrading, its more like a business hotel than 4 star hotel, a hotel with just a coffee house with limited menu and a small lounge is more for market way back 20 years, not today.",The Landmark Nicosia,Review 934 Similarity,0.421637021,Review 226 Similarity,0.486664263
20,"Hotel is OK I suppose, but the temperature control is non existant, its february and cold outside but the rooms must be 30 degrees, its smoldering! Trying to sleep with the balcony door open but the heat is unbearable, mind you its only 12 degrees outside. Airco also not working.Unfortunately there is no choice of pillows, they are all way too soft, there are no firm synthetic pillows. Luckily only here for two days!",The Landmark Nicosia,Review 589 Similarity,0.316227766,Review 476 Similarity,0.486664263
50,"A world class hotel. Perfect. Thoroughly enjoyable and worthwhile. Will return definitely if in Cyprus and will recommend this hotel to others. Good location, services, decor, rooms, et cetera et cetera.",The Landmark Nicosia,Review 793 Similarity,0.316227766,Review 480 Similarity,0.486664263
50,I don't have anything to say about it then it was the best Hilton that I ever been.Service excellent and very good swimming pool.Of course the breakfast is outstanding.The city center is not close and it is better to go by taxi.I do recommend this hotel.,The Landmark Nicosia,Review 866 Similarity,0.316227766,Review 482 Similarity,0.486664263
50,"During my stay in the hotel, in May 2016 we had a wonderful time.The service was excellent!What really impressed me was the kindness and the politeness of the personnel.It is always going to be my first choice whenever travelling in Nicosia, for business or pleasure.G D Kartalis",The Landmark Nicosia,Review 521 Similarity,0.237170825,Review 625 Similarity,0.486664263
40,"My 2 night stay at The Landmark was quite decent. The rooms are clean and well sized, breakfast was a definite hit, location was close to my workplace and although, I did encounter a rude check-out, the overall service level was decent. The hotel does feel a little worn out, it was decorated tastefully. It was slightly far from the city center but still a 20 minute walk away. The pool and the breakfast area were nice. I also dined at their restaurant and was satisfied. Definitely, in a country which doesn't have many corporate chain hotels, it was a good business stay for its price.",The Landmark Nicosia,Review 23 Similarity,0.210818511,Review 669 Similarity,0.486664263
50,"Recently stayed here as a couple (leisure weekend stay).We both are HHonors Diamond members so we are used to staying in Hilton hotels and we both agreed that this was definitely one of the better European Hiltons that we have visited.From the warm welcome at the reception (by George) to the good service during breakfast and in the executive lounge, we truly enjoyed our stay a lot!We were upgraded to a spacious junior suite on the executive floor and despite the 'classical style' (we usually prefer a more contemporary style, being young people) we liked our room a lot and the bed was big and comfortable. Our bathroom was large and had a separate shower stall (not all rooms have this). AC worked 'ok'.The rest of the hotel is also designed in a similar style but it looks very classy and in a way it works... no complaints at all! Everything is also very well kept and clean.I loved the fact that they seem to have many 'senior' staff members that clearly knew what they were doing, all very professional, obviously with many years of experience! Wow!!Outside swimming pool (they also have an indoor heated pool) was nice and refreshing and very clean and well kept. Nice staff as well. The large, well kept garden gave it a feeling of space as you were allowed to place your sun beds under the trees for shade.Breakfast was a true 5* experience with -again- wonderful staff members that were eager to please. The foods on offer were very good quality (but the choice wasn't as large as at the Hilton Park Nicosia...). The ability to eat outside (terrace overlooking the pool) added to the experience. Loved it!We had a rental car and the large parking lot had many (free) parking places. The distance to the old town was larger than expected but this wasn't a problem for us at all.Wifi was pretty fast and reliable.The executive lounge was without staff most of the day (many executive lounges are) but in the evening there was a very friendly guy (sorry I forgot his name) that made sure that we always had a full glass and he liked a little chat :-)) The food on offer seemed decent enough (we only had a small taste because we prefer dinner in town in the evenings). The lounge looked a bit 'old fashion' but was comfortable enough with plenty of seating everywhere (pity there was no outside terrace though).The Hilton Cyprus definitely left (only) good memories in our mind and we hope we can stay there again one day. Very much recommended and thanks again!!",The Landmark Nicosia,Review 523 Similarity,0.472058795,Review 94 Similarity,0.484322105
50,"I have been staying in Hilton on a frequent basis over the past months. Absolutely love the people in the hotel. Truly customer-focused the staff is always there to help and make you feel like home. Thank you, Maria, Alexia, Andreas and Stelios for the warm welcomes and the pleasant stays during each one of my stays.Rooms are spacious, bright and clean. Food at the hotel could have been better. Executive Lounge is also ok, it would be nice if the snacks and drinks hours could be extended to 8 pm, in order to better accommodate Business travelers.",The Landmark Nicosia,Review 86 Similarity,0.404519917,Review 251 Similarity,0.484200125
30,Overrated and OverpricedExpensive for what it is.1 of the 2 options Nicosia has got for Business-menBuffet Breakfast is not BadPolite and Attentive staff on BreakfastThe rooms and the whole hotel is old-fashioned.Can it once was a luxury Hilton Hotel but probably 30 years ago.This Property has been important to the Cypriot History.,The Landmark Nicosia,Review 190 Similarity,0.404519917,Review 252 Similarity,0.484200125
50,"Because of my job I'm visiting Nicosia many times a year. Hilton Cyprus is by far one of the most recommended hotels in town. The rooms are always clean, the service is great and always helpful and smiley (especially George from the reception). The breakfast is tasty and varied and the hotel is very close to the old town. Surely will come back.",The Landmark Nicosia,Review 162 Similarity,0.337099931,Review 433 Similarity,0.484200125
40,love this hotel and location very good breakfasts personnel is very friendly and professional advantages of the HHONORS and hotel itself hope gym they will finally renovate and rooms need to be renovated many times i stayed and i will stay there for sure next time!,The Landmark Nicosia,Review 225 Similarity,0.337099931,Review 434 Similarity,0.484200125
50,"Hilton Cyprus belongs internationally to one of my 3 favorite hotels, top service, friendly staff, spacious rooms, great location, good food, excellent working conditions, but also enough for relaxing (e.g. spa area and executive lounge)",The Landmark Nicosia,Review 224 Similarity,0.202259959,Review 676 Similarity,0.484200125
40,"This is a very large hotel about a 20 minute walk from Ledras street. The location is fine for business etc but there isn't a whole lot around the hotel I.e you'd need to walk a bit to find a coffee shop or high street shops- although they do have a small shop in the hotel.Staff were excellent most of the time. In the restaurant they were a little inattentive. Having asked for the bill on two separate nights it never came and I had to go down to the desk to pay. Also the first night I was under the impression from the matire'd that that night the buffet was my only option; but it wasn't. The next night they tried to push that on me again and I almost had to argue with them that wasn't what I wanted. Food was reasonable in the restaurant but seriously over priced and very expensive.The breakfast is decent enough with a good selection.The rooms were fine and had lots of tv channels to choose from.I would have liked to have used the pool but it's very open right in front of the terrace so everyone can see you having your evening dip! Although this shouldn't really put you off.Overall for business I'd say this is a good hotel - it's very professional, tidy and staff are good and most of the clients from what I could tell were business people but if you were a family staying in Nicosia for a few days, whilst it would probably suit your needs there may be better, more family orientated hotels for you.",The Landmark Nicosia,Review 456 Similarity,0.407045789,Review 250 Similarity,0.481869425
40,"I spent 4 days here on business. The hotel is very nice in many respects. Rooms are very well kept, service is excellent, as is the lavish breakfast buffet. The outdoor pool is really beautiful (and large enough for lap swimming in addition to just paddling around). At the same time, if you're looking for local charm/character, this is probably not the place for you. The location is not too central, either, but it's not too difficult to get to the historic city center.A couple of additional notes. One evening I had the dinner buffet at the restaurant. It seemed overpriced at 30 Euros, but the food was really rather good, and dining on the patio by the pool made it even nicer. I discovered that there is a large park around 300 yards from the hotel, next to the old University of Cyprus buildings, which is very nice for a peaceful morning stroll or run (perimeter loop is almost 3 miles). On the negative side, the price for internet access is ridiculously high. We know that it's primarily the more expensive hotels that charge for internet access, and this looks like gouging.",The Landmark Nicosia,Review 1055 Similarity,0.295803989,Review 526 Similarity,0.476910483
40,"We decided to spend our Christmas at Hilton in Nicosia.Our choice was mostly defined by the dogs we brought with us.When booking online, their website had an option: with or with pets.Later on I canceled my reservation and a friend of ours who was also coming with us made another reservation to qualify for a good deal, the deal I had missed when placing my reservation. So then my friend called the hotel, the receptionist was not sure if the dogs were allowed, to us it sounded a bit misleading (as spending Christmas with our dogs was our priority). at the end the receptionist checked with the manager and they confirmed that the dogs were allowed for some extra charges (50 EUR per day), (although our young Yorkshire Terrier ladies), are very tidy, tiny, cute and clean) fair enough!When we arrived and went to our rooms, we soon discovered we were in a part of the hotel which lacked the amenities corresponding with its five star rating. It was obvious that the rooms had not been remodeled for quite some time. This observation of ours does not necessarily describe the whole hotel but our rooms; as we then assumed we were given those rooms because of our dogs.The staff was very friendly and helpful.The food was great, really great!The Christmas dinner was also good, we expected it to be much more festive though. ( I do not want to sound like a spoiled brat, but we still expected the Christmas dinner to be a bit more festive even though there was a financial crisis).We really had a good time and hoping in the future the Hilton Hotel in Nicosia will provide much more modern room to the dog owner.LAST BUT NOT LEAST, the house made muffins were some of the finest pastries that we had ever eaten. You could tell that the muffins were made with love.The end of our story!",The Landmark Nicosia,Review 850 Similarity,0.382450855,Review 314 Similarity,0.476469076
40,"I have been there several times and my impression is unchanged.Nice hotel, extremely friendly and full of attention staff. The food is good in general (although you might want to skip the pizza).The hotel could benefit from a makeover because the rooms do look like they haven't changed since the 70's.Sadly the pool and pool bar were closed and considering the weather in Cyprus in April, I believe it should be opened. However I will go back for sure.",The Landmark Nicosia,Review 553 Similarity,0.461880215,Review 105 Similarity,0.473879102
30,"i stayed here for 4 nights.staff were good, rooms are ok.. bathroom need renewal.internet connection was very bad ,paid and no wifi in the hotel...!sleeping quality is excellent, beds are comfortable, the area is quite.breakfast was poor, so i ate other meals outside the hotel.the location is very good, close to city center.",The Landmark Nicosia,Review 1054 Similarity,0.461880215,Review 107 Similarity,0.473879102
50,"Great welcoming, great service and high quality. Staff were very helpful and very friendly. It was an amazing stay at this hotel.I would really suggested to everybody.You will really enjoy it. And the food was amazing and very well presented.",The Landmark Nicosia,Review 519 Similarity,0.404145188,Review 263 Similarity,0.473879102
40,"The old Hilton is the new Landmark- very friendly staff, very welcoming- nice rooms, excellent breakfast and very comfortable in general. Location is quite central and for a few nights it’s quite ok. Room service menu is great - a bit empty when we were there so the air conditioning was not on everywhere but we had a good stay nonetheless.",The Landmark Nicosia,Review 37 Similarity,0.346410162,Review 398 Similarity,0.473879102
50,"Perfect for business, meeting rooms are very well equipped.Staff will do anything to make u happy.Rooms are great, wifi is stable.Food is great, lobby cafeteria and bar are excellent.Room service is very good as well.",The Landmark Nicosia,Review 366 Similarity,0.288675135,Review 531 Similarity,0.473879102
50,"Great experience and service. Breakfast is great, got the best scramble eggs ever. Dinner is very good, but a bit pricey as compared to prices downtown outside the hotel. Service is great, very nice, profesional and warm. I didnt have the chance to try pool or gym",The Landmark Nicosia,Review 391 Similarity,0.256494588,Review 599 Similarity,0.473684211
40,"The helpfulness of staff was notable in this hotel. Apparently this is the only five star hotel in Cyprus, and is a very nice hotel, but not quite on par with other 5 star hotels I have stayed at. Breakfast is excellent, with a good selection and nice outdoor location by the pool. Rooms are comfortable, technology is a little dated and I could not get my iPad to work via the HDMI on the (old) TV. About 20 minutes walk from Nicosia old town where I went most evenings during my short stay. Would recommend for a business trip but if on holiday it is perhaps not in the best location.",The Landmark Nicosia,Review 323 Similarity,0.421830744,Review 224 Similarity,0.472133685
30,"I am a Hilton Honours member of many years and on the basis of my visit a few days ago to this hotel, I cannot possibly compare the Hilton in Nicosia with what is to be expected from a five star hotel in terms of accommodation and furnishings.The crisis of the Cyprus economy has not allowed this hotel to proceed with a much needed renewal of its furniture and equipment and at the same time prices have not fallen to allow for the discrepancy in expectations. It is a shame as this is a historic hotel.The hotel restaurants however are well worth a visit as they have good quality food, though on the expensive side.",The Landmark Nicosia,Review 810 Similarity,0.383482494,Review 313 Similarity,0.472133685
