,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
412,30,"Apart from the staff being polite, the whole ambience was 'deadish' or dead boring if u likeThis hotel 25yrs ago was at its prime, being the only hotel in NicosiaNowadays, it has nothing special to offerThough, no hotel in Nicosia can compete with Limassol's eliteHilton Nicosia is convenient for business people or, best case, the gym, with a hefty subscriptionHaving lunch, dinner or buffet is ok, but nothing extraordinary",The Landmark Nicosia,Review 759 Similarity,0.447213595,Review 162 Similarity,0.40147753399999997,"{'neg': 0.104, 'neu': 0.839, 'pos': 0.058, 'compound': -0.3246}",-0.3246,neg
424,10,Incredibly expensive for a very very poor breakfast. 22 euros which is ridiculous. Kebab 29 euros. Just a rip off for a very old and dated sub standard hotel. Don't waste your money as it has nothing going for it. Needs considerable up dating,The Landmark Nicosia,Review 35 Similarity,0.25819889,Review 581 Similarity,0.397359707,"{'neg': 0.133, 'neu': 0.817, 'pos': 0.05, 'compound': -0.5913}",-0.5913,neg
428,30,"We visited the Hilton Cyprus in Nicosia for 2 nights (30th December until 1st of January), overall the hotel was okay, and I can rate the stay as okay as well; but to be honest it was lower than what I expected from a 'Hilton' hotel. Being to too many 5 stars hotels around the world, this hotel is a 5 star but has nothing special about it. Maybe the bad impression was caused by the renovations that were happening in the hotel lobby , but I noticed that there was no concierge, no valet parking, and from the reception to our room we had to go through two different building blocks and 2 elevators. The breakfast is less than 5 stars for sure! and when we ordered breakfast to our room, we found the glass of orange juice to be dirty.I will not complain much since the price that we paid was relatively low, due to a sales promotion.Finally, to be fair to the hotel, the location is ideal (in the heart of Nicosia, close to shopping district, the mall, and the old town). Maybe after all i have to blame it on the city, because what I have heard that the city doesn't have a lot of hotels, and this Hilton is the only 5 stars hotel in Nicosia.Bottom line, book it if there is a promotion",The Landmark Nicosia,Review 1028 Similarity,0.44038550600000004,Review 178 Similarity,0.395347746,"{'neg': 0.099, 'neu': 0.795, 'pos': 0.106, 'compound': -0.2177}",-0.2177,neg
466,30,"Staying here every visit mainly cause there aren't alternatives in the areaPros: staff, breakfast, pool!Cons: obsolete rooms! Decor! Lack of a vibrant barSummary - too bad there is no spa and/or massage in the hotel. I would spend the time there",The Landmark Nicosia,Review 792 Similarity,0.456435465,Review 122 Similarity,0.374634325,"{'neg': 0.233, 'neu': 0.695, 'pos': 0.072, 'compound': -0.7701}",-0.7701,neg
516,10,"I stayed there for one night and it was awful.My room was dirty (lots of stains on the carpet, marks in the bathroom), smelly and with old furniture.I did not use the swimming pool but from the outside it looked good.I would clearly avoid this hotel, not Hilton standard.",The Landmark Nicosia,Review 495 Similarity,0.507092553,Review 5 Similarity,0.346843988,"{'neg': 0.089, 'neu': 0.844, 'pos': 0.067, 'compound': -0.0516}",-0.0516,neg
518,30,"hotels' name was changed from Hilton to Landmark a few days ago.my room was not cleaned, i called the reception, waited for more than half an hour and called again. only than the cleaner camegood wifi connectionrooms are old and were NOT renovated for many yearssmall televisionno shower in room. only small uncomfortable bathfood service in lobby only until 23:00",The Landmark Nicosia,Review 38 Similarity,0.42257712700000005,Review 214 Similarity,0.346843988,"{'neg': 0.043, 'neu': 0.89, 'pos': 0.068, 'compound': -0.128}",-0.128,neg
581,40,"The hotel is one of the nicer ones available in Nicosia, but the furniture and decor are looking a little dated. Some of the executive suites are right on a main road too, so traffic noise can be a problem.",The Landmark Nicosia,Review 352 Similarity,0.316227766,Review 472 Similarity,0.324442842,"{'neg': 0.088, 'neu': 0.864, 'pos': 0.048, 'compound': -0.3818}",-0.3818,neg
623,40,"The hotel quality is very good, but the location is not the best in Nicosia. The breakfast was not th best, but the hotel personal was very kind,and just wanted to dou their best for us. The swimming pool was not for use, without any reason, what si not understandable in a good weather. The executive floor was very poor, their timing is bed, also the guest were not used it well, I was never in such an empty eceutive floor.",The Landmark Nicosia,Review 337 Similarity,0.24397501800000002,Review 615 Similarity,0.300375705,"{'neg': 0.227, 'neu': 0.71, 'pos': 0.064, 'compound': -0.9537}",-0.9537,neg
631,20,"We booked an executive suite for two nights as a special treat for me and my husband.. the room was really good (spacious and clean) but that was the only Hilton-standard experience for our stay..All the rest were disappointing:-They were charging us €15 for 24 hours internet access for our room.. We were paying for an executive suite with access to the executive lounge; we could have free internet access in public places but NOT in our room, despite the charge rate.... In many other Hilton hotels across the world, internet is complementary...-Breakfast selection not that great and bad service. We were just greeted at the entrance but then we were left to choose our table and also to search for the waitress so we could have hot drinks (coffee and tea). There was no milk left on our table for tea (both mornings), so again I had to ask for the waitress to bring me more. Is this expected from Hilton?? No I don't think so.- Room service is hilarious: we ordered a margarita pizza to share with my husband and a bottle of wine.. In my opinion it is one of the most simple option for room service. They called us 10 minutes later to say that they were out of pizza(!!!!!!!!!!!!!!!!!!!!!!). We ordered something alternative and then when the food arrived, they only brought 1 glass for the wine.... and this is a ""5"" star hotel...-Prices overall were expensive and not worth it.. We wanted to order room breakfast; breakfast was included in price we paid but the room breakfast menu included very few items that were included in the price. In addition, there was extra charge €12 per person for room breakfast plus a €3.5 charge for the room service and extra charges for the breakfast selections. Even though we didn't go for the room breakfast, the breakfast at the restaurant was not great either (as commented above).If I knew better I would have booked somewhere else; If you are attending for a seminar/course, location is a good but all the rest is not worth it.Hilton management most probably will not comment on my review, but for all of you travelers do make a good search for other hotels in Nicosia!!!This is so disappointing, given the standards of other 5 star hotels in the island...",The Landmark Nicosia,Review 774 Similarity,0.394664881,Review 290 Similarity,0.29590134100000004,"{'neg': 0.075, 'neu': 0.846, 'pos': 0.079, 'compound': -0.5278}",-0.5278,neg
652,20,"We have stayed many times in Hilton Nicosia and the staff are brilliant. But this time on Saturday night there was massive noise at 3am that lasted for an hour. When I complained next morning I was reassured it was a once- off, that a plane load of tourists whose flight had been delayed bad to be accommodated but that they were leaving. Same tourists occupied the poolside for all of Sunday with no space for guests. When we returned that night we were surprised to find coaches of tourists from Glasgow - another delayed flight- filled reception noise and kids running down corridors until 1 am.We have to work - sleep is basic in a hotel - this is not a five star experience!",The Landmark Nicosia,Review 246 Similarity,0.456435465,Review 113 Similarity,0.280975743,"{'neg': 0.088, 'neu': 0.859, 'pos': 0.053, 'compound': -0.5255}",-0.5255,neg
654,30,"+ : breakfast and staff for breakfast+ : Rooms- : management of hotel, surely the reception desk.The second time in a few months I arrived here and the second time with similar unpleasant problems. First time my room was not even booked anymore and it took a while before I was able to enter a room.If my company had to pay for it, I surely would have advised to take another less expensive hotel in Nicosia.",The Landmark Nicosia,Review 1030 Similarity,0.456435465,Review 125 Similarity,0.280975743,"{'neg': 0.097, 'neu': 0.824, 'pos': 0.078, 'compound': -0.1027}",-0.1027,neg
679,30,This is a landmark hotel in Lefkosia. It used to be THE place when it opened but its age shows both outside and inside. It is is need of refurbishment to bring it in line with 21st century standards. I suppose the fact that Nicosia has business tourism only does not help.,The Landmark Nicosia,Review 581 Similarity,0.25819889,Review 591 Similarity,0.26490647100000003,"{'neg': 0.055, 'neu': 0.922, 'pos': 0.022, 'compound': -0.4092}",-0.4092,neg
739,10,Нotel staff invaded a part of our suite at night and closed door separating two parts of the suite. We were obliged to call reception to unlock the closed door. No excuse neither explanation were presented.,The Landmark Nicosia,Review 117 Similarity,0.447213595,Review 141 Similarity,0.22941573399999998,"{'neg': 0.06, 'neu': 0.904, 'pos': 0.036, 'compound': -0.2263}",-0.2263,neg
758,40,The only decent place to stay in Nicosia. Hope new owners will make something good with this place. Payment for WiFi Is unacceptable nowadays. Don’t have Lunch and dinner here. Breakfast is ok overall. Bath amenities are one of the worst.,The Landmark Nicosia,Review 80 Similarity,0.0,Review 808 Similarity,0.22941573399999998,"{'neg': 0.139, 'neu': 0.705, 'pos': 0.157, 'compound': -0.0258}",-0.0258,neg
774,40,"I stayed here on business. It is well located for the clients I was visiting.The rooms are pleasant with balconies overlooking the pools.Front desk staff are efficient, but not overly friendly. Staff in the restaurant are very nice.The pool looked very inviting, but unfortunately I was there for work so I didn't get to enjoy it.I did use the gym, small, but well equipped.",The Landmark Nicosia,Review 453 Similarity,0.404519917,Review 256 Similarity,0.207514339,"{'neg': 0.14, 'neu': 0.703, 'pos': 0.157, 'compound': -0.1877}",-0.1877,neg
785,30,"We attended two wedding events over the weekend and unfortunately I have to say that in general the food was a disappointment. The cocktail reception was held in a room to small for the number of people and the air-conditioning was almost non-existant. The nibbles were something I could have made at home and knowing the price that was charged for this event it was unacceptable! The drinks however were very nice.We then attended the dinner which was reasonably good for a buffet however I did choke on a salmon bone that caused me to go to the washrooms in order to remove it. Much more care should be taken in both cases, it is the Hilton after all.",The Landmark Nicosia,Review 982 Similarity,0.2,Review 693 Similarity,0.20519567,"{'neg': 0.113, 'neu': 0.825, 'pos': 0.061, 'compound': -0.7649}",-0.7649,neg
806,10,"But the restaurant food is terrible. I had the steak and tasted like off. Don't even try or bother with margarita cocktails, tasted like water with vodka. When I come to the Hilton hotels I expect quality food not this standard... I'm just feeling sick now by just thinking about steak.",The Landmark Nicosia,Review 543 Similarity,0.0,Review 816 Similarity,0.18731716199999998,"{'neg': 0.154, 'neu': 0.733, 'pos': 0.113, 'compound': -0.5106}",-0.5106,neg
807,10,Its under reconstruction of the lobby but the place is really really old with awful rooms. The window wasn't closed correct and you were able to hear the wind. It's not value for money,The Landmark Nicosia,Review 1029 Similarity,0.0,Review 825 Similarity,0.18731716199999998,"{'neg': 0.178, 'neu': 0.795, 'pos': 0.027, 'compound': -0.7845}",-0.7845,neg
812,30,"Good hotel but I always feel that I am paying over the odds for a Hilton.The issue that I have with Hilton hotels is their backward approach to providing room wifi access, ie extortionate prices when compared to free or lower cost wifi provided in other non-Hilton hotels.I discovered that it also costs more if you pick up a breakfast card from the reception compared to going straight to the restaurant - ?Both points leave me with a negative perception of Hiltons.",The Landmark Nicosia,Review 781 Similarity,0.239045722,Review 620 Similarity,0.183941802,"{'neg': 0.105, 'neu': 0.794, 'pos': 0.101, 'compound': -0.1027}",-0.1027,neg
828,30,Overall a good experience but bar was not open as advertised. 1st night it took half hour for someone to man the bar. The second night we just gave up! This was around 6pm. Only heat came out of so called A/C so we were not totally comfortable at night.,The Landmark Nicosia,Review 732 Similarity,0.158113883,Review 738 Similarity,0.162221421,"{'neg': 0.079, 'neu': 0.885, 'pos': 0.037, 'compound': -0.4973}",-0.4973,neg
830,50,"An island floating aw a green leave in the middle of Eastern Mediterranean sea .Mother country of philosophers , sculptors and famous personalities of culture now divided in two pieces by a red line , The one , which is still Cypriot area , is occupied by an enormous enemy army. Although Nicosia is divided in two parts remain the only capital in the world to have such an occupation. Any way , it is a must to visit it and taste the Greek food, swim in warm and blue sea , see the enormous variety of shrubs and herbs , visit the archaeological places with a lot of remains of ancient Greek civilization. Don`t forget it and make your program for the next spring.",The Landmark Nicosia,Review 96 Similarity,0.0,Review 809 Similarity,0.162221421,"{'neg': 0.056, 'neu': 0.928, 'pos': 0.016, 'compound': -0.5719}",-0.5719,neg
858,30,"Very expensive for what is on offer. It is obvious that once a competitor opens shop that prices will go down. It is unfortunate that people can't think ahead and take measures to avoid the inevitable. I guess time will tell. The breakfast is good though ! regards, Alix",The Landmark Nicosia,Review 708 Similarity,0.0,Review 819 Similarity,0.132453236,"{'neg': 0.107, 'neu': 0.837, 'pos': 0.056, 'compound': -0.3802}",-0.3802,neg
873,30,Dull but comfortable. clean and staff generally helpful (though reception sometimes unattended) 15 euro a day for internet seems ridiculous Restaurant expensive and poor - streak and chips a miserable experience,The Landmark Nicosia,Review 704 Similarity,0.5,Review 21 Similarity,0.102597835,"{'neg': 0.293, 'neu': 0.454, 'pos': 0.253, 'compound': -0.2144}",-0.2144,neg
878,30,"1st time staying at this Hilton, old school room furniture and deco. As I'm allergic to feather I asked reception to change my bed to synthetic. They brought me 2 small uncomfortable cotton pillow which were stained. When complaining they said that they didn't have anything else, unbelievable in view of the room price for 1 night",The Landmark Nicosia,Review 601 Similarity,0.338061702,Review 425 Similarity,0.086710997,"{'neg': 0.113, 'neu': 0.856, 'pos': 0.031, 'compound': -0.5859}",-0.5859,neg
905,50,Ουσεμια κρτιτικη - Ουσεμια κρτιτικη !!! I have no criticism whatsoever and considering my previous answers I consider this unnecessary! Ι repeat that I have already given my assessment in the previous domains and I consider any additional information clearly redundant!,The Landmark Nicosia,Review 321 Similarity,0.0,Review 815 Similarity,0.0,"{'neg': 0.153, 'neu': 0.781, 'pos': 0.066, 'compound': -0.5526}",-0.5526,neg
