,r_points,r_text,place,scores,compound,score
18,50,Undeniably one of - if not THE best restaurant in Cyprus. The food is always very delicious and cooked to perfection! The flavours are very contemporary and the menu is updated regularly providing even more options! I would strongly recommend any steak or risotto!,Cook Shop,"{'neg': 0.063, 'neu': 0.688, 'pos': 0.25, 'compound': 0.8769}",0.8769,pos
19,40,The food is really good and creative!! The staff is very nice and polite and the service overall is very good!,Cook Shop,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9263}",0.9263,pos
20,40,"Decor is inviting and cozy, service is friendly. When looking at the dishes being served around me, each dish had a unique touch.I opted for the vegetarian risotto. Dish was very colorful and the taste was nice.At 12 euros which is the same price of the lamb and more then the pork chop, i thought it was expensive. Vegetarian dishes are usually less expensive.",Cook Shop,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.6705}",0.6705,pos
21,50,The cook shop has a great selection of dishes which are very well presented. The service is very friendly and the food tastes great!,Cook Shop,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9369}",0.9369,pos
22,50,"Good food, reasonably priced and helpful and kind service. We had heard a lot about this place and visited it with kids and I must say we were all delighted with the experience. Keep up the good work",Cook Shop,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.936}",0.936,pos
23,50,A really relaxing place to eat good food at good value. The place has a great ambience about it. The Service was good with smily faces and the chef came out to greet us and ask if everything was ok. I would be proud to take any one i know there.,Cook Shop,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.9758}",0.9758,pos
24,50,"Food is always excellent, coupled with the excellent service.I would recommend the vegetarian food options.",Cook Shop,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.872}",0.872,pos
25,50,"Have been to CookShop 2 times for lunch. Both an amazing experience! The menu is really creative and with a twist. The taste is amazing. We had the pork stuffed with apple, the pork chop and the quinoa balls. The meat was tender and the pork chop must be one of the best I have tried on the island. All dishes we had were delicious. Make sure you try their pink lemonades! Service was super friendly, polite and fast. The prices are very reasonable and their portions are large. Will definitely be back whenever in Nicosia to try more of these creative dishes!!",Cook Shop,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.9884}",0.9884,pos
26,50,"A must visit place!! The decor is authentic and relaxing, the music creates the perfect ambience, the staff are very polite, BUT the food is the reason why I’ve been back again. The food here is FRESH, CREATIVE and DELICIOUS. I don’t think you will find this quality for the great prices anywhere else in the capital. Take my word for it, go see for yourself!!!",Cook Shop,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9834}",0.9834,pos
27,50,We just had an amazing meal for four. Best pork chop ever! Pork roulade was superb and the lamb just fell off the bone! Worth finding this restaurant and paying for parking. Everything was perfectly cooked and beautifully presented.,Cook Shop,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9735}",0.9735,pos
28,50,So happy to have found this lovely restaurant in my visit to Nicosia. We were very well served and the food was delicious and healthy. The atmosphere and decoration of the place is great as well. It's an amazing place to eat and we would love to come back more often however unfortunately we live in London. 100% recommend this place.,Cook Shop,"{'neg': 0.031, 'neu': 0.575, 'pos': 0.394, 'compound': 0.9857}",0.9857,pos
29,20,"food is average, nothing special. the worst was the Chef's attitude. shouting in front of customers and fighting with a customer as well",Cook Shop,"{'neg': 0.169, 'neu': 0.639, 'pos': 0.192, 'compound': 0.162}",0.162,pos
30,50,Fabulous place with some really exploratory cooking for Cyprus focused on good produce and good quality.... loved the whole thing.... had a traditional Kleftiko which was amazing....,Cook Shop,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9403}",0.9403,pos
31,50,"Great food fresh, different Value for money Difficult to book Should handle reservations better but an amazing place to eat",Cook Shop,"{'neg': 0.061, 'neu': 0.486, 'pos': 0.453, 'compound': 0.8834}",0.8834,pos
32,40,Cook Shop has been offering excellent food for years. This combined with very friendly and professional service makes it one of the best choices for casual lunch in Nicosia. Pricing is very reasonable. Their risotto is the best i ever had in Cyprus.,Cook Shop,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.9545}",0.9545,pos
33,50,We had a great lunch from the new menu. Pork Roulade on a red cabbage bed. Excellent. Great atmosphere and good wine choices.,Cook Shop,"{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.9413}",0.9413,pos
34,50,"Excellent menu, food,service.Pleasant and homey atmosphere, colorful ambience, we were warmly welcomed and the staff was very willing to help us with the menu. The salads were very fresh and tasty and actually each salad had a unique and distinct taste. Salmon was an excellent choice, the same goes for pasta. We ordered different plates to share and that gave us the chance to try different plates. The wine list was excellent as well. Didn't have much room for desert but we had to try it! Wonderful. Lunch was concluded with Cypriot coffee. Definitely recommended!",Cook Shop,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.9761}",0.9761,pos
35,50,Had lunch here. Place was crowded but we were graciously accommodated even though we didn’t have reservations. An unusual menu. Service was fine. Presentation was thoughtful. Food was delicious. Prices were reasonable. Would recommend and gladly return.,Cook Shop,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.97}",0.97,pos
36,50,Very Friendly with delicious Different tastes. The food is great any time you go. Great environment both for lunch or dinner,Cook Shop,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.949}",0.949,pos
37,40,Very good food and friendly atmosphere for a quick lunch in Nicosia city center. Better to book in advance but not a must.,Cook Shop,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6306}",0.6306,pos
38,50,"We are lucky here in Nicosia to have such a great restaurant. Evagoras and Amalia , a lovely couple (owners), will make you feel like home. The food is great.",Cook Shop,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.9538}",0.9538,pos
39,50,"Friendly staff, great environment, unique decoration, peeerfect risotto and burgers. You should definetely try it.",Cook Shop,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8074}",0.8074,pos
40,50,Great food. Good service. Need to book in advance since it's a small place. Open only for lunch. Excellent porcheta and picagna stake,Cook Shop,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8934}",0.8934,pos
41,40,"This is the third time we visit this wonderful place. The food is of high standart, well cooked and presented. The atmosphere is unique and very cozy. Until now we tried the steak, the seabass, the mussels and the stuffed chicken. All very tasty! Just one suggestion for the stuffed chicken. In my opinion the chicken and the rice have a rather flat taste and would be good if there was another ingredient to give a bit of intensity in flavour . The cheesecake was devine!",Cook Shop,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.8738}",0.8738,pos
42,50,"Once again 5/5. Perfect dishes. Very good service. Reasonable pricing.I ve been to this restaurant a few times and always is up to perfection. Mist try the duck and the salad with orange and apple. If you are looking for a restaurant for a perfect lunch this is an ideal choice. Booking is a mist since it is busy most of the time. Especially Saturdays. The only “negative” is the noise indoor area. If you have the chance book a table outside. The majority of the dishes are outstanding in terms of taste, size and cost.",Cook Shop,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.9741}",0.9741,pos
43,30,"I used to love this place and consider it one of the best restaurants in Nicosia, but not anymore. his restaurant was a small cosy place, that served dishes made with love. Last time I visited was quite disappointing, as the food quality has dropped and the seating space doubled. Even though their menu remained the same over the past 4 years, I felt that their dishes are not prepared to the same standard as they used to. My favorite main dish (stuffed chicken with cream on top) was dry, lacked flavor and felt like It was pre-cooked. Also they made the burger size smaller. I don’t think I would be tempted to go there again.",Cook Shop,"{'neg': 0.053, 'neu': 0.803, 'pos': 0.144, 'compound': 0.9102}",0.9102,pos
44,10,"This place lacks of good service. Twice dined in and once ordered delivery. So last time, I ordered the Peruvian salad with shrimps (back in October this was part of the menu), and it was delivered without the shrimps. Boom! Just green leaves. Absolutely nothing else. Well maybe the dressing was there..I hope I don't get another reply from the manager saying again that ""obviously this wasn't intentional"". I know it wasn't intentional. We all know these things aren't intentional. But this is what makes a bad service right?",Cook Shop,"{'neg': 0.06, 'neu': 0.874, 'pos': 0.066, 'compound': 0.1316}",0.1316,pos
45,50,"Cookshop offers a menu with a variety of dishes!! Tried many of them and never dissapoints! It is one of the best restaurants to enjoy your luch! However, note that it is only open on Friday nights serving dinner",Cook Shop,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.8614}",0.8614,pos
46,50,"I went for lunch with two friends, great service and amazing flavours, I recommend and will come back for sure!",Cook Shop,"{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.9441}",0.9441,pos
47,50,The burger is probably one of the best in Nicosia! Lovely cosy atmosphere and very friendly staff! Highly recommended!,Cook Shop,"{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.9378}",0.9378,pos
48,50,Went there to have lunch twice. The food quality is always top as well as the food presentation. Extremely polite staff and breastfeeding friendly atmosphere. Do not miss the duck!,Cook Shop,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7805}",0.7805,pos
49,50,"Excellent cosy rest, with very good food... very good tasty hamburger... located in the center of Nicosia, so excellent for a business lunch...",Cook Shop,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.9416}",0.9416,pos
50,40,Really a nice place to go having a tasty food with some twist and discuss with family and friends. Great atmosphere. The food was good too and the service as well. The steak with the mushrooms was well presented and nicely cooked. I prefer to have less fat. I recommend this place.,Cook Shop,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.9662}",0.9662,pos
51,50,"Every time I go I enjoy my time there and I find the food and drinks delicious. Try the burger and the lemonade, they are amongst my favorites.",Cook Shop,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.8658}",0.8658,pos
52,50,"Tasty Food, well presented and served. Excellent service and well mannered waiters. The place is small but cosy. You must reserve well in advance as Friday is the only night in the week are open. Definitely will go back.",Cook Shop,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.8641}",0.8641,pos
53,40,Very tasty and nicely cooked food!! Good wine options and excellent service!Very difficult to find a table because it’s open only Friday night. Wish the restaurant opens more weekday or weekend nights,Cook Shop,"{'neg': 0.06, 'neu': 0.621, 'pos': 0.319, 'compound': 0.8966}",0.8966,pos
54,50,I wish Cook Shop were open for dinner more than one night a week--and that it was not so difficult to make a reservation. We ate here last Friday and were very impressed. Everything was delicious. I particularly enjoyed the almond-encrusted cod. But the salmon was also wonderful. The wine and beverage selection is large and high-quality. And the prices were less than I expected. I've only found one or two other restaurants in Nicosia with a similar quality/price ratio (e.g. Sexy Fish and Kathodon).,Cook Shop,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.9724}",0.9724,pos
55,40,"We visited this place on a Friday for lunch. We had salad, a fried calamari for starter which was very good, mussels and pork chop. Everything was very good. One of the best options in Nicosia for lunch. Recommended.",Cook Shop,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.9079}",0.9079,pos
56,40,I have been to this restaurant a few times. The standard and quality of the food is always perfect 👌🏻. The price is reasonable. It never lets you down. Enjoy,Cook Shop,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.7845}",0.7845,pos
57,50,"Very cosy restaurant,nice deco,amazing food,just perfect recipes.The owners are very friendly. For sure we will visit again to try other dishes,will recommend to others.",Cook Shop,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9053}",0.9053,pos
58,50,If not the best it’s definitely one of the top restaurants in Nicosia. Friendly with a cosy atmosphere and a culinary trip that will leave you thinking about it after! Prices are very reasonable.,Cook Shop,"{'neg': 0.115, 'neu': 0.683, 'pos': 0.202, 'compound': 0.5305}",0.5305,pos
59,50,We ordered 6 main dishes that we all shared (a party of 6). Every single dish was excellent with a touch from the chef. Strongly recommended.,Cook Shop,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.8934}",0.8934,pos
60,50,Went to Cook Shop for lunch on a Saturday. Had to make a reservation though since the place is quite small. You should try the burger and the pork chop. Homemade lemonade also a must.,Cook Shop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
61,30,"The atmosphere and service were great, as well as the main courses. We really enjoyed the red beet falafel appetizer.What I didn't like was the fact that the bread from the bread basket served at the beginning of the meal was stale and dry at the edges from having been sitting around too long. Also, the prawn salad had way too much dressing. At the end of our meal we decided to try the Mojito, however it was warm and watered down when it was served.Overall a cute place for a lunch break.",Cook Shop,"{'neg': 0.021, 'neu': 0.833, 'pos': 0.146, 'compound': 0.9115}",0.9115,pos
63,50,"Really delicious dishes at Cook Shop. You can find gourmet dishes at low price. I did enjoy them at the restaurant, at office (via delivery) and at home on Friday night (take out).",Cook Shop,"{'neg': 0.055, 'neu': 0.757, 'pos': 0.188, 'compound': 0.7264}",0.7264,pos
64,50,"After several visits, it is safe to say that the food is always at a high standard, and same goes for the service. Tried the duck, the steak sandwich, the burger, and some other dishes, never left there without a smile. The beer always helped, as was the case with the bill which was very reasonable for what we had. Expect to pay an average of €11-12 per main dish, plus drinks. Also tried their starters and salads, all were nicely prepared, and reasonably priced. Reservations are almost required, as seating, especially inside is limited. I hope they keep it up!",Cook Shop,"{'neg': 0.053, 'neu': 0.846, 'pos': 0.101, 'compound': 0.7366}",0.7366,pos
65,40,Have tried the pork chop and salad offer and the salmon and salad offer. Very tasty food and well made. However a bit pricey in my opinion. €8.50 for a small pork chop and fries and €8.50 for a small salmon fillet with rice. For daily business lunch it is expensive.,Cook Shop,"{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.2732}",0.2732,pos
66,50,"Although a small restaurant, it seems that the cook is a real discovery. Extra and unique taste is added to each dish. Very much enjoyed the lunch.",Cook Shop,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5542}",0.5542,pos
67,50,"Cookshop is one of the most friendly, pleasant and cozy place in Nicosia. It has a variety of dishes, the best one by far the stuffed chicken with herbs and don't get me talking on the desserts! I highly recommend it. Just one Small complain. Buy none or two new comfy chairs! But nonetheless I just love it and I think I'l be a regular there!",Cook Shop,"{'neg': 0.033, 'neu': 0.718, 'pos': 0.25, 'compound': 0.9561}",0.9561,pos
68,50,"The only drawback of this place is the opening policy: you may enjoy this wonderful restaurant only at lunch time (and Friday night), but it's close all Sunday.Every other single aspect is top: fresh and elaborated food, nice furniture, soft and fine music broadcasted to your ears at an optimal volume, very kind personnel: anything chosen to deliver a very comfortable experience.I often come here to eat when I'm in Nicosia and every time I thank who introduced to me this place.",Cook Shop,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.9852}",0.9852,pos
69,40,"Very good for mid-day lunch breaks, up to date menu, cosy environment and frıendly service. Highly recommended!",Cook Shop,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.6786}",0.6786,pos
70,50,Loved the food and the service!!! One of the best restaurants to have a dinner in Nicosia. Very friendly ppl and grameat food,Cook Shop,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9256}",0.9256,pos
71,50,Good quality food. Common dishes complimented with an interesting twist. Need to try one of the deserts.,Cook Shop,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8126}",0.8126,pos
72,50,Very nice place to go and eat. Been for lunch and it was very nice. I would most def recommend this place to other people.,Cook Shop,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.8387}",0.8387,pos
73,50,"Great food, great quality. The meat was cooked the correct way and the salad my friend ordered was very good. Defensively I will be going back in my next visit.",Cook Shop,"{'neg': 0.046, 'neu': 0.593, 'pos': 0.361, 'compound': 0.9289}",0.9289,pos
74,40,Good quality food at reasonable prices. Fairly good selection of salads and meat dishes. Menu regularly updated.,Cook Shop,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7003}",0.7003,pos
75,50,"Great food (we ordered a salad for lunch and the cheesecake for dessert) . The waitresses are really nice, speek fluent English. Totally recommended",Cook Shop,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.8514}",0.8514,pos
76,50,"We 've been there four times and we loved all of them. The service is excellent, the food is perfect for us and the place is just so casual and relaxed! You can tell that this is a place built and run with love and care! Looking forward to visit again, probably next week :)",Cook Shop,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.982}",0.982,pos
77,50,Cook shop its by far one of our favourite restaurants in Nicosia. Well made and tasty plates and great service! Favourite dish: the famous burger ( a must try! ),Cook Shop,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.7772}",0.7772,pos
78,50,"High quality of food, great service and nice atmosphere. A little bit expensive for lunch food to dine in. But I will sure go again.",Cook Shop,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.8481}",0.8481,pos
79,50,"The service is a bit slow but good food, make sure you have a reservation otherwise, you will not get a table",Cook Shop,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7783}",0.7783,pos
80,40,"High quality food, great service and lovely atmosphere. Good variety of appetizing dishes to chose from",Cook Shop,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.8957}",0.8957,pos
81,50,AAA amazing little gem in Nicosia. Amazing staff. Food that was simply Devine and amazing atmosphere. For sure will become a regular of this quaint little restaurant,Cook Shop,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9287}",0.9287,pos
82,50,"It’s my first visit to this Nice small restaurant, excellent food and very beautiful decor. Sure will come back with friends. Thanks.",Cook Shop,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9623}",0.9623,pos
83,40,"Very nice restaurant, with good friendly family-like atmosphere but dishes that are quite unique. Definitely worth a visit!",Cook Shop,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.9022}",0.9022,pos
84,50,The lamb is exceptional as well as the other meats. Service is very good and house bread extremly tasty. Food looks soectacular and has something special. Nice prople!,Cook Shop,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8775}",0.8775,pos
85,40,"A cute little restaurant with a nice romantic atmosphere int the center of Nicosia. Very good, interesting dishes. Kind staff: It is really different from all other places in Nicosia. It is worth visiting.",Cook Shop,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9566}",0.9566,pos
86,50,Went there twice and it was both times superb. Sophisticated cooking and presentation both the lamp and the beef I have tried. Salmon and risotto my friends tried was of high quality and taste.The only problem is that it's a small place and it's difficult to find a table.,Cook Shop,"{'neg': 0.091, 'neu': 0.719, 'pos': 0.189, 'compound': 0.765}",0.765,pos
87,40,"Its been over a year since we visited the Cook Shop, and we had forgotten how good it is. It is now bigger, the small shop is now expanded into the shop next door, the decor nice and appropriate, there's space outside to sit in the winter sun. But best of all the service and food are of the best quality - and all at a very reasonable price. Was there with the family, 6 of us. We all tried various dishes and all great.",Cook Shop,"{'neg': 0.02, 'neu': 0.789, 'pos': 0.191, 'compound': 0.9538}",0.9538,pos
88,30,"This is the second time I go to this restaurant, so what I write here reflects both visits. The place offers a variety of excellent artisan dishes that can satisfy all tastes. I've tried their risotto, their burger, their salmon and their pork-chop. The staff is very friendly and eager to help. However, both times I was there the service was extremely slow, despite the fact that the place was not packed. I think they are understaffed, or perhaps need extra training. In any case, because I've given this place the benefit of the doubt the first time, but confirmed that service is indeed poor, the second time, I've decided not to go there again. There are plenty of options in the area. Sorry folks :-)",Cook Shop,"{'neg': 0.055, 'neu': 0.831, 'pos': 0.114, 'compound': 0.7121}",0.7121,pos
89,50,"Burger 10.50, Lavraki 12.50, Rokko Salad 9.00, Gluhwein each - really good. €42.00. Very good and became busy at lunch time - but service was excellent",Cook Shop,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.8498}",0.8498,pos
90,40,It’s a small restaurant offering interesting choices for lunch in a nice environment. It’s quite popular for lunch during weekdays so service can be relatively slow during peak hours.Food is inspired and very tasty.Recommended!,Cook Shop,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.9019}",0.9019,pos
91,50,"I loved this place, I went back twice in one week. I strongly recommend their lamb shank and their sea bass. The flavor was great, the fish was cooked perfectly. I loved the atmosphere, its homey. Very kind staff.",Cook Shop,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9761}",0.9761,pos
92,50,"No mistake here!!!quality at its best.service that makes you ,visit the place again!!!enjoyed amazing salmon plate",Cook Shop,"{'neg': 0.256, 'neu': 0.576, 'pos': 0.168, 'compound': 0.3331}",0.3331,pos
93,50,"the food was very nice, the staff very friendly amd service was ecxellent..a place that you should visit for sure",Cook Shop,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.8354}",0.8354,pos
95,50,"Amazing food, nice place and great Staff! :) A piece of heaven for gluten-free and other food-free people! ❤",Cook Shop,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.9558}",0.9558,pos
96,50,"Excellent food like your mam cook at home. Small but very quit with a character, it reminds me a french countryside bistro. Very good service, busy durring lunch time.",Cook Shop,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.8121}",0.8121,pos
97,50,Visited once again the newly renovated cookshop and it was fantastic. Successful romantic renovation that gives you the feeling of being abroad. The new dish of the stuffed chicken with cream and noodles was out of the ordinary. Amazing taste!!!!,Cook Shop,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.9483}",0.9483,pos
