,r_points,r_text,place,scores,compound,score
10,50,"This new and immaculate museum should be better known, as it is the place to come if you want to get a true sense of historical culture in Cyprus. Set on four floors, the museum takes you through Cyprus history by means of paintings, some photographs and scenes of Cypriot life. Essential if you want to get a view into the soul of Cyprus",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.743}",0.743,pos
11,50,"Don't miss this wonderful museum, perfectly detailing the history of Cyprus in informative way through beautiful art and memorabilia. Plaques in English and 4 floors with a diverse selection, along with an easy to understand summary of Cyprus' timeline. Nestled amongst the quiet area of Nicosia, it's a hidden gem rarely visited by tourists, but it should be! Director is also a delight to talk to. You won't regret the visit and worth every cent of 5 Euro entrance fee. One of me favourite experiences in all of island!",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.9647}",0.9647,pos
12,50,"It's been a pleasure to discover this unique, well organized and welcoming museum in the heart of Nicosia. A beautiful place with a great modern design, and wonderful, cozy atmosphere. There is a wealth of knowledge about Cyprus art and culture to be acquired in just over one hour of lively, dynamic guided tour by the passionate owner, Rita Severis. Nice cafe and little boutique with lovely gifts included. Children love it and came back to bring their parents after seeing the museum with their school. Also organizes beautiful cultural events in the evening. No wonder CVAR is the Grand Prix winner of the 2017 EU Prize for Cultural Heritage / Europa Nostra Award. Well deserved. Don't miss this hidden treasure.",Centre of Visual Arts and Research,"{'neg': 0.014, 'neu': 0.579, 'pos': 0.408, 'compound': 0.9962}",0.9962,pos
13,40,"CVAR located at Ermou street in Nicosia. Interesting collection and Nice place to review Cyprus arts and history: paintings, clothings, books, etc",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6705}",0.6705,pos
14,50,"The CVAR, as it is known, is a museum dedicated to all Cypriot communities giving you a glimpse into their specific lifestyle. You will see paintings, clothes and a section with vintage items of daily use. The best would be if you managed to visit when there is a guided tour. Also look out for events, like ""How to read a painting"" or music/theatre. It recently won a Europa Nostra award.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.9601}",0.9601,pos
15,40,"The Centre has been designed in a smart way, with emphasis on the bicommunal character of the island.It holds regular events on history and culture. It houses a cafe/restaurant. Good quality but somewhat pricey.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4215}",0.4215,pos
16,50,"This gallery is small but wide ranging, with an excellent display of paintings connected to Cyprus, either by the subject matter, or the artist having been born or having spent time here. Both Greek Cypriot and Turkish Cypriot artists are represented, and a wealth of others who have passed through; we were stunned to find David Bomberg here, and Denis Peploe, among other Europeans. We particularly enjoyed the collection of Gladys Peto illustrations. Would thoroughly recommend.",Centre of Visual Arts and Research,"{'neg': 0.018, 'neu': 0.769, 'pos': 0.213, 'compound': 0.9611}",0.9611,pos
17,40,"Well organized arts center. You learn a lot of history with the vast range of exhibits they have. I recommend visiting when they have an event! Last one i visited was the ""bridal fashion show"". Amazing!! They offer food and drinks at their restaurant and of course they have a roof garden with an amazing view!",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.9241}",0.9241,pos
18,40,"Former President Glafcos Clerides office, books desk are here. The military uniform of apast British Governor General of Cyprus is here. Eclectic collection up to immediate era. Restaurant with tasty fare on ground floor",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
19,50,"It is definitely worth seeking out this museum. It provides a fascinating and comprehensive view of the last 300 years of Cypriot history. The audio guide is first-rate and worth the price. You'll learn how different waves of visitors have viewed Cyprus and its people--and how their prejudices and politics affected their viewpoints. The paintings, clothing, and artifacts tell the chronological story of the Ottomans, Greeks, British, French, and others who have lived on Cyprus. This is a brand-new museum and beautifully laid out. One of the two best museums in Nicosia. Make the effort to find this place! The cafe (and the rooftop) offer delicious food. It's also in a fun neighborhood with some beautiful homes and interesting galleries nearby. (If you live in or near Nicosia, the annual membership is a good deal.)",Centre of Visual Arts and Research,"{'neg': 0.028, 'neu': 0.74, 'pos': 0.232, 'compound': 0.9852}",0.9852,pos
20,50,"This gallery is full of the most wonderful art works, as well as traditional costumes and historical pieces from the days of British Colonial rule. Well laid out and informative over 3 floors with out being overloading the senses. It is set a little out of the ""tourist"" area in Ermou Street near the Farmagusta Gate but definitely worth a visit. Of course there is a wonderful cafe/courtyard where you can relax and refresh with great food before heading off.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.9788}",0.9788,pos
21,50,"where to start?.... the building has been extensively renovated to the highest standard.. so much thought has gone into how to present all the exhibits.. even the ones that arent on display ..... it flows... from era to era and what is on display constantly changes ... the exhibits themselves are wonderful, you are encouraged to open drawers to see what else you can find to look at .. staff is available to answer questions and if you are lucky mrs rita will be there to escort you .. my mother is in a wheel chair and rita pushed that wheel chair all over the museum... the small shop is full of the most delicious really non touristy things and the restaurant is very good.. there is a research library constantly receiving new books, articles etc .. just about my favourite place to be in lefosia",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.9184}",0.9184,pos
22,50,"If you enjoy historic views and colonial history, CVAR has an outstanding selection of paintings, photos and posters from all the travellers, explorers and invaders of Cyprus. There is often a special exhibition, also. CVAR is a research facility and has a library. There is a café. 5euros etrance",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.872}",0.872,pos
23,50,"Unique experience, exhibits retrace the history of the island through memorabilia, art, costumes... Highlights elements from both communities on the island, Greek- and Turkish-Cypriots, as well as from the British colonial period.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.2732}",0.2732,pos
24,40,"The Centre of Visual arts and research has a lot of interesting facts, paintings and memorabilia. Walking through you learn a lot and get inspired. Good for school kids to visit. Also it organises events that are worthwhile.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.8807}",0.8807,pos
25,50,a gallery that is abpou the history of Cyprus and not paintings only.Agreat collection of adds clothes the dinner china set of the governor that was used during british times a big library and a very nice caffe The entrance tee is only 3 euros,Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4754}",0.4754,pos
26,50,"The exhibits in this collection gave us a better overview of Cyprus's relatively recent history than we had managed to accumulate during the last fifteen years of visiting the country (20-30 visits--our daughter lives here). Informative and entertaining at the same time, and the attached restaurant is a bonus. We shall return!",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.8622}",0.8622,pos
27,50,"A little Gem, fascinating, progressive - you can combine lunch, coffees, snacks - whatever takes your 'fancy' - with a walk, even better a guided Tour, around the fascinating building, exhibits giving some excellent insights into the long and fascinating history of Cyprus. Not toomany holiday makers will make it here - yet ! - but it is becoming one of Cyprus' little gems. Well worth visiting!",Centre of Visual Arts and Research,"{'neg': 0.024, 'neu': 0.723, 'pos': 0.253, 'compound': 0.9095}",0.9095,pos
28,40,"I loved this place. We were lucky enough to have a guided tour - the centre comprises paintings, some dating back to the 18th century, etchings, some furniture and household items and authentic costumes from all parts of society. It encompasses Greek and Turkish traditions and history and how they intertwine. A really interesting hour. Its also in the old town and has a great cafe for lunch at the end of the trip (see reviews for Balthazar). Recommended as part of an old town visit.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.9392}",0.9392,pos
29,50,"Great exhibition with unique items, very educative for students to adults. Great food at the in-house restaurant, great terrace, perfect for hosting corporate and other events. Most importantly very helpful and kind stuff",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.979}",0.979,pos
30,40,This is a private collection of Cypriot History. Do visit it if are interested to find out about the history of Cyprus. It contains some unique pieces well maintained over the years,Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.5859}",0.5859,pos
31,50,The collection at the CVAR is fascinating and the staff is highly friendly and professional. The two hours we spent there were the best two hours we spent in Cyprus during our visit. Well done!,Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9272}",0.9272,pos
32,50,"Fantastic experience! Despite having great exhibits, most of museum of Cyprus cannot boast up-to-date display and look pretty old-fashioned and uninteresting. However, visiting CVAR is a completely different experience. The museum is very modern, the display is awesome (even the ramps are used as exhibition space) and the exhibits they display are of great value especially if you are interested in the history of Cyprus. If you are lucky to have a tour done for you by Rita Severis, it'll definitely make your day and you will fall in love with the place.",Centre of Visual Arts and Research,"{'neg': 0.058, 'neu': 0.713, 'pos': 0.229, 'compound': 0.9607}",0.9607,pos
33,50,"We spent a wonderful couple of hours taking in the varied art, memorabilia and objects in this collection through which the viewer can take in aspects of the complex history of the island. The owners of this unique Centre are dedicated to bi-communal engagement which is reflected in the balanced and sensitively curated collection. This includes not only the historical art, but costumes and memorabilia from Turkish and Greek Cypriot life all carefully preserved and associated with the periods and styles of the themed floors. I was delighted with the playful interpretation of life in Cyprus in Gladys Peto's Art Deco drawings. David Bomberg's expressive, strongly coloured paintings are a departure from his earlier work. Plenty of fascinating surprises here - the Caterina Cornaro Room, the artists work out of the Jewish internment camp in the late 1940's, the cartoons and tourist posters, flat drawer files of immaculate embroideries (think V&A). The building also houses a Research Library with a collection focused on the Middle East and Cyprus. We had a lunch of Sea Bass and spicy lentils at the in-house café Balthazar - very reasonable and very good! Don't miss this Centre whether you live on the island, as I do, or are visiting. The area is a gem to wander about in with its restored houses (or otherwise), workshops and lanes.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.9893}",0.9893,pos
34,50,One of a kind gallery in Nicosia that both locals and tourists should visit. Contains a great collection of paintings (spread over 4 floors) showing cyprus (scenes from all over the island) of the 18th-20th century through the eyes of visiting artists. Very interesting. Very well laid-out. A great outing for the whole family!Something that was really missing from nicosia.,Centre of Visual Arts and Research,"{'neg': 0.036, 'neu': 0.714, 'pos': 0.25, 'compound': 0.9437}",0.9437,pos
35,40,"I recently visited the Centre with my 8 year old grandson and we were both amazed by the art on display and articles of a past era such as costumes, photographs, books and of everyday use.The place is unique in its conception and it is evident that its founders did not spare any efforts or money in presenting to the general public their collections.When in Nicosia, do not miss it.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.5638}",0.5638,pos
36,50,"We were alerted to this outstanding new place on a walk around Nicosia arranged from the tourist information office. The ground floor had a temporary exhibition and then the ramps up to the floors were lined with political cartoons, lithographs, travel posters and pretty much any painting or picture related to Cyprus. Each floor had amazing original water and oil paintings, costumes and other paraphernalia about Cyprus. We met the owner and her husband whilst we were there. They have been amassing this amazing collection since 1984, sourcing the works from all over the world. It is difficult to describe the extent and variety of the works contained here: come along and see for yourself. You won't regret the €5 entry fee as this is absolutely unique.",Centre of Visual Arts and Research,"{'neg': 0.018, 'neu': 0.839, 'pos': 0.143, 'compound': 0.9564}",0.9564,pos
37,50,Recently opened and magnificent. This new arts centre is housed in newly renovated buildings close to the buffer zone in old Nicosia. The theme is Cyprus through the eyes of foriegn artists and there are 4 floors crammed with wonderfully varied images and costume. It's all accessible by ramp or lift. I really like the way they have written all the labels in Turkish as well as Greek and English. There is a small but very nice shop and an excellent café. It's independently owned and run. I rate it as a must-see for Nicosia.,Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.948}",0.948,pos
38,50,"The CVAR is the only Cypriot venue of its type in Cyprus - bicommunal and inclusive of all the people of the island. A phenomenal gallery of quality art, historical pieces and very cosy and rich in stories, colours and eye openers. The restaurant and bar/cafe linked to the CVAR (Balthazar's) is one of the best on the island, and in good weather, has the best rooftop venue in town! Can't get enough of this place and have picked up the new annual membership card for a bargain! Thanks all for a wonderful place to hang out and interact, especially the research centre as well!",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.9789}",0.9789,pos
39,50,"This is probably the most extensive collection of books, prints, lithographs, photographs and paintings connected to the region and Cyprus. A wonderfully restored old 'han' that now is both a museum and a great place to meet socially - excellent food in the restaurant and a lovely rooftop bar (in the summer) with fantastic views over Nicosia - and a continuously running slide show of photos/videos in the collection, transporting you back to the 1920s, 30s and 40s for a real flavour of how Nicosia used to be - and how it has developed.",Centre of Visual Arts and Research,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.9702}",0.9702,pos
40,40,The best kept gate of the old Venitian wall. Unfortunatly the museum was closed when we were there at 3pm on a thuesday.,Famagusta Gate,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}",0.6369,pos
42,50,This monument has been converted into a cultural multipurpose hall with three long galleries and for this it also won the Europa Nostra award exactly different historical objects,Famagusta Gate,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.802}",0.802,pos
43,40,"this is an interesting site in a quaint little town suitable for sauntering and exploring. There are restaurants, shops galore and even turkish delight!",Famagusta Gate,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.784}",0.784,pos
44,20,"Took two minutes to view, luckily cafe Opposite, even parks leading to area very dry and not looked after",Famagusta Gate,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106}",0.5106,pos
45,40,Well worth a visit especially as the sun sets down in Nicosia and you are magically let to travel in medieval times . The quietness of the area as the sun disappears among the buildings of central Nicosia and the shadows appear on the Venetian walls you are easily let to dream of how it was at the time. Best time to visit just after the sun goes down and the different shops in the area close for the day and just before the night life of the area comes alive.,Famagusta Gate,"{'neg': 0.024, 'neu': 0.823, 'pos': 0.153, 'compound': 0.8957}",0.8957,pos
46,40,"The Famagusta Gate is one of three entrances which were built into the historic Venetian walls which enclosed the old City of Nicosia The other two gates are the Paphos Gate at the western end of Lefkosia, and the Kyrenia Gate in Lefkoşa, at the northern end of the Turkish occupied part of Nicosia. I have reviewed each separately, as they all warrant a visit in their own right, for different reasons.It's certainly worth a visit if you are interested in architecture, and the history of Nicosia and its Venetian walls (as I am). It's a bit of a walk from Ledra Street, and is located in the east of the city next to the Caraffa bastion, not far from the Green Line where it crosses the Venetian walls in the east.It's a squat, solid stone gate, built in the 1560s, and is the largest of the three gates in the Venetian walls. It's also well preserved, being restored in 1981. It's so named because it opened onto the road which led to the important harbour town of Famagusta. I didn't think it's the most visually impressive of the gates; my choice there gores to the Kyrenia Gate in Lefkoşa in the Turkish occupied north. Apparently it's a copy of a gate in Heraklion in Crete.It consists of two gates which are connected by a vaulted tunnel passage. There's a domed room in the middle of the tunnel to let light in. During the Ottoman occupation its said that Turks / Muslims could ride on horseback through the gate, whilst everyone else had to walk.Today its used as a cultural venue, for concerts and venues. The door was open when I visited, so I got a good glimpse down the well-lit tunnel, but unfortunately it was soon closed by security. Nevertheless I was able to get a reasonably decent view and a good concept of the whole thing.I appreciated my visit, as brief as it was.",Famagusta Gate,"{'neg': 0.01, 'neu': 0.906, 'pos': 0.084, 'compound': 0.9586}",0.9586,pos
47,40,"However, be prepared for a walk from the old town which in the heat seems quite a trek. Also,not quite as impressive as we were expecting.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.6682}",0.6682,pos
48,30,This old fortress is a market with souvenir shops and restaurants. If you want you want souvenir in a unique atmosphere pass by Famagusta Gate.,Famagusta Gate,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.1531}",0.1531,pos
50,40,"The place is a gate but is also an interesting stop to do, because it means that the divided city is there and remainds us about it.",Famagusta Gate,"{'neg': 0.092, 'neu': 0.791, 'pos': 0.117, 'compound': 0.1901}",0.1901,pos
51,50,Famagusta gate is an interesting point where to stop. We made quick stop just to take a look at this amazing historical object in the town of the city,Famagusta Gate,"{'neg': 0.124, 'neu': 0.674, 'pos': 0.202, 'compound': 0.5859}",0.5859,pos
52,30,"We entered Nicosia old town through this gate. It’s nice and impressive enough, but above all, impossible to miss if arriving with own transport. Also, there was plenty of free side roads parking close to the gate. We left the car there and explored Nicosia on foot.",Famagusta Gate,"{'neg': 0.036, 'neu': 0.805, 'pos': 0.159, 'compound': 0.765}",0.765,pos
53,50,"A little out of the way. However, walking from city did take me past various other sites such as Statue of Liberty, St Johns Cathedral, other walls.Famagusta Gate is definitely worth a visit if you're interested in historic city landmarks.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.8658}",0.8658,pos
54,50,It is interesting how our predecessors have thought of placing such gates to control the crowds coming in Nicosia.The nearby restaurant is a must visit place as well.,Famagusta Gate,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.5859}",0.5859,pos
55,20,The photo here on Tripadvisor captures the whole Famagusta Gate experience. It's a gate (locked when I was there) in wall.,Famagusta Gate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
56,40,Visited on a Segway tour. The gateway to Famagusta from the capital. Cooling inside away from the heat though we visited in spring when the weather was lovely outside too,Famagusta Gate,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.5859}",0.5859,pos
57,40,Nice place for cultural eventsThe area is interesting and relaxing to walk aroundIt’s a part of the old nicosia town with style,Famagusta Gate,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.8271}",0.8271,pos
58,20,"We went out of our way to see this gate as we expected it to be something worth seeing. Sadly even though the sign said it was open, it wasn't. A guard/staff member was inside we could see her sat down playing on her phone. She didn't even look up or pay any attention. From the outside and through the window it looked lovely.",Famagusta Gate,"{'neg': 0.06, 'neu': 0.832, 'pos': 0.108, 'compound': 0.5106}",0.5106,pos
59,50,"Although it is located in the north, you would think it is the gate of the south and north, considering the political reality. The gate itself is beautiful.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.5994}",0.5994,pos
60,40,its one of the famous places in Cyprus if you dont go to this place just like you didnt gone to Cyprus or Nicosia,Famagusta Gate,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3612}",0.3612,pos
62,40,The Famagusta Gate is the most significant of the gates of Venetian Walls of Nicosia and a landmark of the city.,Famagusta Gate,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.3384}",0.3384,pos
63,50,"Very well preserved, it gives you the idea of how it looked this city surrounded by walls and gates in medieval times. When in Lefkosia, Famagusta Gate is a must!",Famagusta Gate,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3989}",0.3989,pos
64,50,"True , it is just a gate, but it is an integral part of the impressive Venetian walls that contain the old town. They can be best appreciated from a bird's eye view point.It is also a community and cultural center and events are organised there.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.9559}",0.9559,pos
65,40,Other than the history of the gate built by the British there is little around so it is really a photograph opportunity.,Famagusta Gate,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.4728}",0.4728,pos
66,50,"This seems like just a plain old gate, but it’s far from that. Do your research before you visit it in order to truly appreciate the site. It bears a lot of historical significance from the time!",Famagusta Gate,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.902}",0.902,pos
67,20,"Well it is part of the Venetian architecture of the city, but one can visit it just if passing by. Zero esthetical value.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.5647}",0.5647,pos
68,50,"This is one of gates of Nicosia when it was with in the Venetian walls. This was the gateway that lead to Famagusta town. Now is more like a place for events, like concerts or exhibitions.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.6794}",0.6794,pos
69,40,"Built in 1567 by the Venetians One of the three gates of the old walls of Nicosia, Famagusta Gate is the largest and undoubtedly the most impressive of the three. The others being Paphos Gate and Kyrenia Gate.Interestingly during the early Ottoman period, only Turks were allowed to pass through the gate on horseback, while Christians and other foreigners had to go through on foot. Now it's used as a cultural centre. Sadly it was late when I visited and the gates were closed.",Famagusta Gate,"{'neg': 0.032, 'neu': 0.926, 'pos': 0.042, 'compound': 0.2006}",0.2006,pos
70,40,"The Famagusta Gate is a historic Gate within the Medival Walls. If you look at the top, you can see the Ottoman Sultan's tugra (signature) that was added after the conquest of Nicosia. Their part of Nicosia has many nice restaurants. The gate is lit at night as well.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.6908}",0.6908,pos
71,40,Insignificant piece of wall with a gate - walked past it twice and had to ask where it was. Free parking just down the road where it says tourist buses. Nicosia- lovely city - well worth a visit. Highly recommend the bazaar- prices way cheaper than the shops,Famagusta Gate,"{'neg': 0.044, 'neu': 0.7, 'pos': 0.256, 'compound': 0.8883}",0.8883,pos
72,40,"Part of the old fortifications, a golden stone 'gateway' building which had a state ceremony taking place next to it when we visited. Bathed in sunshine the building glows with history. You can imagine all the people who have passed through during the centuries that it has been here. Interesting to see as part of viewing the old walls of the city.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.908, 'pos': 0.092, 'compound': 0.7096}",0.7096,pos
73,30,"this is historically interesting, and gives a good idea of the thickness of the walls of the city. as a defence mechanism.",Famagusta Gate,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7184}",0.7184,pos
74,30,"This gate in the walls is actually a set of longish rooms with arched ceilings, now converted to a art/cultural center. It has been extensively remodeled, but the role/purpose of the gate is somehow lost and hard to pick up by just a walk in and around. I found the outside more interesting, with remnants of an aqueduct and various plantings in a park getting my attention.",Famagusta Gate,"{'neg': 0.067, 'neu': 0.874, 'pos': 0.059, 'compound': 0.1128}",0.1128,pos
75,50,This is a well preserved section of the old fortifications and entrance to the city. Houses exhibitions.,Famagusta Gate,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.2732,pos
76,40,We loved walking there and around the city you ll feel peace and love there go learn watch and enjoy your time .,Famagusta Gate,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.9413}",0.9413,pos
77,40,"We decided to walk around the green line, the artificial border dividing the city.We started at the Ledra palace then around the Pafos gate , once home to the aristocracy.From here working our way passed the Ledra street crossing point all the time viewing the buffer zone. Near the end is the Orfeas football stadium , from here turn to the right onto Athinas Avenue and here you will find the biggest of the 3 city gates on the venetian walls Famagusta . A large looming structure , which does hold functions and weddings within . There was a small doorway open , but not much happening when we visited.From here you could walk around the venetian walls back to the Solomos square where the bus station is or wander back in towards the city centre. Pick up a free map at the bus station information point.",Famagusta Gate,"{'neg': 0.009, 'neu': 0.959, 'pos': 0.032, 'compound': 0.6369}",0.6369,pos
