,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
291,20,"Seriously you have to be kidding me! Do I need a reservation for eating a burger? The place was too formal and the prices were too much. We were very disappointed. It was the first and the last time there. The burger wasn't cooked enough, it was a reddish disgusting overpriced meat.For gods sake we weren't there for paying a burger at the price of sushi!!P.S we didn't like the taste at all.",Artisan's Burgerbar,Review 306 Similarity,0.0,"{'neg': 0.151, 'neu': 0.83, 'pos': 0.018, 'compound': -0.8773}",-0.8773,neg
310,10,"Very bad tasting food. We ordered corn soup, noodle soup and duck dumplings. The taste was horrible. The delivery was 40 minutes late.",China Spice,,,"{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.8221}",-0.8221,neg
317,10,Service was good. Food was dry with an intense smell of the flying oil. The glass of wine was also horrible,China Spice,,,"{'neg': 0.136, 'neu': 0.7, 'pos': 0.163, 'compound': -0.0772}",-0.0772,neg
319,20,"I must say that it is a shame to have a big restaurant which serves decent food but there is no atmosphere. Again, we wanted a romantic dinner just the two of us, but we were surrounded by families with children, screaming, throwing things on the floor etc. I realize that families are entitled to eat chinese too, but the restaurant should reserve some quiet corners for those who want to have an adult evening. Also, the restaurant lacks atmosphere, meaning, it was cold inside, there was no music, so everyone could hear everyone in the restaurant. It was not very pleasant.",China Spice,,,"{'neg': 0.134, 'neu': 0.798, 'pos': 0.069, 'compound': -0.8062}",-0.8062,neg
344,10,I ordered for delivery noodles with 3 kind of meat. First they bring me noodles with only vegetables instead. After waiting another 30min my order came but... the noodles with 3 kind of meat was boiled noodles with boiled chicken and 2-3 pieces of beef. Nothing else...It was smelling disgusting!!!,China Spice,,,"{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.6458}",-0.6458,neg
369,20,"Been there in the past for a dinner with my wife. Was quite good at the time. But when we returned a couple of months ago we weren't that happy.Service is what it is... Not that professionals but they make you feel comfortable and have a chat with them if you want to.Our major disappointed last time we visited was the food. Everything felt undercooked, meat, chicken etc. Prices are quite high, and you would expect some food quality when paying a premium.Anyway, it seems that Chinese/Asian cuisine is not a Nicosia special and it's disappointing to see places that have been around for that long lose their quality.",China Spice,,,"{'neg': 0.124, 'neu': 0.809, 'pos': 0.067, 'compound': -0.8356}",-0.8356,neg
373,20,this was our choice to hang out with family in summer. the food was okay but totally did not deserve such a good price. chairs were not very comfortable and table had stains in many places. the food was served after a long time in very small portions and the bill was just insane. after the dinner some of the family members took something from a fast food in the area becaise they were still hungry. not recommened.,China Spice,,,"{'neg': 0.127, 'neu': 0.856, 'pos': 0.017, 'compound': -0.8775}",-0.8775,neg
379,30,I went there with a friend. They already had the prawn crackers on the table and they got moist. The kitchen was very slow and the price just killed us.,China Spice,,,"{'neg': 0.134, 'neu': 0.772, 'pos': 0.095, 'compound': -0.3182}",-0.3182,neg
381,30,"Nicosia does not have many chinese restaurantsChineSpice is one the good ones but the service is always slow and the kitchenwe had to wait 10 minutes for the waiter to get our orderdrink came after 15 minutes, the first dishes after 30 minutes and the main dishes after 60 minutesit was very disappointing",China Spice,,,"{'neg': 0.082, 'neu': 0.884, 'pos': 0.034, 'compound': -0.5844}",-0.5844,neg
398,10,"I am used ti very tasty and cheap Chinese restaurants and I chose this with a friend because of the good reviews that they had.We were shocked for the prices: 2,50 euro for one spring roll, 2,90 for some shrimp puffs that usually come for free at the beginning of the meal, 9,50 for some noodles...We were expecting at least a very good quality. But NO NO NO. The spring rolls were so oily and came with the wrong sauce, and the noodles were just boiled, nt even stir Fried.Such a disappointment. NEVER AGAINBut what can you expect for a restaurant that offers Chinese, Japanese and Indian",East Asian Restaurant,,,"{'neg': 0.145, 'neu': 0.753, 'pos': 0.102, 'compound': -0.6368}",-0.6368,neg
404,10,"First time visited this restaurant with family and last! The buffet was very poor sweet and sour plates were sour only pieces of chicken and pork tiny lost in the terrible sauce. Spring rolls cut in half , no duck plates or chicken . Rice only steam choice and the prices outrageous. When order a meal out of the menu was awful, sour chicken , with no good taste or smell , never again going back . Prices on the menu are extremely high compared to better quality Chinese restaurants with much lower prices . I don’t understand how people review this and give false informations by rating this with 4 or 5 stars .",East Asian Restaurant,,,"{'neg': 0.19, 'neu': 0.737, 'pos': 0.073, 'compound': -0.9137}",-0.9137,neg
428,10,"Never had dinner in but ordered delivery. The ''beef'' was like a cooked piece of pure nerves and still trying to identify what was the thing they sold as being the duck. Do not recommend. Very expensive too, 5 euros for a portion of rice?? Ridiculous .",East Asian Restaurant,,,"{'neg': 0.157, 'neu': 0.778, 'pos': 0.065, 'compound': -0.561}",-0.561,neg
490,30,"We went with some friends on a Saturday night, we took the meze which we all thought was OK, lots of Middle Eastern pitta bread and some dips, but we thought very short of meat.Part of the attraction was the belly dancer... Who unfortunately couldn't, she was a somewhat overweight embarrassment which instead of enriching the evening proved to be a bad talking point later. Not hers but the management's fault.Pretty good service and fair prices (IF they gave a bit more meat), but not somewhere I'm planning to revisit.",Sawa Syrian Restaurant,Review 189 Similarity,0.42426406899999997,"{'neg': 0.133, 'neu': 0.727, 'pos': 0.14, 'compound': -0.0712}",-0.0712,neg
515,30,It took us over 40 minutes to even get a drink in this restaurant.from the sullen waiters. We booked non smoking and they put us in a room with reclining cushions and people smoking water pipes. This would have been quite atmospheric if it were not for the massive tv screen on the wall broadcasting a football match. We moved to a table we could actually sit at in a room which had another tv. The meze was good and reasonably priced apart from the lamb which had been burnt to a cinder and was as hard as concrete.,Sawa Syrian Restaurant,Review 226 Similarity,0.36514837200000005,"{'neg': 0.042, 'neu': 0.928, 'pos': 0.03, 'compound': -0.0516}",-0.0516,neg
526,50,"We liked the building, the decoration, the menu and the choice of vegan, vegetarian and other foods. Prices are friendly. The food is very tasty and they serve it fast enough. The only fact I did not like, they bring to every table a 1 liter water in a plastic bottle and it feels as a gift from the restaurant or like in USA, free water in every restaurant, but in the end they put it in the bill, in our case they even put to the bill ‘by mistake’ 2 waters, which is absolutely wrong on all levels.",Sawa Syrian Restaurant,Review 59 Similarity,0.33541019699999997,"{'neg': 0.076, 'neu': 0.845, 'pos': 0.08, 'compound': -0.153}",-0.153,neg
541,20,i didnt like the food. i was waiting something else,Sawa Syrian Restaurant,Review 213 Similarity,0.316227766,"{'neg': 0.232, 'neu': 0.768, 'pos': 0.0, 'compound': -0.2755}",-0.2755,neg
552,30,"As a local i would rate this place as average. food is not bad , service is better than other Syrian restaurants, but the quality is not that great. Nicely decorated though.",Sawa Syrian Restaurant,Review 223 Similarity,0.282842712,"{'neg': 0.207, 'neu': 0.686, 'pos': 0.106, 'compound': -0.6883}",-0.6883,neg
570,10,"Unkind stuff , rude who don't respect clients . I will not suggest this place to anyone I ask One guy if I can stay the garden until reservation coming and later to move inside and he told must to go after 1hour when reservation coming and also restaurant this moment was empty ,I spoke in Greek and he doesn't understood nothing",Sawa Syrian Restaurant,Review 118 Similarity,0.223606798,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.8383}",-0.8383,neg
576,50,Al Sawa is the place that you must visit. The essence of Syrian cuisine and the Syrian culture will be unforgettable when you finish.The plate humble and full of taste. I do not recommend it for vegans or vegetarians. If you have to eat you have to eat. The place is taking you to Damascus in an instant moment. Parking is available behind and in front. The waiters are helpfull. Mahalepia with rosewater is highly recommended after you finish you lunch or dinner. Shisha is available.,Sawa Syrian Restaurant,Review 67 Similarity,0.21081851100000001,"{'neg': 0.024, 'neu': 0.952, 'pos': 0.024, 'compound': -0.0044}",-0.0044,neg
629,30,"with minor knowledge of the local greek language by imported waiters, , our order was wrong - in any case meze syrian type at 18 euros per person mostly bits and pieces with a small plate of meat at the end, was not worth in comparison with the full mezes offered all over Cyprus. No comparison at all. Likewise house wine was not on offer thus forcing you to go for bottled wine at a cost of anything above 20 euros in a wine producing country. All in all for the quality and quantity, this is on the expensive side though nothing special. My previous visit was great, this time , it was a disappointment.",Sawa Syrian Restaurant,Review 9 Similarity,0.0,"{'neg': 0.106, 'neu': 0.86, 'pos': 0.035, 'compound': -0.7524}",-0.7524,neg
633,30,"We have been going back for a few years, but we've noticed that the portions of some dishes and appetisers have shrunk... We have not been enjoying our meal the last couple of times. Maybe they are becoming complacent. Also, we have to note that they allow smoking, not only nargile, in the fully enclosed back yard.",Sawa Syrian Restaurant,Review 90 Similarity,0.0,"{'neg': 0.085, 'neu': 0.877, 'pos': 0.039, 'compound': -0.4145}",-0.4145,neg
636,30,"I would say it was simply fine. Not thrilled nor hated it. Many options, yet the taste was lacking something I think....kind of blunt...maybe 6 out of 10? Would I go there again? probably not...",Sawa Syrian Restaurant,Review 212 Similarity,0.0,"{'neg': 0.156, 'neu': 0.793, 'pos': 0.051, 'compound': -0.5745}",-0.5745,neg
640,30,"You can walk not quite near it because most of it is under construction, so let's say it is nice, but it isn't anything special. We walked for about an hour and finished it. Make sure it wasn't raining days before, because there is no trail on some parts, just grass. However, you can see also a part of the old town (just some ordinary streets but it looks nice). We ended it at Famagusta gate.",Venetian Wall of Nicosia,,,"{'neg': 0.07, 'neu': 0.871, 'pos': 0.059, 'compound': -0.2112}",-0.2112,neg
650,20,"Nicosia is suffering from incompetent municipality for more than 15 years. All main areas are dying, venician walls are not an exception. Advice to the mayor: visit Luca in italy then may you understand me",Venetian Wall of Nicosia,,,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.7351}",-0.7351,neg
653,40,Most of the citizens still dont know how amazing are those imposing venetian walls that surrounds the old city of Nicosia...after all this yrs and still in very good condition...just take a walk to see them,Venetian Wall of Nicosia,,,"{'neg': 0.113, 'neu': 0.807, 'pos': 0.08, 'compound': -0.0719}",-0.0719,neg
663,30,"I think the historic Venetian walls was not as woo as I expect. Maybe this is due to the post-war destruction and the walls didn't rehabilitate and show more shocked history as I saw in the museum. I saw people would walk their dogs along the wall and the dogs pee somewhere in the shadow along the wall. That made me feel.......less exciting for this. I walked for 30 mins back and for to try to see the whole view of this wall but the direction was quite messy and unclear. If you really wanna take a look, go ahead but don't expect too much.",Venetian Wall of Nicosia,,,"{'neg': 0.116, 'neu': 0.864, 'pos': 0.02, 'compound': -0.8558}",-0.8558,neg
664,30,"This walls are a testament of the Venetian occupation that existed in this area, as very few other 'remnants' exist on the island.They are well built, no wonder they can be seen even from the satellite view.",Venetian Wall of Nicosia,,,"{'neg': 0.057, 'neu': 0.888, 'pos': 0.055, 'compound': -0.0258}",-0.0258,neg
672,20,"the walls are long and nice. But we could not find an entrance. Finally, we went through some stairs and found an 'entrance' but we were disappointed since the area around the walls is not clean, there are 'strange' men walking around, dog waste, waste in general. The municipality must clean the place and find some use of it. I would not dare to walk there in the evening. must be dangerous and scary.",Venetian Wall of Nicosia,,,"{'neg': 0.278, 'neu': 0.701, 'pos': 0.021, 'compound': -0.9773}",-0.9773,neg
680,30,Big walls for a walk around the city. Not good if the day is rainy. due to muddy ground. Well preserved.,Venetian Wall of Nicosia,,,"{'neg': 0.163, 'neu': 0.745, 'pos': 0.092, 'compound': -0.1546}",-0.1546,neg
710,30,"Well restored and looking very neat. Quite extensive, but somehow not very exciting, and I was a bit disappointed. Good that they have made the effort to preserve the walls.",Venetian Wall of Nicosia,,,"{'neg': 0.202, 'neu': 0.562, 'pos': 0.236, 'compound': -0.1706}",-0.1706,neg
712,40,"It is a location that was inaccessible some years ago, now cleaned and been accessible by foot. Bus stop very near. Give it some more time, because it is around all old part of Lefkosia (Nicosia), the walk being both informative, romatic, making you feel a part of its past.",Venetian Wall of Nicosia,,,"{'neg': 0.045, 'neu': 0.955, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
724,20,"You even pass the walls without seeing them when you're not attentive,and this not only through the big infrastructure works. Nicosia is not the real place to be when you visit Cyprus. It has no soul, no fire. The old town is not so old, 1930's. I personally was very disappointed to make the trip.",Venetian Wall of Nicosia,,,"{'neg': 0.169, 'neu': 0.831, 'pos': 0.0, 'compound': -0.8479}",-0.8479,neg
731,40,The walls are sorounding the old Nicosia city the only devited capital city in Europe. Unfortunately following the Turkish invation in 1974 almost have of the walls are not available to visit because of the Turkish troops in Cyprus.,Venetian Wall of Nicosia,,,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
748,30,The walls are seriously impressive but feel a bit under whelming as there appears to be no effort made to make full use of them.,Venetian Wall of Nicosia,,,"{'neg': 0.152, 'neu': 0.769, 'pos': 0.079, 'compound': -0.25}",-0.25,neg
749,30,"The walls of Nicosia are amazing, having been completed in 1570, just in time for the Ottoman invasion. The walls didn't end up protecting the city and you will probably be frustrated with them too. Because Nicosia is divided you can't easily take a tour of the walls. The other problem is that they are surrounded by busy streets, so getting close to them means breathing fumes and being alert to Cypriot drivers, who are not the safest and most polite on the planet. Construction projects, both on the surrounding roads and in the moat of the fortifications also will stop you from admiring this fine example of middle aged military architecture.",Venetian Wall of Nicosia,,,"{'neg': 0.109, 'neu': 0.806, 'pos': 0.085, 'compound': -0.2718}",-0.2718,neg
768,30,"I have been visiting this old city for years and today I have noticed that the enjoyable walk around the walls has been ruined by the low level of maintenance and rubbish laying around, if in the old city make sure to visit it but I was disappointed today .",Venetian Wall of Nicosia,,,"{'neg': 0.148, 'neu': 0.783, 'pos': 0.069, 'compound': -0.631}",-0.631,neg
773,30,"the wall kind of separates the old town from the hustle bustle of the city. the wall is broken at places, ends at the border between the Greek and Turkish parts (the part controlled by the UN in between)",Venetian Wall of Nicosia,,,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg
789,10,"Like most things in Nicosia, the Venetian walls have just been left in an undeveloped, rather meaningless state. They just sit there with no indication of what they really are or how they fit in with the history and present of the island. So much could have been done with a wonderful attraction if the feckless idiots responsible for Nicosia had the first idea of what they are about. Sad sad sad.",Venetian Wall of Nicosia,,,"{'neg': 0.161, 'neu': 0.682, 'pos': 0.157, 'compound': -0.1027}",-0.1027,neg
797,20,The Venetian walls should be a major feature of the city. There are efforts to make more use of the landmark but they have been halted by the financial problems of the country and the discovery of significant archeology. As a result it is difficult to get a good view of the walls.,Venetian Wall of Nicosia,,,"{'neg': 0.115, 'neu': 0.763, 'pos': 0.122, 'compound': -0.1531}",-0.1531,neg
803,30,"Interesting but not much to see. Unfortunately, part of the wall is closed as there are reconstruction works.",Venetian Wall of Nicosia,,,"{'neg': 0.148, 'neu': 0.764, 'pos': 0.088, 'compound': -0.3071}",-0.3071,neg
