,r_points,r_text,place,scores,compound,score
12,20,"I'm very dissapointed with the reception service. I asked for a room on the back side, and receptionist said I have no luck, there was no free one. I asked him just because the street is so noisy in the night caused by street car and motorcycle racing. Receptionist told me that it is rarely, and to keep the windows closed. It was noisy again and too hot in the room, and rarely - every night. Rooms are too small, and average clean. Under our window were big garbage containers, so very bad smell came to our room. We booked a tripple room and got 2 beds and roll away bed. On my complain, receptionist answered that they don't have tripple room. Only wiht extra child bed. But on the invoice, surprising but expected, they have. They charged me full price for roll away bed as for normal one!!!!First evening I asked the receptionist to call a cab for us 5, and I told him which company to call. First he didn't understand that we needed the cab at 7 p.m. He ordered for next day at 7 a.m. Then he refused to call Taxi cab (the best one) telling me that they have theirs. After 20-25 min cab came but normal car for 4 people. We all managed to sqeezed in a car. One problem solved. Than came the other one. The driver doesn't speeks english, only russian. The third problem was that he didn't knew which way to drive to asked address. I gave him my cell phone with google map, We were very happy when we reached our destination.Breakfast is pretty good, but the coffee was awful. From the self-service coffee machine leaked hot light brown watter. I asked a waitress to fill a machine with coffee. Nobody from staff took care about any guests needs. There was no goodmorning, or even goodbye when we were leaving the hotel on our last day.",Europa Plaza Hotel,"{'neg': 0.092, 'neu': 0.804, 'pos': 0.104, 'compound': 0.8454}",0.8454,pos
13,10,"The hotel is surrounded by night clubs and bars - loud music -The busy street by the hotel you hear loud motorcycles driving by.Bed mattress is extremely hard,No coffee in the room, no water - worst property I stayed in Cyprus.",Europa Plaza Hotel,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.743}",-0.743,neg
14,30,My company booked for me a room because I had a business dinner in Nicosia. It was a very basic room. I did not like the bathroom because of the shower: it got flooded after taking a short shower...!Breakfast was nice.There is no gym or swimming pool.,Europa Plaza Hotel,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.5577}",-0.5577,neg
15,50,"Only spent one night there as limited by time. The staff were friendly and helpful. The breakfast was superb and far more choices than I had expected by it being called 'continental'; breads, cereals, fruit, sausages, eggs, beans, bacon, cheeses, cold meats etc etc. Would highly recommend it to anyone :)",Europa Plaza Hotel,"{'neg': 0.031, 'neu': 0.712, 'pos': 0.257, 'compound': 0.9324}",0.9324,pos
16,30,"In Nicosia on business, this hotel was a convenient base for resting after long days of meetings and visits. Most services and facilities were adequate. The room was large and spacious with good air conditioning. Bathroom was slightly cramped but clean and serviceable. Bed was large and furniture, although dated, was functional. Location is bland and uninteresting - not the fault of the hotel. Left early each morning for work so I am unable to comment on the breakfast. Did eat at night in the restaurant/bar which was a tad institutional with dominating TV screen. Food was standard but fish - if you choose carefully. Service was good and to the point, if somewhat brusque and detached. No complaints, but one could find better.",Europa Plaza Hotel,"{'neg': 0.076, 'neu': 0.786, 'pos': 0.137, 'compound': 0.8119}",0.8119,pos
17,30,"Maids left room spotless each day. No real shower cubicle but only a small bath. Water pressure and temperature regulation was excellent. Minibar empty. Noisy road. Breakfast selection very good, bread stale however. Bed comfy enough for a good nights sleep. Location so so, quite a stretch from city centre but excellent for business trips say to European University",Europa Plaza Hotel,"{'neg': 0.115, 'neu': 0.637, 'pos': 0.248, 'compound': 0.9329}",0.9329,pos
18,30,"Located in the core of the movida in Nicosia, rooms are easy but comfortable, free WiFi, bed is good. Breakfast so so.Just closed to it, there are lot of nice pic and bar. In 30 minutes by feet you can reach the old history center.To be suggesting...",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.9615}",0.9615,pos
19,20,"Visited on a June weekend.The staff doesn't have a universal professional approach,some of them even are unhelpful or unkind.The rooms are decent,with old furniture,clean,mediocre air conditioning and unevenly large bed.Some basic amenities must be sought after.The breakfast was average and the pricetag wasn't hefty.Situated near a highway,in my opinion,this hotel is best for a professional trip",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.6369}",0.6369,pos
20,30,"Friendly staff good location although not at the center. Decent but old furniture, certainly a renovation is needed, decent breakfast. If no luxury is sought is an acceptable hotel for business purposes. Wifi, a little slow but works quite well. Acceptable value for money",Europa Plaza Hotel,"{'neg': 0.049, 'neu': 0.598, 'pos': 0.353, 'compound': 0.9456}",0.9456,pos
21,30,Stayed here for 2 nights in June 2017 as part of a wedding party. Large clean room. AC worked fine. Good enough bathroom (though not allowed to flush used toilet paper - how the hell does one dispose of them otherwise?). Good breakfast. Only 7 Euro by taxi to the centre. No frills basic hotel. Appropriately priced. Friendly staff. I have no complaints.,Europa Plaza Hotel,"{'neg': 0.154, 'neu': 0.632, 'pos': 0.213, 'compound': 0.5423}",0.5423,pos
22,10,"If you like cars, traffic, dirt and noise at night, This hotel will be your hotel staking in Nicosia. This is for the rooms in front of the hotel. Of you like gasstation, boys playing with there scooters and making noise this hotel is also yours. Ask for a room on the backside.",Europa Plaza Hotel,"{'neg': 0.042, 'neu': 0.839, 'pos': 0.119, 'compound': 0.5267}",0.5267,pos
23,30,"Situated relatively far from ""center"" and big but uncomfortable bed. Good breakfast and courteous staff but no hairdryer and not available when requested. Unable to take bath as bath plug not present. Also unavailable when requested and not until next morning. Reliable wifi.",Europa Plaza Hotel,"{'neg': 0.116, 'neu': 0.729, 'pos': 0.155, 'compound': 0.4767}",0.4767,pos
24,20,"Having read other reviews I asked for a room away from the main road side. Was told noise not a problem if I kept the windows closed. It was a problem - people racing high performance cars and plenty of motorbikes from 11pm till past 1am. Room lacked tea/coffee making/ plugs in basin/bath.Beds hard. Room was surrounded by groups going in and out of each others rooms continuously.. Plus points were good quality and value food , and other than original receptionist helpful staff",Europa Plaza Hotel,"{'neg': 0.016, 'neu': 0.811, 'pos': 0.173, 'compound': 0.9103}",0.9103,pos
25,40,"Europa hotel is a nice hotel, quite new in the hall and restaurant part, but regolar rooms are a bit old and they could renovate them a bit. The bathroom was clean, but the bathtub had an old curtain that didn't seem very clean. Beside that the staff is nice and helpful.",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.9468}",0.9468,pos
26,30,"In hte rather bleak landscape of downtown hotels in Nicosia, the EUROPA stands out as a mid range beacon. Its pluses are the excellent service and very accommodating courteous staff & owner, clean rooms, a sumptuous breakfast and reliabel wifi in all areas, all for a decent price. The flip side is a hotel with a defintie air of decadence that the lobby and restaurant makeover cannot hide. Rooms & their bathrooms defintiely need a facelift and makeover and above all good sound proofing that seems to be non-existent in all room floors. The beds are marginally uncomfortable, with hard matresses and a/c has no middle ground, it is either FREEZE or SWELTER. The location of thehotel, off center, is far from ideal as there is little to do or se if oyu walk out the door and have no car, the real center being a good 1/2 hour brisk walk away and back. Hence, one night, tired we decided to try the hotel restaurant: the menu is impressive, the ambiance on the outside terrace a nice but the food was tastless. At least it was not expensive...",Europa Plaza Hotel,"{'neg': 0.041, 'neu': 0.845, 'pos': 0.114, 'compound': 0.8703}",0.8703,pos
27,50,"Hi, we only stayed one night but we joined others who were staying for a week.We were on the fourth floor. The elivators were small but there were two.The breakfast was adiquate with a good choice of food.",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5927}",0.5927,pos
28,30,"Hi, I have just spent 2 nigths in Europa Plaza Hotel and did not really enjoyed. The bed was like a rock! Not good at all to rest. Room clean, but could be better! Sanitary kit available every day. Air condition.Very noisy in the night. Could not fall asleep for 2 hours.....!!! Breakfast-OK.Perhaps ok for 1 night, but if you must spend 1 week for work, is better to take another hotel.In average is better than my experience in Le Havre, France ;)",Europa Plaza Hotel,"{'neg': 0.061, 'neu': 0.711, 'pos': 0.228, 'compound': 0.9498}",0.9498,pos
29,20,"Perhaps it was because I'd had a long flight delay and arrived at the Europa at 3.30 a.m., but I was immediately unimpressed by this hotel. At least the night receptionist was awake when I arrived, but the hotel had a deserted feel about it. I was offered a beverage but told that all the cold drinks were 'locked up' and that there was a mini-bar but it would be empty. The receptionist made me a cup of coffee, but even this was tepid by the time I had been unable to find my room due to lack of signage and then been unable to unlock it. The room had two single beds pushed together, which is always a bad sign, and boasted cheap wooden furniture, carpets that needed cleaning, and a TV so small that you needed binoculars to watch it. Breakfast was good for those needing a large helping of bacon and scrambled eggs, but meager in terms of a cold plate. On the plus side, the free wi-fi worked well and the world looked a better place when I discovered Murphy's Irish Bar right next door. I know that the Cypriot economy is in poor shape, but a hotel could at least provide a bottle of water in the room. Given that prices are reasonable in Nicosia, there are better options.",Europa Plaza Hotel,"{'neg': 0.08, 'neu': 0.828, 'pos': 0.092, 'compound': 0.5647}",0.5647,pos
30,40,"Once again this proved to be our favourite choice in Nicosia and we were given a great room facing north on the 3rd floor. . Since our last visit it has been renovated and refurbished making it even a better choice, with a new air conditioning system which however was rather noisy and tiring. Apart from this, service was impeccable (apart from a bucket and mop in the corridor for a whole day). Room service menu was a pleasant shock, and breakfast was above average, plentiful and inviting.(though closing early, by 10.00 o clock).. Free Wi-fi needs some improvement. Still one of the best small hotels in Nicosia with a personal touch. (please, do not translate in greek, it s always a disaster and meaningless)",Europa Plaza Hotel,"{'neg': 0.063, 'neu': 0.782, 'pos': 0.155, 'compound': 0.9246}",0.9246,pos
31,30,"The Europa is a smart and overall well appointed hotel, with friendly and helpful staff, but one or two things surprised me. There were no coffee / tea facilities in the rooms - which I was surprised at given the quality of the rest of the hotel - also no bath plug - these things not peculiar to my room, apparently others in my party had the same experience. As I was staying only one night I did not, I have to say , raise the issue - but I thought it ' a little strange.",Europa Plaza Hotel,"{'neg': 0.094, 'neu': 0.742, 'pos': 0.164, 'compound': 0.6832}",0.6832,pos
32,30,"Expensive island, ok hotel. Restaurant and meeting rooms part are nice. Rooms are oldish, smell cigarette, they are clean rooms and towels are new but refrigerators are empty in the room. No regular or hot water, tea, coffee in the room.Breakfast is really nice, and staff are helpful.",Europa Plaza Hotel,"{'neg': 0.085, 'neu': 0.698, 'pos': 0.217, 'compound': 0.775}",0.775,pos
33,50,"The only thing that we did not like was the Holy Bible in our room that was not the original one, but from a heresy. Our stay was nice and the room very clean! The bed was of a king size and we really emjoyed our sleep!",Europa Plaza Hotel,"{'neg': 0.058, 'neu': 0.784, 'pos': 0.158, 'compound': 0.804}",0.804,pos
34,40,"We stayed in Nicosia as we were going to watch football.The hotel was clean and the staff very friendly and helpful. Our room was an adequate size for the 2 of us and it was very clean and had all the facilities we needed, including air con, which was well needed. There was also free WiFi.Although our room did overlook the main road and there was some noise from the traffic, it did not really impact upon us.The hotel is about a 5 min taxi ride to the main shopping area. However, there are a few bars within a very short distance from the hotel (including an Irish Bar, right next door).All in all the hotel met our needs for an overnight stay in Nicosia,",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.9535}",0.9535,pos
35,50,"Excellent hotel, first time we visited, reached all our expectation, great location, very clean, staff ready to help, very good service, bery good breakfast, good price. I would visit again with my family.",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.9782}",0.9782,pos
36,50,We had stayed at the hotel for our first year wedding anniversary and have stayed at one of the hotels suites. The rooms are very clean and comfortable. The service was great and the atmosphere superp. The breakfast at the hotel is served very well and it is nice and tasty. The location of the hotel is great.,Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9636}",0.9636,pos
37,40,"I am currently in hotel whilst find permanent accommodation in Cyprus, cannot fault the staff in particular Bianca who is always ready to help, same goes for Rene, clean, comfortable and cost effective definite worth visit",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9556}",0.9556,pos
38,50,"Have been using this hotel for more than 6 years three to four times each year. The staff are very friendly, polite and helpful. The hotel is well managed and very clean. I understand the hotel will be undergoing a facelift which should help. My visits are mainly for business which helps considering its location.",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.9402}",0.9402,pos
39,40,"My second trip to Nicosia and both time I stayed at tis hotel,things haven't changed I great hotel and great staff.This time I spent 10 days here while awaiting for my apartment,the staff in particular Bianca who always had a smile and nothing was to much trouble.The breakfast was always good and the buffet was always hot and fresh,I only had a few meals but still great food and service.The Cuban guy ( sorry no name) in the bar was also very good and very helpful.I would not hesitate to recommend the hotel and will stay again next tine I come to Nicosia later in the year.",Europa Plaza Hotel,"{'neg': 0.136, 'neu': 0.78, 'pos': 0.085, 'compound': -0.7077}",-0.7077,neg
40,40,"This is a business hotel rather than a place to vacation.During our stay it was suffering from noise from external repair work but the hotel did try to keep disturbance to a minimum.The foyer and bar areas are pleasant and cool. The outdoor area will be lovely when the repairs are finished - although it should be noted they are 10m from a busy road.The staff are very pleasant and helpful.The rooms are good - very large bed in ours. However, rooms to the back of the hotel suffer a little from traffic noise - mainly the incredibly noisy motor bikes favoured in Cyprus.Breakfast is varied and plentiful - anything is available from bacon and eggs through continental. The chef will happily make omelettes.The dinner menu is varied, reasonably priced and the food is of good quality.10 minsutes on the local bus to the old city bus station.",Europa Plaza Hotel,"{'neg': 0.073, 'neu': 0.734, 'pos': 0.193, 'compound': 0.974}",0.974,pos
41,50,"Beautiful Hotel, nice area close to City centre , spacious rooms , nice breakfast ,very clean and friendly staff! Was there for a seminar last week. Nice plus to this hotel the free wifi and free parkin area.",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9768}",0.9768,pos
42,30,"It's amazing that there doesn't seem to be a decent hotel in the whole of Nicosia. The Europa Hotel was looking good on the web but it is only just adequate and has one big problem: you will be kept awake by the informal motorcycle GP racing that starts in the street outside at around midnight and goes on until about 3 AM. This isn't just the annoying buzzy little mopeds that blight every Mediterranean town, these are street racing monsters with loud exhausts that blast down the street at 160 km/h, at ten-minute intervals timed to re-awake you every time you drift off to sleep.So ask for a room at the back of the hotel and use earplugs. The rest of the hotel is OK for the money; clean, well managed by pleasant efficient staff but gloomy and old-fashioned with small bathrooms. You'll survive a couple of nights and won't feel overcharged.",Europa Plaza Hotel,"{'neg': 0.047, 'neu': 0.792, 'pos': 0.161, 'compound': 0.9625}",0.9625,pos
43,40,"This is a small, yet practical hotel, for a short stay in downtown NIcosia. The best future of the hotel is its Personnel, extremely polite, courteous, more on the 5 star side rather than the 3 star that it is. I called from AThens asking for a hairdresser, they immediately gave me the phone number and explained it is located across the hotel.made my life easy.,when on location, I asked for an iron, they immediately gave it to me.As for breakfast, it was excellent, the coffee rich and the orange juice freshly squized...not like other 5 star ( such as Coral beach in Pafos for which I wrote another critic), the choice of coffee was reasonable, with 4 different kinds being offered. Cleanliness was impeccable although the rooms need some refurbishing and probably the bathrooms, some renovation. Still, the hotel is not expensive at all for what it offers and it's location is the second best of its futures, the first being its kind and polite PErsonnel.",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.9787}",0.9787,pos
44,40,"If you are looking for luxury this is not the place for you. We visited Nicosia on business for a couple of days & this hotel was just perfect. Nice location near everything, clean rooms and very helpful staff. The beds are a little too hard, but then again, good for your back. Comfortable & air conditioned is a plus. You even get a complimentary breakfast buffet with a lot of variety food.You definitely get more than you pay. Great value!",Europa Plaza Hotel,"{'neg': 0.031, 'neu': 0.633, 'pos': 0.336, 'compound': 0.9846}",0.9846,pos
45,40,"This a fairly small and quite hotel. Reception staff where very helpfull, kind and serviceminded.Rooms are nice and good value for money. Outside temperature was over 40C but the aircondition handled it fine.Breakfast was good. Bed was bit to hard for my taste.",Europa Plaza Hotel,"{'neg': 0.032, 'neu': 0.73, 'pos': 0.238, 'compound': 0.8458}",0.8458,pos
46,50,"I order this hotel room when i was visiting Nicosia, hotel is very clean and good look after.Stuff was helpful .Rooms are very clean and tidy...I enjoy rooms for affordable price it was worth it believe me its classy and clean.Food is very good ..They have complimentary fruit basket ( fresh fruits) .",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9784}",0.9784,pos
47,30,Comparing to other hotels in Nicosia Europa hotel is almost 2 times cheaper than the other hotels. It is not a posh hotel but for its value it was excellent. It was very clean and and the staff was very helpful.,Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.9537}",0.9537,pos
48,10,"Asked for a quiet room on arrival, was given one at the noisy front. I asked to change and was given one directly above the kitchen. Not that front or back makes much difference, the midnight to 4am noisy motorbikes that only seem to run a top revs will keep you awake no matter which room you are in. I then had to plead with the hotel to turn on the air-con. For some bizarre reason, aircon can be requested 2 weeks in advance, and then it will be switched on. Just when I was getting used to hot and noisy rooms, the hotel came up trumps by having a coach load of teenagers rampage up and down the corridors, banging on my door, to be told when complaining ""That's what teenagers do"". Had to move hotel at my expense for that night.Staff are friendly enough until you make a minor request or complain, with the only solution ""I'll let the manager know on Monday""Fire exit doors jam on opening on most floors (I have temporarily adjusted as many as I passed through), and furniture stacked in emergency exits (I thought this was illegal in the EU?) - I wouldn't want to be in this hotel if there was an emergency.Plus points: good complimentary breakfast, good wifi, good evening meals if you stay in, good kebab shop just down the road",Europa Plaza Hotel,"{'neg': 0.087, 'neu': 0.82, 'pos': 0.093, 'compound': 0.5541}",0.5541,pos
49,40,"Great location a few kms from the city centre and the Museum, pleasant, tidy , exceptionally clean and well designed spacious room with small flat screen tv. Great personal service and a rich tasty breakfast nicely presented. Restaurant and bar prices at very attractive prices far less than expected. Best of all, the willingness of the manager and staff to meet our every desire especially when the wi-fi was out of operation for two days.On the negative side, though the temperature was in the 20s there was no cool airconditioning therefore the room temp was unpleasant so you have to keep the windows open, yet the street noise on a 24 hour basis is beyond description. Evenmore it seems that this area is ever so popular with teens and their huge noisy Triumphs all thru the night for competitive noisy racing leaving you no chance to get any sleep. This is not the responsibility of the hotel but they should demand the police to do something on this issue.",Europa Plaza Hotel,"{'neg': 0.065, 'neu': 0.755, 'pos': 0.18, 'compound': 0.9481}",0.9481,pos
50,50,"when you book a business hotel in the center of a small capital you wait to be in a good position which it does, to be clean which it is , to have good staff which it does , to have spacious rooms with all you need whoich it does especially the executive room which cost only 8 euros more and you can use kettle for coffee tea etc , big desk , extra huge bedroom ,nice and clean bathroom. to have good breakfast which it has for 3 star i thing very good. so for a 3 star hotel with 50 euros i think u get more than you expect. thats why i rate it 5 stars not because its four seasons!",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.9656}",0.9656,pos
51,40,"Stayed at Europa Hotel for 5 nights together with a group of about ten colleagues to attend a conference. The hotel is very clean, the staff is extra helpful, offers a varied choice for breakfast, the food at breakfast and in the restaurant was delicious. My room, on the first floor, was quite spacious and well decorated. It also had a good wifi connection. Good value for money!",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9604}",0.9604,pos
52,30,"It was the second time that we stayed in this hotel in Nikosia. Although it is a clean and fair hotel, it is not the best value for money choice. No wifi, pure breakfast, traffic noise during the night. Although most visitors are not Cypriots, rooms still have socket outlets of flat 3 pin-type. A power cord adapter is supplied by reception under request... but, it is just one, and nowadays, one is not enough.",Europa Plaza Hotel,"{'neg': 0.07, 'neu': 0.884, 'pos': 0.046, 'compound': -0.2028}",-0.2028,neg
53,40,"A nice little hotel in the centre of Nicosia that won't break your budget. All standard facilities are there, but no luxury. One of the few hotels of the city with such ample parking space around. Another plus: numerous eateries within walking distance.",Europa Plaza Hotel,"{'neg': 0.063, 'neu': 0.895, 'pos': 0.043, 'compound': -0.2263}",-0.2263,neg
54,40,I spent only one night in this hotel after the recommendation of my colleague and I really appreciated the nice and convenient feeling that was exposed. The price was indeed very interesting as it was a value for money spending if you consider the facilities. Breakfast was sufficient. Location depends on the activities you have in mind!,Europa Plaza Hotel,"{'neg': 0.021, 'neu': 0.76, 'pos': 0.219, 'compound': 0.9108}",0.9108,pos
55,30,"The hotel's location makes it very convenient for a business trip in the area with nicosia's embassies and business centers. One which is further from the city center and reachable by taxi or by feet (a twenty minutes walk). So depending on the purpose of the visit you might hate it or find it very convenient. The rooms are decent and offer a basic comfort - not impressively good nor unbearably bad. Very clean and polite cleaning service. The staff is always willing to help. The breakfast offer is average, but you can have a plentiful breakfast. The restaurant also offers good dishes at decent prices. It is a hotel i don't have anything against, but which also didn't positively surprised me. A minus might be the poor control of room temperature, as the nights were quite cold and couldn't heat properly the room. Overall, an ok hotel.",Europa Plaza Hotel,"{'neg': 0.118, 'neu': 0.816, 'pos': 0.065, 'compound': -0.8553}",-0.8553,neg
56,40,"I travel to this hotel for business purposes.the rooms are clean, the breakfast satisfactory and the personnel is polite. It is situated in a quite part of the city, not far from the center, but you will need a taxi to go there.Overall, it offers very good value for the money.",Europa Plaza Hotel,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.8862}",0.8862,pos
57,30,"This hotel is always clean and the staff are great always wanting to help.The rooms when you arrive are always like a sauna, The AC is off to save power but the rooms are sealed and get lots of Sun,Food is ok at this hotel, And there a number of bars and eating places just next to the hotel.This is a great place for a night or two if on Business, Not a holiday hotel",Europa Plaza Hotel,"{'neg': 0.035, 'neu': 0.747, 'pos': 0.219, 'compound': 0.9226}",0.9226,pos
