,r_points,r_text,place,scores,compound,score
13,40,"The Averof Hotel in Nicosia, Cyprus is the right place for an extended visit - if you need to write, study or do some business in Cyprus' capital. Modest, simple, very quiet and most of all - very warm with an immensely friendly small staff. I stayed there three weeks, needing to be on my own to do some work - and every single request of mine was met and handled. Be sure: this is not a five star hotel, it is no Sheraton or Hilton, nor does it pretend to be one and the prices are set accordingly. Simple and homey and far from the maddening crowd.",Averof Hotel,"{'neg': 0.048, 'neu': 0.871, 'pos': 0.081, 'compound': 0.3796}",0.3796,pos
14,30,"The location is OK, the hotel looks excellent but someone needs to spend some money on repairs and refurbishments. You open a beautiful door in a clean and well looked after environment to find electrics dangerously not maintained well, wardrobes have been repaired by a Do It Yourself non-enthusiast, bathroom is cleaned but shampoo is not replaced and so on.I loved the people and the service. Breakfast was more than sufficient and varied.They could charge more with a bit of investment. WiFi all around would be good. Fridge in the room with a mini bar and water is also suggested.",Averof Hotel,"{'neg': 0.034, 'neu': 0.728, 'pos': 0.238, 'compound': 0.9754}",0.9754,pos
15,50,"I really enjoyed my stay at the Averof Hotel. The hotel is located in a quiet leafy residential area only 15 minutes on foot to the Pafos Gate and Cyprus Museum.My room was spotlessly clean and had a lovely balcony.Staff were really helpful and had a range of tourist information brochures, including an excellent map of the city as well as a flyer with a list of free tours offerred by the Tourist Information Office!Breakfast was included in the price and the hotel has parking facilities should you have a car.",Averof Hotel,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.9705}",0.9705,pos
16,40,"I spent four nights in this hotel with a small group of students. We needed cheap but reasonably central accommodation in NIcosia - the Averof had it. It is a 15-minute walk into the old town, but Ledra Palace is closer, and if you have a car, they offer free parking and the checkpoint to cross north is less than 10 minutes drive away. Rooms are old but quiet. I am quite allergic to noise but slept with balcony doors open and no ear plugs, Try and get a room to the front with a balcony. Breakfast is adequate (some olives and eggs would be good). Friendly staff. Wifi in communal areas only. They do though block the cost for the entire stay on your credit card, even though the booking site said I would only be charged on arrival. I can't quite see the point of this, and normally only the first night serves as a guarantee - the hotel might as well charge for the stay at the time of booking, then both sides would be clearer about where they stand. That's a minor complaint though. So if you prefer a quiet place over being in the midst of things, and if you don't mind simple and rather old furnishing, this is the place to stay!",Averof Hotel,"{'neg': 0.065, 'neu': 0.847, 'pos': 0.088, 'compound': 0.7229}",0.7229,pos
18,50,The hotel is located in a very quiet neighborhood of Nicosia. 5 min to the city center with taxi. It is small but the friendly staff and vintage furnishing makes your stay pleasant. Accommodation is cheap but cosy except in winter time because it's only air condition heating.,Averof Hotel,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.8674}",0.8674,pos
19,50,In a very quiet area just a short walk to the city centre. The continental breakfast is filling enough and the hotel is very clean. It is old style but that is what makes it so beautiful. 2nd stay in this hotel and we will be back. Very helpful staff,Averof Hotel,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.934}",0.934,pos
20,40,"Nice and friendly staff who will help you with almost anything. Adequate breakfast, flexible eating hours. Clean rooms. No toothbrush and few washing material though. The water didn't work properly when I first decided to take a shower, but they fixed it quickly once told and gave me keys to another room in the meantime.",Averof Hotel,"{'neg': 0.028, 'neu': 0.792, 'pos': 0.18, 'compound': 0.706}",0.706,pos
21,40,"We staied (four people) only one night at Averof hotel, 10/15 min on foot from city center; it's very simple but nice and clean. The forniture is typical cypriot. In august is too hot in Nicosia, but our room had the air condition (with fee). The owners are kindly.",Averof Hotel,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.9177}",0.9177,pos
22,50,"I was here for 9 days for work.Staff was friendly and helpful...and even washed my clothes for free!!!Breakfast was good, wifi worked only in the comonal area but that is not a problem as it was a large area.Very clean, large room cleaned every day, good value for money.15 min walk from the centre of Nicosia.",Averof Hotel,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9539}",0.9539,pos
23,40,"This hotel is situated in a nice residential area within a 20 minute walk of the centre of the old town. The rooms are basic but clean, comfortable and of a good size. The breakfast is a continental buffet which is adequate. The corridors were a little noisy at night and there were quite a few long term students staying. That said no complains and would stay again.Good location to see the old town. Would say 2 days in Nicosia is enough to see what you need to see.",Averof Hotel,"{'neg': 0.08, 'neu': 0.756, 'pos': 0.164, 'compound': 0.8515}",0.8515,pos
24,40,"Located in a quiet , verdant and slightly faded aristocratic nicosian neighbourhood , the Averof has balconied rooms with modest, clean amenities. Zoe the receptionist was totally welcoming , delivering a complimentary Cypriot coffee to my room after check in.After exploring the fascinating old quarter, I rang the hotel and they sent a taxi to pick me up and deliver me back to the hotel at night ,as I wandered far. It's these sort of details that make a good impression on a traveller such as myself.There's a charming verandah out front for relaxing ,an indoor lounge with free wifi and a very decent buffet breakfast. I had a very satisfying two night stay at the averof.",Averof Hotel,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.9833}",0.9833,pos
25,50,"Great value hotel just a short 20 minute walk to the centre of town. Very friendly and helpful staff. Hotel is an ""old style"" Cypriot hotel with up to date facilities in a quiet residential area . Rooms are clean and have character. Basic but tasty continental breakfast. Much better than over-priced city centre hotels.",Averof Hotel,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.9048}",0.9048,pos
26,40,We moved from Italy to stay in Cyprus. As a family (two adults and two children aged 10 and 8) we had to find an accomodation in order to prepare our new house in Zigy. The children are going to school in Nicosia. So we booked for this hotel on internet. We had a nice two rooms accomodation with bathroom. Good breakfast. But what we appreciated most was the many good suggestions we had in order to find shops and all what you need when moving to a new place. The hotel offers free Wi-Fi and this is one of the best facilities today!,Averof Hotel,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.9705}",0.9705,pos
27,30,"As a part of a group of students studying abroad, I stayed at Averof Hotel for about two weeks. The rooms are small and simple, and about a 25 minute walk from downtown (or a quick, cheap cab ride). The room decor isn't the brightest or newest and the shower water temps were random sometimes, but other perks made up for this (plus the awesome new manager shared her plans for upgrading the space soon). The balconies overlooking a safe and quiet neighborhood street, a lovely living room area downstairs, small bar, and simple but good breakfast were positives of the facility. The best part of the stay was the solid customer service we were treated to by very friendly staff. We were happy to call Averof Hotel home for this time!",Averof Hotel,"{'neg': 0.013, 'neu': 0.712, 'pos': 0.275, 'compound': 0.9932}",0.9932,pos
28,40,"We (a study tour of 15 graduate students from the US) are finishing up a 2 week stay at Averof. In all of my travels abroad, I have never stayed at a place where there is such amazing hospitality, friendliness and kindness. They continuously go above and beyond daily to make each and every one of our stay's enjoyable and extra special. The rooms are simple but comfortable. The breakfast while basic, was delicious. The location I found great as it is a nice walk (25 minutes) to the downtown area and is quiet.I would definitely stay here again.",Averof Hotel,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9856}",0.9856,pos
29,20,"Not very central location, and a bit expensive comparing to the other Cyprus hotels (seaside hotels I mean). Free internet at the reception hall. Free parking. Breakfast is poor even if compared with continental standards.",Averof Hotel,"{'neg': 0.078, 'neu': 0.756, 'pos': 0.166, 'compound': 0.5423}",0.5423,pos
30,30,We stayed 2 days. it was okay. not that great though. One thing i should really appreciate is the service. everything else was just average.,Averof Hotel,"{'neg': 0.117, 'neu': 0.71, 'pos': 0.174, 'compound': 0.1528}",0.1528,pos
31,30,"We were in Cyprus on a surveying trip, so this was a good base for us.It's a simple place to stay with no frills (except free internet, which was great to have), which is more or less what we expected for the price we paid.To all the people complaining about breakfast - if you want a uniformed chef preparing you a fresh omlet or frying waffles, you're going to have to pay a bit more than when these guys are charging.",Averof Hotel,"{'neg': 0.063, 'neu': 0.771, 'pos': 0.166, 'compound': 0.8678}",0.8678,pos
33,50,"I have actually stayed at Averof Hotel a few times. I love staying there as the staff are really friendly and super helpful . They make you feel like you are one of the family always offering advice on quality places to dine and great sights to see. The rooms are always kept clean with all the usual fresh sheets and air con etc. The beds are comfortable and a good nights sleep is always ensured. No night time noise, very peaceful indeed. The prices are also very reasonable. Good food and a great bar! I would recommend this hotel to anyone. I have had friends stay there in the past and they have never been disappointed.",Averof Hotel,"{'neg': 0.015, 'neu': 0.631, 'pos': 0.354, 'compound': 0.9937}",0.9937,pos
34,50,I booked a two night stay for myself and 5 other colleagues during a business trip to Cyprus and feel a sense of satisfaction from the warmth of our welcome to the value for money we got. The hotel remains very basic and may look dated but it was clean and more importantly quiet enough to allow us to relax and work in between various meetings. Although it is tucked away in a quiet neighbourhood it felt that the hotel was never far from anywhere.It helped having clear and concise English speakers who understood and happily looked after any request we had which is something I have struggled to find in other more lavish hotels. A sense of a family atmosphere was very appealing and would lead me to recommend the hotel onwards as I definitely plan to stay there again.,Averof Hotel,"{'neg': 0.02, 'neu': 0.752, 'pos': 0.229, 'compound': 0.9846}",0.9846,pos
35,40,"Lovely staying, enjoyed it very much! The hotel is situated in the quiet region of Ayios Andreas but it is only 15min walk from the city center! It is clean and very traditional with quite big rooms! The staff is very very hospital and friendly.",Averof Hotel,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.9283}",0.9283,pos
37,10,"i reserved from month before and they took from my credit card money for confirm my reservation when i arrived to the hotel with my family at midnight.the employee he didnt know nothing about my reservation he makes a calling for all staff how work in averof hotel no 1 know about my reserve ,imagine my situation and they dont understand nothing only money i paid for nothing ,i met a horrible experience in this hotel they treat u with hummer if u want your right.",Averof Hotel,"{'neg': 0.026, 'neu': 0.862, 'pos': 0.112, 'compound': 0.7391}",0.7391,pos
38,40,"I liked this friendly family run hotel, which is located in a nice quiet part of Nicosia (a city that can be very noisy). I was the only guest in the place, which is a slightly odd experience, but my room was clean and comfortable, and surprisingly large, although it was very basic.If you cannot live without satellite TV or mini-bars or room service then small hotels like this will never satisfy you. If, on the other hand, you just was a clean, simple room and your own bathroom that is also clean, then the Averof is nice enough and costs a lot less than most Nicosia hotels.As I was attending an education recruitment fair outside of the city centre the location was not so much of an issue for me, but the walk into the town centre was not too far and very pleasant at night. You walk alongside the Green Line and past the archaeological museum. The distance might be a bit much in the heat of the summer, but there are always taxis.",Averof Hotel,"{'neg': 0.024, 'neu': 0.763, 'pos': 0.214, 'compound': 0.99}",0.99,pos
40,40,"A friend and I stayed at the Averof Hotel for one night following a friend's wedding in Cyprus. The rooms are basic but clean, and good value for the price. Eliza, the receptionist at the hotel, was extremely helpful and polite. You can walk into the centre of town in 20 minutes, or a catch a bus. Probably best to pay the extra (around £3.50 Sterling per night) for air conditioning, as Cyprus is extremely hot most of the time.",Averof Hotel,"{'neg': 0.017, 'neu': 0.738, 'pos': 0.245, 'compound': 0.9717}",0.9717,pos
0,50,We had a conference and training of tourist guides from all over the world for 2 weeks. The training center all the previous years has worked with this hotel but this year I was in charge of many things and had first hand experience. with this hotel. The manager Sophia went out of her way to accommodate every one's food preference and general requests. Rooms were clean and Paris the cook was excellent preparing lunches for us.Rooms had all the essential needed and if there was a problem Sophia handle it very profesionatelly.,Crown Inn Hotel,"{'neg': 0.035, 'neu': 0.838, 'pos': 0.127, 'compound': 0.8847}",0.8847,pos
1,20,"The location is very good and it is relatively quiet (if the people next door are quiet - if not you hear them louder then a car passing by). The Stuff is very very friendly and helpful but the rooms leave a lot to be desired. I changed room because it was damp and stuffy and I saw a cochrache. The next one was a ""suite"", larger at the first sight it seemed cleaner but when a entered the bath at night there were more than one cochraches running around. Would not go there again.",Crown Inn Hotel,"{'neg': 0.014, 'neu': 0.866, 'pos': 0.12, 'compound': 0.8366}",0.8366,pos
3,40,"Reliability has been the fist impression I had since reservation; the hotel is clean and in a silent location far from traffic noise; style is a little bit old fashioned but not annoying for this. rooms are clean, staff is nice and breakfast has enough choice to satisfy different needs. Small parking is a convenient added value. Fares are quite affordable. Hotel is very near to Northern Cyprus border if you drive by car, 5 mins drive abnd you are at the custon for formalities.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.9614}",0.9614,pos
4,30,Older hotel with dated decor. The Rooms were small but clean. No charm but adequate.. the restaurant only had a very limited choice and there were no other restaurants very close. Very hard to find in the one way streets of Nicosia. Buffet breakfast was ok. Good parking. The staff were helpful and pleasant.,Crown Inn Hotel,"{'neg': 0.143, 'neu': 0.568, 'pos': 0.289, 'compound': 0.9197}",0.9197,pos
6,50,"This hotel is located in a quiet neighbouhood, not far from the city center. There are several good restaurants withing walking distance. The staff is very friendly and helpful. The rooms are spacious, but bathrooms may be a bit too small. Breakfast could be more varied, but it was enough for me.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.6403}",0.6403,pos
7,30,"A really decent price for one night and brekkie, but that is also reflected in the experience. Our first room was a twin, which felt claustrophobic n dated. Our second room was a double which was much better. The hotel in general is dated. However, the service, managers and owner, were all lovely and really keen to be accomodating, even when there was a booking mistake on my part. We didnt eat breakfast here, so i cant comment on the quality of that aspect",Crown Inn Hotel,"{'neg': 0.035, 'neu': 0.824, 'pos': 0.142, 'compound': 0.8919}",0.8919,pos
9,50,"Staff went out of there way to help make my stay good as my wife was in the general. The room was clean bedding good and loads of hot water, hotel parking was a plus. I was surprised at the rate. Thanks for for such a good stay.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9509}",0.9509,pos
10,50,Very clean. Price is great for what you get. Harry and Svitlana the hosts are very welcoming and make you feel like nothing you ask for is too big. The beds are comfortable. Tv working great. Breakfast ample,Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.9647}",0.9647,pos
11,20,A really ugly hotel. Small bathroom. Small bed. Dirty walls. Reception is falling down. Room is cheap but there are several reasons for that.. if you are for business is not recommended... the neighbour is good and great place to reach the downtown,Crown Inn Hotel,"{'neg': 0.106, 'neu': 0.69, 'pos': 0.204, 'compound': 0.7966}",0.7966,pos
12,50,"I have stayed in this hotel before and was pleasantly surprised at the start of modernisation.It is close to the town centre, the horse racing and crossing the border.The price as risen a few €'s but the rooms are so much better.Flat screen TV, modern bathrooms, new mattresses. Wi-Fi in all rooms. They used to smell musky and often smoky, now they are bright and clean.The staff are superb and very helpful.A few things can still be improved though.... There is no information in the room to tell you if the TV can swing off the wall (rather than watch at an angle). If I had been drunk I may have pulled it off the wall!It could also have more channels especially English.There are NO tea making facilities in the room, but you have a fridge that you have to turn off because it hums every now and again.A bottle of complimentary water would be nice.The coffee machine in the dining area is fine, but the water for the tea does NOT get very hot and you need to ask for the fresh milk.The maids start cleaning the rooms at 7.0am and should learn to be QUIETER. Not everybody wants to get up at 7.0am..... Not happy with that.All in all.... A very decent night at a very good price.",Crown Inn Hotel,"{'neg': 0.058, 'neu': 0.817, 'pos': 0.125, 'compound': 0.948}",0.948,pos
13,50,For a very good price the crown inn hotel offered a warm and friendly atmosphere. I was staying at the hilton but a friend was joining me and we couldn't get a room there for one night so just needed a one night low cost room. The breakfast that the crown inn offered was just as good as the hilton and the staff exceeded the hilton. thank you for a very enjoyable evening.,Crown Inn Hotel,"{'neg': 0.032, 'neu': 0.704, 'pos': 0.264, 'compound': 0.9591}",0.9591,pos
14,50,"I have stayed in hotels for cheap before, and none of them where as nice as this place and these people. The room was perfect, it had a nice double bed, a desk, wifi, a bar fridge, big closet, a balcony, and air-conditioning, everything I needed.The lobby has a nice large breakfast area, there food was included in my booking. I ate there a few times, but there is also a nice taverna around the corner (large chicken kebab is about the size of my head and the Swordfish was awesome.) The area is slightly out of the downtown center but it was 5 minutes from all my meetings by cab, so as a business traveller it served its purpose well.The staff where so friendly, even when the kitchen was closed, they got up, turned on the lights and made me food. I never had such a friendly experience from people, usually they just tell you its too late, but these guys where great. I particularly liked their Cypriot coffee, they know how to make a good Cypriot coffee. Walking distance was a corner store, pharmacy, hair cutter, and a restaurant.There is a little balcony with chairs that catch the evening sun set on the mountain range and has nice wicker chairs with cushions to sit on, such a pleasant place to have coffee and a puff of a small cigar. I slept fantastic, because there is no noise in this neighbourhood, its quiet and really a lovely find for a work-traveller.I actually returned from my trip in May and decided to stay again. Found some new coffee shops and will likely post another review when I leave.",Crown Inn Hotel,"{'neg': 0.014, 'neu': 0.795, 'pos': 0.191, 'compound': 0.9952}",0.9952,pos
15,40,"We decided to have an overnight stay in Nicosia, while in Cyprus for a month in Polis, the hotel was basic but of a very good standard, the staff were helpful and what ever we asked for was done with a smile , the only two minor points were the loud air con ( jumbo jet landing ) , and the small but adequate shower, parked the car and used taxis to get into city centre , to hot to walk. For the price it was a very satisfactory and clean hotel.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.9691}",0.9691,pos
16,20,"We had originally booked to stay at the Castelli in the old city of Nicosia but when we arrived there was no room for us, so the hotel sent us to The Crown Inn, for a night which was not within the city walls of the old town.That aside, the hotel was drab and dingy and the bathrooms were not up to standard. Breakfast was awful with sliced bread for toast still in the plastic supermarket wrapper, no butter just some awful margarine spread and the cooked items had long since gone although we were down for breakfast at 7.45am.The one good thing was the staff who tried their best and were very friendly, but I am afraid it is not a hotel that I would recommend.",Crown Inn Hotel,"{'neg': 0.093, 'neu': 0.786, 'pos': 0.121, 'compound': 0.7218}",0.7218,pos
18,50,"Just a short stay but the staff were very friendly and understanding when help was needed, the remote/TV was not working so moved to another room wonderful !The hotel is only 2 star but it is clean had a safe to use in room and fridge if needed.we could order out to eat in the hotel there was a bar at the hotel but we did not have time to use it.One thing would be good is to have coffee/tea making in the room.Good walking distance to the center of Nicosia and the broader crossings also museums and any Gov buildings.There is buses close by and a terminal in the center also car hire.Breakfast Basic but good being winter most hotels do not put out as much because lack of guests I have notice.",Crown Inn Hotel,"{'neg': 0.019, 'neu': 0.791, 'pos': 0.189, 'compound': 0.9814}",0.9814,pos
19,40,"Neat little 2 star hotel. Very convenient for what we needed. Room was clean and comfortable. Staff are very friendly and helpful. Price is very reasonable for a capital city. Hotel is just off a local bus route into the city centre. Breakfast is basic but good, plenty of choice. Have stayed here a few times now and always made to feel welcome. Road works around the hotel are now nearly completed, so dust and smells have been eliminated.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.9444}",0.9444,pos
20,20,"Smelly and dirty,not only the rooms the elevator is dirty, the carpet in the loby is dirty,for smell i put perfum on my pilow and smoked a sigerate in the room but still smellbut the staff are lovely, helpful, kind, and you feel they are your familly.",Crown Inn Hotel,"{'neg': 0.035, 'neu': 0.726, 'pos': 0.239, 'compound': 0.9267}",0.9267,pos
21,30,"Had to stay in Nicosia for 1 night and we found this place as it was around the corner from our friends.It's a very basic place with standard rooms with to and air con, shower a little small, it's ideal for an overnight stay.It's looking old and could do with modernising.Sadly breakfast had seen better days with hot dried food and warm milk for your bowl of cereal.Staff were very helpful and friendly to chat to.Mostly likely will not return.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.9259}",0.9259,pos
22,30,Staff do their best to help. Quiet residential area. Rooms are ok. but felt a little old. Reasonable price for Nicosia.Location is a solid 15-20 minutes walk to the center at a good pace. Only two restaurants in the area - it is mostly residential. Nicosia is a bit overpriced compared to the rest of the island.,Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.8689}",0.8689,pos
23,50,"Hello everybody,I searched a cheap hotel and found the Crown Inn Hotel. I get a room with bathroom and a desk. Perfect for me because I plan to start my study here in cyprus. But the friendlyness at the hotel is the reason for maximum of points. I get the best warm welcome and it will be not the last time I was there.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.9153}",0.9153,pos
24,40,"We have just stayed here again for a couple of nights, while the hotel is in need of some TLC, you are always assured of a very warm welcome from all of the staff. The rooms are a little jaded but very clean and have air conditioning, comfortable beds and a good continental style breakfast is available every morning. The staff are so pleasant and helpful and really try to make the stay as comfortable as possible. Free wifi available in all areas. We will definitely be back.",Crown Inn Hotel,"{'neg': 0.015, 'neu': 0.632, 'pos': 0.353, 'compound': 0.9909}",0.9909,pos
26,30,"The proprietor is a happy go lucky man who welcomed is to the hotel.We had a corner room with a balcony which was a nice surprise.The good news really stops there, not the cleanest rooms and the breakfast was not good.However a fifteen to twenty minute stroll to the old city and a good option for travellers on a budget. Parking available too.",Crown Inn Hotel,"{'neg': 0.028, 'neu': 0.716, 'pos': 0.256, 'compound': 0.9393}",0.9393,pos
27,50,"Excellent hospitality , the room a little small but very clean and quiet . The breakfast buffett is abundant . From this hotel you can reach the area of the ancient walls in the city center with a 15 minute walk , or by city bus ( about 6 minutes ) .",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.7572}",0.7572,pos
28,20,"The hotel is outside the center area in a calm neighborhood and 10 minutes from the Municipal park. But the room was with old furniture, very tiny, as well as the bathroom. The refrigerator was noisy and we had to turn it off in order to manage to sleep in the night. The balcony is enough only for one person. But the staff at the reception desk is very nice, friendly and helpful.",Crown Inn Hotel,"{'neg': 0.021, 'neu': 0.807, 'pos': 0.172, 'compound': 0.9069}",0.9069,pos
29,40,"The crown Inn is located about a 15-20 minute walk from the walled city. It's a nice walk into town and you pass by the Cyprus Museum and Pafos gate. I stayed 2 nights and the hotel was nice and quite. I didn't hear any other noise from other guests. The rooms are very clean and also have a small balcony, a fridge, tv and that all important Air Conn. Breakfast is a simple stripped down Buffett, the usual things like juice, tea, coffee, cereals, toast and also a couple of hot things like beans and eggs. Recommended if you don't mind the walk into town - although there are buses and they have details at the reception.",Crown Inn Hotel,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.9348}",0.9348,pos
